# _root_ S' esperen precipitacions al litoral i al Prelitoral nord , així_com al Pirineu i Prepirineu_Oriental a_partir_de la tarda , i seran en forma de neu o calabruix a qualsevol cota i localment d' intensitat moderada .
#goldHeads=2,0,2,2,4,4,4,7,8,4,4,4,12,13,13,12,18,16,12,2,2,21,22,23,24,25,25,22,30,28,22,33,22,33,34,2,
#predictedHeads=2,0,2,2,4,4,4,7,8,2,12,4,12,13,13,2,18,16,2,2,2,21,22,23,24,25,25,21,30,28,28,33,28,33,34,2,
(3,21),(21,10),0.0414094 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.160439 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),0.0370639 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.211987 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),0.215773 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.15127 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.11697 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.360303 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),0.0338735 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.87878 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.182942 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.410133 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-0.220911 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.49931 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-0.499754 # DEPENDENCYPART_GRANDPAR
(3,21),(21,30),-0.581643 # DEPENDENCYPART_GRANDPAR
(3,21),(21,31),-0.738649 # DEPENDENCYPART_GRANDPAR
(3,21),(21,32),-0.310536 # DEPENDENCYPART_GRANDPAR
(3,21),(21,35),-0.382353 # DEPENDENCYPART_GRANDPAR
(3,21),(21,36),-2.34103 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.51212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0785718 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.3224 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.02475 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.515538 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.765571 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.44345 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.678621 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.933439 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.469054 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.03852 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.978329 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.25465 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.07463 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.97483 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.32008 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.09483 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.843851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.534777 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.224667 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.389803 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.174466 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.481249 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.127781 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.133358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.435117 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.250896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.0738766 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.0882511 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.470068 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.417909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0452184 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.60258 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.105136 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.264018 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.249682 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.624283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-1.13396 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.531243 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.512659 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-1.23185 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.506543 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.175995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.474902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.13087 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.127957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.438983 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.249372 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0700105 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.451277 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.157957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.460716 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.604576 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.798031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.490444 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.310658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.592439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.076009 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.263252 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.277216 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.604989 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.259893 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.467368 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0161558 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.759125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,7),-0.271751 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.154504 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.367091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.165523 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.446338 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.361639 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0626648 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.499845 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-1.08013 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.6432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.204963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.435455 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.776408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.470068 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.289034 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.558537 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.351685 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.462494 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.249682 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0480292 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.624283 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-1.13396 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.531243 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.281732 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.512659 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.18896 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-1.23185 # DEPENDENCYPART_GRANDPAR
(4,12),(12,33),-2.31424 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.721668 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.22782 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.467469 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.574757 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.654162 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-1.29793 # DEPENDENCYPART_GRANDPAR
(4,22),(22,31),-1.22401 # DEPENDENCYPART_GRANDPAR
(4,22),(22,33),-2.35269 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.456332 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-0.731561 # DEPENDENCYPART_GRANDPAR
(4,28),(28,30),-0.236197 # DEPENDENCYPART_GRANDPAR
(4,28),(28,31),-1.18433 # DEPENDENCYPART_GRANDPAR
(4,28),(28,32),-0.159789 # DEPENDENCYPART_GRANDPAR
(4,28),(28,33),-2.28131 # DEPENDENCYPART_GRANDPAR
(4,28),(28,34),-0.561944 # DEPENDENCYPART_GRANDPAR
(4,28),(28,35),-1.36881 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.218518 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.7483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.736224 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.10546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.14422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.10371 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.05595 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.892779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.07889 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.05572 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-2.02561 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0684608 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.298867 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.404612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.319651 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.179513 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.380532 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.431296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.625648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.484278 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.542692 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.538753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-1.32694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0323318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.333413 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.177351 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.22078 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.387898 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.405538 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.482958 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.501298 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.571071 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.299001 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.681044 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-1.02629 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.7918 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.218026 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.241651 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.253933 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.151601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.262727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.396391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.503049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.377838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.305024 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.412485 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.727363 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.348611 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.328304 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.216851 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.281168 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.342859 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.52183 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.438625 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.492331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.521693 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.633225 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.395057 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.402365 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.777816 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.0684608 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.293506 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.147358 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0976726 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.370288 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.431296 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.460894 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.625648 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.484278 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.542692 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.491781 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.538753 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.756417 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-1.32694 # DEPENDENCYPART_GRANDPAR
(5,12),(12,33),-0.980698 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0606824 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.48544 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.501484 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.571079 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.299186 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.341982 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.596835 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.444794 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.416339 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.666768 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.682845 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-1.02648 # DEPENDENCYPART_GRANDPAR
(5,13),(13,35),-1.01848 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.598327 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.30827 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.448376 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.571071 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.299001 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.594354 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.444546 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-1.59168 # DEPENDENCYPART_GRANDPAR
(5,21),(21,6),-0.00811569 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.229712 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.0692935 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.219604 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.203144 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.429169 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.373489 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.220754 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.233921 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.600219 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.219247 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-1.2051 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.616599 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.590233 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.526882 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.8805 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-1.06928 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-0.69531 # DEPENDENCYPART_GRANDPAR
(5,21),(21,31),-1.03504 # DEPENDENCYPART_GRANDPAR
(5,21),(21,32),-0.476703 # DEPENDENCYPART_GRANDPAR
(5,21),(21,35),-0.907713 # DEPENDENCYPART_GRANDPAR
(5,21),(21,36),-2.28066 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.18601 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.613571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.313343 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0275381 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0543066 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.144972 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.300318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.150997 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0924855 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.00372345 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.474391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.489008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.656521 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.09772 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.930432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.43088 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0823989 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.189602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.328162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.246197 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.244019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.420575 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.42142 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.644209 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.891525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.592079 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.205531 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0918731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.152327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.412585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.158343 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.141053 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.931747 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.654025 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.189089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.388662 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.675046 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.12613 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.908808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,10),-0.396977 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.193277 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.168483 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.300628 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.172978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.265492 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.985576 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.542068 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.265858 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.465867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.847369 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.926296 # DEPENDENCYPART_GRANDPAR
(7,12),(12,33),-1.93795 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0896819 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0420423 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-1.01911 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.584296 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.274665 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.463462 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.836032 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.569037 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.956233 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-1.0758 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.622457 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.886232 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.513392 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.588431 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.538594 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-0.992379 # DEPENDENCYPART_GRANDPAR
(7,22),(22,31),-0.953141 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),-1.9764 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),-0.340764 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.663105 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),-0.199263 # DEPENDENCYPART_GRANDPAR
(7,28),(28,31),-0.913466 # DEPENDENCYPART_GRANDPAR
(7,28),(28,32),-0.0794579 # DEPENDENCYPART_GRANDPAR
(7,28),(28,33),-1.90502 # DEPENDENCYPART_GRANDPAR
(7,28),(28,34),-0.538849 # DEPENDENCYPART_GRANDPAR
(7,28),(28,35),-1.18938 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.05349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.24502 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.11181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.222504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.154657 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.244037 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0708183 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.076691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.132696 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.037345 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.287664 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.989049 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.04737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.371847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.256025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.227422 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.125589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.054039 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0498453 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0892345 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0822473 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.234713 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.116061 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.0581704 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.0395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.25778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.09782 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.32552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.207803 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.102385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0379849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0318019 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0438341 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0433421 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.142689 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.0208244 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.19431 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.154791 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.503118 # DEPENDENCYPART_GRANDPAR
(8,12),(12,33),-0.348316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.246905 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0159342 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0116432 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0125508 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.101535 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.099835 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.196609 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.0676908 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0700804 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.06324 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.220052 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.426538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,35),-0.249782 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.111103 # DEPENDENCYPART_GRANDPAR
