# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(24,21),(24,33),0.00236796 # DEPENDENCYPART_SIBL
(24,21),(24,34),-0.0168852 # DEPENDENCYPART_SIBL
(24,21),(24,35),-0.047133 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.3382 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.304716 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0958088 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.299437 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0387618 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.308018 # DEPENDENCYPART_SIBL
(24,23),(24,33),0.292258 # DEPENDENCYPART_SIBL
(24,23),(24,34),0.304716 # DEPENDENCYPART_SIBL
(24,23),(24,35),-0.0668647 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0217863 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0242823 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0671521 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.00254454 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.00663668 # DEPENDENCYPART_SIBL
(24,25),(24,33),0.0370272 # DEPENDENCYPART_SIBL
(24,25),(24,34),0.0217763 # DEPENDENCYPART_SIBL
(24,25),(24,35),0.0048874 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0189231 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0259213 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0189303 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.0112098 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.012563 # DEPENDENCYPART_SIBL
(24,26),(24,34),-0.000896001 # DEPENDENCYPART_SIBL
(24,26),(24,35),0.0368433 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.346361 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.199823 # DEPENDENCYPART_SIBL
(24,27),(24,32),0.28976 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.0530871 # DEPENDENCYPART_SIBL
(24,27),(24,34),0.308083 # DEPENDENCYPART_SIBL
(24,27),(24,35),-0.0768415 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.00185025 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.0224367 # DEPENDENCYPART_SIBL
(24,29),(24,33),0.00470822 # DEPENDENCYPART_SIBL
(24,29),(24,34),-0.012123 # DEPENDENCYPART_SIBL
(24,29),(24,35),0.0314849 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.561747 # DEPENDENCYPART_SIBL
(24,30),(24,33),0.204451 # DEPENDENCYPART_SIBL
(24,30),(24,34),0.576224 # DEPENDENCYPART_SIBL
(24,30),(24,35),0.111753 # DEPENDENCYPART_SIBL
(24,32),(24,33),0.0176547 # DEPENDENCYPART_SIBL
(24,32),(24,34),0.000800743 # DEPENDENCYPART_SIBL
(24,32),(24,35),0.0370554 # DEPENDENCYPART_SIBL
(24,33),(24,34),0.0177306 # DEPENDENCYPART_SIBL
(24,33),(24,35),-0.0533724 # DEPENDENCYPART_SIBL
(24,34),(24,35),0.0368433 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.171606 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.125595 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.172401 # DEPENDENCYPART_SIBL
(25,23),(25,33),0.207481 # DEPENDENCYPART_SIBL
(25,23),(25,36),0.137842 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0345918 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.930228 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.0147561 # DEPENDENCYPART_SIBL
(25,26),(25,36),0.0416087 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.00986273 # DEPENDENCYPART_SIBL
(25,27),(25,33),0.610077 # DEPENDENCYPART_SIBL
(25,27),(25,36),0.738547 # DEPENDENCYPART_SIBL
(25,29),(25,33),0.0163655 # DEPENDENCYPART_SIBL
(25,29),(25,36),0.0414749 # DEPENDENCYPART_SIBL
(25,33),(25,36),0.037419 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0149047 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.310186 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0245771 # DEPENDENCYPART_SIBL
(26,23),(26,32),0.318768 # DEPENDENCYPART_SIBL
(26,23),(26,33),0.346609 # DEPENDENCYPART_SIBL
(26,23),(26,34),0.315466 # DEPENDENCYPART_SIBL
(26,23),(26,35),-0.0312511 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.413694 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.272076 # DEPENDENCYPART_SIBL
(26,27),(26,32),0.357093 # DEPENDENCYPART_SIBL
(26,27),(26,33),0.000409533 # DEPENDENCYPART_SIBL
(26,27),(26,34),0.375416 # DEPENDENCYPART_SIBL
(26,27),(26,35),-0.0413258 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0271019 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.00750661 # DEPENDENCYPART_SIBL
(26,29),(26,33),0.00352952 # DEPENDENCYPART_SIBL
(26,29),(26,34),0.00280716 # DEPENDENCYPART_SIBL
(26,29),(26,35),0.0233033 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.590226 # DEPENDENCYPART_SIBL
(26,30),(26,33),0.22298 # DEPENDENCYPART_SIBL
(26,30),(26,34),0.604703 # DEPENDENCYPART_SIBL
(26,30),(26,35),0.117956 # DEPENDENCYPART_SIBL
(26,32),(26,33),0.016476 # DEPENDENCYPART_SIBL
(26,32),(26,34),0.0157309 # DEPENDENCYPART_SIBL
(26,32),(26,35),0.0288738 # DEPENDENCYPART_SIBL
(26,33),(26,34),0.0193117 # DEPENDENCYPART_SIBL
(26,33),(26,35),-0.0646812 # DEPENDENCYPART_SIBL
(26,34),(26,35),0.0286617 # DEPENDENCYPART_SIBL
(28,25),(28,31),0.0734456 # DEPENDENCYPART_SIBL
(29,13),(29,22),-0.00322694 # DEPENDENCYPART_SIBL
(29,13),(29,23),0.0810085 # DEPENDENCYPART_SIBL
(29,13),(29,25),0.0823428 # DEPENDENCYPART_SIBL
(29,13),(29,27),0.326031 # DEPENDENCYPART_SIBL
(29,13),(29,28),0.23183 # DEPENDENCYPART_SIBL
(29,13),(29,30),-0.00286398 # DEPENDENCYPART_SIBL
(29,13),(29,32),-0.0270806 # DEPENDENCYPART_SIBL
(29,13),(29,33),-0.0377875 # DEPENDENCYPART_SIBL
(29,13),(29,34),-0.0270706 # DEPENDENCYPART_SIBL
(29,13),(29,35),-0.0886205 # DEPENDENCYPART_SIBL
(29,13),(29,36),-0.0241949 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.0365133 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.0634318 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.0125384 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.132251 # DEPENDENCYPART_SIBL
(29,22),(29,30),0.0256794 # DEPENDENCYPART_SIBL
(29,22),(29,32),-0.00372355 # DEPENDENCYPART_SIBL
(29,22),(29,33),-0.0230922 # DEPENDENCYPART_SIBL
(29,22),(29,34),-0.00227266 # DEPENDENCYPART_SIBL
(29,22),(29,35),0.0181805 # DEPENDENCYPART_SIBL
(29,22),(29,36),-0.0879683 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.148192 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.024576 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.846337 # DEPENDENCYPART_SIBL
(29,23),(29,30),0.0168256 # DEPENDENCYPART_SIBL
(29,23),(29,32),0.302173 # DEPENDENCYPART_SIBL
(29,23),(29,33),0.330469 # DEPENDENCYPART_SIBL
(29,23),(29,34),0.29887 # DEPENDENCYPART_SIBL
(29,23),(29,35),-0.0353427 # DEPENDENCYPART_SIBL
(29,23),(29,36),0.376647 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.130698 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0206338 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0227234 # DEPENDENCYPART_SIBL
(29,25),(29,32),-0.0107624 # DEPENDENCYPART_SIBL
(29,25),(29,33),0.0197782 # DEPENDENCYPART_SIBL
(29,25),(29,34),-0.00934966 # DEPENDENCYPART_SIBL
(29,25),(29,35),-0.00935324 # DEPENDENCYPART_SIBL
(29,25),(29,36),-0.0437671 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0421428 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0304492 # DEPENDENCYPART_SIBL
(29,27),(29,32),-0.0564918 # DEPENDENCYPART_SIBL
(29,27),(29,33),0.126337 # DEPENDENCYPART_SIBL
(29,27),(29,34),-0.0568318 # DEPENDENCYPART_SIBL
(29,27),(29,35),0.0493539 # DEPENDENCYPART_SIBL
(29,27),(29,36),0.0185779 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0479306 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0350656 # DEPENDENCYPART_SIBL
(29,28),(29,33),0.194092 # DEPENDENCYPART_SIBL
(29,28),(29,34),0.0385542 # DEPENDENCYPART_SIBL
(29,28),(29,35),0.038022 # DEPENDENCYPART_SIBL
(29,28),(29,36),0.113838 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.573359 # DEPENDENCYPART_SIBL
(29,30),(29,33),0.205879 # DEPENDENCYPART_SIBL
(29,30),(29,34),0.587835 # DEPENDENCYPART_SIBL
(29,30),(29,35),0.10992 # DEPENDENCYPART_SIBL
(29,30),(29,36),0.211586 # DEPENDENCYPART_SIBL
(29,32),(29,33),0.00674896 # DEPENDENCYPART_SIBL
(29,32),(29,34),0.0039674 # DEPENDENCYPART_SIBL
(29,32),(29,35),0.0247712 # DEPENDENCYPART_SIBL
(29,32),(29,36),0.0278176 # DEPENDENCYPART_SIBL
(29,33),(29,34),0.00833317 # DEPENDENCYPART_SIBL
(29,33),(29,35),-0.0655761 # DEPENDENCYPART_SIBL
(29,33),(29,36),0.00204551 # DEPENDENCYPART_SIBL
(29,34),(29,35),0.024559 # DEPENDENCYPART_SIBL
(29,34),(29,36),0.0227863 # DEPENDENCYPART_SIBL
(29,35),(29,36),-0.000159258 # DEPENDENCYPART_SIBL
(31,32),(31,33),0.319066 # DEPENDENCYPART_SIBL
(32,28),(32,30),0.0398866 # DEPENDENCYPART_SIBL
(32,28),(32,31),-0.78492 # DEPENDENCYPART_SIBL
(32,28),(32,33),0.239751 # DEPENDENCYPART_SIBL
(32,28),(32,34),0.0639213 # DEPENDENCYPART_SIBL
(32,28),(32,35),0.0532132 # DEPENDENCYPART_SIBL
(32,28),(32,36),0.198623 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.125856 # DEPENDENCYPART_SIBL
(32,30),(32,33),-0.0521714 # DEPENDENCYPART_SIBL
(32,30),(32,34),-0.088585 # DEPENDENCYPART_SIBL
(32,30),(32,35),0.0165403 # DEPENDENCYPART_SIBL
(32,30),(32,36),0.13784 # DEPENDENCYPART_SIBL
(32,31),(32,33),0.367422 # DEPENDENCYPART_SIBL
(32,31),(32,34),0.305914 # DEPENDENCYPART_SIBL
(32,31),(32,35),-0.0311967 # DEPENDENCYPART_SIBL
(32,31),(32,36),0.452727 # DEPENDENCYPART_SIBL
(32,33),(32,34),0.0173113 # DEPENDENCYPART_SIBL
(32,33),(32,35),-0.0567509 # DEPENDENCYPART_SIBL
(32,33),(32,36),0.0835909 # DEPENDENCYPART_SIBL
(32,34),(32,35),0.0269569 # DEPENDENCYPART_SIBL
(32,34),(32,36),0.06878 # DEPENDENCYPART_SIBL
(32,35),(32,36),0.0246855 # DEPENDENCYPART_SIBL
(33,31),(33,34),0.112405 # DEPENDENCYPART_SIBL
(33,31),(33,35),0.0536604 # DEPENDENCYPART_SIBL
(33,31),(33,36),0.101535 # DEPENDENCYPART_SIBL
(33,34),(33,35),-0.462295 # DEPENDENCYPART_SIBL
(33,34),(33,36),0.101874 # DEPENDENCYPART_SIBL
(33,35),(33,36),0.0925038 # DEPENDENCYPART_SIBL
(34,28),(34,31),-0.787675 # DEPENDENCYPART_SIBL
(34,28),(34,35),0.0583458 # DEPENDENCYPART_SIBL
(34,28),(34,36),0.157756 # DEPENDENCYPART_SIBL
(34,31),(34,35),-0.021382 # DEPENDENCYPART_SIBL
(34,31),(34,36),0.410306 # DEPENDENCYPART_SIBL
(34,35),(34,36),0.00271812 # DEPENDENCYPART_SIBL
(35,3),(35,5),-0.794977 # DEPENDENCYPART_SIBL
(35,3),(35,8),-0.524707 # DEPENDENCYPART_SIBL
(35,3),(35,10),-0.794879 # DEPENDENCYPART_SIBL
(35,3),(35,13),-0.136886 # DEPENDENCYPART_SIBL
(35,3),(35,16),-0.0256378 # DEPENDENCYPART_SIBL
(35,3),(35,18),-0.793283 # DEPENDENCYPART_SIBL
(35,3),(35,20),-0.794854 # DEPENDENCYPART_SIBL
(35,3),(35,22),-0.122522 # DEPENDENCYPART_SIBL
(35,3),(35,24),-0.794977 # DEPENDENCYPART_SIBL
(35,3),(35,26),-0.794854 # DEPENDENCYPART_SIBL
(35,3),(35,27),-0.524707 # DEPENDENCYPART_SIBL
(35,3),(35,29),-0.794879 # DEPENDENCYPART_SIBL
(35,3),(35,30),-0.0256378 # DEPENDENCYPART_SIBL
(35,3),(35,31),-0.215396 # DEPENDENCYPART_SIBL
(35,3),(35,32),-0.793283 # DEPENDENCYPART_SIBL
(35,3),(35,33),-0.190409 # DEPENDENCYPART_SIBL
(35,3),(35,34),-0.794854 # DEPENDENCYPART_SIBL
(35,3),(35,36),0.000691927 # DEPENDENCYPART_SIBL
(35,3),(35,37),-0.0146363 # DEPENDENCYPART_SIBL
(35,3),(35,38),0.0445694 # DEPENDENCYPART_SIBL
(35,5),(35,8),-0.532362 # DEPENDENCYPART_SIBL
(35,5),(35,10),-0.805933 # DEPENDENCYPART_SIBL
(35,5),(35,13),-0.133601 # DEPENDENCYPART_SIBL
(35,5),(35,16),-0.0303178 # DEPENDENCYPART_SIBL
(35,5),(35,18),-0.804337 # DEPENDENCYPART_SIBL
(35,5),(35,20),-0.805908 # DEPENDENCYPART_SIBL
(35,5),(35,22),-0.124229 # DEPENDENCYPART_SIBL
(35,5),(35,24),-0.806031 # DEPENDENCYPART_SIBL
(35,5),(35,26),-0.805908 # DEPENDENCYPART_SIBL
(35,5),(35,27),-0.532362 # DEPENDENCYPART_SIBL
(35,5),(35,29),-0.805933 # DEPENDENCYPART_SIBL
(35,5),(35,30),-0.0303178 # DEPENDENCYPART_SIBL
(35,5),(35,31),-0.219554 # DEPENDENCYPART_SIBL
(35,5),(35,32),-0.804337 # DEPENDENCYPART_SIBL
(35,5),(35,33),-0.191993 # DEPENDENCYPART_SIBL
(35,5),(35,34),-0.805909 # DEPENDENCYPART_SIBL
(35,5),(35,36),0.0216083 # DEPENDENCYPART_SIBL
(35,5),(35,37),-0.0293399 # DEPENDENCYPART_SIBL
(35,5),(35,38),-0.0121383 # DEPENDENCYPART_SIBL
(35,8),(35,10),0.0523969 # DEPENDENCYPART_SIBL
(35,8),(35,13),0.0330327 # DEPENDENCYPART_SIBL
(35,8),(35,16),0.192311 # DEPENDENCYPART_SIBL
(35,8),(35,18),0.0535892 # DEPENDENCYPART_SIBL
(35,8),(35,20),0.0524293 # DEPENDENCYPART_SIBL
(35,8),(35,22),0.0827766 # DEPENDENCYPART_SIBL
(35,8),(35,24),0.0523068 # DEPENDENCYPART_SIBL
(35,8),(35,26),0.0524293 # DEPENDENCYPART_SIBL
(35,8),(35,27),-0.342858 # DEPENDENCYPART_SIBL
(35,8),(35,29),0.0523969 # DEPENDENCYPART_SIBL
(35,8),(35,30),0.192311 # DEPENDENCYPART_SIBL
(35,8),(35,31),-0.0763243 # DEPENDENCYPART_SIBL
(35,8),(35,32),0.0535892 # DEPENDENCYPART_SIBL
(35,8),(35,33),0.0378434 # DEPENDENCYPART_SIBL
(35,8),(35,34),0.0524293 # DEPENDENCYPART_SIBL
(35,8),(35,36),0.0740563 # DEPENDENCYPART_SIBL
(35,8),(35,37),-0.0536674 # DEPENDENCYPART_SIBL
(35,8),(35,38),-0.487066 # DEPENDENCYPART_SIBL
(35,10),(35,13),-0.127428 # DEPENDENCYPART_SIBL
(35,10),(35,16),-0.0230505 # DEPENDENCYPART_SIBL
(35,10),(35,18),-0.790648 # DEPENDENCYPART_SIBL
(35,10),(35,20),-0.792219 # DEPENDENCYPART_SIBL
(35,10),(35,22),-0.117577 # DEPENDENCYPART_SIBL
(35,10),(35,24),-0.792341 # DEPENDENCYPART_SIBL
(35,10),(35,26),-0.792219 # DEPENDENCYPART_SIBL
(35,10),(35,27),-0.519539 # DEPENDENCYPART_SIBL
(35,10),(35,29),-0.792244 # DEPENDENCYPART_SIBL
(35,10),(35,30),-0.0230505 # DEPENDENCYPART_SIBL
(35,10),(35,31),-0.212903 # DEPENDENCYPART_SIBL
(35,10),(35,32),-0.790648 # DEPENDENCYPART_SIBL
(35,10),(35,33),-0.185342 # DEPENDENCYPART_SIBL
(35,10),(35,34),-0.792219 # DEPENDENCYPART_SIBL
(35,10),(35,36),0.0097044 # DEPENDENCYPART_SIBL
(35,10),(35,37),-0.0394012 # DEPENDENCYPART_SIBL
(35,10),(35,38),-0.00563968 # DEPENDENCYPART_SIBL
(35,13),(35,16),0.0224153 # DEPENDENCYPART_SIBL
(35,13),(35,18),-0.0584603 # DEPENDENCYPART_SIBL
(35,13),(35,20),-0.0600298 # DEPENDENCYPART_SIBL
(35,13),(35,22),-0.286652 # DEPENDENCYPART_SIBL
(35,13),(35,24),-0.0601538 # DEPENDENCYPART_SIBL
(35,13),(35,26),-0.0600298 # DEPENDENCYPART_SIBL
(35,13),(35,27),-0.154223 # DEPENDENCYPART_SIBL
(35,13),(35,29),-0.0600672 # DEPENDENCYPART_SIBL
(35,13),(35,30),0.0224153 # DEPENDENCYPART_SIBL
(35,13),(35,31),-0.134598 # DEPENDENCYPART_SIBL
(35,13),(35,32),-0.0584603 # DEPENDENCYPART_SIBL
(35,13),(35,33),-0.226732 # DEPENDENCYPART_SIBL
(35,13),(35,34),-0.0600298 # DEPENDENCYPART_SIBL
(35,13),(35,36),-0.0603589 # DEPENDENCYPART_SIBL
(35,13),(35,37),-0.10256 # DEPENDENCYPART_SIBL
(35,13),(35,38),-0.00309652 # DEPENDENCYPART_SIBL
(35,16),(35,18),0.0093797 # DEPENDENCYPART_SIBL
(35,16),(35,20),0.0078085 # DEPENDENCYPART_SIBL
(35,16),(35,22),0.0701712 # DEPENDENCYPART_SIBL
(35,16),(35,24),0.00767553 # DEPENDENCYPART_SIBL
(35,16),(35,26),0.0078085 # DEPENDENCYPART_SIBL
(35,16),(35,27),-0.286064 # DEPENDENCYPART_SIBL
(35,16),(35,29),0.00776345 # DEPENDENCYPART_SIBL
(35,16),(35,30),0.0538989 # DEPENDENCYPART_SIBL
(35,16),(35,31),-0.178707 # DEPENDENCYPART_SIBL
(35,16),(35,32),0.0093797 # DEPENDENCYPART_SIBL
(35,16),(35,33),0.0324894 # DEPENDENCYPART_SIBL
(35,16),(35,34),0.00780849 # DEPENDENCYPART_SIBL
(35,16),(35,36),-0.0317399 # DEPENDENCYPART_SIBL
(35,16),(35,37),-0.1667 # DEPENDENCYPART_SIBL
(35,16),(35,38),-0.0134025 # DEPENDENCYPART_SIBL
(35,18),(35,20),-0.790279 # DEPENDENCYPART_SIBL
(35,18),(35,22),-0.115637 # DEPENDENCYPART_SIBL
(35,18),(35,24),-0.790401 # DEPENDENCYPART_SIBL
(35,18),(35,26),-0.790279 # DEPENDENCYPART_SIBL
(35,18),(35,27),-0.517598 # DEPENDENCYPART_SIBL
(35,18),(35,29),-0.790303 # DEPENDENCYPART_SIBL
(35,18),(35,30),-0.0211052 # DEPENDENCYPART_SIBL
(35,18),(35,31),-0.210962 # DEPENDENCYPART_SIBL
(35,18),(35,32),-0.788707 # DEPENDENCYPART_SIBL
(35,18),(35,33),-0.183402 # DEPENDENCYPART_SIBL
(35,18),(35,34),-0.790279 # DEPENDENCYPART_SIBL
(35,18),(35,36),0.016717 # DEPENDENCYPART_SIBL
(35,18),(35,37),-0.0350921 # DEPENDENCYPART_SIBL
(35,18),(35,38),0.00655523 # DEPENDENCYPART_SIBL
(35,20),(35,22),-0.117569 # DEPENDENCYPART_SIBL
(35,20),(35,24),-0.792333 # DEPENDENCYPART_SIBL
(35,20),(35,26),-0.79221 # DEPENDENCYPART_SIBL
(35,20),(35,27),-0.51953 # DEPENDENCYPART_SIBL
(35,20),(35,29),-0.792235 # DEPENDENCYPART_SIBL
(35,20),(35,30),-0.0230367 # DEPENDENCYPART_SIBL
(35,20),(35,31),-0.212894 # DEPENDENCYPART_SIBL
(35,20),(35,32),-0.790639 # DEPENDENCYPART_SIBL
(35,20),(35,33),-0.185333 # DEPENDENCYPART_SIBL
(35,20),(35,34),-0.79221 # DEPENDENCYPART_SIBL
(35,20),(35,36),0.00976669 # DEPENDENCYPART_SIBL
(35,20),(35,37),-0.0393277 # DEPENDENCYPART_SIBL
(35,20),(35,38),-0.00553159 # DEPENDENCYPART_SIBL
(35,22),(35,24),0.0311574 # DEPENDENCYPART_SIBL
(35,22),(35,26),0.0312883 # DEPENDENCYPART_SIBL
(35,22),(35,27),-0.31238 # DEPENDENCYPART_SIBL
(35,22),(35,29),0.0312566 # DEPENDENCYPART_SIBL
(35,22),(35,30),0.133312 # DEPENDENCYPART_SIBL
(35,22),(35,31),-0.118061 # DEPENDENCYPART_SIBL
(35,22),(35,32),0.0367349 # DEPENDENCYPART_SIBL
(35,22),(35,33),-0.0827678 # DEPENDENCYPART_SIBL
(35,22),(35,34),0.0312883 # DEPENDENCYPART_SIBL
(35,22),(35,36),-0.0573302 # DEPENDENCYPART_SIBL
(35,22),(35,37),-0.0722569 # DEPENDENCYPART_SIBL
(35,22),(35,38),-0.0273022 # DEPENDENCYPART_SIBL
(35,24),(35,26),-0.805908 # DEPENDENCYPART_SIBL
(35,24),(35,27),-0.532362 # DEPENDENCYPART_SIBL
(35,24),(35,29),-0.805933 # DEPENDENCYPART_SIBL
(35,24),(35,30),-0.0303178 # DEPENDENCYPART_SIBL
(35,24),(35,31),-0.219554 # DEPENDENCYPART_SIBL
(35,24),(35,32),-0.804337 # DEPENDENCYPART_SIBL
(35,24),(35,33),-0.191993 # DEPENDENCYPART_SIBL
(35,24),(35,34),-0.805909 # DEPENDENCYPART_SIBL
(35,24),(35,36),0.0216083 # DEPENDENCYPART_SIBL
(35,24),(35,37),-0.0293399 # DEPENDENCYPART_SIBL
(35,24),(35,38),-0.0121383 # DEPENDENCYPART_SIBL
(35,26),(35,27),-0.51953 # DEPENDENCYPART_SIBL
(35,26),(35,29),-0.792235 # DEPENDENCYPART_SIBL
(35,26),(35,30),-0.0230367 # DEPENDENCYPART_SIBL
(35,26),(35,31),-0.212894 # DEPENDENCYPART_SIBL
(35,26),(35,32),-0.790639 # DEPENDENCYPART_SIBL
(35,26),(35,33),-0.185333 # DEPENDENCYPART_SIBL
(35,26),(35,34),-0.79221 # DEPENDENCYPART_SIBL
(35,26),(35,36),0.00976669 # DEPENDENCYPART_SIBL
(35,26),(35,37),-0.0393277 # DEPENDENCYPART_SIBL
(35,26),(35,38),-0.00553159 # DEPENDENCYPART_SIBL
(35,27),(35,29),0.0523969 # DEPENDENCYPART_SIBL
(35,27),(35,30),0.192311 # DEPENDENCYPART_SIBL
(35,27),(35,31),-0.0763243 # DEPENDENCYPART_SIBL
(35,27),(35,32),0.0535892 # DEPENDENCYPART_SIBL
(35,27),(35,33),0.0378434 # DEPENDENCYPART_SIBL
(35,27),(35,34),0.0524293 # DEPENDENCYPART_SIBL
(35,27),(35,36),0.0740563 # DEPENDENCYPART_SIBL
(35,27),(35,37),-0.0536674 # DEPENDENCYPART_SIBL
(35,27),(35,38),-0.487066 # DEPENDENCYPART_SIBL
(35,29),(35,30),-0.0230505 # DEPENDENCYPART_SIBL
(35,29),(35,31),-0.212903 # DEPENDENCYPART_SIBL
(35,29),(35,32),-0.790648 # DEPENDENCYPART_SIBL
(35,29),(35,33),-0.185342 # DEPENDENCYPART_SIBL
(35,29),(35,34),-0.792219 # DEPENDENCYPART_SIBL
(35,29),(35,36),0.0097044 # DEPENDENCYPART_SIBL
(35,29),(35,37),-0.0394012 # DEPENDENCYPART_SIBL
(35,29),(35,38),-0.00563968 # DEPENDENCYPART_SIBL
(35,30),(35,31),-0.178707 # DEPENDENCYPART_SIBL
(35,30),(35,32),0.0093797 # DEPENDENCYPART_SIBL
(35,30),(35,33),0.0324894 # DEPENDENCYPART_SIBL
(35,30),(35,34),0.00780849 # DEPENDENCYPART_SIBL
(35,30),(35,36),-0.0317399 # DEPENDENCYPART_SIBL
(35,30),(35,37),-0.1667 # DEPENDENCYPART_SIBL
(35,30),(35,38),-0.0134025 # DEPENDENCYPART_SIBL
(35,31),(35,32),-0.0256208 # DEPENDENCYPART_SIBL
(35,31),(35,33),-0.0178118 # DEPENDENCYPART_SIBL
(35,31),(35,34),-0.0271919 # DEPENDENCYPART_SIBL
(35,31),(35,36),0.0988797 # DEPENDENCYPART_SIBL
(35,31),(35,37),-0.0477634 # DEPENDENCYPART_SIBL
(35,31),(35,38),-0.160122 # DEPENDENCYPART_SIBL
(35,32),(35,33),-0.183402 # DEPENDENCYPART_SIBL
(35,32),(35,34),-0.790279 # DEPENDENCYPART_SIBL
(35,32),(35,36),0.016717 # DEPENDENCYPART_SIBL
(35,32),(35,37),-0.0350921 # DEPENDENCYPART_SIBL
(35,32),(35,38),0.00655523 # DEPENDENCYPART_SIBL
(35,33),(35,34),-0.0537951 # DEPENDENCYPART_SIBL
(35,33),(35,36),-0.0090625 # DEPENDENCYPART_SIBL
(35,33),(35,37),-0.153684 # DEPENDENCYPART_SIBL
(35,33),(35,38),-0.0465085 # DEPENDENCYPART_SIBL
(35,34),(35,36),0.0097664 # DEPENDENCYPART_SIBL
(35,34),(35,37),-0.0393284 # DEPENDENCYPART_SIBL
(35,34),(35,38),-0.00553188 # DEPENDENCYPART_SIBL
(35,36),(35,37),-0.0390765 # DEPENDENCYPART_SIBL
(35,36),(35,38),0.0371648 # DEPENDENCYPART_SIBL
(35,37),(35,38),-0.0156079 # DEPENDENCYPART_SIBL
(36,35),(36,37),0.0989358 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.169588 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.193971 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0422082 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.17789 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.11418 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0762216 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.171346 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.107004 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.154778 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),-0.423804 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.28283 # DEPENDENCYPART_GRANDPAR
