# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(18,14),(18,24),-0.0727529 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0553802 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0223785 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.000852107 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0851908 # DEPENDENCYPART_SIBL
(18,14),(18,32),-0.000852107 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.186191 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.184914 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0903092 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.05921 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.05921 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.02016 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.153084 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.143946 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0680266 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0657059 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.0923187 # DEPENDENCYPART_SIBL
(18,15),(18,32),-0.0657059 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.192651 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.106957 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0348114 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0348114 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0452717 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.151656 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.141578 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0429698 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0322129 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.115162 # DEPENDENCYPART_SIBL
(18,16),(18,32),-0.0322129 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0277204 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0762896 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0762896 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0607437 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.14513 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0936297 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0580973 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.157242 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.014959 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.157242 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.028271 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.028271 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.082869 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00373063 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00732578 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0101534 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0646667 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.108063 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0646667 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0117868 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0283529 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0117085 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.00451267 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.000190748 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.0553732 # DEPENDENCYPART_SIBL
(18,21),(18,30),-0.0216998 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.0553732 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0283529 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0117085 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.00451267 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.000190748 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.0553732 # DEPENDENCYPART_SIBL
(18,22),(18,30),-0.0216998 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0553732 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.062804 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0681908 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.351105 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0293193 # DEPENDENCYPART_SIBL
(18,23),(18,30),-0.00141613 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.0293193 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0914813 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.00150442 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0356386 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0298947 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.0356386 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.016584 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0562087 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.0507273 # DEPENDENCYPART_SIBL
(18,25),(18,32),0.0562087 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.045171 # DEPENDENCYPART_SIBL
(18,27),(18,30),-0.0368997 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.045171 # DEPENDENCYPART_SIBL
(18,28),(18,30),0.072121 # DEPENDENCYPART_SIBL
(18,28),(18,32),0.0411116 # DEPENDENCYPART_SIBL
(18,30),(18,32),0.00247711 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0224297 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0585289 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0585289 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0746538 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0287452 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.01447 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.208748 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.208748 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0787591 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0818839 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0820144 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.929187 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0349519 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.41054 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.389165 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0349519 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.41054 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.389165 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0641008 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0589523 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.293803 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0486708 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0286299 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0111618 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0402024 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0229354 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0726934 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0553207 # DEPENDENCYPART_SIBL
(21,14),(21,27),0.023519 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.00675163 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.0881383 # DEPENDENCYPART_SIBL
(21,14),(21,32),-0.00675163 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0673357 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.783654 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0787146 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0559295 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.144177 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0926768 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.0605223 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.152273 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.0170059 # DEPENDENCYPART_SIBL
(21,17),(21,32),0.152273 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.162775 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0205387 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0387674 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0510201 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0350398 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.00140576 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0776158 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0484281 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0776158 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.315466 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0149047 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0903629 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0394802 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.291904 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.400362 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.0549782 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.400362 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0321457 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0111554 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.00506581 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.00244307 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.0508092 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.0237359 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.0508092 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0608363 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.066223 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.356738 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0372633 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00421002 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.0372633 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0914431 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.00311297 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0305219 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0273371 # DEPENDENCYPART_SIBL
(21,24),(21,32),0.0305219 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0181925 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.051092 # DEPENDENCYPART_SIBL
(21,25),(21,30),0.0481697 # DEPENDENCYPART_SIBL
(21,25),(21,32),0.051092 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.040607 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0389358 # DEPENDENCYPART_SIBL
(21,27),(21,32),0.040607 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.070053 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.0364845 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.00239543 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0149047 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0903629 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0394802 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.291904 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0608363 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.066223 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.356738 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0914431 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00311297 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0181925 # DEPENDENCYPART_SIBL
(24,5),(24,10),0.264915 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.700839 # DEPENDENCYPART_SIBL
(24,5),(24,18),0.264752 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.124827 # DEPENDENCYPART_SIBL
(24,5),(24,21),0.264915 # DEPENDENCYPART_SIBL
(24,5),(24,22),0.264915 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.256043 # DEPENDENCYPART_SIBL
(24,5),(24,27),0.205101 # DEPENDENCYPART_SIBL
(24,5),(24,28),0.277717 # DEPENDENCYPART_SIBL
(24,5),(24,30),0.317857 # DEPENDENCYPART_SIBL
(24,5),(24,34),-0.290108 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.715478 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.701097 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.113273 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.700935 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.700935 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0503529 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.0162771 # DEPENDENCYPART_SIBL
(24,10),(24,28),0.0903048 # DEPENDENCYPART_SIBL
(24,10),(24,30),0.0885289 # DEPENDENCYPART_SIBL
(24,10),(24,34),0.0902694 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.087984 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.300333 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0881463 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0881463 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.303642 # DEPENDENCYPART_SIBL
(24,12),(24,27),0.164598 # DEPENDENCYPART_SIBL
(24,12),(24,28),0.271955 # DEPENDENCYPART_SIBL
(24,12),(24,30),0.393537 # DEPENDENCYPART_SIBL
(24,12),(24,34),-0.264711 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.113702 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.701072 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.701072 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0491617 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0149671 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0889129 # DEPENDENCYPART_SIBL
(24,18),(24,30),0.086989 # DEPENDENCYPART_SIBL
(24,18),(24,34),0.0865538 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0235973 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0235973 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0423089 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0142724 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0625531 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.0920964 # DEPENDENCYPART_SIBL
(24,19),(24,34),0.0490398 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.700935 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0503529 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0162771 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0903048 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.0885289 # DEPENDENCYPART_SIBL
(24,21),(24,34),0.0902694 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0503529 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0162771 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0903048 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0885289 # DEPENDENCYPART_SIBL
(24,22),(24,34),0.0902694 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0399197 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0707848 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.073952 # DEPENDENCYPART_SIBL
(24,25),(24,34),-4.62743e-06 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.00234302 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.132777 # DEPENDENCYPART_SIBL
(24,27),(24,34),0.0205936 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0499601 # DEPENDENCYPART_SIBL
(24,28),(24,34),0.0342411 # DEPENDENCYPART_SIBL
(24,30),(24,34),0.0545135 # DEPENDENCYPART_SIBL
(25,2),(25,3),0.0450142 # DEPENDENCYPART_SIBL
(25,2),(25,4),0.011663 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.675056 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.721824 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.729643 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.482789 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.686994 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.00519123 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0492176 # DEPENDENCYPART_SIBL
(25,2),(25,15),0.107833 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.0156295 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.729806 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0574637 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.729643 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.729643 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.482789 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0172922 # DEPENDENCYPART_SIBL
(25,2),(25,27),0.0203919 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0648684 # DEPENDENCYPART_SIBL
(25,2),(25,29),-0.00761555 # DEPENDENCYPART_SIBL
(25,2),(25,30),-0.0275516 # DEPENDENCYPART_SIBL
(25,2),(25,31),-0.00749935 # DEPENDENCYPART_SIBL
(25,2),(25,32),-0.0648684 # DEPENDENCYPART_SIBL
(25,2),(25,33),-0.00749935 # DEPENDENCYPART_SIBL
(25,2),(25,34),0.0289436 # DEPENDENCYPART_SIBL
(25,3),(25,4),0.134707 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.273723 # DEPENDENCYPART_SIBL
(25,3),(25,7),0.0638265 # DEPENDENCYPART_SIBL
(25,3),(25,10),0.043244 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.227809 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.123255 # DEPENDENCYPART_SIBL
(25,3),(25,13),0.156044 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0294093 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.130366 # DEPENDENCYPART_SIBL
(25,3),(25,16),0.145276 # DEPENDENCYPART_SIBL
(25,3),(25,18),0.0430806 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.0632216 # DEPENDENCYPART_SIBL
(25,3),(25,21),0.043244 # DEPENDENCYPART_SIBL
(25,3),(25,22),0.043244 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.227809 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.155596 # DEPENDENCYPART_SIBL
(25,3),(25,27),0.0205264 # DEPENDENCYPART_SIBL
(25,3),(25,28),-0.137849 # DEPENDENCYPART_SIBL
(25,3),(25,29),0.0173613 # DEPENDENCYPART_SIBL
(25,3),(25,30),-0.182762 # DEPENDENCYPART_SIBL
(25,3),(25,31),0.0174079 # DEPENDENCYPART_SIBL
(25,3),(25,32),-0.137849 # DEPENDENCYPART_SIBL
(25,3),(25,33),0.0174079 # DEPENDENCYPART_SIBL
(25,3),(25,34),0.132109 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.302764 # DEPENDENCYPART_SIBL
(25,4),(25,7),0.00283312 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.00766265 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.135382 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.24077 # DEPENDENCYPART_SIBL
(25,4),(25,13),-0.0893692 # DEPENDENCYPART_SIBL
(25,4),(25,14),0.00647046 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0347907 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0473927 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.00814873 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0740996 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.00766265 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.00766265 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.135382 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.040037 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.000603222 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.127282 # DEPENDENCYPART_SIBL
(25,4),(25,29),-0.0188661 # DEPENDENCYPART_SIBL
(25,4),(25,30),-0.0377127 # DEPENDENCYPART_SIBL
(25,4),(25,31),-0.0188192 # DEPENDENCYPART_SIBL
(25,4),(25,32),-0.127282 # DEPENDENCYPART_SIBL
(25,4),(25,33),-0.0188192 # DEPENDENCYPART_SIBL
(25,4),(25,34),0.0312417 # DEPENDENCYPART_SIBL
(25,5),(25,7),0.134193 # DEPENDENCYPART_SIBL
(25,5),(25,10),0.11598 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.593971 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.740715 # DEPENDENCYPART_SIBL
(25,5),(25,13),0.0640956 # DEPENDENCYPART_SIBL
(25,5),(25,14),0.0451794 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.211723 # DEPENDENCYPART_SIBL
(25,5),(25,16),0.120469 # DEPENDENCYPART_SIBL
(25,5),(25,18),0.115818 # DEPENDENCYPART_SIBL
(25,5),(25,19),0.0873603 # DEPENDENCYPART_SIBL
(25,5),(25,21),0.11598 # DEPENDENCYPART_SIBL
(25,5),(25,22),0.11598 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.593971 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.177474 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0165814 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.115718 # DEPENDENCYPART_SIBL
(25,5),(25,29),0.00692269 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.0421956 # DEPENDENCYPART_SIBL
(25,5),(25,31),0.00696929 # DEPENDENCYPART_SIBL
(25,5),(25,32),-0.115718 # DEPENDENCYPART_SIBL
(25,5),(25,33),0.00696929 # DEPENDENCYPART_SIBL
(25,5),(25,34),-0.589804 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.726805 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.480841 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.686307 # DEPENDENCYPART_SIBL
(25,7),(25,13),0.00284864 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.046922 # DEPENDENCYPART_SIBL
(25,7),(25,15),0.115903 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.0236694 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.726968 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0559211 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.726805 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.726805 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.480841 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.0253388 # DEPENDENCYPART_SIBL
(25,7),(25,27),0.0214971 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.0633809 # DEPENDENCYPART_SIBL
(25,7),(25,29),-0.00651029 # DEPENDENCYPART_SIBL
(25,7),(25,30),-0.0228161 # DEPENDENCYPART_SIBL
(25,7),(25,31),-0.0063941 # DEPENDENCYPART_SIBL
(25,7),(25,32),-0.0633809 # DEPENDENCYPART_SIBL
(25,7),(25,33),-0.0063941 # DEPENDENCYPART_SIBL
(25,7),(25,34),0.0112432 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.480781 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.684975 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.000127057 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0472016 # DEPENDENCYPART_SIBL
(25,10),(25,15),0.112417 # DEPENDENCYPART_SIBL
(25,10),(25,16),0.0206936 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.727163 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.055153 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.727001 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.727001 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.480781 # DEPENDENCYPART_SIBL
(25,10),(25,24),0.022363 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.034498 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0431511 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.00649056 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.00580913 # DEPENDENCYPART_SIBL
(25,10),(25,31),0.00660675 # DEPENDENCYPART_SIBL
(25,10),(25,32),-0.0431511 # DEPENDENCYPART_SIBL
(25,10),(25,33),0.00660675 # DEPENDENCYPART_SIBL
(25,10),(25,34),0.0383673 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.176751 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.143531 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.0761068 # DEPENDENCYPART_SIBL
(25,11),(25,15),0.16675 # DEPENDENCYPART_SIBL
(25,11),(25,16),0.157637 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.0608438 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.136336 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.0610064 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.0610064 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.348042 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.297514 # DEPENDENCYPART_SIBL
(25,11),(25,27),0.0244383 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.0266851 # DEPENDENCYPART_SIBL
(25,11),(25,29),0.0338681 # DEPENDENCYPART_SIBL
(25,11),(25,30),0.0162106 # DEPENDENCYPART_SIBL
(25,11),(25,31),0.0339148 # DEPENDENCYPART_SIBL
(25,11),(25,32),-0.0266851 # DEPENDENCYPART_SIBL
(25,11),(25,33),0.0339147 # DEPENDENCYPART_SIBL
(25,11),(25,34),-0.474473 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.186603 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.145962 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.592308 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.273446 # DEPENDENCYPART_SIBL
(25,12),(25,18),0.0486525 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.339511 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0488148 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.0488148 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.475577 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.492523 # DEPENDENCYPART_SIBL
(25,12),(25,27),0.00298544 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.102666 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.0142286 # DEPENDENCYPART_SIBL
(25,12),(25,30),0.0644072 # DEPENDENCYPART_SIBL
