# _root_ Aquell dia es va presentar un llibre d' un rigor científic lluny_de tot folklorisme , realitzat per l' historiador i arqueòleg Marc_Sureda_i_Jubany , també gran especialista en temes religiosos .
#goldHeads=2,5,5,5,0,7,5,7,10,8,10,10,14,12,16,7,16,19,17,19,19,19,26,26,26,19,26,27,28,5,
#predictedHeads=2,5,5,5,0,7,5,7,10,8,10,5,14,12,16,7,16,19,17,19,19,19,16,25,26,19,16,27,28,5,
(7,14),(14,13),-0.304299 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.338541 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0748145 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.448074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.101286 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.224922 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.179109 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.264731 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.112835 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.336416 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.534978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.0827938 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-1.2136 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.783813 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.468088 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.177418 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.436813 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.636845 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.00905281 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.339305 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0668733 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.152556 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.109225 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.293916 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.0644347 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.225334 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),0.619797 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.0479616 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-1.30971 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.206506 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0441102 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.213954 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.088998 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.274162 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.164803 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.250485 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.00725816 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.289063 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),0.114748 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.229671 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.16233 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.247952 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.172424 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),0.166462 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.107293 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.319637 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),0.459328 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),-0.518199 # DEPENDENCYPART_GRANDPAR
(7,19),(19,29),-0.0772519 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-1.20976 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),0.103504 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.26706 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.254441 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),0.165967 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.102919 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.326125 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),0.456338 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.0728776 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-1.20855 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),0.0916451 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.146898 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.170297 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),0.16092 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.112835 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.336416 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-0.534978 # DEPENDENCYPART_GRANDPAR
(7,22),(22,29),-0.0827938 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.204953 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),0.115415 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.221118 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),0.396226 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),0.520798 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.0777964 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),0.235337 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),0.536207 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.227097 # DEPENDENCYPART_GRANDPAR
(7,25),(25,27),0.589492 # DEPENDENCYPART_GRANDPAR
(7,26),(26,12),0.429304 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),0.49242 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),0.0579909 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),0.444835 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),0.324177 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),0.529677 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.0968445 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),0.454722 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.522004 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.0828884 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-1.22234 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),0.553108 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.0994271 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.446907 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.156348 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.0675532 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),0.542261 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.148346 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.73175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.161881 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.25451 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.38063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.920569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.872964 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.237381 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.17806 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.123118 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.00783346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.319227 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.327038 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0904963 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.115113 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.164585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0475589 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.110935 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.307166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),0.202872 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.101655 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.155521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.0149715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),0.301365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-1.1006 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.741727 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.136837 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.154993 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.337134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.281402 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0736776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.175927 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),0.206169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.10046 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.283263 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.326634 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.053554 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.467096 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.214007 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0939194 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.169102 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.101619 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.920564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.868435 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.313624 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0611339 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.16449 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.318725 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.327754 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0924097 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.116507 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.165085 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0461647 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.109541 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),0.203588 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-0.100261 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-0.0135772 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),0.302081 # DEPENDENCYPART_GRANDPAR
(8,14),(14,30),-1.1001 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.956409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,12),-0.0722192 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.2207 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.297652 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0765646 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.265099 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.172214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.109884 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.0463879 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.329297 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),0.488415 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),0.202115 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),0.0509805 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.0950474 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),0.271959 # DEPENDENCYPART_GRANDPAR
(8,16),(16,30),-1.15995 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.90996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-1.51868 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.43891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.14982 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.64202 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.40144 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.84901 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.51538 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.61436 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.18313 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.18442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.745479 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.480417 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.779647 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.900457 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.648984 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-1.15057 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.500266 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-1.51368 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.857377 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-1.48996 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-1.08607 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.781834 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-1.19575 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-1.51494 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.661286 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-1.70529 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-1.47833 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-1.02877 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.763462 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.895926 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.889164 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.785362 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.16626 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.593366 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-1.50596 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.856904 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.816294 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.933291 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.580723 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.490645 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.80308 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.921064 # DEPENDENCYPART_GRANDPAR
(10,2),(2,30),-1.94598 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.387998 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0471048 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.660784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.680595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.61415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.484795 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.94605 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.796414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.667318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.831291 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.429261 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.57523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.990112 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.867519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.155266 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.110739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.148412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0640476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0661472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.0274179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.248953 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),0.239324 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.174388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.678462 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.112027 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0440907 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.143659 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.211026 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0120524 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0306613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0917052 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.17859 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.883589 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.24498 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.122624 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.446391 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.218055 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0633923 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0928729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0989342 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0630644 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0539543 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.169783 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.279153 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.318857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.382507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,29),-0.107151 # DEPENDENCYPART_GRANDPAR
(10,14),(14,30),-1.15321 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.35148 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0663855 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.135504 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.358325 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0901289 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.00285772 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.0425637 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0497341 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.0661544 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0885041 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.0456481 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.235002 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.216322 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),0.268183 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.0765675 # DEPENDENCYPART_GRANDPAR
(10,16),(16,30),-1.2421 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.125556 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.183793 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.525143 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.106927 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0241813 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0599299 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.175817 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.215827 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.431154 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.207764 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0583154 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0371754 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.153004 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.0364888 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0788293 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.273611 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.302078 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),0.109154 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.365728 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.101609 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),-1.14938 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.219009 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0276371 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.159492 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.0793245 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.269237 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.308566 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),0.106164 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.0972349 # DEPENDENCYPART_GRANDPAR
(10,21),(21,30),-1.14816 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.230867 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0379875 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0386154 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.0843712 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.279153 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.318857 # DEPENDENCYPART_GRANDPAR
(10,22),(22,28),-0.382507 # DEPENDENCYPART_GRANDPAR
(10,22),(22,29),-0.107151 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),0.0150639 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),0.0453953 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),0.0684226 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.291429 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.218085 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),0.237878 # DEPENDENCYPART_GRANDPAR
(10,26),(26,12),-0.119096 # DEPENDENCYPART_GRANDPAR
(10,26),(26,15),0.38529 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.0981017 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),-0.0748144 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),0.12862 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),0.27137 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.281048 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),0.104548 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-0.369533 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-0.107246 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-1.16195 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),0.309124 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.0837905 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.321924 # DEPENDENCYPART_GRANDPAR
(10,27),(27,29),-0.191796 # DEPENDENCYPART_GRANDPAR
(10,28),(28,29),-0.0919105 # DEPENDENCYPART_GRANDPAR
(10,29),(29,24),0.297483 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.286478 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0636999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.669391 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.963846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.221802 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.148211 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.431001 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.31389 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.387896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.346682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.300657 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.939142 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.01443 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.895812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.162589 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0322994 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.41816 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.336271 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.393576 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.417426 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.406276 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.449395 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.425944 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.655395 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.501277 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-0.450387 # DEPENDENCYPART_GRANDPAR
(11,14),(14,29),-0.637805 # DEPENDENCYPART_GRANDPAR
(11,14),(14,30),-0.827985 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.02948 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.0929865 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.159416 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.312857 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.217908 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.342543 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.32673 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.370939 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.347549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.258815 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.396026 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.570959 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.424172 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-0.0490034 # DEPENDENCYPART_GRANDPAR
