# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(7,13),(13,20),-0.0964596 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.202962 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.0883129 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.205267 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-1.51284 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.089832 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.288099 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0640337 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.316843 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.223071 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.55679 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.35846 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.952749 # DEPENDENCYPART_GRANDPAR
(7,17),(17,8),1.57218 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.907652 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.268191 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.171857 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.212406 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0415682 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.0825752 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.100149 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-1.55524 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.55242 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.35693 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-1.25895 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.948384 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.634739 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.10275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),1.67652 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.00819563 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),1.01199 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.162771 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.279807 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.154463 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.243176 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.279891 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.106125 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.0986535 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.210039 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.309403 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0953901 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.207461 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.209399 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.542949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-1.51504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.19173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.06513 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.979654 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.05785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.941828 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.98241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),0.102577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.207931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.955843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.421334 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.45362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.420758 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.180014 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.312387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.088036 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.785389 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.96449 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.26779 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.997725 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.04393 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-1.01064 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.760641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.32153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.678102 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.751561 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.639478 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.91076 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.98136 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.88618 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.71178 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.67577 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.76614 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.60356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.561046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.50356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.06668 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.110837 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.369509 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.124556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0941917 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.343032 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.173985 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.411466 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.91065 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.98114 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.72343 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.88607 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.71178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.67577 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.76603 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.60348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.582542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.39608 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0651928 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.322215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.310696 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.22652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.100759 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.157866 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0745601 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.292404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.22296 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.115172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.289794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.381787 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.577898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,13),0.0188681 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.274357 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.153311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0866942 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.91065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.98114 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.72343 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-1.88607 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.71178 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.76603 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.60348 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.581348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),1.39816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0651855 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0188861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.244485 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.100758 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.107732 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.134508 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.292397 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.225632 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.32444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.117844 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.289787 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.0794162 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.248833 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.381784 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-1.97448 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.56049 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.218272 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.197074 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0244333 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.316203 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.0963516 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.195451 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.286416 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),0.121783 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.245526 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-0.281717 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.2884 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.231723 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.179824 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),0.0921844 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.01937 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.838343 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.794377 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.974957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.935787 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.940845 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.755884 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.764988 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),0.00633219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.457404 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.497162 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.461086 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.138471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.357241 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.198826 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.823056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),-0.919414 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.00988 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.477704 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.421355 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.646693 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.299923 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.575582 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.50752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-1.34826 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-1.36145 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-2.20737 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-1.73947 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-1.75382 # DEPENDENCYPART_GRANDPAR
(11,1),(1,28),-2.84895 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.10606 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.165154 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.421355 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.646693 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.299923 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.575582 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.50752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-1.34826 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.36145 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-2.20737 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-2.02268 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-1.73947 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.75382 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.83359 # DEPENDENCYPART_GRANDPAR
(11,4),(4,28),-2.84895 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.909566 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0490007 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.76336 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.913208 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.385184 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.599557 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.62372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-1.46888 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.702992 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.455235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.484856 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.521574 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.04591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.152089 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.851378 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.54432 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.750898 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.62263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.559635 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.50897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-1.34971 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.36407 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-2.20874 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-2.02412 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.74091 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-2.85032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.38049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,5),-0.548026 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.799161 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.53817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-1.38317 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.51154 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-2.17702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.77438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.77598 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.75595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.38049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,1),-1.9642 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-2.03361 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.02677 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.75039 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.28743 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.60977 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.54222 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.53655 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.50533 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.19516 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.77867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.154008 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.937216 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-1.0521 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-1.22873 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-1.5148 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-1.07153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-1.02544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-1.42886 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-1.40935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-1.17727 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-1.99749 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.38434 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.514752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.989818 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-1.27449 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.981247 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.9642 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-2.03361 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.02677 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.75039 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.28743 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.54222 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.53655 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.50533 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-1.19516 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.77868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.581648 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-1.09535 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-1.03154 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-1.03528 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-1.0226 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-1.02545 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-1.43155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-1.18205 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-1.41204 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-1.17728 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-1.64588 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-1.27039 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-1.99751 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.7958 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.817155 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.834473 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-1.06892 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.34346 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-1.25454 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-1.63156 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-1.81663 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-1.26224 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-1.55779 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-1.3478 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-2.1524 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-1.42735 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-2.01382 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-1.12235 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-1.64225 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-1.20668 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0551673 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.35687 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.358836 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.11468 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.500834 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.141062 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.654963 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.24471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.0449646 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-1.0327 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.708447 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.598723 # DEPENDENCYPART_GRANDPAR
(13,1),(1,28),-1.7577 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.236041 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.186398 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.311361 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0590172 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.165478 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),1.36383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.358836 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.11468 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.500834 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.141062 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.654963 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.24471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.0449646 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-1.0327 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.714957 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.708447 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.598723 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.381235 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-1.7577 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0081204 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),1.10986 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.070969 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.188878 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.382918 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0800442 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.377372 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.36635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,4),0.107505 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.327435 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.274215 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.153888 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.105322 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),1.35077 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0109038 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.288686 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.00375555 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.000366048 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.15701 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.676442 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.24616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.0475814 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-1.03407 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.716404 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.709894 # DEPENDENCYPART_GRANDPAR
(13,7),(7,28),-1.75907 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.451632 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.235714 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.196621 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.640504 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.28033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.195981 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-1.00305 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.744072 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.621592 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.495889 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.451632 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.215124 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0941082 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0532181 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.106952 # DEPENDENCYPART_GRANDPAR
