# _root_ A_través_d' aquest programa , que pretén promoure els intercanvis i la cooperació entre França i l' estat espanyol , les dues cambres de comerç volen fomentar l' intercanvi entre empreses catalanes i franceses .
#goldHeads=26,3,1,6,6,3,6,9,7,9,12,9,9,13,14,17,14,17,6,22,20,26,22,23,26,0,28,26,28,29,30,31,31,26,
#predictedHeads=25,3,1,6,6,3,6,9,7,9,12,9,12,13,14,17,14,17,1,22,20,25,22,23,0,25,28,26,28,29,30,31,31,25,
(25,10),(25,29),-0.168463 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.19195 # DEPENDENCYPART_SIBL
(25,10),(25,31),-0.0880975 # DEPENDENCYPART_SIBL
(25,10),(25,32),-0.0905416 # DEPENDENCYPART_SIBL
(25,10),(25,33),-0.0874476 # DEPENDENCYPART_SIBL
(25,10),(25,34),0.0214809 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.0330837 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.728775 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.692106 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.168551 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.474072 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.15998 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.733489 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0127604 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.732631 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.0466192 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.0178727 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.047344 # DEPENDENCYPART_SIBL
(25,12),(25,30),-0.02274 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.0100483 # DEPENDENCYPART_SIBL
(25,12),(25,32),0.0410332 # DEPENDENCYPART_SIBL
(25,12),(25,33),-0.00898215 # DEPENDENCYPART_SIBL
(25,12),(25,34),0.0577134 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0256991 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0580905 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0261189 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.268989 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.00721391 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.035333 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.0609981 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0344823 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.0643856 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.00210481 # DEPENDENCYPART_SIBL
(25,13),(25,29),-0.18907 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.0238135 # DEPENDENCYPART_SIBL
(25,13),(25,31),-0.0781362 # DEPENDENCYPART_SIBL
(25,13),(25,32),0.24711 # DEPENDENCYPART_SIBL
(25,13),(25,33),-0.0773798 # DEPENDENCYPART_SIBL
(25,13),(25,34),0.0593328 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.691265 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.165407 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.479632 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.157077 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.732649 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.0152856 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.73179 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.0576963 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0145431 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.0261015 # DEPENDENCYPART_SIBL
(25,14),(25,30),-0.0194104 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.00107026 # DEPENDENCYPART_SIBL
(25,14),(25,32),0.0347818 # DEPENDENCYPART_SIBL
(25,14),(25,33),-4.14348e-06 # DEPENDENCYPART_SIBL
(25,14),(25,34),0.0666476 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.181651 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.493142 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.174036 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.734723 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0416358 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.733864 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.051715 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.0721876 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.110436 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.0771144 # DEPENDENCYPART_SIBL
(25,17),(25,31),0.0454954 # DEPENDENCYPART_SIBL
(25,17),(25,32),0.0748185 # DEPENDENCYPART_SIBL
(25,17),(25,33),0.0465616 # DEPENDENCYPART_SIBL
(25,17),(25,34),0.0497992 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.192343 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.152567 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0401278 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.017167 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0392619 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.012977 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.0525909 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.140399 # DEPENDENCYPART_SIBL
(25,18),(25,30),-0.0601327 # DEPENDENCYPART_SIBL
(25,18),(25,31),-0.0621386 # DEPENDENCYPART_SIBL
(25,18),(25,32),-0.0138911 # DEPENDENCYPART_SIBL
(25,18),(25,33),-0.0613801 # DEPENDENCYPART_SIBL
(25,18),(25,34),0.00501353 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0734124 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0484418 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0475847 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0475971 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0959165 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.105481 # DEPENDENCYPART_SIBL
(25,19),(25,29),-0.111784 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.0912087 # DEPENDENCYPART_SIBL
(25,19),(25,31),-0.105216 # DEPENDENCYPART_SIBL
(25,19),(25,32),-0.0967698 # DEPENDENCYPART_SIBL
(25,19),(25,33),-0.104054 # DEPENDENCYPART_SIBL
(25,19),(25,34),-0.541776 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0143198 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0820443 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.013463 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0303918 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0824743 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0593214 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0882298 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.00685909 # DEPENDENCYPART_SIBL
(25,20),(25,32),-0.0298441 # DEPENDENCYPART_SIBL
(25,20),(25,33),-0.0156809 # DEPENDENCYPART_SIBL
(25,20),(25,34),-0.0622713 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.012756 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.734503 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0334188 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0394644 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.0845769 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0443316 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.0233067 # DEPENDENCYPART_SIBL
(25,22),(25,32),0.0233824 # DEPENDENCYPART_SIBL
(25,22),(25,33),-0.0222405 # DEPENDENCYPART_SIBL
(25,22),(25,34),0.0410891 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.00320516 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0639366 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0541029 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0796277 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0658506 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0629845 # DEPENDENCYPART_SIBL
(25,23),(25,32),0.0314059 # DEPENDENCYPART_SIBL
(25,23),(25,33),-0.0622551 # DEPENDENCYPART_SIBL
(25,23),(25,34),0.051602 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0323194 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.00156515 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.122858 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.00643241 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0238968 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.0226504 # DEPENDENCYPART_SIBL
(25,24),(25,33),-0.0228307 # DEPENDENCYPART_SIBL
(25,24),(25,34),0.0389614 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.051797 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.0271194 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0436872 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.013071 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.0705466 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.0132076 # DEPENDENCYPART_SIBL
(25,26),(25,34),0.0487874 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.100918 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.242242 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.019575 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0616729 # DEPENDENCYPART_SIBL
(25,28),(25,33),-0.0353444 # DEPENDENCYPART_SIBL
(25,28),(25,34),-0.00922879 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0882466 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.0707946 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.204966 # DEPENDENCYPART_SIBL
(25,29),(25,33),-0.0718566 # DEPENDENCYPART_SIBL
(25,29),(25,34),-0.0892088 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0286899 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.00277295 # DEPENDENCYPART_SIBL
(25,30),(25,33),-0.0444565 # DEPENDENCYPART_SIBL
(25,30),(25,34),0.00445418 # DEPENDENCYPART_SIBL
(25,31),(25,32),-0.0128484 # DEPENDENCYPART_SIBL
(25,31),(25,33),-0.186835 # DEPENDENCYPART_SIBL
(25,31),(25,34),-0.00571117 # DEPENDENCYPART_SIBL
(25,32),(25,33),0.126638 # DEPENDENCYPART_SIBL
(25,32),(25,34),0.0221652 # DEPENDENCYPART_SIBL
(25,33),(25,34),-0.00395186 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.291867 # DEPENDENCYPART_SIBL
(26,1),(26,5),-0.403584 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.041338 # DEPENDENCYPART_SIBL
(26,1),(26,7),-0.0133808 # DEPENDENCYPART_SIBL
(26,1),(26,9),0.014424 # DEPENDENCYPART_SIBL
(26,1),(26,10),0.165413 # DEPENDENCYPART_SIBL
(26,1),(26,12),0.0156649 # DEPENDENCYPART_SIBL
(26,1),(26,13),-0.0476135 # DEPENDENCYPART_SIBL
(26,1),(26,14),0.0244061 # DEPENDENCYPART_SIBL
(26,1),(26,15),0.165413 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.00774561 # DEPENDENCYPART_SIBL
(26,1),(26,18),-0.0299223 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.291867 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.0727762 # DEPENDENCYPART_SIBL
(26,1),(26,22),0.0147722 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.0171679 # DEPENDENCYPART_SIBL
(26,1),(26,24),0.0156229 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0133752 # DEPENDENCYPART_SIBL
(26,1),(26,28),0.0217233 # DEPENDENCYPART_SIBL
(26,1),(26,29),-0.0643651 # DEPENDENCYPART_SIBL
(26,1),(26,30),0.0107409 # DEPENDENCYPART_SIBL
(26,1),(26,31),0.000704641 # DEPENDENCYPART_SIBL
(26,1),(26,32),0.050941 # DEPENDENCYPART_SIBL
(26,1),(26,33),0.00143155 # DEPENDENCYPART_SIBL
(26,1),(26,34),0.0216589 # DEPENDENCYPART_SIBL
(26,4),(26,5),0.146258 # DEPENDENCYPART_SIBL
(26,4),(26,6),0.0530637 # DEPENDENCYPART_SIBL
(26,4),(26,7),0.0844999 # DEPENDENCYPART_SIBL
(26,4),(26,9),0.0310999 # DEPENDENCYPART_SIBL
(26,4),(26,10),0.126256 # DEPENDENCYPART_SIBL
(26,4),(26,12),0.0392397 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.339758 # DEPENDENCYPART_SIBL
(26,4),(26,14),0.0364827 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.126256 # DEPENDENCYPART_SIBL
(26,4),(26,17),0.075584 # DEPENDENCYPART_SIBL
(26,4),(26,18),0.0067551 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.369377 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.0170725 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.0314187 # DEPENDENCYPART_SIBL
(26,4),(26,23),0.00581805 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0322634 # DEPENDENCYPART_SIBL
(26,4),(26,25),0.14717 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.0297447 # DEPENDENCYPART_SIBL
(26,4),(26,29),-0.0306449 # DEPENDENCYPART_SIBL
(26,4),(26,30),-0.0155769 # DEPENDENCYPART_SIBL
(26,4),(26,31),-0.0313736 # DEPENDENCYPART_SIBL
(26,4),(26,32),-0.02879 # DEPENDENCYPART_SIBL
(26,4),(26,33),-0.0302114 # DEPENDENCYPART_SIBL
(26,4),(26,34),-0.487134 # DEPENDENCYPART_SIBL
(26,5),(26,6),0.148099 # DEPENDENCYPART_SIBL
(26,5),(26,7),0.219435 # DEPENDENCYPART_SIBL
(26,5),(26,9),0.0295254 # DEPENDENCYPART_SIBL
(26,5),(26,10),-0.386383 # DEPENDENCYPART_SIBL
(26,5),(26,12),0.0317034 # DEPENDENCYPART_SIBL
(26,5),(26,13),0.255547 # DEPENDENCYPART_SIBL
(26,5),(26,14),0.0402083 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.386383 # DEPENDENCYPART_SIBL
(26,5),(26,17),0.187913 # DEPENDENCYPART_SIBL
(26,5),(26,18),0.0829469 # DEPENDENCYPART_SIBL
(26,5),(26,19),-0.499027 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.0501968 # DEPENDENCYPART_SIBL
(26,5),(26,22),0.0289792 # DEPENDENCYPART_SIBL
(26,5),(26,23),0.481867 # DEPENDENCYPART_SIBL
(26,5),(26,24),0.0314448 # DEPENDENCYPART_SIBL
(26,5),(26,25),0.168584 # DEPENDENCYPART_SIBL
(26,5),(26,28),-0.0265937 # DEPENDENCYPART_SIBL
(26,5),(26,29),0.0353512 # DEPENDENCYPART_SIBL
(26,5),(26,30),-0.0071178 # DEPENDENCYPART_SIBL
(26,5),(26,31),-0.0227674 # DEPENDENCYPART_SIBL
(26,5),(26,32),-0.0181192 # DEPENDENCYPART_SIBL
(26,5),(26,33),-0.0217052 # DEPENDENCYPART_SIBL
(26,5),(26,34),-0.49503 # DEPENDENCYPART_SIBL
(26,6),(26,7),-0.0898645 # DEPENDENCYPART_SIBL
(26,6),(26,9),-0.0191103 # DEPENDENCYPART_SIBL
(26,6),(26,10),0.0566783 # DEPENDENCYPART_SIBL
(26,6),(26,12),-0.0179016 # DEPENDENCYPART_SIBL
(26,6),(26,13),-0.0608973 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.014971 # DEPENDENCYPART_SIBL
(26,6),(26,15),0.0566783 # DEPENDENCYPART_SIBL
(26,6),(26,17),0.0524884 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.0491783 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.148435 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.0439959 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.0187915 # DEPENDENCYPART_SIBL
(26,6),(26,23),0.232577 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.0179353 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.0898141 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.111521 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.0762479 # DEPENDENCYPART_SIBL
(26,6),(26,30),-0.107696 # DEPENDENCYPART_SIBL
(26,6),(26,31),-0.0596337 # DEPENDENCYPART_SIBL
(26,6),(26,32),-0.0641381 # DEPENDENCYPART_SIBL
(26,6),(26,33),-0.0585017 # DEPENDENCYPART_SIBL
(26,6),(26,34),-0.0424354 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.0167079 # DEPENDENCYPART_SIBL
(26,7),(26,10),0.057829 # DEPENDENCYPART_SIBL
(26,7),(26,12),-0.0154993 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0593577 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.0125686 # DEPENDENCYPART_SIBL
(26,7),(26,15),0.057829 # DEPENDENCYPART_SIBL
(26,7),(26,17),0.0552236 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.0479374 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.147078 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.0432139 # DEPENDENCYPART_SIBL
(26,7),(26,22),-0.0163891 # DEPENDENCYPART_SIBL
(26,7),(26,23),0.234113 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.0155329 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0876284 # DEPENDENCYPART_SIBL
(26,7),(26,28),-0.0474636 # DEPENDENCYPART_SIBL
(26,7),(26,29),-0.018169 # DEPENDENCYPART_SIBL
(26,7),(26,30),-0.0436389 # DEPENDENCYPART_SIBL
(26,7),(26,31),-0.030939 # DEPENDENCYPART_SIBL
(26,7),(26,32),-0.0346272 # DEPENDENCYPART_SIBL
(26,7),(26,33),-0.0298071 # DEPENDENCYPART_SIBL
(26,7),(26,34),-0.00505111 # DEPENDENCYPART_SIBL
(26,9),(26,10),-0.0332667 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.732401 # DEPENDENCYPART_SIBL
(26,9),(26,13),-0.0537382 # DEPENDENCYPART_SIBL
(26,9),(26,14),-0.732298 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.0332667 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.695629 # DEPENDENCYPART_SIBL
(26,9),(26,18),-0.180562 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.496554 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.172233 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.737012 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.00470272 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.736153 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0231749 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0397728 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.0448129 # DEPENDENCYPART_SIBL
(26,9),(26,30),-0.0447441 # DEPENDENCYPART_SIBL
(26,9),(26,31),-0.0179216 # DEPENDENCYPART_SIBL
(26,9),(26,32),0.0182039 # DEPENDENCYPART_SIBL
(26,9),(26,33),-0.0168555 # DEPENDENCYPART_SIBL
(26,9),(26,34),0.00172381 # DEPENDENCYPART_SIBL
(26,10),(26,12),0.000317244 # DEPENDENCYPART_SIBL
(26,10),(26,13),0.0362163 # DEPENDENCYPART_SIBL
(26,10),(26,14),0.00892399 # DEPENDENCYPART_SIBL
(26,10),(26,15),-0.0149553 # DEPENDENCYPART_SIBL
(26,10),(26,17),0.0105474 # DEPENDENCYPART_SIBL
(26,10),(26,18),0.0197165 # DEPENDENCYPART_SIBL
(26,10),(26,19),-0.330738 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.0696834 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.00240912 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.0345369 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.000292225 # DEPENDENCYPART_SIBL
(26,10),(26,25),-0.0330941 # DEPENDENCYPART_SIBL
(26,10),(26,28),-0.179342 # DEPENDENCYPART_SIBL
(26,10),(26,29),-0.153018 # DEPENDENCYPART_SIBL
(26,10),(26,30),-0.18893 # DEPENDENCYPART_SIBL
(26,10),(26,31),-0.0810644 # DEPENDENCYPART_SIBL
(26,10),(26,32),-0.0942534 # DEPENDENCYPART_SIBL
(26,10),(26,33),-0.0804145 # DEPENDENCYPART_SIBL
(26,10),(26,34),-0.0161275 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.0537518 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.730441 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.0332808 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.693771 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.180752 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.489627 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.172246 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.735155 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.00471671 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.734296 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.0231906 # DEPENDENCYPART_SIBL
(26,12),(26,28),-0.0270153 # DEPENDENCYPART_SIBL
(26,12),(26,29),-0.0422276 # DEPENDENCYPART_SIBL
(26,12),(26,30),-0.0319866 # DEPENDENCYPART_SIBL
(26,12),(26,31),-0.0153261 # DEPENDENCYPART_SIBL
(26,12),(26,32),0.0252294 # DEPENDENCYPART_SIBL
(26,12),(26,33),-0.01426 # DEPENDENCYPART_SIBL
(26,12),(26,34),0.00906957 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.0361178 # DEPENDENCYPART_SIBL
(26,13),(26,15),0.147377 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.0685092 # DEPENDENCYPART_SIBL
(26,13),(26,18),-0.0475263 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.291259 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.014314 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.0457517 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.0835242 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.044901 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.0990879 # DEPENDENCYPART_SIBL
(26,13),(26,28),-0.0159128 # DEPENDENCYPART_SIBL
(26,13),(26,29),-0.19825 # DEPENDENCYPART_SIBL
(26,13),(26,30),-0.0378296 # DEPENDENCYPART_SIBL
(26,13),(26,31),-0.0942969 # DEPENDENCYPART_SIBL
(26,13),(26,32),0.215446 # DEPENDENCYPART_SIBL
(26,13),(26,33),-0.0935405 # DEPENDENCYPART_SIBL
(26,13),(26,34),0.00197451 # DEPENDENCYPART_SIBL
(26,14),(26,15),-0.0304442 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.692931 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.177608 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.495187 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.169343 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.734314 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0021916 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.733456 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0146674 # DEPENDENCYPART_SIBL
(26,14),(26,28),-0.0236856 # DEPENDENCYPART_SIBL
(26,14),(26,29),-0.0209851 # DEPENDENCYPART_SIBL
(26,14),(26,30),-0.028657 # DEPENDENCYPART_SIBL
(26,14),(26,31),-0.0063481 # DEPENDENCYPART_SIBL
(26,14),(26,32),0.018978 # DEPENDENCYPART_SIBL
(26,14),(26,33),-0.00528199 # DEPENDENCYPART_SIBL
(26,14),(26,34),0.0180038 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.0105474 # DEPENDENCYPART_SIBL
(26,15),(26,18),0.0197165 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.330738 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0696834 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.00240912 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0345369 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.000292225 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.0330941 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.179342 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.153018 # DEPENDENCYPART_SIBL
(26,15),(26,30),-0.18893 # DEPENDENCYPART_SIBL
(26,15),(26,31),-0.0810644 # DEPENDENCYPART_SIBL
(26,15),(26,32),-0.0942534 # DEPENDENCYPART_SIBL
(26,15),(26,33),-0.0804145 # DEPENDENCYPART_SIBL
(26,15),(26,34),-0.0161275 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.193851 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.508697 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.186302 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.736388 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.059113 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.735529 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0625998 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0813301 # DEPENDENCYPART_SIBL
(26,17),(26,29),0.115553 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.086361 # DEPENDENCYPART_SIBL
(26,17),(26,31),0.0402176 # DEPENDENCYPART_SIBL
(26,17),(26,32),0.0590147 # DEPENDENCYPART_SIBL
(26,17),(26,33),0.0412837 # DEPENDENCYPART_SIBL
(26,17),(26,34),0.00115542 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.192245 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.151759 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.0292296 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0164795 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0283636 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0218167 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.0492101 # DEPENDENCYPART_SIBL
(26,18),(26,29),-0.128764 # DEPENDENCYPART_SIBL
(26,18),(26,30),-0.056856 # DEPENDENCYPART_SIBL
(26,18),(26,31),-0.0576232 # DEPENDENCYPART_SIBL
(26,18),(26,32),-0.0189806 # DEPENDENCYPART_SIBL
(26,18),(26,33),-0.0568647 # DEPENDENCYPART_SIBL
(26,18),(26,34),-0.0258132 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0170725 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0314187 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.00581805 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0322634 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.14717 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0297447 # DEPENDENCYPART_SIBL
