# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(10,9),(9,12),-0.468891 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.626039 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.812028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.805194 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.833111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.816459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.02651 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.449781 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.345667 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0706225 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.267257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0538895 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.318621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.218684 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.30484 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.415412 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.577124 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.286248 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.179815 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.421831 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.40964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,16),-0.608942 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-1.03479 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.759746 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.800172 # DEPENDENCYPART_GRANDPAR
(12,1),(1,26),-1.64698 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.695835 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.525093 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.89469 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.430468 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.0358067 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.81664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,15),-0.978291 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-1.13389 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-1.28453 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-1.14518 # DEPENDENCYPART_GRANDPAR
(12,2),(2,26),-1.88637 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.717953 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-1.07269 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.956139 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.502552 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.438912 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.688884 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0750665 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.79648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.626949 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.966702 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.911128 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-1.1223 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-1.27324 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-1.16048 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-1.06193 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-1.22784 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-1.13394 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-1.10236 # DEPENDENCYPART_GRANDPAR
(12,3),(3,25),-1.37963 # DEPENDENCYPART_GRANDPAR
(12,3),(3,26),-1.87504 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.514572 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.412147 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.317606 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.00245509 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.53106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,8),-0.173793 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.520295 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.421204 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.40964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.762178 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.609061 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.917776 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-1.03503 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.955953 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.759865 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.888999 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.800291 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-1.6471 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.990485 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.629157 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.604765 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-1.08771 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0320951 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.536802 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.528165 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.419249 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.40964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.221312 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.76206 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.608942 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.917658 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.03479 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.955835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.759746 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.0232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.888999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.14166 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.800172 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),-1.64698 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-1.0043 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0909441 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.611062 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.516187 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.184999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.43146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.321829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.618057 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.879687 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.917863 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.524825 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.645391 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.0957191 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.4287 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.08575 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.33545 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.530807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.00502729 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.232407 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0453269 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0768087 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.139215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.038632 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0527743 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.23289 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.136579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0571403 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0190193 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.338458 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.057196 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0936636 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.12456 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0222301 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.243017 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.13409 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.276354 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.941861 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.31234 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.19537 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.396235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.299213 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.111406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.00309057 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.322778 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0412673 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0611222 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.00450494 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.101548 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.926568 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.31234 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.211377 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.082263 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.108547 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.00448772 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.227004 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.101493 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.926513 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-1.31234 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.140474 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.268084 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.260341 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.926513 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.283404 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.356839 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.262834 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.534386 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.583793 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.520065 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.206837 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.615382 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.74284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.624754 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.714846 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-1.18143 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-1.48278 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.986206 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.859437 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-1.30551 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.953107 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-0.900686 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-1.46337 # DEPENDENCYPART_GRANDPAR
(13,3),(3,26),-1.91045 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.542886 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.400842 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.63944 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.605807 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.285078 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.356774 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.256914 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.270946 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.277837 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.630536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.34513 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.38207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.233858 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.720999 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.74284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.134889 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.624751 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.714841 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.18143 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.48277 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.986203 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.859432 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.3055 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.953104 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.90068 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-1.46336 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-1.91044 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.26537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.341985 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.111749 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.21469 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.48691 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0194666 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0328423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.338768 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0887229 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.131578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0740904 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.496628 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-1.02494 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.26227 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.42177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.4646 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.893097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.360392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.186709 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.458427 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.00851449 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0498713 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0611122 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),0.00862318 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.996924 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.548981 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.728031 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.59519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.29968 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.46436 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.39069 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.155887 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0322571 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.028665 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.287091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.194973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.393749 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.296088 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-1.05612 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.59519 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.254985 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.199079 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0371248 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.393748 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.359025 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.296048 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-1.0561 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-1.59519 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.329922 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.271046 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.0351472 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-1.0561 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.75668 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.447364 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.179328 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.797628 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.61018 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.724131 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.0512814 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.0575678 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.0823279 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.039423 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.78052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.689568 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.910925 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.975902 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.977756 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.805167 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.998183 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-1.09039 # DEPENDENCYPART_GRANDPAR
(16,3),(3,25),-0.887738 # DEPENDENCYPART_GRANDPAR
(16,3),(3,26),-1.79098 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.528701 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.651874 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.971256 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.677349 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.757757 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0385976 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.145152 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.022492 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.195332 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.63653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.611013 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.804379 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.897348 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.833761 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.726613 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.909505 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.95756 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.946395 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-1.69834 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.781136 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.469116 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.312097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.444796 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.682031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.920965 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.552386 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.621612 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.18805 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.596135 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0740894 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.00271379 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0212238 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.78052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.689568 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.910925 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.975902 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.977755 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.805167 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.998183 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.09039 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.887738 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-1.79098 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.468243 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.07264 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.362395 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.274445 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0998312 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.151691 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.71126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.605903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.819837 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.892238 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.932432 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.10818 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.213675 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0379199 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.175233 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.193964 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0557141 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.193439 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.905466 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-1.10818 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.160623 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.022292 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0926615 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.905466 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.863418 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.42414 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.156533 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.878025 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.748785 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.927698 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.128767 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.0266721 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.0489532 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.131996 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.361451 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),-0.165828 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.458115 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.142279 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.78782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,21),-0.652981 # DEPENDENCYPART_GRANDPAR
(20,3),(3,22),-0.968921 # DEPENDENCYPART_GRANDPAR
(20,3),(3,24),-1.04297 # DEPENDENCYPART_GRANDPAR
(20,3),(3,25),-0.879001 # DEPENDENCYPART_GRANDPAR
(20,3),(3,26),-1.35589 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.991436 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.131317 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0296703 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.101399 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.470379 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.871039 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.36363 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.197068 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.943611 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.742775 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-1.11275 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),0.0392301 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.0319207 # DEPENDENCYPART_GRANDPAR
