# _root_ - La moció de censura , plantejada amb tant de temps , és un interrogant de com sortirà .
#goldHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
#predictedHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
(15,10),(10,13),-0.660252 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),0.0382919 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.664474 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-1.27571 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.643244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.12058 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.740385 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.527513 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.386489 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-1.19186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.659779 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.769412 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.754848 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.270348 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.45886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0375587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.14416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.595535 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.08939 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.33817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.00626875 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.08605 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.458428 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.348684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.219144 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.72812 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.70774 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.56655 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.34711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-2.13072 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.36871 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.67724 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.7948 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.30938 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.61569 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.446083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.922596 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0755471 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.209573 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.219443 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.37876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.447285 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.48095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.57971 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.29861 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.39965 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.06958 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.20384 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.09395 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.61947 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.3035 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.43639 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.36402 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.38927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.56466 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0497803 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.919469 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.02261 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.795877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.886947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.929517 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.950162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.920857 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.00062 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.747639 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.958591 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.939896 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.83139 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.190768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.225655 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.473566 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.938217 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.779055 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.261033 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.3474 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.739879 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.138449 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.231449 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.0446353 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.195502 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.124234 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.527363 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),0.313625 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.0244806 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.220586 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.43679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.8409 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.474866 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.475146 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.700563 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.747801 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.334532 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.097743 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.312658 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.316672 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.30954 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.198493 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.219076 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.10343 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.45702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.829761 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.435239 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.524917 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.637577 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.0978365 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0443204 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.533085 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.373018 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.223503 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.112561 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.116997 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.55524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.93158 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.679627 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0160772 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.452532 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.338627 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.454225 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.228668 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.0997912 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.0774609 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.45689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.805757 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.45215 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.513281 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.696011 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.59878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0668872 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.484296 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.359657 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.040243 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.117509 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.435995 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.856411 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.0970927 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.514525 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.000456936 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.320071 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.542765 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.271518 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.250865 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0632236 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.208723 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.43752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.84157 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.661259 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.457584 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.387422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.532036 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.610883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.607212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.180055 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.430002 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.0232413 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.466505 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.402982 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.394695 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.320431 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.115128 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0035407 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.83971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-1.08492 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.4688 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),0.0610694 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.572165 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0377567 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.379427 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.666905 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.00956462 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.53766 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.211309 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.43679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.840899 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.618085 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0633986 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.55727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.929777 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.36366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
