# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(15,9),(9,17),-0.927572 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.819738 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-1.25833 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-1.10298 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-1.09495 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.97694 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-1.07141 # DEPENDENCYPART_GRANDPAR
(15,9),(9,27),-1.07345 # DEPENDENCYPART_GRANDPAR
(15,9),(9,28),-1.8973 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.594317 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.864553 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.339692 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.72391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.129287 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.768202 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.11244 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.902164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.831729 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.936231 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.70531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.121036 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.771598 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.6474 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.20873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.66646 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.2009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.77096 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.39313 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.33572 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.979946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0682546 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.16058 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.413753 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0951155 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.118372 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.320727 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.417234 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-1.12296 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.410391 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0944215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.595381 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.202015 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.218246 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.64727 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.66507 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.154411 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.388938 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.074483 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0977392 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.286378 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.386014 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-1.10395 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-1.57125 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.1999 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.747474 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.247738 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.69714 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.520051 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.434719 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.381173 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.15484 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.15498 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.483176 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.960924 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.893067 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.67148 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-1.09859 # DEPENDENCYPART_GRANDPAR
(16,2),(2,25),-0.782241 # DEPENDENCYPART_GRANDPAR
(16,2),(2,28),-1.63228 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.121496 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.771976 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.531783 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.503813 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.378685 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.264655 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.300876 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-1.4907 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0796771 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.10163 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.588171 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.204884 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.857888 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.538656 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.316447 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.285615 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.359904 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.172408 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.00587542 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.67901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.772777 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.9595 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-1.06747 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-1.05753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.836654 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-1.24259 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-1.00447 # DEPENDENCYPART_GRANDPAR
(16,9),(9,27),-1.39046 # DEPENDENCYPART_GRANDPAR
(16,9),(9,28),-1.72492 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-1.66838 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.689124 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.251159 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.205385 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0909571 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.60886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.689343 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.984502 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.479947 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0621308 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.140141 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.50865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.613228 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.592714 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.366076 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.438966 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.477524 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.60886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.689343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.889347 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.984502 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.655144 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.25893 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.173886 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.126356 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.0924222 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.01634 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.28693 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.419915 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.124425 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.359861 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.111325 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.370676 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.237864 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.863573 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.45143 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.26137 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.25079 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.05728 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.981632 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0933731 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0189704 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0275216 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.180079 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.146452 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.13351 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.830636 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.16041 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.13851 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.59871 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.45116 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.26014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.1244 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.25043 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.05702 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.980396 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.722461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.126107 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.672898 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.000895356 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0533842 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0147199 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.16502 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.00743429 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.313109 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.819941 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.848358 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.11672 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.422567 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.115039 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.669023 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.229667 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.522719 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.866919 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.76708 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.195923 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.901134 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.467092 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-1.0164 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.52309 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.45683 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.08558 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.471327 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.321305 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.232711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.374676 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.746631 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-1.02625 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.55436 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.08954 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.0574 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.22588 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.05386 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.700608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),0.5321 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.147144 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.218992 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0969265 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.363124 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.979525 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.56472 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.11617 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.48934 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-1.55438 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.08884 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.11676 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-1.05731 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-1.22588 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.05316 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.40587 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.670101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.982951 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.546854 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.168966 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.386442 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.137058 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.485503 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.0631834 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.974496 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-1.35195 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.456649 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.881592 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.323354 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.902433 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.323531 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.472809 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.542349 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.323392 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.412283 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.0485592 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.363918 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.925882 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.911899 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),-1.09342 # DEPENDENCYPART_GRANDPAR
(19,2),(2,25),-0.962588 # DEPENDENCYPART_GRANDPAR
(19,2),(2,28),-1.53474 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.30241 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.737797 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.407313 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.736455 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.331196 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.941275 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.758114 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.672611 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.337048 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.533887 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.366889 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.276521 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.376207 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.0724237 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.77246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.470463 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-1.09035 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-1.07707 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-1.23741 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-1.18482 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-1.28909 # DEPENDENCYPART_GRANDPAR
(19,9),(9,28),-1.62737 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.26125 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.30413 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.4468 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.42118 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.24361 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.855507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.842511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.571015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0910224 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.1486 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0878367 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.744746 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.81121 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.22654 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.81085 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.26099 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.3029 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.29646 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.44644 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.42092 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.24237 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.35761 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.85463 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.956202 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.824436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.545152 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0291731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.167168 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.213912 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.21906 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.734052 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.936389 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.564475 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.933634 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.141511 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.505191 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.394232 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.398758 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.745206 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.6152 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.190626 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.576625 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.339673 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.904149 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.691881 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.14049 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.422375 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.20436 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.324142 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.86593 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.197597 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.433924 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.47482 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.156787 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.252559 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.444557 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.0996235 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),-0.0654716 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.082983 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),0.481768 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.99271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.736962 # DEPENDENCYPART_GRANDPAR
(21,9),(9,24),-1.12377 # DEPENDENCYPART_GRANDPAR
(21,9),(9,25),-1.0679 # DEPENDENCYPART_GRANDPAR
(21,9),(9,27),-1.37622 # DEPENDENCYPART_GRANDPAR
(21,9),(9,28),-1.85053 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.811143 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-1.04053 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.0323255 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),0.223154 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.517836 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.144411 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.140815 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.452363 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.347297 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0647068 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.09318 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),0.175671 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.122758 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0384849 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.176623 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.144411 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.140815 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.120375 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.452363 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.514058 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.2579 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.278098 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.7196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.463336 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.0888859 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.00368349 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.318092 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.152345 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.59838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.342087 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.816495 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.653432 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.61808 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-1.085 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.90751 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.1516 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.14128 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.20329 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.03469 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.19375 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.985406 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.17302 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.18885 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.760042 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.4968 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.16537 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.964539 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.845513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),-0.179234 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.503406 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.432992 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.842169 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-0.431867 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.284399 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.31166 # DEPENDENCYPART_GRANDPAR
