# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(5,6),(6,9),-0.748245 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.958538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.628933 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.547086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.562459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-1.62214 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.758655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.630331 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.461954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.89806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.354799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.825632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.794447 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.19504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.871174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.828449 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.989765 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.771948 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.696996 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.613552 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-1.62518 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.23865 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.818303 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.186837 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.458513 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.410315 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0868013 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.77501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.548446 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.965353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.2355 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.19076 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.10037 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.12166 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.26533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.25639 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.08248 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-2.21507 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.479721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.431991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.315666 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.548442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.03859 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.965338 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.23542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.19071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.10019 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.12148 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.35164 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.26525 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.25622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.0823 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.23249 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.54239 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-0.919022 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-2.21497 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.66351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.521354 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.6666 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.719953 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.774384 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.135704 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.370195 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.337243 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.344525 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.227029 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.00177468 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.925008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.240415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.727911 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.433655 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.575265 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0345387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.308158 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.336153 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.30891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.300852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.359693 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.437442 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.254141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.393088 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.850252 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.442747 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.442322 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.248365 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.268748 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.540898 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.433132 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.388823 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.476643 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.298573 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.530411 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.337934 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.419273 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.839226 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.165298 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.33855 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.31511 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.0203 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.960269 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0902448 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.34309 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.303602 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.327146 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.333346 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.108037 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.513851 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-1.39719 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.4803 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.31005 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.0153 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.811762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.402169 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.27518 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.00357169 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),1.00569 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.158444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.403876 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.000211312 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.372068 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.321663 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.307553 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0817865 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.34972 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.561413 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.84299 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.016947 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-1.38401 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.14475 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.850352 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.435743 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.162579 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.18198 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.943369 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.30458 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.51997 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.328343 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.404478 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.658769 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.85525 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.15153 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.479116 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.48046 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.30903 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.01428 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.82592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,10),-0.0177282 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.990007 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.3555 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.0774343 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.116251 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.387959 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.216953 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.107882 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.329164 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.528218 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.806801 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),0.000393099 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.38357 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-1.48032 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-1.30904 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-1.0143 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.833258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,9),-0.276565 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.025067 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.968387 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.198786 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.356407 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.091426 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.107284 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-1.23354 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.395306 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.228611 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.199325 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.300533 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.556516 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.492215 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.830028 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.0129995 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-1.38256 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.181588 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.580502 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.522 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.932634 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.0698344 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.451682 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.52678 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.908671 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.108364 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.0461048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.219923 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.65283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.311906 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.770056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.592371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.29872 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.858791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.24001 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.130483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.296597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.253644 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.247287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.127817 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.084502 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.711168 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.536978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.32415 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.20097 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.818538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.39462 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.784478 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.27324 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.412139 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.221717 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.202795 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0860429 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.679933 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.643723 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.462165 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.2888 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-1.218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.34699 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.29835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.352537 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.308328 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.4156 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.3568 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.30361 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.26525 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.913552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.639686 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.137818 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.86609 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0668474 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.113561 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.296523 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.1191 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.663594 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.696894 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.50218 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.23664 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.658661 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.17643 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.245258 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-1.28227 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.25386 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.20101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.825141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,14),-0.246454 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.170729 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.925809 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.742002 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.692427 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.512567 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.350726 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.850008 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-1.30838 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.399063 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.861216 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.97541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.09259 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.19146 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.26329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.25586 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.19227 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-2.09605 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.47059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.2476 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.27788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.447644 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.581525 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.603152 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.540772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.546387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.35321 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.725642 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.499273 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.10436 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0440439 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.290872 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.164862 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.520065 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.285307 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.64038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.622417 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.948051 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.968694 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.931643 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.1803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.42055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.64764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,4),-1.05472 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.07959 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.14276 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.901563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.275828 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.44003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.508625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.304094 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.479625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.677808 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.65996 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.673914 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.552821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.878528 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.450277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.85432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.299583 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.433725 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.52647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.13844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.967358 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.00281905 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.158076 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.384708 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.631172 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.647378 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.653815 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.40216 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.848085 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.44827 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.52272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.13477 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.916597 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.21237 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.98618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.180037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),1.04463 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0300056 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.162111 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.269402 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.419013 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.609041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.593025 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.599009 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.495142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.395566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.887321 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.35467 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.809384 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.44237 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.05476 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.07976 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.230676 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0295324 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.198304 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.693051 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.662672 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.677476 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.555097 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.51602 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.900284 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.450277 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.44843 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-1.5217 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-1.13374 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.916753 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.145917 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),1.02292 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.132945 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.230733 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.165697 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.390437 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.434893 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.639567 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.491923 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.390405 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.877244 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.354479 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.832164 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-1.44826 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.52168 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-1.13373 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.916585 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.99259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.151278 # DEPENDENCYPART_GRANDPAR
