# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(18,5),(18,33),-0.0316899 # DEPENDENCYPART_SIBL
(18,5),(18,35),-0.111445 # DEPENDENCYPART_SIBL
(18,5),(18,36),-0.0199488 # DEPENDENCYPART_SIBL
(18,5),(18,38),-0.132179 # DEPENDENCYPART_SIBL
(18,5),(18,40),0.00764781 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0152059 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.100894 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0499698 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0242478 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0840116 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0383629 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0445212 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.245995 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0524669 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0847073 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.136086 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0413743 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0616558 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0140285 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.0118308 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.0310449 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0935973 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.0729026 # DEPENDENCYPART_SIBL
(18,6),(18,27),0.0191198 # DEPENDENCYPART_SIBL
(18,6),(18,28),0.0860266 # DEPENDENCYPART_SIBL
(18,6),(18,29),0.0482739 # DEPENDENCYPART_SIBL
(18,6),(18,30),0.023513 # DEPENDENCYPART_SIBL
(18,6),(18,32),0.080352 # DEPENDENCYPART_SIBL
(18,6),(18,33),0.0610655 # DEPENDENCYPART_SIBL
(18,6),(18,35),0.0890363 # DEPENDENCYPART_SIBL
(18,6),(18,36),0.0510488 # DEPENDENCYPART_SIBL
(18,6),(18,38),0.0627413 # DEPENDENCYPART_SIBL
(18,6),(18,40),0.0782361 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.125048 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0214537 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0417946 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0187053 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0648756 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.00325437 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.279939 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0298313 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0189868 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.104832 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0650711 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0884584 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.00306562 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00583335 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0743279 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.00552217 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0207275 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0444947 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0903939 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.00826059 # DEPENDENCYPART_SIBL
(18,7),(18,30),-0.045334 # DEPENDENCYPART_SIBL
(18,7),(18,32),-0.0773896 # DEPENDENCYPART_SIBL
(18,7),(18,33),-0.0250518 # DEPENDENCYPART_SIBL
(18,7),(18,35),-0.0824878 # DEPENDENCYPART_SIBL
(18,7),(18,36),0.00587734 # DEPENDENCYPART_SIBL
(18,7),(18,38),-0.103228 # DEPENDENCYPART_SIBL
(18,7),(18,40),-0.00386221 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.108135 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0772948 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.150129 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0662854 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0811138 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.158788 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0429725 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.150559 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.391968 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0266217 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.298837 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0786774 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0716954 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.020515 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.184574 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.0978523 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.0213265 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.287496 # DEPENDENCYPART_SIBL
(18,8),(18,29),0.0925047 # DEPENDENCYPART_SIBL
(18,8),(18,30),0.0583457 # DEPENDENCYPART_SIBL
(18,8),(18,32),0.27632 # DEPENDENCYPART_SIBL
(18,8),(18,33),0.145811 # DEPENDENCYPART_SIBL
(18,8),(18,35),0.270257 # DEPENDENCYPART_SIBL
(18,8),(18,36),0.104509 # DEPENDENCYPART_SIBL
(18,8),(18,38),0.257432 # DEPENDENCYPART_SIBL
(18,8),(18,40),-0.236116 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.041558 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0113898 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.064639 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.00257156 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.285032 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0267798 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0116713 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.119315 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0454133 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0485397 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0179675 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0151998 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0546702 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0379891 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.00106975 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.00278754 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0504752 # DEPENDENCYPART_SIBL
(18,9),(18,29),0.015482 # DEPENDENCYPART_SIBL
(18,9),(18,30),-0.022723 # DEPENDENCYPART_SIBL
(18,9),(18,32),-0.0374709 # DEPENDENCYPART_SIBL
(18,9),(18,33),0.0046042 # DEPENDENCYPART_SIBL
(18,9),(18,35),-0.0425691 # DEPENDENCYPART_SIBL
(18,9),(18,36),0.0130987 # DEPENDENCYPART_SIBL
(18,9),(18,38),-0.0633095 # DEPENDENCYPART_SIBL
(18,9),(18,40),0.0279886 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0514126 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.131073 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.044521 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.33373 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.127111 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0507169 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0376409 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0463955 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0789734 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0579547 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0601523 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0567253 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.0319442 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0142952 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0283132 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.058039 # DEPENDENCYPART_SIBL
(18,10),(18,29),-0.0208665 # DEPENDENCYPART_SIBL
(18,10),(18,30),-0.105038 # DEPENDENCYPART_SIBL
(18,10),(18,32),-0.0637098 # DEPENDENCYPART_SIBL
(18,10),(18,33),-0.0167768 # DEPENDENCYPART_SIBL
(18,10),(18,35),-0.0550257 # DEPENDENCYPART_SIBL
(18,10),(18,36),-0.0180918 # DEPENDENCYPART_SIBL
(18,10),(18,38),-0.0813205 # DEPENDENCYPART_SIBL
(18,10),(18,40),0.00966343 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.167591 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.197206 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.499482 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.18499 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.743727 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0199058 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0240237 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0143364 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0243358 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0243965 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0314966 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0630038 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.0419642 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.026214 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0430074 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.00601285 # DEPENDENCYPART_SIBL
(18,11),(18,30),0.00633602 # DEPENDENCYPART_SIBL
(18,11),(18,32),-0.0375476 # DEPENDENCYPART_SIBL
(18,11),(18,33),0.00347084 # DEPENDENCYPART_SIBL
(18,11),(18,35),-0.0525666 # DEPENDENCYPART_SIBL
(18,11),(18,36),-0.00254148 # DEPENDENCYPART_SIBL
(18,11),(18,38),-0.0564604 # DEPENDENCYPART_SIBL
(18,11),(18,40),0.0133598 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0737248 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.343754 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.167048 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0647781 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.100463 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.056593 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.152371 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0583532 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0605416 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0669224 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00355757 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0250436 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0632757 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.131429 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0437224 # DEPENDENCYPART_SIBL
(18,12),(18,30),-0.064433 # DEPENDENCYPART_SIBL
(18,12),(18,32),-0.137104 # DEPENDENCYPART_SIBL
(18,12),(18,33),-0.0598727 # DEPENDENCYPART_SIBL
(18,12),(18,35),-0.12842 # DEPENDENCYPART_SIBL
(18,12),(18,36),-0.0409476 # DEPENDENCYPART_SIBL
(18,12),(18,38),-0.155761 # DEPENDENCYPART_SIBL
(18,12),(18,40),-0.0322835 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.200555 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0753404 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.014286 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0942412 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0342578 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0260649 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0232803 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0256416 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.041473 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0895256 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0249545 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.0233789 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0182004 # DEPENDENCYPART_SIBL
(18,13),(18,29),0.0195778 # DEPENDENCYPART_SIBL
(18,13),(18,30),0.0173884 # DEPENDENCYPART_SIBL
(18,13),(18,32),0.0244538 # DEPENDENCYPART_SIBL
(18,13),(18,33),0.0651766 # DEPENDENCYPART_SIBL
(18,13),(18,35),0.0166054 # DEPENDENCYPART_SIBL
(18,13),(18,36),0.0195899 # DEPENDENCYPART_SIBL
(18,13),(18,38),0.0114316 # DEPENDENCYPART_SIBL
(18,13),(18,40),0.00107871 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0933116 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0276689 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.116598 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0186668 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0295616 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0247411 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0362648 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0236289 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.11168 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0602037 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.216796 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.00295333 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0336881 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0432608 # DEPENDENCYPART_SIBL
(18,14),(18,32),-0.0134071 # DEPENDENCYPART_SIBL
(18,14),(18,33),-0.0363425 # DEPENDENCYPART_SIBL
(18,14),(18,35),-0.0151422 # DEPENDENCYPART_SIBL
(18,14),(18,36),-0.0312369 # DEPENDENCYPART_SIBL
(18,14),(18,38),-0.0347484 # DEPENDENCYPART_SIBL
(18,14),(18,40),-0.470623 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00950161 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0694606 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.113131 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0124339 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0190248 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0237678 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.122239 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.00768518 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0650855 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0191113 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0107491 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.04763 # DEPENDENCYPART_SIBL
(18,15),(18,30),0.00356618 # DEPENDENCYPART_SIBL
(18,15),(18,32),-0.00824717 # DEPENDENCYPART_SIBL
(18,15),(18,33),-0.0109163 # DEPENDENCYPART_SIBL
(18,15),(18,35),-0.0285544 # DEPENDENCYPART_SIBL
(18,15),(18,36),-0.0591389 # DEPENDENCYPART_SIBL
(18,15),(18,38),-0.0212156 # DEPENDENCYPART_SIBL
(18,15),(18,40),-0.0975775 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0206947 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0222348 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0121385 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0224569 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0225177 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0297077 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0656071 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0437531 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.023337 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0408094 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.00263808 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.00866258 # DEPENDENCYPART_SIBL
(18,16),(18,32),-0.0353496 # DEPENDENCYPART_SIBL
(18,16),(18,33),0.00560122 # DEPENDENCYPART_SIBL
(18,16),(18,35),-0.0503687 # DEPENDENCYPART_SIBL
(18,16),(18,36),0.000833287 # DEPENDENCYPART_SIBL
(18,16),(18,38),-0.0542624 # DEPENDENCYPART_SIBL
(18,16),(18,40),0.0163584 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0122219 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0063359 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00187122 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00205905 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0189275 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0538512 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0596338 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0311511 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.000580573 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.0160506 # DEPENDENCYPART_SIBL
(18,17),(18,30),0.0233822 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.0110416 # DEPENDENCYPART_SIBL
(18,17),(18,33),-0.0263393 # DEPENDENCYPART_SIBL
(18,17),(18,35),-0.00318494 # DEPENDENCYPART_SIBL
(18,17),(18,36),-0.02724 # DEPENDENCYPART_SIBL
(18,17),(18,38),-0.00695081 # DEPENDENCYPART_SIBL
(18,17),(18,40),0.0847333 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0040588 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0434649 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0426462 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0368001 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00193429 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0301305 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0123161 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0273795 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0168472 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0399656 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0117679 # DEPENDENCYPART_SIBL
(18,19),(18,33),-0.026457 # DEPENDENCYPART_SIBL
(18,19),(18,35),-0.0182635 # DEPENDENCYPART_SIBL
(18,19),(18,36),-0.0185149 # DEPENDENCYPART_SIBL
(18,19),(18,38),-0.0125308 # DEPENDENCYPART_SIBL
(18,19),(18,40),0.00040334 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.062265 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0578004 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0371313 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0010631 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0513687 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0230063 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.292435 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0182667 # DEPENDENCYPART_SIBL
(18,21),(18,30),-0.0392551 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.270067 # DEPENDENCYPART_SIBL
(18,21),(18,33),-0.0419148 # DEPENDENCYPART_SIBL
(18,21),(18,35),-0.280699 # DEPENDENCYPART_SIBL
(18,21),(18,36),-0.0437664 # DEPENDENCYPART_SIBL
(18,21),(18,38),-0.270222 # DEPENDENCYPART_SIBL
(18,21),(18,40),-0.0244269 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.184144 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.067405 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0306373 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0380865 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0211051 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0487001 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.00371381 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.0309241 # DEPENDENCYPART_SIBL
(18,22),(18,32),-0.0357648 # DEPENDENCYPART_SIBL
(18,22),(18,33),-0.0261543 # DEPENDENCYPART_SIBL
(18,22),(18,35),-0.0197084 # DEPENDENCYPART_SIBL
(18,22),(18,36),-0.0190947 # DEPENDENCYPART_SIBL
(18,22),(18,38),-0.036535 # DEPENDENCYPART_SIBL
(18,22),(18,40),-0.00437517 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0594057 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0147228 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.030083 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00937651 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0602621 # DEPENDENCYPART_SIBL
(18,23),(18,29),0.0243574 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.0491744 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.0473269 # DEPENDENCYPART_SIBL
(18,23),(18,33),-0.0108508 # DEPENDENCYPART_SIBL
(18,23),(18,35),-0.0312704 # DEPENDENCYPART_SIBL
(18,23),(18,36),0.00154883 # DEPENDENCYPART_SIBL
(18,23),(18,38),-0.0480971 # DEPENDENCYPART_SIBL
(18,23),(18,40),0.0197053 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.00881239 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0230343 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.00400386 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0198044 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.0261771 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0558694 # DEPENDENCYPART_SIBL
(18,24),(18,32),-0.00419279 # DEPENDENCYPART_SIBL
(18,24),(18,33),-0.0200991 # DEPENDENCYPART_SIBL
(18,24),(18,35),-0.0106884 # DEPENDENCYPART_SIBL
(18,24),(18,36),-0.00918493 # DEPENDENCYPART_SIBL
(18,24),(18,38),-0.00495564 # DEPENDENCYPART_SIBL
(18,24),(18,40),0.00926648 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0704465 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.00782611 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.266625 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.370917 # DEPENDENCYPART_SIBL
(18,25),(18,30),-0.0236912 # DEPENDENCYPART_SIBL
(18,25),(18,32),0.281562 # DEPENDENCYPART_SIBL
(18,25),(18,33),0.268764 # DEPENDENCYPART_SIBL
(18,25),(18,35),0.277135 # DEPENDENCYPART_SIBL
(18,25),(18,36),0.347859 # DEPENDENCYPART_SIBL
(18,25),(18,38),0.280776 # DEPENDENCYPART_SIBL
(18,25),(18,40),0.0740944 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0525207 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.029959 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0599714 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.0811658 # DEPENDENCYPART_SIBL
(18,26),(18,32),0.0455701 # DEPENDENCYPART_SIBL
(18,26),(18,33),-0.0426655 # DEPENDENCYPART_SIBL
(18,26),(18,35),0.0390744 # DEPENDENCYPART_SIBL
(18,26),(18,36),0.0246093 # DEPENDENCYPART_SIBL
(18,26),(18,38),0.0448072 # DEPENDENCYPART_SIBL
(18,26),(18,40),0.0372487 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.049763 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0696193 # DEPENDENCYPART_SIBL
(18,27),(18,30),-0.247803 # DEPENDENCYPART_SIBL
(18,27),(18,32),-0.032464 # DEPENDENCYPART_SIBL
(18,27),(18,33),0.223189 # DEPENDENCYPART_SIBL
(18,27),(18,35),-0.0390245 # DEPENDENCYPART_SIBL
(18,27),(18,36),0.0412193 # DEPENDENCYPART_SIBL
(18,27),(18,38),-0.0332735 # DEPENDENCYPART_SIBL
(18,27),(18,40),-0.0496682 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.00665506 # DEPENDENCYPART_SIBL
(18,28),(18,30),-0.0644271 # DEPENDENCYPART_SIBL
(18,28),(18,32),-0.257506 # DEPENDENCYPART_SIBL
(18,28),(18,33),-0.00771341 # DEPENDENCYPART_SIBL
(18,28),(18,35),-0.268139 # DEPENDENCYPART_SIBL
(18,28),(18,36),-0.0188447 # DEPENDENCYPART_SIBL
(18,28),(18,38),-0.257662 # DEPENDENCYPART_SIBL
(18,28),(18,40),0.00840084 # DEPENDENCYPART_SIBL
(18,29),(18,30),-0.0339035 # DEPENDENCYPART_SIBL
(18,29),(18,32),0.00236323 # DEPENDENCYPART_SIBL
(18,29),(18,33),-0.0111961 # DEPENDENCYPART_SIBL
(18,29),(18,35),-0.00299973 # DEPENDENCYPART_SIBL
(18,29),(18,36),-0.0599226 # DEPENDENCYPART_SIBL
(18,29),(18,38),0.00153131 # DEPENDENCYPART_SIBL
(18,29),(18,40),-0.0203329 # DEPENDENCYPART_SIBL
(18,30),(18,32),-0.00474797 # DEPENDENCYPART_SIBL
(18,30),(18,33),0.0326083 # DEPENDENCYPART_SIBL
(18,30),(18,35),-0.0188466 # DEPENDENCYPART_SIBL
(18,30),(18,36),-0.0310768 # DEPENDENCYPART_SIBL
(18,30),(18,38),-0.00772274 # DEPENDENCYPART_SIBL
(18,30),(18,40),0.0292249 # DEPENDENCYPART_SIBL
(18,32),(18,33),-0.00241318 # DEPENDENCYPART_SIBL
(18,32),(18,35),-0.260221 # DEPENDENCYPART_SIBL
(18,32),(18,36),-0.0341848 # DEPENDENCYPART_SIBL
(18,32),(18,38),-0.249743 # DEPENDENCYPART_SIBL
(18,32),(18,40),-0.00333483 # DEPENDENCYPART_SIBL
(18,33),(18,35),0.214422 # DEPENDENCYPART_SIBL
(18,33),(18,36),0.639613 # DEPENDENCYPART_SIBL
(18,33),(18,38),0.199415 # DEPENDENCYPART_SIBL
(18,33),(18,40),0.0349831 # DEPENDENCYPART_SIBL
(18,35),(18,36),-0.0160214 # DEPENDENCYPART_SIBL
(18,35),(18,38),-0.246171 # DEPENDENCYPART_SIBL
(18,35),(18,40),0.044974 # DEPENDENCYPART_SIBL
(18,36),(18,38),0.0202548 # DEPENDENCYPART_SIBL
(18,36),(18,40),0.0192449 # DEPENDENCYPART_SIBL
