# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(9,16),(16,24),-0.119257 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.414398 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.360302 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.283205 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.288056 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.794685 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.544675 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.321693 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0193921 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0706199 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.287117 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.129249 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.313299 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.194881 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.137489 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.415557 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.332745 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.283168 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.287628 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),-0.845581 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.202085 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.629204 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.146825 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.158122 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.10564 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),0.0185735 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.243505 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.304749 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.30584 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),0.134771 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.0314491 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),0.529116 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.485624 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.408251 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.357134 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.353429 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.849096 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.219193 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.23093 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0922425 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.256242 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0585122 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.36799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,17),-1.12791 # DEPENDENCYPART_GRANDPAR
(10,1),(1,29),-1.83769 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.43196 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.456313 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.30394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.35009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),0.106938 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.545191 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.538756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.724932 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.30791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.11645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.809621 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.676259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.676038 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.862668 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.92614 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-1.82651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.834392 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.21928 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0423744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.06101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.43907 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.17504 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.967835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),1.26179 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.447403 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.230414 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.106052 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.687958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0223606 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.11342 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.11108 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.096858 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.182861 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.351832 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),0.0276111 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-1.01324 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.50571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.246582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.169278 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.565978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.386466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.06098 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.17504 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.96782 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.2275 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.219885 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.118976 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.729317 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.06935 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.138607 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.0725705 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),0.0746005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.268136 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.729982 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.311015 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0772201 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.105402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.450813 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.17627 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.38278 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.3471 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.25581 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.17345 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.96645 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.564489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.856487 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.245879 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.210692 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.179178 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.177597 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0703822 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.128751 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.163331 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.16011 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.127222 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.124343 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.0899923 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.303187 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),0.0641332 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.992727 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.0677 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.562109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,13),0.212465 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0668624 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.346833 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.0290167 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0460272 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),0.0318373 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.0738927 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.310012 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.218265 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.486773 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.122141 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-1.1749 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.38027 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0243335 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.311915 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0897827 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0116518 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.116494 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.261754 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.518276 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.150567 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.70077 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.99904 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.60572 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.45068 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.22587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.329208 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-1.3072 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.478647 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.421766 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.44593 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.761904 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.02682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.52199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-1.47486 # DEPENDENCYPART_GRANDPAR
(11,12),(12,27),-1.39191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-1.41083 # DEPENDENCYPART_GRANDPAR
(11,12),(12,29),-0.965266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.33626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-1.20544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.560207 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.396469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.855603 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.375126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.335816 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.882893 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-1.47197 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.854481 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-1.41632 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.76919 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.674235 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.456921 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.382976 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.335657 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.690343 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.886741 # DEPENDENCYPART_GRANDPAR
(12,1),(1,29),-1.53634 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.08522 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.786533 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.450749 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.633133 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.66218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.668709 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.931528 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.885386 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.572202 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.89387 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.34432 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.19681 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.13294 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-1.57531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-1.07859 # DEPENDENCYPART_GRANDPAR
(12,9),(9,29),-1.54277 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.67075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.696631 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.928828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.864611 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.203536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.195964 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.178468 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.13683 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.72058 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.25138 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.966058 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.888938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.247231 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0801038 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0529137 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.568884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.500717 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.828462 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.619952 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.240144 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.173497 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.162694 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.672824 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.633395 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.411471 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.94246 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.82406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.62573 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.51178 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.35792 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.05328 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.59465 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.817243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.249709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0787572 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.00626663 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.00788666 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.480917 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.320482 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.351591 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.339094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.663749 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.285762 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.284751 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.219554 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.536576 # DEPENDENCYPART_GRANDPAR
(12,16),(16,29),-0.760723 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.27207 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.51638 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.216956 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0571553 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.139368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.408303 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.407421 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.314158 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.718498 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.358356 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.259814 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.291047 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.615654 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.8334 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.10315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.670363 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-1.20976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.290857 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.366298 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.596036 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.311954 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.386096 # DEPENDENCYPART_GRANDPAR
(12,19),(19,28),-0.704061 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.842465 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.380051 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.296521 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.391935 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.361729 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.329228 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.636534 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-0.758968 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),0.315564 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.265396 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.302885 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.630285 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.212021 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),-0.138745 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),-0.616462 # DEPENDENCYPART_GRANDPAR
(12,28),(28,19),-0.284886 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.205995 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.134815 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.134705 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.82695 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.113198 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.72895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.988031 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.00849 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.15568 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.16349 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.38857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.92496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.178505 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.362119 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.242144 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.37261 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.182412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),0.176199 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.910557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),0.274824 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.605124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.403468 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.531259 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.424522 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.13128 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.40682 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.33348 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.33142 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.14869 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.16332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.911648 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.199 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.99442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.450279 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.110079 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.419599 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.214174 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.196186 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.177513 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.123814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),0.0506013 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.232883 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.339663 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.235191 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),0.191772 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),-0.847168 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.471742 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.212935 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.251134 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.392443 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.385248 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.32744 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.895053 # DEPENDENCYPART_GRANDPAR
(14,1),(1,29),-1.5753 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.0248713 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.438393 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.357812 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.398973 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),1.05729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.803697 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.50499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.774346 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.594807 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.902183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.07776 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-1.06431 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.13637 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-1.29267 # DEPENDENCYPART_GRANDPAR
(14,9),(9,26),-0.985926 # DEPENDENCYPART_GRANDPAR
(14,9),(9,29),-1.58172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),1.63411 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),1.31069 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.817766 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.194463 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.55247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.77202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.591655 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.897735 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0712229 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.17175 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.131584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.406661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.477027 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.492209 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.879203 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.51908 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.15425 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.29846 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.33422 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.09438 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.562228 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0451557 # DEPENDENCYPART_GRANDPAR
