# _root_ La d' aquest any serà la tercera edició del Festival_de_Cinema_Negre_de_Manresa , la cinquena si no es té_en_compte l' especialització , que el converteix en l' únic certamen de l' Estat dedicat a aquest gènere .
#goldHeads=2,5,4,2,0,8,8,5,8,9,5,13,5,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
#predictedHeads=2,5,4,2,0,8,8,5,8,9,13,13,8,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
(9,17),(17,2),-1.31841 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.5346 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.42312 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.989167 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.37471 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.710234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),0.103851 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.903704 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.51182 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.190849 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.388026 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.00566226 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.221755 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.541123 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.612653 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.181969 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.46848 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.644356 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-1.01693 # DEPENDENCYPART_GRANDPAR
(9,17),(17,30),-0.18138 # DEPENDENCYPART_GRANDPAR
(9,17),(17,31),-0.622596 # DEPENDENCYPART_GRANDPAR
(9,17),(17,32),-0.627541 # DEPENDENCYPART_GRANDPAR
(9,17),(17,34),-0.14348 # DEPENDENCYPART_GRANDPAR
(9,17),(17,35),-1.40989 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.943513 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.413393 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.134564 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.334291 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.326925 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.61363 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.943896 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.920003 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0181865 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.407571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.155575 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.00442836 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.198502 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.109165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.0601523 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0733367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.120928 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.998397 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.49758 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.06488 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.13146 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.744446 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.496406 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.384572 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0805306 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0797018 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.235144 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0232582 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.677419 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.118082 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0127178 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.242905 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),0.101345 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.248846 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.0355776 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-0.307374 # DEPENDENCYPART_GRANDPAR
(10,17),(17,30),-0.307847 # DEPENDENCYPART_GRANDPAR
(10,17),(17,31),-0.195553 # DEPENDENCYPART_GRANDPAR
(10,17),(17,32),-0.268927 # DEPENDENCYPART_GRANDPAR
(10,17),(17,34),-0.261099 # DEPENDENCYPART_GRANDPAR
(10,17),(17,35),-1.33806 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.750241 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.901005 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.600542 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.262985 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.420553 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.259377 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.0630171 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.123397 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.431269 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0347654 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.49219 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.105378 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.427213 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.208976 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.327921 # DEPENDENCYPART_GRANDPAR
(10,19),(19,31),-0.291249 # DEPENDENCYPART_GRANDPAR
(10,19),(19,32),-0.377651 # DEPENDENCYPART_GRANDPAR
(10,19),(19,35),-1.32386 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.998399 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-1.06488 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.744454 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.496409 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),0.372999 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.0663716 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.0943411 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.226945 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),0.205614 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.675973 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.17571 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.0666261 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.619162 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.343173 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.208763 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.150082 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.0279699 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-0.287821 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),-0.300239 # DEPENDENCYPART_GRANDPAR
(10,23),(23,31),-0.18869 # DEPENDENCYPART_GRANDPAR
(10,23),(23,32),-0.246168 # DEPENDENCYPART_GRANDPAR
(10,23),(23,34),-0.253491 # DEPENDENCYPART_GRANDPAR
(10,23),(23,35),-1.3519 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.06338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.68844 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.326946 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.339364 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-1.11771 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.17357 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.11051 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.24812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,17),-0.512045 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-1.28489 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.721721 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.651733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0221721 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.06789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,2),-0.918636 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.16046 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.944009 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.825127 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.862948 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.73098 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.63918 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.615506 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.413549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.814788 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.619626 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.784091 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.468945 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.051346 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0066355 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0998263 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),0.0435499 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.0413996 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.271555 # DEPENDENCYPART_GRANDPAR
(13,17),(17,30),-0.105571 # DEPENDENCYPART_GRANDPAR
(13,17),(17,31),-0.0581525 # DEPENDENCYPART_GRANDPAR
(13,17),(17,32),-0.129101 # DEPENDENCYPART_GRANDPAR
(13,17),(17,34),-0.0461515 # DEPENDENCYPART_GRANDPAR
(13,17),(17,35),-0.620562 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.787351 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.865141 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.824505 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.614367 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.634177 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.926259 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.619521 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.637358 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.583753 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.132183 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.162862 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.070048 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.130619 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.140469 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.251124 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-0.119686 # DEPENDENCYPART_GRANDPAR
(13,19),(19,32),-0.229093 # DEPENDENCYPART_GRANDPAR
(13,19),(19,35),-0.667856 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.429403 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.918636 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.944009 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.86295 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.73098 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.63918 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.615506 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.413038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.806845 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.48589 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.319711 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.447387 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.102958 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),1.19546 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.153082 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.0625324 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),0.0342353 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.0442232 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.265035 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-0.108394 # DEPENDENCYPART_GRANDPAR
(13,23),(23,31),-0.0583417 # DEPENDENCYPART_GRANDPAR
(13,23),(23,32),-0.12108 # DEPENDENCYPART_GRANDPAR
(13,23),(23,34),-0.0489751 # DEPENDENCYPART_GRANDPAR
(13,23),(23,35),-0.635493 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.13016 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.21726 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.11307 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.13955 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.16765 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.01904 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.991344 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.992894 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.902938 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.817778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.19794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.00243853 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.339509 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.464919 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.523288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.406131 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.373077 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.494448 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.565986 # DEPENDENCYPART_GRANDPAR
(14,17),(17,30),-0.552832 # DEPENDENCYPART_GRANDPAR
(14,17),(17,31),-0.412964 # DEPENDENCYPART_GRANDPAR
(14,17),(17,32),-0.571316 # DEPENDENCYPART_GRANDPAR
(14,17),(17,34),-0.592717 # DEPENDENCYPART_GRANDPAR
(14,17),(17,35),-0.849849 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.379914 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.34838 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.71287 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.254016 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.468543 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.466913 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.288899 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.429085 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.0532595 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.150803 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-1.38538 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.628906 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.135709 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.253371 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.14931 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.000805849 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.137002 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.326703 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.194022 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.389671 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.176823 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.246184 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.486955 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.548595 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.0469455 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.0550839 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.15002 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.86413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,19),-0.655344 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-1.52598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-1.04656 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-0.565819 # DEPENDENCYPART_GRANDPAR
(17,5),(5,27),-1.12281 # DEPENDENCYPART_GRANDPAR
(17,5),(5,32),-0.671376 # DEPENDENCYPART_GRANDPAR
(17,5),(5,35),-1.8082 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.475601 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.147797 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.168473 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.111474 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.070156 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.4983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,23),-0.680732 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0532376 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.473895 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.318146 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.00285646 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.114836 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.286566 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.336056 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.148079 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0886028 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.47907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),-0.354975 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-1.28857 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.661507 # DEPENDENCYPART_GRANDPAR
(17,8),(8,27),-0.822443 # DEPENDENCYPART_GRANDPAR
(17,8),(8,35),-1.58118 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.253796 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.270457 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.564158 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0970428 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0872171 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.5891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,9),-0.302254 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0364258 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.310516 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.555135 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.4983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.361372 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-1.28457 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.680732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.51297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-1.25739 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.115292 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.374824 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.23813 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.988878 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.58753 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.15358 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.764134 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.651287 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.450151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.41375 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.556043 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0839435 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0918419 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.051917 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.120204 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),0.0523497 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.210828 # DEPENDENCYPART_GRANDPAR
(17,19),(19,32),-0.0404733 # DEPENDENCYPART_GRANDPAR
(17,19),(19,35),-0.837461 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.308592 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.351713 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.0150499 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.145908 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.158586 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),0.0683528 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-0.836555 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-1.62361 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-1.28922 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-1.02073 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-1.3909 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.628984 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.898275 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-1.02285 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.718336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),1.10786 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.39498 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.154649 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.1829 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.300988 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.242077 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.0698086 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.0762838 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.0801507 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.0891329 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-0.184159 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),0.11784 # DEPENDENCYPART_GRANDPAR
(17,23),(23,34),-0.254986 # DEPENDENCYPART_GRANDPAR
(17,23),(23,35),-0.709933 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.49674 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.266818 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.80136 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.0359902 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.0642553 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.188715 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),0.0524387 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),-0.226521 # DEPENDENCYPART_GRANDPAR
(17,24),(24,32),0.0244221 # DEPENDENCYPART_GRANDPAR
(17,27),(27,2),-0.374824 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-0.587529 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),-0.471817 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.354696 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.388869 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.553997 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.0777488 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),0.0433146 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.127669 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.210356 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.0494699 # DEPENDENCYPART_GRANDPAR
(17,27),(27,34),-0.298043 # DEPENDENCYPART_GRANDPAR
(17,27),(27,35),-0.837928 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-1.1095 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.115878 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),-0.153842 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),0.0185459 # DEPENDENCYPART_GRANDPAR
(17,28),(28,34),-0.278666 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.903882 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),-0.172781 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.0709845 # DEPENDENCYPART_GRANDPAR
(17,30),(30,34),-0.302287 # DEPENDENCYPART_GRANDPAR
(17,31),(31,28),0.0588341 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-1.13157 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),0.158687 # DEPENDENCYPART_GRANDPAR
(17,31),(31,34),-0.316893 # DEPENDENCYPART_GRANDPAR
(17,32),(32,14),-0.875413 # DEPENDENCYPART_GRANDPAR
(17,32),(32,29),-1.24493 # DEPENDENCYPART_GRANDPAR
(17,32),(32,31),-0.389387 # DEPENDENCYPART_GRANDPAR
(17,32),(32,34),0.0183739 # DEPENDENCYPART_GRANDPAR
(17,34),(34,28),0.150539 # DEPENDENCYPART_GRANDPAR
(17,34),(34,29),-0.922399 # DEPENDENCYPART_GRANDPAR
(17,34),(34,31),-0.183447 # DEPENDENCYPART_GRANDPAR
(17,34),(34,33),-1.01101 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-1.12796 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.707772 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.713342 # DEPENDENCYPART_GRANDPAR
