# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(5,10),(10,5),-0.593057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.855973 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.100621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),1.81648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.355393 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.342711 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.131312 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.172701 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.171836 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.300528 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.529751 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.298596 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.175223 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0208428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.703804 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.621697 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.426157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.270955 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-1.17678 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.128387 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.275695 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.204976 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.160953 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.448624 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.653621 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.278471 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.645517 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.805012 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.517532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0565429 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.48724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.355854 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.552914 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.68144 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.745784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.580494 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.206172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.53185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.348284 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.548162 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.737493 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.50542 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.05318 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.600905 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.880064 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.653951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.640053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.43717 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.136232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.189387 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.124942 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0936413 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.196412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0633166 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0829851 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.105482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.0515141 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.0199148 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.0358277 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.710259 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),0.0585008 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),0.329118 # DEPENDENCYPART_GRANDPAR
(6,10),(10,31),-1.05863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.41416 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.742102 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.290607 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.968323 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.00259398 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0595102 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.069938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0768828 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0304995 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.24419 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0460425 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),0.0946154 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.0926273 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.214655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.644746 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.159308 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.134362 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.201627 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.203956 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.275991 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.122902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.25956 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.210982 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.120747 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0355808 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.203262 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.205491 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.277658 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.129615 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.25632 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.646701 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.00566884 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.0439584 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.10495 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0909705 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.322859 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.102513 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.239171 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.133325 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.140414 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.938943 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.155626 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),0.113795 # DEPENDENCYPART_GRANDPAR
(6,19),(19,31),-1.03013 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-1.50542 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-1.05318 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.600905 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.880064 # DEPENDENCYPART_GRANDPAR
(6,20),(20,7),0.638389 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),1.43513 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.304332 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.242604 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.991919 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.0369898 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.185457 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.378867 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0296377 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.032754 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.323712 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.178358 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.048989 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.0528174 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.185647 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.021447 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.0372724 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.711717 # DEPENDENCYPART_GRANDPAR
(6,20),(20,29),0.0571306 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),0.327748 # DEPENDENCYPART_GRANDPAR
(6,20),(20,31),-1.06586 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.244861 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.083189 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.381519 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.154143 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.0733164 # DEPENDENCYPART_GRANDPAR
(6,25),(25,30),0.186276 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.826806 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.722547 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.642482 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.777856 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.878577 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.508455 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.306436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.467483 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.54007 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.466796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.683035 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.436426 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.708828 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.503062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.809465 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.434411 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.654188 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.934566 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-1.40886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-0.854471 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.778306 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-1.42028 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.486192 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.167388 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.405541 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.102609 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.545188 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.176252 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.3545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.193165 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.693562 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-1.08293 # DEPENDENCYPART_GRANDPAR
(10,1),(1,31),-1.93509 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.479295 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.166427 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.275066 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0260669 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.406669 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.257658 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.23324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.046644 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.347935 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.575843 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.379872 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.970789 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.535433 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.313159 # DEPENDENCYPART_GRANDPAR
(10,3),(3,31),-1.83696 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.279938 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0120582 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.574966 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0188147 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.25499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0479763 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.380172 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.535198 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.386101 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.6765 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.00120484 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.3457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.464298 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.181793 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.315042 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.00434656 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.258388 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.22861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.0483021 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.34331 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.571218 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.375247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.966522 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.518412 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.308532 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.405573 # DEPENDENCYPART_GRANDPAR
(10,6),(6,31),-1.83251 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.11148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,1),-0.89028 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.16697 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.368614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.120475 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.27798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.269322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.244858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0994196 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.184611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.428002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.0383364 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),0.181598 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),0.115902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.891762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.699788 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.225522 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.455742 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.156017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.200883 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.43172 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.22271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),0.123623 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.893309 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.384229 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.505597 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.158095 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.199006 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.42958 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.215381 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.60265 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.409475 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.218942 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.331798 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.163776 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.439018 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.429645 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.210639 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),0.111552 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),0.182064 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),0.0908027 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.172973 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),0.206517 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),0.376255 # DEPENDENCYPART_GRANDPAR
(10,19),(19,31),-1.10772 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.059 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.34697 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.31093 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.842952 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.30648 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.908304 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.462509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.383334 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.179979 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.273256 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.116944 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0254304 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.241217 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.209038 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.197905 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.236024 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.10282 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),0.288698 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),0.00373278 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),0.24807 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),0.125412 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.0270405 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),0.118931 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),0.287507 # DEPENDENCYPART_GRANDPAR
(10,20),(20,31),-0.988866 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-0.605173 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.412004 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.396772 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.319668 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.517229 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),0.162491 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.113786 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),0.0577869 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.195598 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),0.162733 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),0.33314 # DEPENDENCYPART_GRANDPAR
(10,23),(23,31),-1.13138 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),0.128585 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.344568 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.0294977 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),0.0721625 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),0.214292 # DEPENDENCYPART_GRANDPAR
(10,25),(25,30),0.370575 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),0.162452 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.136394 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),0.1102 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),0.266586 # DEPENDENCYPART_GRANDPAR
(10,27),(27,21),0.324386 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),0.225299 # DEPENDENCYPART_GRANDPAR
(10,27),(27,29),0.142207 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),0.298481 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),-1.13614 # DEPENDENCYPART_GRANDPAR
(10,29),(29,1),-1.05914 # DEPENDENCYPART_GRANDPAR
(10,29),(29,7),-1.30662 # DEPENDENCYPART_GRANDPAR
(10,29),(29,13),0.264457 # DEPENDENCYPART_GRANDPAR
(10,29),(29,16),0.232417 # DEPENDENCYPART_GRANDPAR
(10,29),(29,19),0.220956 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),0.125844 # DEPENDENCYPART_GRANDPAR
(10,29),(29,26),-0.0334924 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),0.0958857 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),-1.25231 # DEPENDENCYPART_GRANDPAR
(10,29),(29,30),0.255546 # DEPENDENCYPART_GRANDPAR
(10,29),(29,31),-1.0182 # DEPENDENCYPART_GRANDPAR
(10,30),(30,1),-1.059 # DEPENDENCYPART_GRANDPAR
(10,30),(30,5),-0.842952 # DEPENDENCYPART_GRANDPAR
(10,30),(30,7),-1.30648 # DEPENDENCYPART_GRANDPAR
(10,30),(30,10),-0.47125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,30),(30,11),0.381784 # DEPENDENCYPART_GRANDPAR
(10,30),(30,13),0.265196 # DEPENDENCYPART_GRANDPAR
(10,30),(30,16),0.233156 # DEPENDENCYPART_GRANDPAR
(10,30),(30,17),0.197316 # DEPENDENCYPART_GRANDPAR
(10,30),(30,19),0.228599 # DEPENDENCYPART_GRANDPAR
(10,30),(30,20),0.448849 # DEPENDENCYPART_GRANDPAR
(10,30),(30,21),0.145634 # DEPENDENCYPART_GRANDPAR
(10,30),(30,23),0.267994 # DEPENDENCYPART_GRANDPAR
(10,30),(30,24),0.0465462 # DEPENDENCYPART_GRANDPAR
(10,30),(30,25),0.126568 # DEPENDENCYPART_GRANDPAR
(10,30),(30,26),-0.0327524 # DEPENDENCYPART_GRANDPAR
(10,30),(30,27),0.112603 # DEPENDENCYPART_GRANDPAR
(10,30),(30,28),-1.22954 # DEPENDENCYPART_GRANDPAR
(10,30),(30,29),0.249899 # DEPENDENCYPART_GRANDPAR
(10,30),(30,31),-1.00778 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.367787 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.216016 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.323121 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0551448 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.251776 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.382498 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.379455 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.65073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-0.626205 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-1.31187 # DEPENDENCYPART_GRANDPAR
(11,1),(1,31),-1.9198 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.294217 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.457594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.374951 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0407871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.482355 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.369071 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.77799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.489924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.71913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.424558 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.686935 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.809603 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.38826 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.744209 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.16763 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.946997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.811802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-1.15858 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.947302 # DEPENDENCYPART_GRANDPAR
(11,10),(10,29),-1.58435 # DEPENDENCYPART_GRANDPAR
(11,10),(10,30),-1.23151 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-1.98785 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.842924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.0477925 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.512465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.850204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.11371 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.174535 # DEPENDENCYPART_GRANDPAR
