# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(10,20),(20,25),0.555735 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.236565 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.128796 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.225788 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.245373 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),0.456333 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),0.0419525 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.167298 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.473529 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.540252 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),0.0458738 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.999446 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.926185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.809246 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.918108 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.499186 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-1.31213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.08355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.31138 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.37425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.2655 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.2358 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.890589 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-2.05432 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.966841 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.907852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-2.04176 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-1.29888 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-1.2821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.974467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.16359 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.807294 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-1.34151 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.07973 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.2877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.37044 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.25484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.23198 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.967356 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.0385 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.987574 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.363706 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.331833 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.498062 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.494814 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.751625 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.667917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.339017 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.143125 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.552454 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0284636 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.64375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.367766 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.926128 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.590955 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.0098 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.740678 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.632416 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-1.02588 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.62233 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.796906 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-1.12109 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-0.548794 # DEPENDENCYPART_GRANDPAR
(12,9),(9,27),-1.52367 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.374638 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.699973 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.141725 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.70896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.39473 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.939739 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.617919 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.03042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.767642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.765793 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.750541 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.933317 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0461305 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0350897 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.0619 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.843338 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.653217 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.140193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.152838 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.207635 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.00182457 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.0303699 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.154692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.0490591 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),0.195001 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.298705 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.0619 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.803136 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.536204 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0820666 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0786947 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.207641 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.00182893 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0303613 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.192503 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.154684 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.049072 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.285412 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),0.194997 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.84201 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.803136 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0817214 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0783443 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.312573 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0785009 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.419095 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0329834 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.187743 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.157306 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0464456 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.280652 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),0.201249 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.00387963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.344631 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0664176 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0750112 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0938214 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.224095 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.168052 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.0412 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0747908 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.122458 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.415542 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0277669 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0339227 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0671829 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.360759 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),0.226256 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.72133 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.0723786 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.268373 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.0491979 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.0613227 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.371315 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),0.131043 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),0.122324 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),0.165462 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),0.219832 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),0.170248 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.594904 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.404395 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.596207 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.463964 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.353025 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.215672 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.120807 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.54197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-1.02577 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.985252 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.13601 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.977712 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.10121 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.94492 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.10329 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-1.03288 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-1.19045 # DEPENDENCYPART_GRANDPAR
(13,9),(9,26),-1.02996 # DEPENDENCYPART_GRANDPAR
(13,9),(9,27),-1.58476 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.43235 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.350667 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.873796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,7),-1.14462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.00859 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.835404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.244593 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0160947 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.395565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.193049 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.445463 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.183123 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.397452 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.318087 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.432864 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.243697 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.864143 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.00859 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),-0.244593 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.016092 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.278733 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.526891 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.165161 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.445914 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.181543 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.397903 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.318535 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.431284 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.242332 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.09141 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0898425 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.333767 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.101283 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.563808 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.492224 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.354041 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.0922253 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.0890272 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.408153 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.442097 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.209583 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.239843 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.115358 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.341696 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.379362 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.266787 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.194564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.670457 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.588434 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.798227 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.82974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.75466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.893502 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.889653 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.615563 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.541934 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.459614 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-0.895092 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.37255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.11787 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.18106 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.09712 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.21089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.413756 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.506689 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.314358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-1.26014 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.26697 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.217578 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-1.23058 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.593052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.587345 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.504369 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.286141 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.377547 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.266352 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.337986 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.195368 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.15521 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.172241 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.287393 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.31891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.304246 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.599754 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.660564 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.674277 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.604802 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0984549 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.183686 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.104797 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.12541 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.32549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.287055 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.606328 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.65464 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.667652 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.588833 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.715701 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.142468 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.32598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.290975 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.397657 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.895516 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.628008 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.60477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.620202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.28976 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.474456 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0667096 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.260052 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.0979496 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.184477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.0202235 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.0706928 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.601054 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.549772 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0363807 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.34031 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0679565 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.0107874 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.0570171 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.89503 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.663672 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.593308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.608901 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.125597 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0560883 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0193979 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.104605 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.0162764 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.411044 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.60184 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.550588 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.10447 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.060914 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.201475 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.0731806 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.524256 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0114216 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0316936 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.0462353 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.593372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,24),0.292162 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.0117151 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.158555 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.17532 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.29143 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.43488 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.14893 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.18781 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.23114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.335598 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-1.27519 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.326228 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.309441 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-1.32205 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.657984 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.43684 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.21205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.154614 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-1.26829 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.472505 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.426332 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-1.31411 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.329645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.488287 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.152798 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.168527 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.250872 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0438922 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.152602 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.155957 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.32936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.464917 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.781657 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.645606 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.221002 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.096626 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0780618 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.110884 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.161658 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.16629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.136867 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.101041 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.154732 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.301279 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.33593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.458993 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.505869 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.775032 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.629637 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.742243 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.695971 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.952826 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.33643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.490324 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.912011 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.822416 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.693323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.318818 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.175433 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0301131 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.0752168 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.958226 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.974629 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.82486 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.885034 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.601727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.163537 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0214739 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0863477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.0359377 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.262715 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.912797 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.823202 # DEPENDENCYPART_GRANDPAR
