# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(18,8),(18,28),0.0425077 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0904554 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0313322 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.073893 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0462493 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0486834 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0463943 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.101829 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.198286 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0850558 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.019752 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0542057 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.18028 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0823716 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0899784 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.0893443 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0185832 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0226504 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0832764 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.055634 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0574456 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0557791 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0942954 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.207241 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.034392 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0246679 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.03349 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.126551 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0286424 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0393146 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0386805 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.00533777 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.119594 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.000414994 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00998677 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.000552227 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.108833 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.170215 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0833942 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0239375 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0323295 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0672066 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0063881 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0842154 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0822003 # DEPENDENCYPART_SIBL
(18,11),(18,28),0.0107034 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0751286 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0160969 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0749653 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00359732 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0954519 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0452951 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0555996 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0362829 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.191955 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0834849 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0516742 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0501498 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.0517518 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0683145 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0193844 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0775567 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.148319 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0344715 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0015961 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0456799 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.113679 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0462025 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.037657 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.039441 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0329156 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.252877 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.185194 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.379622 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0164239 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0219691 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0113039 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.097721 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.00262432 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0367277 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0292376 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.00998606 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0778724 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.14873 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0346377 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00210938 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0451797 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.11237 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0448938 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0378232 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0396072 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0315855 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.296055 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.126531 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.079485 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0235912 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0995597 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0465212 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.131759 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.127081 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.0143836 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.126201 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00844647 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0644431 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.126712 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0416814 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.136474 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.131192 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0816657 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.05244 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00212082 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.158145 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0605047 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.202885 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.198414 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.00525922 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.121829 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.118844 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.023979 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0700014 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0843539 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.00135216 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0768208 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0443711 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0474165 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0236924 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0707313 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0502488 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0062609 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0107416 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0606876 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.029248 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0337259 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0121023 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.199877 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.000550772 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0232559 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0294477 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.016715 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0460426 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0915036 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0317184 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0101079 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0791164 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.00331616 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00501514 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.031315 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.104805 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0294861 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.111733 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0919906 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.104727 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0507744 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0107388 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00492996 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0201632 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.00842715 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0568374 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.081926 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0483141 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.307331 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0081073 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.360836 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0906373 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0391879 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0274818 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0216761 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.00207121 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.00733892 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0195815 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0172087 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.00407899 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.00458465 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.115105 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0106769 # DEPENDENCYPART_SIBL
(22,3),(22,28),0.171409 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0968493 # DEPENDENCYPART_SIBL
(22,6),(22,28),0.131409 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.030998 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.259583 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.0806644 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.048739 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0187061 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0656489 # DEPENDENCYPART_SIBL
(23,1),(23,8),0.0364506 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0266846 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.0570724 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0357824 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.00792968 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0163014 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.00755671 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0747745 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0466278 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0187061 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.019392 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.243941 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.514984 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0855268 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0278964 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.00719548 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0622352 # DEPENDENCYPART_SIBL
(23,1),(23,28),-0.0509047 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0269978 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0421451 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.0664252 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.0175559 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.032192 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.057555 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.0230816 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0174861 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0266741 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.220611 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0264214 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.00179594 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.108268 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0664252 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.223691 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.00273661 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.372838 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.00309496 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.011293 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.0479606 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.0118103 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.205835 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0599912 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.114974 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.00858642 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.139716 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.11309 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0565941 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.0901079 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0284981 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.00278544 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0286432 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.220006 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0300919 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.114974 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.00351016 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.015217 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.140534 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.00900022 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0418882 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00172214 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0386254 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.120849 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0286285 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0124976 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0345283 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0111865 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.0244136 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.0473974 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0355958 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.0214364 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0357519 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.039578 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0591232 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0286285 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0225525 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.025893 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.312289 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0225662 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0255553 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0189191 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0199293 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.0296734 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.0379842 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.218402 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.147485 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0890083 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0200068 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0722834 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0207717 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0724402 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0991042 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.107559 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.147783 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.020047 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0418351 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.150037 # DEPENDENCYPART_SIBL
(23,6),(23,22),-3.78434e-05 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.115703 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0271389 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.117259 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.0926753 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.0870885 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.00639072 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.0419908 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.0317552 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0386528 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0102333 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0388089 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.00036492 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0243278 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0110905 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.00911727 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0289741 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.313948 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0582627 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.057264 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.0106647 # DEPENDENCYPART_SIBL
(23,7),(23,27),-0.051638 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0379498 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0117031 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0274224 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.0133969 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.00181971 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0173252 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.00167953 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.0579429 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.112264 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0188302 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0195623 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0680751 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.26958 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0734597 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.028189 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0221407 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0251616 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.000276545 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0729452 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0793462 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0372131 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.00599453 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0373581 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.207989 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0611514 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.131325 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.00526981 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.021833 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.148009 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0175899 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.15197 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.0770199 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.148707 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.0185346 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0766248 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0406386 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.00879762 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0407837 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.206416 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0641468 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.132339 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0080729 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0252988 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.151453 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0177563 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0774744 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.0215063 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0742115 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0722465 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.0248401 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0552686 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0247029 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0251081 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0357117 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.00627921 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0574888 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0713446 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.261801 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0520429 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0593139 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0491632 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.05467 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.0182079 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0132326 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.000376491 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0177256 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.00907047 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0336862 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0117705 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0344596 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.181032 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0109404 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0538632 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0361297 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0530185 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.0434466 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.191075 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0417216 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.191408 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0834053 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.755078 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0499608 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.5185 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.105442 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.09302 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0281064 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0817875 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.0231525 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0174099 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.009481 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0341054 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0121797 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0337072 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.181557 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0104072 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0540293 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0363101 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0531846 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0447767 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.165902 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0792769 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0118736 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0180545 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.342258 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0779596 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.13137 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0916776 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.124063 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.00756957 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0727679 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0663679 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0805276 # DEPENDENCYPART_SIBL
