# _root_ La crisi de la companyia es va produir després que Dynegy anunciés , dimecres passat , que renunciava a adquirir l' empresa .
#goldHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,14,18,12,18,19,22,20,8,
#predictedHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,18,18,12,18,19,22,20,8,
(11,9),(9,12),-0.633429 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.808133 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.750421 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.00434 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.01925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.19178 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.39805 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.57371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,15),-0.918632 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.00004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.54901 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.34865 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.923459 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.37383 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.09516 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.924013 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.67334 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.03786 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.750733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.035013 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.161623 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.112283 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0927248 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.382312 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.192796 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.124555 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.368457 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.346119 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.660474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.016872 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.190694 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0501915 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.364487 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.308518 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.547143 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.462802 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.616811 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.103891 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00560004 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.462398 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.367358 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.222054 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.550918 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.406104 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.188174 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.364762 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.449414 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.558728 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.388539 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.208913 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0339228 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.28983 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0642987 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.38005 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.393538 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.45023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.61535 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.263168 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.402262 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.833113 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.41063 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.222903 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.541498 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.183568 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.164541 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.021294 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.312513 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.00438974 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.57187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,1),0.60637 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.157554 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.175833 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0491907 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.305103 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.433607 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.45026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.263186 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-1.41065 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0289275 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.115171 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.381955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.000718657 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.087826 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.83951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.855091 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.509479 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.17637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.504043 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.996809 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-1.63998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.233243 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.000898705 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.113227 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.548961 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0870046 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.285614 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.308523 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0910873 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.2484 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.14177 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.83707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.853789 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.508175 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.65478 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.07155 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-1.24965 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.17393 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.502652 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.994369 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.45667 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.63868 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0893483 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.355332 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.149348 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.48044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.57957 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.797332 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.81731 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.193189 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.637747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-1.38278 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.18348 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.410797 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.142934 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.020999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.265414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.752165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.45023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.263168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.402261 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.684129 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.472117 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.00270869 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0246624 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.33244 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.153832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.414449 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.827467 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.414364 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0152268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.481946 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.196962 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.225025 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.019366 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.549734 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.32239 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.154187 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.255708 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0418067 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.02971 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.13189 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.05606 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.45708 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.928482 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.687341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.557813 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.368312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.212381 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.34005 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.468738 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.24194 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.064233 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.443435 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.562154 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.506944 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.358182 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.253765 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0355722 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.228729 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.151625 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.608826 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.02971 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.1097 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.26054 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.13189 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.05606 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.45708 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.928482 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.675653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.570492 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.386255 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.229194 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.352729 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.479072 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0123244 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.253331 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.421183 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.559888 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.780325 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.377876 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.17944 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.356645 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.407962 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.322666 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.729517 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.968629 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.886521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.325782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.739952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.591216 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.925412 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.588096 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.727447 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.858474 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.0242749 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.09413 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.993619 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.981001 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.06194 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.06112 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.961086 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.919319 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.933832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0675343 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.013428 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0108645 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.846268 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.528127 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.645817 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.50681 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.93246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.150522 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.561527 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.443378 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.45969 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.743593 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.578853 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.09413 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.10928 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.954161 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.993619 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.981001 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.06194 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.06112 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.961086 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.919319 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.933832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0669624 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0167768 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0023213 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.428827 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.685137 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.638748 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.512612 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.961938 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.100614 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.501912 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.728275 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.348432 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.552755 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.420012 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0304065 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.237432 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.310902 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.249585 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.225815 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-1.09151 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-1.30681 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.30594 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-1.40492 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-1.69772 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.720824 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.01457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.432424 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.630724 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.00808 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.8898 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.973124 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.972373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.18893 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.18315 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.785044 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.796321 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.04781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.173258 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.5359 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.627158 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.73469 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.79648 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.972229 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.793629 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.182778 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0798878 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.471604 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.530275 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.760848 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-1.02147 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.00808 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.878721 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.31975 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.8898 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.973124 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.972373 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.18893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.18315 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.785044 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.796321 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.05065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.178876 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.524328 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.588664 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.584263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.790852 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.978837 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.955161 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.963675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),0.199913 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.567556 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.51427 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.415143 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-1.0444 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.70374 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.59268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.64188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.368958 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.5077 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.649127 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.662857 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.856609 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0291154 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00648756 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.897078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.849363 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.834517 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.832539 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.90758 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.815098 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.757384 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.69402 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.67232 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.553106 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.253705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.211306 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.247561 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.30506 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.520047 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.109114 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.331809 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.256918 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.0206973 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),0.0319274 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.412195 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.808681 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.216488 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),0.0945967 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.301808 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.160353 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.0995987 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.2686 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-1.23128 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.435527 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.377903 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.605188 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-1.13417 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.550658 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.500809 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.366444 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.435671 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.174658 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.46363 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.163306 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.0821238 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.236103 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.24708 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.115331 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.0991085 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.7096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.41244 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.637191 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-1.10058 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-1.45933 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.172581 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.781642 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.45813 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.108663 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.297567 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.330774 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.35298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
