# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(9,12),(12,15),-0.404412 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.683443 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.460543 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.433204 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.461743 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.668362 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.592124 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.586043 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.592083 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.445294 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.933084 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.23437 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.811047 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.45941 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0780869 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.789481 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.463682 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.406523 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.400562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.546451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.558945 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.439194 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.923802 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.854107 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-1.32111 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.085 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.897787 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-1.1813 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.03505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.0378489 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.159083 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.722709 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.116911 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.18216 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.352522 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.180959 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.145597 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.393209 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.654166 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.532572 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.524624 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.501279 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.388196 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.890449 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.810686 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.63332 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.552828 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.544781 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.52486 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.404571 # DEPENDENCYPART_GRANDPAR
(9,24),(24,15),-0.165009 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.613749 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.525683 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.36761 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.927385 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.278051 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.427102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.17303 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.883867 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.16736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.737476 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.778615 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-1.07955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-1.04884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.28536 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.14916 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.342116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.13831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.429304 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.360592 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.377903 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.123663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.286703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.354928 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.0686937 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.306272 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.306581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.349463 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.407524 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.219382 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-1.11299 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.23436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.30652 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.730798 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.311883 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.334258 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.351413 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.447115 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0883961 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.30113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.469934 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.313508 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-1.17647 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.32649 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.39352 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.08046 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.46568 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.848604 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-1.14473 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.556594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,12),0.394869 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),1.25237 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0430405 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0100202 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.0569273 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0373771 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.35105 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.107213 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.137081 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.222845 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.254383 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.213052 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.132132 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-1.03898 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.793652 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.386953 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.540401 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.219813 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.139049 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.453795 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.104463 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.522476 # DEPENDENCYPART_GRANDPAR
(12,2),(2,27),-1.70122 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.379885 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.169202 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.54329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.933543 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.542144 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.789345 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.55423 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.722675 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.930679 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.922766 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.394666 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.61452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.941743 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.549488 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.797545 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.564707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.141108 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.19609 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.02728 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),1.36148 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0623102 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.641722 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.20978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0632595 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.011884 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0251239 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.17317 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.244343 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-1.03612 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.109166 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.996733 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.519204 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.622481 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.402515 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0939386 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0511544 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0188492 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.188279 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.180952 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.131835 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.25806 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.32941 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.38049 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.1606 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.737825 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.23448 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.808791 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.674165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),1.98431 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.100543 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.601498 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.362864 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.24474 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.134469 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.241795 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0476587 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0712715 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.0567882 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.030413 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.014026 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.926741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.02391 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.249661 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.337804 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.32229 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.202352 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.280419 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.149904 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.091721 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.11235 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.435971 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.00285995 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.0647828 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.0865767 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.982971 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),0.00552268 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),0.016718 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.0671991 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.98951 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.33385 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.1874 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.139841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.661226 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.507168 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.127539 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.106219 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.477893 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0902002 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.207179 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.373181 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.478811 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.150683 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0765847 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0628845 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.094737 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.287802 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.149196 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.389998 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.181516 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.109974 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.159609 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.430635 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.98043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.628839 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-1.27095 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.914558 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.846102 # DEPENDENCYPART_GRANDPAR
(15,4),(4,27),-1.52953 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.149239 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.0731434 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0610076 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.128135 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0408959 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.1498 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.377452 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.180175 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.110583 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.147062 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.435932 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.98042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.628839 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-1.27095 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.914558 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.846097 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.992056 # DEPENDENCYPART_GRANDPAR
(15,6),(6,25),-0.999032 # DEPENDENCYPART_GRANDPAR
(15,6),(6,26),-0.946568 # DEPENDENCYPART_GRANDPAR
(15,6),(6,27),-1.52953 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.80072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,21),-0.315688 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.01913 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.594079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.24712 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.565562 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.417526 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.133336 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0318223 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.00651691 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.14576 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.0767653 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.06481 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.11551 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.854178 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.10284 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.654387 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.960601 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.74639 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.989431 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.05998 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.653222 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.11299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.222088 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.189048 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0225545 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.126692 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0537891 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.0489945 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0893458 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0540344 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.0353031 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.662482 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.95369 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0672905 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0746452 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.212933 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.197293 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.158498 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.0495719 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.0789795 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.21081 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.773726 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.27425 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-1.38906 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-1.09623 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-1.08372 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.66662 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-1.00657 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.702514 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.519331 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.526956 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.701494 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-1.01299 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.48155 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.29457 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.578666 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.745757 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.378167 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.0456259 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.438511 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.64997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.55246 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.769466 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.879907 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.978699 # DEPENDENCYPART_GRANDPAR
(17,6),(6,25),-0.85671 # DEPENDENCYPART_GRANDPAR
(17,6),(6,26),-0.929063 # DEPENDENCYPART_GRANDPAR
(17,6),(6,27),-1.35727 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.458758 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.271076 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0839616 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.601597 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.474651 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.648232 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.831175 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.57178 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.69639 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-2.04663 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.406 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.41118 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.37663 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.6626 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.34516 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.34202 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.998343 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.62855 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.665443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.480127 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.339616 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.132353 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.318998 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0525362 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.0562842 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.120674 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.0127912 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.480612 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-1.26916 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.426368 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.268611 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.271328 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.00682371 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.228727 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.141842 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.0504376 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.103557 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-1.53937 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0181141 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.0773758 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.0777837 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.545771 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.0207768 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),0.0137409 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.0916845 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.55231 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),1.23104 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.26894 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.00587454 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),0.130881 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.130017 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),0.11475 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.373387 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.50096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,27),-1.30446 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),1.03074 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.249604 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),0.0955013 # DEPENDENCYPART_GRANDPAR
