# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(22,38),(22,41),-0.0196583 # DEPENDENCYPART_SIBL
(22,38),(22,42),0.00645161 # DEPENDENCYPART_SIBL
(22,41),(22,42),-0.024783 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.113301 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0917833 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.02976 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0275814 # DEPENDENCYPART_SIBL
(23,15),(23,34),0.044421 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0732531 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.42085 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.405711 # DEPENDENCYPART_SIBL
(23,24),(23,34),-0.0250784 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0484257 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0261285 # DEPENDENCYPART_SIBL
(23,25),(23,34),0.352554 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.304803 # DEPENDENCYPART_SIBL
(23,26),(23,34),0.00896416 # DEPENDENCYPART_SIBL
(23,27),(23,34),0.0363815 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0703419 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0804984 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0626982 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.038677 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0189365 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.00664802 # DEPENDENCYPART_SIBL
(24,20),(24,32),0.0251844 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00125431 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0688043 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.000330598 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0467331 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0614204 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.0488151 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0751763 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0362062 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.37543 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.272067 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.373329 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0895557 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0154091 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0272065 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.0174966 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0390026 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0699168 # DEPENDENCYPART_SIBL
(24,27),(24,32),0.0369151 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.0441715 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.0119323 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.602299 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.00733997 # DEPENDENCYPART_SIBL
(26,23),(26,34),0.223394 # DEPENDENCYPART_SIBL
(26,23),(26,42),0.0974564 # DEPENDENCYPART_SIBL
(26,29),(26,34),0.0803155 # DEPENDENCYPART_SIBL
(26,29),(26,42),0.0173204 # DEPENDENCYPART_SIBL
(26,34),(26,42),0.149199 # DEPENDENCYPART_SIBL
(27,2),(27,3),0.196916 # DEPENDENCYPART_SIBL
(27,2),(27,4),0.0279359 # DEPENDENCYPART_SIBL
(27,2),(27,6),0.196916 # DEPENDENCYPART_SIBL
(27,2),(27,7),0.0311346 # DEPENDENCYPART_SIBL
(27,2),(27,8),0.0387877 # DEPENDENCYPART_SIBL
(27,2),(27,9),0.0278503 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.661343 # DEPENDENCYPART_SIBL
(27,2),(27,12),-0.466682 # DEPENDENCYPART_SIBL
(27,2),(27,13),-0.6645 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.0370263 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.138265 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.104846 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.653841 # DEPENDENCYPART_SIBL
(27,2),(27,19),0.0102192 # DEPENDENCYPART_SIBL
(27,2),(27,20),0.0471398 # DEPENDENCYPART_SIBL
(27,2),(27,21),0.196916 # DEPENDENCYPART_SIBL
(27,2),(27,22),0.0278503 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.0425128 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.661341 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.466682 # DEPENDENCYPART_SIBL
(27,2),(27,26),0.196916 # DEPENDENCYPART_SIBL
(27,2),(27,29),-0.0188743 # DEPENDENCYPART_SIBL
(27,2),(27,30),0.0643894 # DEPENDENCYPART_SIBL
(27,2),(27,32),-0.0189295 # DEPENDENCYPART_SIBL
(27,2),(27,33),-0.0103394 # DEPENDENCYPART_SIBL
(27,2),(27,34),-0.0409184 # DEPENDENCYPART_SIBL
(27,2),(27,35),0.0634264 # DEPENDENCYPART_SIBL
(27,2),(27,36),0.0374647 # DEPENDENCYPART_SIBL
(27,2),(27,37),0.0703136 # DEPENDENCYPART_SIBL
(27,2),(27,38),-0.0427604 # DEPENDENCYPART_SIBL
(27,2),(27,40),-0.0228197 # DEPENDENCYPART_SIBL
(27,2),(27,41),0.163757 # DEPENDENCYPART_SIBL
(27,2),(27,42),0.149301 # DEPENDENCYPART_SIBL
(27,3),(27,4),-0.00109683 # DEPENDENCYPART_SIBL
(27,3),(27,6),-0.0362316 # DEPENDENCYPART_SIBL
(27,3),(27,7),0.012948 # DEPENDENCYPART_SIBL
(27,3),(27,8),0.221633 # DEPENDENCYPART_SIBL
(27,3),(27,9),-0.0012736 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.000627571 # DEPENDENCYPART_SIBL
(27,3),(27,12),-0.132797 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.00437395 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.108025 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.0485494 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.0204524 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.0168949 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.0247352 # DEPENDENCYPART_SIBL
(27,3),(27,20),0.0835502 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.0362316 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.0012736 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.00609812 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.000624365 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.132797 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0362316 # DEPENDENCYPART_SIBL
(27,3),(27,29),-0.0337083 # DEPENDENCYPART_SIBL
(27,3),(27,30),0.0674228 # DEPENDENCYPART_SIBL
(27,3),(27,32),-0.0338101 # DEPENDENCYPART_SIBL
(27,3),(27,33),-0.00172069 # DEPENDENCYPART_SIBL
(27,3),(27,34),-0.0865912 # DEPENDENCYPART_SIBL
(27,3),(27,35),0.0204036 # DEPENDENCYPART_SIBL
(27,3),(27,36),0.062766 # DEPENDENCYPART_SIBL
(27,3),(27,37),0.013281 # DEPENDENCYPART_SIBL
(27,3),(27,38),-0.0642626 # DEPENDENCYPART_SIBL
(27,3),(27,40),-0.0853638 # DEPENDENCYPART_SIBL
(27,3),(27,41),0.0611133 # DEPENDENCYPART_SIBL
(27,3),(27,42),0.284439 # DEPENDENCYPART_SIBL
(27,4),(27,6),-0.0243106 # DEPENDENCYPART_SIBL
(27,4),(27,7),-0.0752666 # DEPENDENCYPART_SIBL
(27,4),(27,8),0.127582 # DEPENDENCYPART_SIBL
(27,4),(27,9),-0.0814997 # DEPENDENCYPART_SIBL
(27,4),(27,11),-0.00208329 # DEPENDENCYPART_SIBL
(27,4),(27,12),-0.150114 # DEPENDENCYPART_SIBL
(27,4),(27,13),-0.00583015 # DEPENDENCYPART_SIBL
(27,4),(27,14),-0.184312 # DEPENDENCYPART_SIBL
(27,4),(27,15),-0.0767728 # DEPENDENCYPART_SIBL
(27,4),(27,17),-0.0497656 # DEPENDENCYPART_SIBL
(27,4),(27,18),-0.0164584 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.00266794 # DEPENDENCYPART_SIBL
(27,4),(27,20),0.0358588 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.0243106 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.0814997 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.0864381 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.00208056 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.150114 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.0243106 # DEPENDENCYPART_SIBL
(27,4),(27,29),-0.0290478 # DEPENDENCYPART_SIBL
(27,4),(27,30),-0.0539839 # DEPENDENCYPART_SIBL
(27,4),(27,32),-0.0291316 # DEPENDENCYPART_SIBL
(27,4),(27,33),-0.0412919 # DEPENDENCYPART_SIBL
(27,4),(27,34),-0.0697109 # DEPENDENCYPART_SIBL
(27,4),(27,35),-0.0219932 # DEPENDENCYPART_SIBL
(27,4),(27,36),0.0650899 # DEPENDENCYPART_SIBL
(27,4),(27,37),-0.00895498 # DEPENDENCYPART_SIBL
(27,4),(27,38),-0.0734047 # DEPENDENCYPART_SIBL
(27,4),(27,40),-0.0804075 # DEPENDENCYPART_SIBL
(27,4),(27,41),-0.0147555 # DEPENDENCYPART_SIBL
(27,4),(27,42),0.0167861 # DEPENDENCYPART_SIBL
(27,6),(27,7),0.012948 # DEPENDENCYPART_SIBL
(27,6),(27,8),0.221633 # DEPENDENCYPART_SIBL
(27,6),(27,9),-0.0012736 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.000627571 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.132797 # DEPENDENCYPART_SIBL
(27,6),(27,13),-0.00437395 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.108025 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.0485494 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.0204524 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.0168949 # DEPENDENCYPART_SIBL
(27,6),(27,19),0.0247352 # DEPENDENCYPART_SIBL
(27,6),(27,20),0.0835502 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.0362316 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.0012736 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.00609812 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.000624365 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.132797 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.0362316 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.0337083 # DEPENDENCYPART_SIBL
(27,6),(27,30),0.0674228 # DEPENDENCYPART_SIBL
(27,6),(27,32),-0.0338101 # DEPENDENCYPART_SIBL
(27,6),(27,33),-0.00172069 # DEPENDENCYPART_SIBL
(27,6),(27,34),-0.0865912 # DEPENDENCYPART_SIBL
(27,6),(27,35),0.0204036 # DEPENDENCYPART_SIBL
(27,6),(27,36),0.062766 # DEPENDENCYPART_SIBL
(27,6),(27,37),0.013281 # DEPENDENCYPART_SIBL
(27,6),(27,38),-0.0642626 # DEPENDENCYPART_SIBL
(27,6),(27,40),-0.0853638 # DEPENDENCYPART_SIBL
(27,6),(27,41),0.0611133 # DEPENDENCYPART_SIBL
(27,6),(27,42),0.284439 # DEPENDENCYPART_SIBL
(27,7),(27,8),0.190545 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.0631023 # DEPENDENCYPART_SIBL
(27,7),(27,11),0.0175755 # DEPENDENCYPART_SIBL
(27,7),(27,12),-0.130361 # DEPENDENCYPART_SIBL
(27,7),(27,13),0.0138286 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.133081 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0570208 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0300135 # DEPENDENCYPART_SIBL
(27,7),(27,18),0.00320036 # DEPENDENCYPART_SIBL
(27,7),(27,19),0.0170844 # DEPENDENCYPART_SIBL
(27,7),(27,20),0.0660547 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.00592587 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.0631023 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.0352078 # DEPENDENCYPART_SIBL
(27,7),(27,24),0.0175782 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.130361 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.00592587 # DEPENDENCYPART_SIBL
(27,7),(27,29),-0.0118057 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0443671 # DEPENDENCYPART_SIBL
(27,7),(27,32),-0.0118895 # DEPENDENCYPART_SIBL
(27,7),(27,33),-0.0179997 # DEPENDENCYPART_SIBL
(27,7),(27,34),-0.0465016 # DEPENDENCYPART_SIBL
(27,7),(27,35),0.00767965 # DEPENDENCYPART_SIBL
(27,7),(27,36),0.100549 # DEPENDENCYPART_SIBL
(27,7),(27,37),0.0112171 # DEPENDENCYPART_SIBL
(27,7),(27,38),-0.0502642 # DEPENDENCYPART_SIBL
(27,7),(27,40),-0.0631653 # DEPENDENCYPART_SIBL
(27,7),(27,41),-0.00519956 # DEPENDENCYPART_SIBL
(27,7),(27,42),0.0262668 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0789883 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.0199982 # DEPENDENCYPART_SIBL
(27,8),(27,12),-0.404664 # DEPENDENCYPART_SIBL
(27,8),(27,13),-0.0261593 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.108119 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.213482 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.149088 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.00686138 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.0939047 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.0463043 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.0506849 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.0789883 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.108505 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.0199956 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.404664 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.0506849 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.0329611 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0413137 # DEPENDENCYPART_SIBL
(27,8),(27,32),-0.0330212 # DEPENDENCYPART_SIBL
(27,8),(27,33),-0.066225 # DEPENDENCYPART_SIBL
(27,8),(27,34),-0.127361 # DEPENDENCYPART_SIBL
(27,8),(27,35),-0.0177707 # DEPENDENCYPART_SIBL
(27,8),(27,36),0.0670314 # DEPENDENCYPART_SIBL
(27,8),(27,37),0.0224015 # DEPENDENCYPART_SIBL
(27,8),(27,38),-0.168666 # DEPENDENCYPART_SIBL
(27,8),(27,40),-0.027587 # DEPENDENCYPART_SIBL
(27,8),(27,41),-0.0410122 # DEPENDENCYPART_SIBL
(27,8),(27,42),-0.0311644 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.00482432 # DEPENDENCYPART_SIBL
(27,9),(27,12),-0.151623 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.00857098 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.186053 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.0782308 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.0511574 # DEPENDENCYPART_SIBL
(27,9),(27,18),-0.0191993 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.00434775 # DEPENDENCYPART_SIBL
(27,9),(27,20),0.0348486 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.0271018 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.0836709 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.0881801 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.00482139 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.151623 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0271018 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.0305519 # DEPENDENCYPART_SIBL
(27,9),(27,30),-0.0544982 # DEPENDENCYPART_SIBL
(27,9),(27,32),-0.0306357 # DEPENDENCYPART_SIBL
(27,9),(27,33),-0.0431735 # DEPENDENCYPART_SIBL
(27,9),(27,34),-0.0715914 # DEPENDENCYPART_SIBL
(27,9),(27,35),-0.0238519 # DEPENDENCYPART_SIBL
(27,9),(27,36),0.063473 # DEPENDENCYPART_SIBL
(27,9),(27,37),-0.0104441 # DEPENDENCYPART_SIBL
(27,9),(27,38),-0.0752751 # DEPENDENCYPART_SIBL
(27,9),(27,40),-0.0819115 # DEPENDENCYPART_SIBL
(27,9),(27,41),-0.0173318 # DEPENDENCYPART_SIBL
(27,9),(27,42),0.0139656 # DEPENDENCYPART_SIBL
(27,11),(27,12),-0.458373 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.667153 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.0567814 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.140917 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.107429 # DEPENDENCYPART_SIBL
(27,11),(27,18),-0.656494 # DEPENDENCYPART_SIBL
(27,11),(27,19),0.0134267 # DEPENDENCYPART_SIBL
(27,11),(27,20),0.0280476 # DEPENDENCYPART_SIBL
(27,11),(27,21),0.1951 # DEPENDENCYPART_SIBL
(27,11),(27,22),0.034383 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.0580191 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.663993 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.458373 # DEPENDENCYPART_SIBL
(27,11),(27,26),0.1951 # DEPENDENCYPART_SIBL
(27,11),(27,29),-0.0397245 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.0127776 # DEPENDENCYPART_SIBL
(27,11),(27,32),-0.0397797 # DEPENDENCYPART_SIBL
(27,11),(27,33),-0.0539582 # DEPENDENCYPART_SIBL
(27,11),(27,34),-0.0785234 # DEPENDENCYPART_SIBL
(27,11),(27,35),-0.00673502 # DEPENDENCYPART_SIBL
(27,11),(27,36),0.0106693 # DEPENDENCYPART_SIBL
(27,11),(27,37),0.0280489 # DEPENDENCYPART_SIBL
(27,11),(27,38),-0.0930293 # DEPENDENCYPART_SIBL
(27,11),(27,40),-0.0436688 # DEPENDENCYPART_SIBL
(27,11),(27,41),-0.0110359 # DEPENDENCYPART_SIBL
(27,11),(27,42),0.0244977 # DEPENDENCYPART_SIBL
(27,12),(27,13),0.0645658 # DEPENDENCYPART_SIBL
(27,12),(27,14),0.139484 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.0709893 # DEPENDENCYPART_SIBL
(27,12),(27,17),-0.0389338 # DEPENDENCYPART_SIBL
(27,12),(27,18),0.094138 # DEPENDENCYPART_SIBL
(27,12),(27,19),0.188868 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.0802579 # DEPENDENCYPART_SIBL
(27,12),(27,21),0.178395 # DEPENDENCYPART_SIBL
(27,12),(27,22),0.122142 # DEPENDENCYPART_SIBL
(27,12),(27,23),0.0773584 # DEPENDENCYPART_SIBL
(27,12),(27,24),0.0679592 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.351299 # DEPENDENCYPART_SIBL
(27,12),(27,26),0.178395 # DEPENDENCYPART_SIBL
(27,12),(27,29),0.00324157 # DEPENDENCYPART_SIBL
(27,12),(27,30),-0.0276665 # DEPENDENCYPART_SIBL
(27,12),(27,32),0.00318106 # DEPENDENCYPART_SIBL
(27,12),(27,33),0.0385401 # DEPENDENCYPART_SIBL
(27,12),(27,34),-0.0423642 # DEPENDENCYPART_SIBL
(27,12),(27,35),-0.0168971 # DEPENDENCYPART_SIBL
(27,12),(27,36),0.0891953 # DEPENDENCYPART_SIBL
(27,12),(27,37),0.012692 # DEPENDENCYPART_SIBL
(27,12),(27,38),-0.0767489 # DEPENDENCYPART_SIBL
(27,12),(27,40),0.0190439 # DEPENDENCYPART_SIBL
(27,12),(27,41),-0.0486605 # DEPENDENCYPART_SIBL
(27,12),(27,42),-0.468326 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.0600271 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.138896 # DEPENDENCYPART_SIBL
(27,13),(27,17),-0.105407 # DEPENDENCYPART_SIBL
(27,13),(27,18),-0.654472 # DEPENDENCYPART_SIBL
(27,13),(27,19),0.014761 # DEPENDENCYPART_SIBL
(27,13),(27,20),0.0333642 # DEPENDENCYPART_SIBL
(27,13),(27,21),0.20946 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.0413931 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.0590377 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.661972 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.457037 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.20946 # DEPENDENCYPART_SIBL
(27,13),(27,29),-0.0465032 # DEPENDENCYPART_SIBL
(27,13),(27,30),-0.0178475 # DEPENDENCYPART_SIBL
(27,13),(27,32),-0.0465584 # DEPENDENCYPART_SIBL
(27,13),(27,33),-0.0585276 # DEPENDENCYPART_SIBL
(27,13),(27,34),-0.0835049 # DEPENDENCYPART_SIBL
(27,13),(27,35),-0.00921987 # DEPENDENCYPART_SIBL
(27,13),(27,36),0.00691446 # DEPENDENCYPART_SIBL
(27,13),(27,37),0.0219105 # DEPENDENCYPART_SIBL
(27,13),(27,38),-0.0978809 # DEPENDENCYPART_SIBL
(27,13),(27,40),-0.0504475 # DEPENDENCYPART_SIBL
(27,13),(27,41),-0.022629 # DEPENDENCYPART_SIBL
(27,13),(27,42),0.00942499 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.166032 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.0989039 # DEPENDENCYPART_SIBL
(27,14),(27,18),0.0218219 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0498221 # DEPENDENCYPART_SIBL
(27,14),(27,20),0.0620649 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.002784 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.0133948 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.115148 # DEPENDENCYPART_SIBL
(27,14),(27,24),0.00137729 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.369564 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.002784 # DEPENDENCYPART_SIBL
(27,14),(27,29),-0.0374275 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.0223197 # DEPENDENCYPART_SIBL
(27,14),(27,32),-0.0374929 # DEPENDENCYPART_SIBL
(27,14),(27,33),-0.0322608 # DEPENDENCYPART_SIBL
(27,14),(27,34),-0.0859404 # DEPENDENCYPART_SIBL
(27,14),(27,35),-0.0229271 # DEPENDENCYPART_SIBL
(27,14),(27,36),-0.0186981 # DEPENDENCYPART_SIBL
(27,14),(27,37),-0.0420866 # DEPENDENCYPART_SIBL
(27,14),(27,38),-0.179108 # DEPENDENCYPART_SIBL
(27,14),(27,40),-0.0392398 # DEPENDENCYPART_SIBL
(27,14),(27,41),-0.0727444 # DEPENDENCYPART_SIBL
(27,14),(27,42),-0.0429458 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.364601 # DEPENDENCYPART_SIBL
(27,15),(27,18),0.00793615 # DEPENDENCYPART_SIBL
(27,15),(27,19),0.263589 # DEPENDENCYPART_SIBL
(27,15),(27,20),0.300515 # DEPENDENCYPART_SIBL
(27,15),(27,21),0.087756 # DEPENDENCYPART_SIBL
(27,15),(27,22),0.0272309 # DEPENDENCYPART_SIBL
(27,15),(27,23),0.0314317 # DEPENDENCYPART_SIBL
(27,15),(27,24),0.00853737 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0869854 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.087756 # DEPENDENCYPART_SIBL
(27,15),(27,29),-0.00634115 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.0246986 # DEPENDENCYPART_SIBL
(27,15),(27,32),-0.00431332 # DEPENDENCYPART_SIBL
(27,15),(27,33),-0.080459 # DEPENDENCYPART_SIBL
(27,15),(27,34),-0.00265648 # DEPENDENCYPART_SIBL
(27,15),(27,35),-0.0564219 # DEPENDENCYPART_SIBL
(27,15),(27,36),0.0564191 # DEPENDENCYPART_SIBL
(27,15),(27,37),-0.0815319 # DEPENDENCYPART_SIBL
(27,15),(27,38),-0.100913 # DEPENDENCYPART_SIBL
(27,15),(27,40),-0.0214466 # DEPENDENCYPART_SIBL
(27,15),(27,41),-0.0893331 # DEPENDENCYPART_SIBL
(27,15),(27,42),-0.105479 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.0509239 # DEPENDENCYPART_SIBL
(27,17),(27,19),0.175723 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.0933692 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.0135735 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0361663 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0354641 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.050321 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.184019 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.0135735 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.0791468 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.176822 # DEPENDENCYPART_SIBL
(27,17),(27,32),-0.0771163 # DEPENDENCYPART_SIBL
(27,17),(27,33),-0.0595532 # DEPENDENCYPART_SIBL
(27,17),(27,34),0.00685537 # DEPENDENCYPART_SIBL
(27,17),(27,35),-0.0951028 # DEPENDENCYPART_SIBL
(27,17),(27,36),0.0283349 # DEPENDENCYPART_SIBL
(27,17),(27,37),-0.0708978 # DEPENDENCYPART_SIBL
(27,17),(27,38),-0.0951074 # DEPENDENCYPART_SIBL
(27,17),(27,40),-0.0934794 # DEPENDENCYPART_SIBL
(27,17),(27,41),-0.0722079 # DEPENDENCYPART_SIBL
(27,17),(27,42),-0.0771425 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.0105966 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.0368786 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.204126 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0292272 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0727341 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.670143 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.461203 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.204126 # DEPENDENCYPART_SIBL
