# _root_ Dins l' àmbit del Barri_Antic , el consistori també ha anunciat l' inici de la renovació del paviment del carrer Sobrerroca , que començarà el dia_10_de_juny .
#goldHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,16,26,24,11,
#predictedHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,18,26,24,11,
(11,8),(8,4),-0.0670033 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.110284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),1.03101 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.164019 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.122389 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.27448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.285705 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.193858 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.304249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.361425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.06169 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.473944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,27),-2.0441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.108033 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.136502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.05702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.568383 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0650561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.281237 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0120817 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.112938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.28068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0856952 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0239642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0633325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.68144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.604828 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.678542 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-2.00344 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.880953 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-2.28336 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.37684 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.470863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.857837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.143741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.800598 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.720346 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.10119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.254657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.4183 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.211163 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.200551 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.119912 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.105276 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.062735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.391561 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.337751 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-1.01721 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),0.281529 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.278902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-1.30065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.09379 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.645428 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.195716 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0690572 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.106458 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.126234 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.376993 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.720401 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),1.39762 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.236951 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.399167 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0821609 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.117437 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0249841 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.403722 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.349913 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.0268 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),0.261637 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.301907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-1.31106 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.640796 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.117178 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.165691 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.41898 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.8908 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.319667 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.397579 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0746343 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.383721 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.329912 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.99869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),0.293941 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.274087 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0846262 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.41898 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.350171 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),0.23103 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.319667 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.37112 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.176942 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.283153 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.994097 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),0.310848 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.264919 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0949435 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.100587 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-1.00449 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.288264 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.279887 # DEPENDENCYPART_GRANDPAR
(11,24),(24,1),-0.785266 # DEPENDENCYPART_GRANDPAR
(11,24),(24,3),-1.19263 # DEPENDENCYPART_GRANDPAR
(11,24),(24,6),-1.09607 # DEPENDENCYPART_GRANDPAR
(11,24),(24,8),-1.10256 # DEPENDENCYPART_GRANDPAR
(11,24),(24,9),-0.991861 # DEPENDENCYPART_GRANDPAR
(11,24),(24,10),-1.49699 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),-0.543978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,13),0.44455 # DEPENDENCYPART_GRANDPAR
(11,24),(24,16),0.191105 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.195496 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),-0.101619 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),-0.252672 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.406928 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.332689 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.627054 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.715433 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.23206 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-1.17753 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),0.911101 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-1.26755 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.659577 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.526515 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.768927 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.90479 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.768569 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.630718 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.10101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.729162 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-1.12686 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.19791 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.27857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.217611 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.136898 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-1.12311 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.104638 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.789502 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.489863 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.491943 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.799224 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.293114 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.357043 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.575475 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.737422 # DEPENDENCYPART_GRANDPAR
(13,1),(1,27),-1.78848 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.835532 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.79055 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.320617 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.348371 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.465035 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.108556 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-1.18156 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.835861 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.467077 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.321706 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.726093 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.600218 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.760509 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.411467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.47182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.110119 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.682184 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.713219 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.937191 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.67683 # DEPENDENCYPART_GRANDPAR
(13,8),(8,27),-1.77871 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-1.12908 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.381316 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.499968 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.833432 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.443337 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.721444 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.947779 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.466735 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.428923 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.339347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.332265 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.744062 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.331276 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.62018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.404141 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.831924 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.846875 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-1.87287 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.960582 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.479761 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.438778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.790947 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.293828 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.654018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.345305 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.760424 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.835655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.61582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.400007 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.827351 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.915598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.0161 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.946632 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.04758 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.08119 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.830399 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.840883 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.882711 # DEPENDENCYPART_GRANDPAR
(13,11),(11,27),-1.87135 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.890797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.350652 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.53173 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.06891 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.696744 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.452068 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.113393 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.255926 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0823588 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.71284 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.4498 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.08297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.495569 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.460865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0177624 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.125078 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.013272 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.145039 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.188876 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.133632 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.101553 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.136771 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.994535 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.565388 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.193134 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.00923049 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.186185 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.000958497 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.0110509 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.464767 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0271841 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.154218 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.198055 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.130424 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.101872 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.140509 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0174049 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.186185 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.1304 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.0115599 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.0110509 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.464617 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0769469 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.167429 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.121948 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.1087 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.144531 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.11158 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.147206 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.130429 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.101772 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.140504 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-1.93466 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-1.52791 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-1.27839 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-1.39132 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-1.55053 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-1.68695 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-1.3406 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.664906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,16),0.130992 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.0667407 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.0565307 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.0977751 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.0943398 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.121613 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.271118 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),1.16913 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),0.017007 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-1.01253 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.00778103 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-1.09273 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.421723 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.63139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0617469 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.549482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.147139 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.274284 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.14628 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.05461 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.49213 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.444653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.09985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.134969 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.138035 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0991187 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.135178 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0354829 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.229786 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.203925 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.184935 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.987068 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),1.39549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0550907 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.262849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.04698 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.34783 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.133192 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),1.11147 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.179137 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.223873 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0532123 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.28976 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.148508 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.2452 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.014327 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.04698 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.228798 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.121352 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.133192 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.947379 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.02908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-1.41621 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.24994 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-2.07384 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.29287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.24321 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.33463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.58558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.02516 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.27537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.463622 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-1.34472 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.50655 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-1.43411 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-1.09134 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.648513 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.404255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.730201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.693412 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.25278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-1.38545 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.682813 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-1.47862 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.786103 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.754207 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.715769 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.377606 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0630892 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.777677 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.214416 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.239096 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.678716 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.808013 # DEPENDENCYPART_GRANDPAR
(16,1),(1,27),-1.70862 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.506103 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.05525 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.40072 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.849609 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.309162 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.526754 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.992631 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.621347 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.682949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.515254 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.327185 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.65525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.680109 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.862695 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.970903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0862106 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.59566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.742037 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.617368 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.317428 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.123486 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.353099 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0911809 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.133443 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.653504 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.11723 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0142465 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0253188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.0725395 # DEPENDENCYPART_GRANDPAR
