# _root_ La manca de personal , segons Lozano , no permet " de_moment " mantenir oberta la Biblioteca durant tot el dia .
#goldHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
#predictedHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
(18,19),(19,21),0.17081 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.03219 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-1.23693 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.02964 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.28244 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.15566 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.42165 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.996331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),1.35436 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.617114 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.597679 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.863649 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.91425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.0867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-1.78894 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.30506 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.38642 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.51458 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.32639 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.23819 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.24592 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.52596 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.17911 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.36576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.216047 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.517259 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-1.08094 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.20825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.86723 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-1.45451 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.21416 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.845796 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-1.40012 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-1.20978 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-1.15706 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.315016 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.754589 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.318023 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.763636 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.825933 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.506091 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.781214 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.681993 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.4594 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.985828 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.700448 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.955026 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.599454 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.10036 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-1.04603 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.749805 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.148134 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.875367 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.140122 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.701147 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.316024 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.291877 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.124492 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.302906 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.225199 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.73862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-1.08651 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.961885 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.21855 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-1.1412 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.266324 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.3918 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.466425 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.412543 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.466728 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.435653 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-0.953825 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.947706 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.640323 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.539329 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),0.0222932 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-1.02068 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.68968 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.0254802 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.823456 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.692872 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.191294 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.702673 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.367197 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.161842 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.352565 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.256581 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.73579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-1.07815 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.167264 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-1.2068 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.215038 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.255954 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.799138 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.431856 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.343738 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.351794 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.61273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-1.00254 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.769912 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.127577 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.073538 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.88639 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-1.01351 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.613103 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.26651 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.65631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.99509 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.459522 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.60993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,18),-0.436955 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.491704 # DEPENDENCYPART_GRANDPAR
