# _root_ Hi poden optar tots els músics , en solitari o en formació , que no disposin d' obra editada comercialment .
#goldHeads=3,3,0,5,6,3,8,6,8,8,8,11,8,16,16,6,16,17,18,19,3,
#predictedHeads=3,3,0,5,6,3,8,3,8,8,8,11,16,16,16,6,16,17,18,19,3,
(16,17),(17,18),0.195539 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.152333 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.168337 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.398769 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.421188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.849478 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.12368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.518361 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.775303 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.327804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.447585 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.154568 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0646659 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.437891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.645892 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.394532 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0935102 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.463438 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.555685 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.652859 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.949094 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.453482 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.207241 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.241307 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.441127 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.286734 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.61881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.543978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.486654 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.446462 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.597508 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.410818 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.254272 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.00919003 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.241025 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.306805 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0902251 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.46646 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.289156 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.82915 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.371731 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.75287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.312961 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.683604 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.822527 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.23132 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.824533 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.14866 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.24145 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.923948 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.16587 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.42351 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.874741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.20786 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0799296 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.355519 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.949815 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.926601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.0479919 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.419464 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.84919 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.948605 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.14073 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.80898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.690636 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.248008 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.401008 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.736007 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-1.44627 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-1.62802 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.39183 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.949085 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-1.04756 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.488575 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.738857 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.409004 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.472926 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.378824 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.230967 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.134244 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.830968 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.970009 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-1.43622 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.37271 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.877742 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.872403 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.507932 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.7441 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.564969 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.411296 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.193309 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.176741 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.654468 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.835004 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.62802 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.949085 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-1.035 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-1.02057 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.580853 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.409004 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.472926 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.378824 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.230967 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.134244 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.684995 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.17922 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.033349 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.571126 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.501786 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.44501 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.331256 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.818285 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.806818 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.862815 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.463839 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.876461 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.518667 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.534593 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.214933 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.594485 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0967803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.93619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.699158 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.888225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.04424 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.518834 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.486162 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.382951 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.86048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.640156 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.829022 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.963811 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.69204 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.05074 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.0316601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.186629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.56538 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.63502 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.36154 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.985872 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.0659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.153527 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.355915 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-1.02625 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.293608 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.399714 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.34587 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.395964 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.137294 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.157845 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.215925 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.383537 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.145766 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.421743 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.383002 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.56074 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.201544 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.34784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.715027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.998348 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.0235 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.10008 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.09366 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.937592 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.677038 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.568764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.405406 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.427547 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.580321 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.68653 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.250929 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.554482 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.497131 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.28526 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.259272 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.150482 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.493201 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.33175 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.283684 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.152446 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.43209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.687793 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.68653 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.554482 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.29524 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.553691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.582306 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.150482 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.493201 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.33175 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.283684 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.152446 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.439853 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.347325 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.188603 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.00559703 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.355783 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.43217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.684493 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.270461 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.468988 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.508094 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.380218 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.445856 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.345563 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.149455 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.265815 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.42818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.713224 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.34725 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.216997 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.4303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.680392 # DEPENDENCYPART_GRANDPAR
