# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(14,11),(14,13),0.000831017 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.018169 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0422328 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0140968 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0944055 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0287954 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0308293 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0422328 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0105654 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.114748 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0149208 # DEPENDENCYPART_SIBL
(14,11),(14,29),0.0422328 # DEPENDENCYPART_SIBL
(14,11),(14,30),-0.00301908 # DEPENDENCYPART_SIBL
(14,11),(14,31),0.0422328 # DEPENDENCYPART_SIBL
(14,11),(14,33),0.00298186 # DEPENDENCYPART_SIBL
(14,11),(14,36),-0.00296659 # DEPENDENCYPART_SIBL
(14,11),(14,37),0.0949442 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.157943 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0700345 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0142559 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0728463 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0311976 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.039659 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.000332599 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0142559 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0173751 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.056559 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.0304645 # DEPENDENCYPART_SIBL
(14,12),(14,29),-0.0142559 # DEPENDENCYPART_SIBL
(14,12),(14,30),-0.00703713 # DEPENDENCYPART_SIBL
(14,12),(14,31),-0.0142559 # DEPENDENCYPART_SIBL
(14,12),(14,33),0.0869703 # DEPENDENCYPART_SIBL
(14,12),(14,36),0.0507507 # DEPENDENCYPART_SIBL
(14,12),(14,37),-0.517039 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0711325 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.000439539 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00918531 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.015684 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.028069 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0125696 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.000439539 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0135391 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0865413 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.0410376 # DEPENDENCYPART_SIBL
(14,13),(14,29),-0.000439539 # DEPENDENCYPART_SIBL
(14,13),(14,30),0.0202772 # DEPENDENCYPART_SIBL
(14,13),(14,31),-0.000439539 # DEPENDENCYPART_SIBL
(14,13),(14,33),0.0146361 # DEPENDENCYPART_SIBL
(14,13),(14,36),-0.00451306 # DEPENDENCYPART_SIBL
(14,13),(14,37),0.0630016 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0118091 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.044063 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0529885 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0127629 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0178118 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0118091 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.01222 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0759622 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0255891 # DEPENDENCYPART_SIBL
(14,15),(14,29),0.0118091 # DEPENDENCYPART_SIBL
(14,15),(14,30),0.0210697 # DEPENDENCYPART_SIBL
(14,15),(14,31),0.0118091 # DEPENDENCYPART_SIBL
(14,15),(14,33),0.0394668 # DEPENDENCYPART_SIBL
(14,15),(14,36),-0.00580153 # DEPENDENCYPART_SIBL
(14,15),(14,37),0.018371 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0585176 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0653835 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0174823 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0737217 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.104643 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.00171228 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.171975 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.057625 # DEPENDENCYPART_SIBL
(14,16),(14,29),-0.104643 # DEPENDENCYPART_SIBL
(14,16),(14,30),-0.0176153 # DEPENDENCYPART_SIBL
(14,16),(14,31),-0.104643 # DEPENDENCYPART_SIBL
(14,16),(14,33),0.0463603 # DEPENDENCYPART_SIBL
(14,16),(14,36),0.0178468 # DEPENDENCYPART_SIBL
(14,16),(14,37),-0.0810573 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.126626 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.291412 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.116391 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0417724 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0697144 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.174583 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0770399 # DEPENDENCYPART_SIBL
(14,18),(14,29),-0.0417724 # DEPENDENCYPART_SIBL
(14,18),(14,30),-0.0264332 # DEPENDENCYPART_SIBL
(14,18),(14,31),-0.0417724 # DEPENDENCYPART_SIBL
(14,18),(14,33),-0.26873 # DEPENDENCYPART_SIBL
(14,18),(14,36),-0.0690237 # DEPENDENCYPART_SIBL
(14,18),(14,37),-0.0831085 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.106242 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.204643 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0273811 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0314099 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0714728 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.0338112 # DEPENDENCYPART_SIBL
(14,19),(14,29),-0.0273811 # DEPENDENCYPART_SIBL
(14,19),(14,30),-0.0341864 # DEPENDENCYPART_SIBL
(14,19),(14,31),-0.0273811 # DEPENDENCYPART_SIBL
(14,19),(14,33),-0.0722379 # DEPENDENCYPART_SIBL
(14,19),(14,36),-0.0661939 # DEPENDENCYPART_SIBL
(14,19),(14,37),-0.0499064 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0926734 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0585721 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0838602 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.156988 # DEPENDENCYPART_SIBL
(14,21),(14,28),-0.0647092 # DEPENDENCYPART_SIBL
(14,21),(14,29),-0.0585721 # DEPENDENCYPART_SIBL
(14,21),(14,30),-0.0194774 # DEPENDENCYPART_SIBL
(14,21),(14,31),-0.0585721 # DEPENDENCYPART_SIBL
(14,21),(14,33),-0.262647 # DEPENDENCYPART_SIBL
(14,21),(14,36),-0.0623556 # DEPENDENCYPART_SIBL
(14,21),(14,37),-0.0928245 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0878825 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.072573 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.126819 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0449382 # DEPENDENCYPART_SIBL
(14,22),(14,29),-0.0878825 # DEPENDENCYPART_SIBL
(14,22),(14,30),-0.108926 # DEPENDENCYPART_SIBL
(14,22),(14,31),-0.0878825 # DEPENDENCYPART_SIBL
(14,22),(14,33),-0.0492412 # DEPENDENCYPART_SIBL
(14,22),(14,36),-0.114316 # DEPENDENCYPART_SIBL
(14,22),(14,37),-0.0274002 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.00171228 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.171975 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.057625 # DEPENDENCYPART_SIBL
(14,24),(14,29),-0.104643 # DEPENDENCYPART_SIBL
(14,24),(14,30),-0.0176153 # DEPENDENCYPART_SIBL
(14,24),(14,31),-0.104643 # DEPENDENCYPART_SIBL
(14,24),(14,33),0.0463603 # DEPENDENCYPART_SIBL
(14,24),(14,36),0.0178468 # DEPENDENCYPART_SIBL
(14,24),(14,37),-0.0810573 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0104137 # DEPENDENCYPART_SIBL
(14,25),(14,28),0.0504333 # DEPENDENCYPART_SIBL
(14,25),(14,29),-0.0442754 # DEPENDENCYPART_SIBL
(14,25),(14,30),-0.0757103 # DEPENDENCYPART_SIBL
(14,25),(14,31),-0.0442754 # DEPENDENCYPART_SIBL
(14,25),(14,33),-0.0277843 # DEPENDENCYPART_SIBL
(14,25),(14,36),-0.00600236 # DEPENDENCYPART_SIBL
(14,25),(14,37),-0.0853815 # DEPENDENCYPART_SIBL
(14,26),(14,28),0.0381372 # DEPENDENCYPART_SIBL
(14,26),(14,29),-0.105484 # DEPENDENCYPART_SIBL
(14,26),(14,30),-0.0448694 # DEPENDENCYPART_SIBL
(14,26),(14,31),-0.105484 # DEPENDENCYPART_SIBL
(14,26),(14,33),0.0186827 # DEPENDENCYPART_SIBL
(14,26),(14,36),-0.0153502 # DEPENDENCYPART_SIBL
(14,26),(14,37),-0.135376 # DEPENDENCYPART_SIBL
(14,28),(14,29),-0.00178082 # DEPENDENCYPART_SIBL
(14,28),(14,30),0.0149539 # DEPENDENCYPART_SIBL
(14,28),(14,31),-0.00178082 # DEPENDENCYPART_SIBL
(14,28),(14,33),0.0369442 # DEPENDENCYPART_SIBL
(14,28),(14,36),-0.012012 # DEPENDENCYPART_SIBL
(14,28),(14,37),-0.0014215 # DEPENDENCYPART_SIBL
(14,29),(14,30),-0.0176153 # DEPENDENCYPART_SIBL
(14,29),(14,31),-0.104643 # DEPENDENCYPART_SIBL
(14,29),(14,33),0.0463603 # DEPENDENCYPART_SIBL
(14,29),(14,36),0.0178468 # DEPENDENCYPART_SIBL
(14,29),(14,37),-0.0810573 # DEPENDENCYPART_SIBL
(14,30),(14,31),-0.0239219 # DEPENDENCYPART_SIBL
(14,30),(14,33),0.025361 # DEPENDENCYPART_SIBL
(14,30),(14,36),-0.0223054 # DEPENDENCYPART_SIBL
(14,30),(14,37),0.00693537 # DEPENDENCYPART_SIBL
(14,31),(14,33),0.0463603 # DEPENDENCYPART_SIBL
(14,31),(14,36),0.0178468 # DEPENDENCYPART_SIBL
(14,31),(14,37),-0.0810573 # DEPENDENCYPART_SIBL
(14,33),(14,36),-0.0660049 # DEPENDENCYPART_SIBL
(14,33),(14,37),-0.0613182 # DEPENDENCYPART_SIBL
(14,36),(14,37),-0.0250849 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0204358 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.056857 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.010259 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0926219 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.143917 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0108474 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00466709 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0574044 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.294752 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0102565 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0862604 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.029027 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0756727 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.120536 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.109982 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0469355 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0747792 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.029027 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0857819 # DEPENDENCYPART_SIBL
(15,1),(15,26),-0.144066 # DEPENDENCYPART_SIBL
(15,1),(15,27),-0.100481 # DEPENDENCYPART_SIBL
(15,1),(15,28),-0.0425493 # DEPENDENCYPART_SIBL
(15,1),(15,29),-0.029027 # DEPENDENCYPART_SIBL
(15,1),(15,30),-0.0465932 # DEPENDENCYPART_SIBL
(15,1),(15,33),-0.0792951 # DEPENDENCYPART_SIBL
(15,1),(15,36),-0.0350283 # DEPENDENCYPART_SIBL
(15,1),(15,37),-0.025367 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0951406 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0260406 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.00429313 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.272215 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0254233 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0778608 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0964506 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.313614 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0260432 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0596041 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0212201 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0853537 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0750654 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.107033 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.00990091 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0744364 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0212201 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0160941 # DEPENDENCYPART_SIBL
(15,2),(15,26),-0.0377682 # DEPENDENCYPART_SIBL
(15,2),(15,27),-0.0864381 # DEPENDENCYPART_SIBL
(15,2),(15,28),0.000352711 # DEPENDENCYPART_SIBL
(15,2),(15,29),0.0212201 # DEPENDENCYPART_SIBL
(15,2),(15,30),-0.0411015 # DEPENDENCYPART_SIBL
(15,2),(15,33),-0.0649651 # DEPENDENCYPART_SIBL
(15,2),(15,36),0.0262957 # DEPENDENCYPART_SIBL
(15,2),(15,37),-0.00670474 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0121418 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0944914 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.145791 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0127302 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00656626 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0592887 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.296622 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0121393 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0881446 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0309161 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0775647 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.122431 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.111874 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0488331 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0766712 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0309161 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.087671 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.145943 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.102357 # DEPENDENCYPART_SIBL
(15,3),(15,28),-0.0470769 # DEPENDENCYPART_SIBL
(15,3),(15,29),-0.0309161 # DEPENDENCYPART_SIBL
(15,3),(15,30),-0.04847 # DEPENDENCYPART_SIBL
(15,3),(15,33),-0.0811871 # DEPENDENCYPART_SIBL
(15,3),(15,36),-0.0369051 # DEPENDENCYPART_SIBL
(15,3),(15,37),-0.0272685 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0809095 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.482712 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.721092 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.177873 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0392534 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.657733 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.720501 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0137655 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0379851 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0722005 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.043527 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0805803 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00740967 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0560319 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0379851 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0571567 # DEPENDENCYPART_SIBL
(15,5),(15,26),-0.102604 # DEPENDENCYPART_SIBL
(15,5),(15,27),-0.0334447 # DEPENDENCYPART_SIBL
(15,5),(15,28),-0.0052525 # DEPENDENCYPART_SIBL
(15,5),(15,29),-0.0379851 # DEPENDENCYPART_SIBL
(15,5),(15,30),-0.0162134 # DEPENDENCYPART_SIBL
(15,5),(15,33),-0.0389661 # DEPENDENCYPART_SIBL
(15,5),(15,36),-0.0233268 # DEPENDENCYPART_SIBL
(15,5),(15,37),-0.00718688 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.325816 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0337657 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00495777 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0264058 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.452454 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0331748 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0611562 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.01732 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0713126 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.127706 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0873873 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0551765 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0614778 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.01732 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0372778 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.0930027 # DEPENDENCYPART_SIBL
(15,6),(15,27),-0.0704558 # DEPENDENCYPART_SIBL
(15,6),(15,28),-0.0057504 # DEPENDENCYPART_SIBL
(15,6),(15,29),0.01732 # DEPENDENCYPART_SIBL
(15,6),(15,30),-0.0166427 # DEPENDENCYPART_SIBL
(15,6),(15,33),-0.0530054 # DEPENDENCYPART_SIBL
(15,6),(15,36),-0.0451161 # DEPENDENCYPART_SIBL
(15,6),(15,37),-0.0020759 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0748804 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.241734 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.184962 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.561917 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0754713 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.14217 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.162607 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.032839 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00299482 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0619701 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00401812 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0294876 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.162607 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.179851 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.132558 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.0389815 # DEPENDENCYPART_SIBL
(15,8),(15,28),-0.0120997 # DEPENDENCYPART_SIBL
(15,8),(15,29),-0.162607 # DEPENDENCYPART_SIBL
(15,8),(15,30),-0.00836652 # DEPENDENCYPART_SIBL
(15,8),(15,33),-0.0261997 # DEPENDENCYPART_SIBL
(15,8),(15,36),-0.0345831 # DEPENDENCYPART_SIBL
(15,8),(15,37),-0.500498 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.177321 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0387024 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.658284 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.721052 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0143165 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0404982 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0758416 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0460177 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0842215 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.00990038 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.059673 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0404982 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0596947 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.105065 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.0359054 # DEPENDENCYPART_SIBL
(15,9),(15,28),-0.00777434 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.0404982 # DEPENDENCYPART_SIBL
(15,9),(15,30),-0.0186742 # DEPENDENCYPART_SIBL
(15,9),(15,33),-0.0426072 # DEPENDENCYPART_SIBL
(15,9),(15,36),-0.0257875 # DEPENDENCYPART_SIBL
(15,9),(15,37),-0.00972746 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0385039 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.267225 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00108362 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0108213 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.086671 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0666259 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0618178 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.100098 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0475244 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0657179 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.086671 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.017783 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0403398 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.0898017 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0186636 # DEPENDENCYPART_SIBL
(15,10),(15,29),-0.086671 # DEPENDENCYPART_SIBL
(15,10),(15,30),-0.0173664 # DEPENDENCYPART_SIBL
(15,10),(15,33),-0.0724597 # DEPENDENCYPART_SIBL
(15,10),(15,36),-0.0281821 # DEPENDENCYPART_SIBL
(15,10),(15,37),0.244693 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.282301 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0020141 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0545857 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00267899 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0579349 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.113973 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0922438 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0403938 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0570414 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.00267899 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0613922 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.135286 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0912095 # DEPENDENCYPART_SIBL
(15,11),(15,28),-0.0347025 # DEPENDENCYPART_SIBL
(15,11),(15,29),0.00267899 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.037322 # DEPENDENCYPART_SIBL
(15,11),(15,33),-0.0615573 # DEPENDENCYPART_SIBL
(15,11),(15,36),-0.0257572 # DEPENDENCYPART_SIBL
(15,11),(15,37),0.00938965 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.209524 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.17221 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0411559 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00979096 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0609193 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.032252 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0206169 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00545655 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0411559 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0539868 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0905326 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0350346 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.0217828 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.0411559 # DEPENDENCYPART_SIBL
(15,12),(15,30),-0.037061 # DEPENDENCYPART_SIBL
(15,12),(15,33),0.0139617 # DEPENDENCYPART_SIBL
(15,12),(15,36),0.0276635 # DEPENDENCYPART_SIBL
(15,12),(15,37),-0.573184 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0137411 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0379697 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0721341 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0434606 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.080514 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.00734328 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0559655 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0379697 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0571413 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.104087 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0333783 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.00345286 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.0379697 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.016147 # DEPENDENCYPART_SIBL
(15,13),(15,33),-0.0388997 # DEPENDENCYPART_SIBL
