# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(18,2),(2,18),-1.65085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,22),-1.30398 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.994126 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-1.43461 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.836942 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.924149 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.759757 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-1.28044 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.676443 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.729451 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.734927 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.779062 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.821941 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.912602 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.48494 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.47913 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.79483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,21),-0.97862 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-1.39662 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-1.00193 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.870618 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-1.23411 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.567116 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.808913 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.822094 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.818331 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.812376 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.447572 # DEPENDENCYPART_GRANDPAR
(18,6),(6,19),-0.824495 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-1.00587 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-1.34404 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-1.46531 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.676866 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.733217 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.755964 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.85287 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.760581 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.975114 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.940551 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.937704 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.22187 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.90222 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.383484 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.461209 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.810917 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.31675 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.865303 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.381126 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.447572 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.74294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.824495 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.90913 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0397752 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.71686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.80898 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.900651 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-1.3144 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.813663 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.255921 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.63501 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.89888 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.619303 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.492454 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.40818 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.0481 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.909352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.641988 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-1.16105 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.514163 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.695045 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.324814 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.495367 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.493444 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.882898 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.527678 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.364542 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.177625 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.314714 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.224666 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),0.0699118 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.050028 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.75394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,22),-0.990828 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.821183 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.483599 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.893629 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.395886 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.974791 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.64029 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.420772 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.187152 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),0.08237 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.0584543 # DEPENDENCYPART_GRANDPAR
