# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(25,27),(25,34),0.0857173 # DEPENDENCYPART_SIBL
(25,27),(25,35),-0.0642103 # DEPENDENCYPART_SIBL
(25,27),(25,37),0.0540545 # DEPENDENCYPART_SIBL
(25,27),(25,38),0.119687 # DEPENDENCYPART_SIBL
(25,27),(25,41),0.118066 # DEPENDENCYPART_SIBL
(25,27),(25,42),0.11381 # DEPENDENCYPART_SIBL
(25,29),(25,31),0.0530224 # DEPENDENCYPART_SIBL
(25,29),(25,32),0.00932436 # DEPENDENCYPART_SIBL
(25,29),(25,33),0.0922857 # DEPENDENCYPART_SIBL
(25,29),(25,34),0.0476275 # DEPENDENCYPART_SIBL
(25,29),(25,35),-0.131796 # DEPENDENCYPART_SIBL
(25,29),(25,37),0.0154688 # DEPENDENCYPART_SIBL
(25,29),(25,38),0.0922857 # DEPENDENCYPART_SIBL
(25,29),(25,41),-0.0252984 # DEPENDENCYPART_SIBL
(25,29),(25,42),0.0125491 # DEPENDENCYPART_SIBL
(25,31),(25,32),0.0249315 # DEPENDENCYPART_SIBL
(25,31),(25,33),0.0872833 # DEPENDENCYPART_SIBL
(25,31),(25,34),0.0670173 # DEPENDENCYPART_SIBL
(25,31),(25,35),-0.0753137 # DEPENDENCYPART_SIBL
(25,31),(25,37),0.0353545 # DEPENDENCYPART_SIBL
(25,31),(25,38),0.0872833 # DEPENDENCYPART_SIBL
(25,31),(25,41),0.0984357 # DEPENDENCYPART_SIBL
(25,31),(25,42),0.0914784 # DEPENDENCYPART_SIBL
(25,32),(25,33),0.00146974 # DEPENDENCYPART_SIBL
(25,32),(25,34),-0.0278846 # DEPENDENCYPART_SIBL
(25,32),(25,35),-0.106172 # DEPENDENCYPART_SIBL
(25,32),(25,37),-0.0434523 # DEPENDENCYPART_SIBL
(25,32),(25,38),0.00146974 # DEPENDENCYPART_SIBL
(25,32),(25,41),0.0182218 # DEPENDENCYPART_SIBL
(25,32),(25,42),-0.00617466 # DEPENDENCYPART_SIBL
(25,33),(25,34),0.0792445 # DEPENDENCYPART_SIBL
(25,33),(25,35),-0.0672714 # DEPENDENCYPART_SIBL
(25,33),(25,37),0.0745644 # DEPENDENCYPART_SIBL
(25,33),(25,38),0.00426817 # DEPENDENCYPART_SIBL
(25,33),(25,41),0.00724776 # DEPENDENCYPART_SIBL
(25,33),(25,42),0.0685968 # DEPENDENCYPART_SIBL
(25,34),(25,35),-0.106387 # DEPENDENCYPART_SIBL
(25,34),(25,37),-0.0435964 # DEPENDENCYPART_SIBL
(25,34),(25,38),0.00325686 # DEPENDENCYPART_SIBL
(25,34),(25,41),0.0287142 # DEPENDENCYPART_SIBL
(25,34),(25,42),0.00929338 # DEPENDENCYPART_SIBL
(25,35),(25,37),0.0882832 # DEPENDENCYPART_SIBL
(25,35),(25,38),-0.0484986 # DEPENDENCYPART_SIBL
(25,35),(25,41),-0.0471998 # DEPENDENCYPART_SIBL
(25,35),(25,42),-0.0941188 # DEPENDENCYPART_SIBL
(25,37),(25,38),0.00895537 # DEPENDENCYPART_SIBL
(25,37),(25,41),0.0311987 # DEPENDENCYPART_SIBL
(25,37),(25,42),0.00954875 # DEPENDENCYPART_SIBL
(25,38),(25,41),0.00724776 # DEPENDENCYPART_SIBL
(25,38),(25,42),0.0685968 # DEPENDENCYPART_SIBL
(25,41),(25,42),0.0125491 # DEPENDENCYPART_SIBL
(27,2),(27,5),0.124371 # DEPENDENCYPART_SIBL
(27,2),(27,9),0.124371 # DEPENDENCYPART_SIBL
(27,2),(27,20),0.124371 # DEPENDENCYPART_SIBL
(27,2),(27,23),0.138886 # DEPENDENCYPART_SIBL
(27,2),(27,24),0.131162 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.0360565 # DEPENDENCYPART_SIBL
(27,2),(27,26),0.21631 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.0579674 # DEPENDENCYPART_SIBL
(27,2),(27,29),0.00144774 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.0413885 # DEPENDENCYPART_SIBL
(27,2),(27,32),-0.112034 # DEPENDENCYPART_SIBL
(27,2),(27,33),-0.0850419 # DEPENDENCYPART_SIBL
(27,2),(27,34),-0.113781 # DEPENDENCYPART_SIBL
(27,2),(27,37),-0.112106 # DEPENDENCYPART_SIBL
(27,5),(27,9),-0.121505 # DEPENDENCYPART_SIBL
(27,5),(27,20),-0.121505 # DEPENDENCYPART_SIBL
(27,5),(27,23),-0.0593528 # DEPENDENCYPART_SIBL
(27,5),(27,24),0.0984461 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.0118203 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.0451946 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.0765475 # DEPENDENCYPART_SIBL
(27,5),(27,29),-0.0163383 # DEPENDENCYPART_SIBL
(27,5),(27,31),-0.0101498 # DEPENDENCYPART_SIBL
(27,5),(27,32),-0.0199136 # DEPENDENCYPART_SIBL
(27,5),(27,33),0.120213 # DEPENDENCYPART_SIBL
(27,5),(27,34),-0.0171082 # DEPENDENCYPART_SIBL
(27,5),(27,37),-0.017947 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.121505 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.0593528 # DEPENDENCYPART_SIBL
(27,9),(27,24),0.0984461 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.0118203 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0451946 # DEPENDENCYPART_SIBL
(27,9),(27,28),-0.0765475 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.0163383 # DEPENDENCYPART_SIBL
(27,9),(27,31),-0.0101498 # DEPENDENCYPART_SIBL
(27,9),(27,32),-0.0199136 # DEPENDENCYPART_SIBL
(27,9),(27,33),0.120213 # DEPENDENCYPART_SIBL
(27,9),(27,34),-0.0171082 # DEPENDENCYPART_SIBL
(27,9),(27,37),-0.017947 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0593528 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0984461 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0118203 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0451946 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0765475 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0163383 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.0101498 # DEPENDENCYPART_SIBL
(27,20),(27,32),-0.0199136 # DEPENDENCYPART_SIBL
(27,20),(27,33),0.120213 # DEPENDENCYPART_SIBL
(27,20),(27,34),-0.0171082 # DEPENDENCYPART_SIBL
(27,20),(27,37),-0.017947 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.205015 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.226729 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.153268 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0387696 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0444169 # DEPENDENCYPART_SIBL
(27,23),(27,31),0.104158 # DEPENDENCYPART_SIBL
(27,23),(27,32),0.0589592 # DEPENDENCYPART_SIBL
(27,23),(27,33),-0.0212976 # DEPENDENCYPART_SIBL
(27,23),(27,34),0.0595484 # DEPENDENCYPART_SIBL
(27,23),(27,37),0.0585681 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0403107 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.106384 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0887401 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.034917 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0594969 # DEPENDENCYPART_SIBL
(27,24),(27,32),-0.0747956 # DEPENDENCYPART_SIBL
(27,24),(27,33),-0.0940176 # DEPENDENCYPART_SIBL
(27,24),(27,34),-0.0772121 # DEPENDENCYPART_SIBL
(27,24),(27,37),-0.0748958 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.188134 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0685581 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.00401664 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0344115 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.120842 # DEPENDENCYPART_SIBL
(27,25),(27,33),-0.10885 # DEPENDENCYPART_SIBL
(27,25),(27,34),-0.122277 # DEPENDENCYPART_SIBL
(27,25),(27,37),-0.120602 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0326021 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.104913 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.054764 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.0533728 # DEPENDENCYPART_SIBL
(27,26),(27,33),-0.126738 # DEPENDENCYPART_SIBL
(27,26),(27,34),-0.0600806 # DEPENDENCYPART_SIBL
(27,26),(27,37),-0.0545527 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.181096 # DEPENDENCYPART_SIBL
(27,28),(27,31),-0.0854697 # DEPENDENCYPART_SIBL
(27,28),(27,32),-0.0991916 # DEPENDENCYPART_SIBL
(27,28),(27,33),-0.0769719 # DEPENDENCYPART_SIBL
(27,28),(27,34),-0.0836286 # DEPENDENCYPART_SIBL
(27,28),(27,37),-0.0982469 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.0261226 # DEPENDENCYPART_SIBL
(27,29),(27,32),0.0154129 # DEPENDENCYPART_SIBL
(27,29),(27,33),0.148283 # DEPENDENCYPART_SIBL
(27,29),(27,34),0.0309118 # DEPENDENCYPART_SIBL
(27,29),(27,37),0.0162935 # DEPENDENCYPART_SIBL
(27,31),(27,32),0.00784264 # DEPENDENCYPART_SIBL
(27,31),(27,33),-0.0316206 # DEPENDENCYPART_SIBL
(27,31),(27,34),0.0291201 # DEPENDENCYPART_SIBL
(27,31),(27,37),0.0108745 # DEPENDENCYPART_SIBL
(27,32),(27,33),0.0712435 # DEPENDENCYPART_SIBL
(27,32),(27,34),-0.0525628 # DEPENDENCYPART_SIBL
(27,32),(27,37),-0.0588879 # DEPENDENCYPART_SIBL
(27,33),(27,34),-0.00927544 # DEPENDENCYPART_SIBL
(27,33),(27,37),-0.0067375 # DEPENDENCYPART_SIBL
(27,34),(27,37),-0.0588507 # DEPENDENCYPART_SIBL
(28,29),(28,33),0.142867 # DEPENDENCYPART_SIBL
(28,29),(28,38),0.142867 # DEPENDENCYPART_SIBL
(28,33),(28,38),0.0223767 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.0209066 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.105616 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.00258141 # DEPENDENCYPART_SIBL
(31,24),(31,29),0.0615016 # DEPENDENCYPART_SIBL
(31,24),(31,30),-0.211137 # DEPENDENCYPART_SIBL
(31,24),(31,32),-0.0598113 # DEPENDENCYPART_SIBL
(31,24),(31,35),-0.0971955 # DEPENDENCYPART_SIBL
(31,24),(31,37),-0.0599116 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.0541231 # DEPENDENCYPART_SIBL
(31,26),(31,29),0.150136 # DEPENDENCYPART_SIBL
(31,26),(31,30),-0.862818 # DEPENDENCYPART_SIBL
(31,26),(31,32),0.010507 # DEPENDENCYPART_SIBL
(31,26),(31,35),-0.126867 # DEPENDENCYPART_SIBL
(31,26),(31,37),0.00932706 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.176732 # DEPENDENCYPART_SIBL
(31,28),(31,30),-0.00453941 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.110927 # DEPENDENCYPART_SIBL
(31,28),(31,35),0.161921 # DEPENDENCYPART_SIBL
(31,28),(31,37),0.110648 # DEPENDENCYPART_SIBL
(31,29),(31,30),-0.00873485 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.0305654 # DEPENDENCYPART_SIBL
(31,29),(31,35),0.0416521 # DEPENDENCYPART_SIBL
(31,29),(31,37),0.0302857 # DEPENDENCYPART_SIBL
(31,30),(31,32),0.0681686 # DEPENDENCYPART_SIBL
(31,30),(31,35),-0.0541893 # DEPENDENCYPART_SIBL
(31,30),(31,37),0.0671774 # DEPENDENCYPART_SIBL
(31,32),(31,35),-0.0133106 # DEPENDENCYPART_SIBL
(31,32),(31,37),-0.0434446 # DEPENDENCYPART_SIBL
(31,35),(31,37),-0.0967312 # DEPENDENCYPART_SIBL
(32,1),(32,2),0.0279816 # DEPENDENCYPART_SIBL
(32,1),(32,4),0.017937 # DEPENDENCYPART_SIBL
(32,1),(32,11),0.0793021 # DEPENDENCYPART_SIBL
(32,1),(32,17),0.0863164 # DEPENDENCYPART_SIBL
(32,1),(32,18),-0.0320245 # DEPENDENCYPART_SIBL
(32,1),(32,24),0.257511 # DEPENDENCYPART_SIBL
(32,1),(32,25),0.14464 # DEPENDENCYPART_SIBL
(32,1),(32,27),0.08262 # DEPENDENCYPART_SIBL
(32,1),(32,28),-0.178819 # DEPENDENCYPART_SIBL
(32,1),(32,29),-0.00279175 # DEPENDENCYPART_SIBL
(32,1),(32,30),-0.117886 # DEPENDENCYPART_SIBL
(32,1),(32,31),0.0821736 # DEPENDENCYPART_SIBL
(32,1),(32,33),0.0455768 # DEPENDENCYPART_SIBL
(32,1),(32,34),-0.00858796 # DEPENDENCYPART_SIBL
(32,1),(32,35),-0.0606346 # DEPENDENCYPART_SIBL
(32,1),(32,37),-0.0298611 # DEPENDENCYPART_SIBL
(32,1),(32,38),0.0455768 # DEPENDENCYPART_SIBL
(32,1),(32,41),0.0631873 # DEPENDENCYPART_SIBL
(32,1),(32,42),-0.0841666 # DEPENDENCYPART_SIBL
(32,2),(32,4),0.0367467 # DEPENDENCYPART_SIBL
(32,2),(32,11),0.0119526 # DEPENDENCYPART_SIBL
(32,2),(32,17),0.00183807 # DEPENDENCYPART_SIBL
(32,2),(32,18),-0.103164 # DEPENDENCYPART_SIBL
(32,2),(32,24),0.137935 # DEPENDENCYPART_SIBL
(32,2),(32,25),-0.244607 # DEPENDENCYPART_SIBL
(32,2),(32,27),0.0129557 # DEPENDENCYPART_SIBL
(32,2),(32,28),-0.0466792 # DEPENDENCYPART_SIBL
(32,2),(32,29),0.0103348 # DEPENDENCYPART_SIBL
(32,2),(32,30),-0.060157 # DEPENDENCYPART_SIBL
(32,2),(32,31),0.0117374 # DEPENDENCYPART_SIBL
(32,2),(32,33),-0.0010831 # DEPENDENCYPART_SIBL
(32,2),(32,34),0.0198871 # DEPENDENCYPART_SIBL
(32,2),(32,35),-0.173398 # DEPENDENCYPART_SIBL
(32,2),(32,37),0.00793175 # DEPENDENCYPART_SIBL
(32,2),(32,38),-0.0010831 # DEPENDENCYPART_SIBL
(32,2),(32,41),0.0400101 # DEPENDENCYPART_SIBL
(32,2),(32,42),0.0755868 # DEPENDENCYPART_SIBL
(32,4),(32,11),-0.0153911 # DEPENDENCYPART_SIBL
(32,4),(32,17),0.0654634 # DEPENDENCYPART_SIBL
(32,4),(32,18),-0.0478156 # DEPENDENCYPART_SIBL
(32,4),(32,24),0.273908 # DEPENDENCYPART_SIBL
(32,4),(32,25),0.126825 # DEPENDENCYPART_SIBL
(32,4),(32,27),-0.0143887 # DEPENDENCYPART_SIBL
(32,4),(32,28),-0.150696 # DEPENDENCYPART_SIBL
(32,4),(32,29),-0.017462 # DEPENDENCYPART_SIBL
(32,4),(32,30),-0.0426688 # DEPENDENCYPART_SIBL
(32,4),(32,31),-0.00888472 # DEPENDENCYPART_SIBL
(32,4),(32,33),-0.0806686 # DEPENDENCYPART_SIBL
(32,4),(32,34),0.008484 # DEPENDENCYPART_SIBL
(32,4),(32,35),-0.0801648 # DEPENDENCYPART_SIBL
(32,4),(32,37),-0.00919448 # DEPENDENCYPART_SIBL
(32,4),(32,38),-0.0806686 # DEPENDENCYPART_SIBL
(32,4),(32,41),-0.0151507 # DEPENDENCYPART_SIBL
(32,4),(32,42),-0.0191068 # DEPENDENCYPART_SIBL
(32,11),(32,17),0.0801955 # DEPENDENCYPART_SIBL
(32,11),(32,18),-0.109475 # DEPENDENCYPART_SIBL
(32,11),(32,24),0.0293285 # DEPENDENCYPART_SIBL
(32,11),(32,25),0.127057 # DEPENDENCYPART_SIBL
(32,11),(32,27),-0.733504 # DEPENDENCYPART_SIBL
(32,11),(32,28),-0.30514 # DEPENDENCYPART_SIBL
(32,11),(32,29),-0.0130908 # DEPENDENCYPART_SIBL
(32,11),(32,30),-0.135306 # DEPENDENCYPART_SIBL
(32,11),(32,31),-0.733183 # DEPENDENCYPART_SIBL
(32,11),(32,33),-0.0444002 # DEPENDENCYPART_SIBL
(32,11),(32,34),0.00848937 # DEPENDENCYPART_SIBL
(32,11),(32,35),-0.152785 # DEPENDENCYPART_SIBL
(32,11),(32,37),-0.00224822 # DEPENDENCYPART_SIBL
(32,11),(32,38),-0.0444002 # DEPENDENCYPART_SIBL
(32,11),(32,41),-0.049194 # DEPENDENCYPART_SIBL
(32,11),(32,42),-0.0235264 # DEPENDENCYPART_SIBL
(32,17),(32,18),-0.0891216 # DEPENDENCYPART_SIBL
(32,17),(32,24),0.130985 # DEPENDENCYPART_SIBL
(32,17),(32,25),-0.282548 # DEPENDENCYPART_SIBL
(32,17),(32,27),-0.00526142 # DEPENDENCYPART_SIBL
(32,17),(32,28),-0.0543335 # DEPENDENCYPART_SIBL
(32,17),(32,29),0.00253713 # DEPENDENCYPART_SIBL
(32,17),(32,30),-0.0677596 # DEPENDENCYPART_SIBL
(32,17),(32,31),-0.00647965 # DEPENDENCYPART_SIBL
(32,17),(32,33),0.00319865 # DEPENDENCYPART_SIBL
(32,17),(32,34),0.00826694 # DEPENDENCYPART_SIBL
(32,17),(32,35),-0.166095 # DEPENDENCYPART_SIBL
(32,17),(32,37),-0.00368843 # DEPENDENCYPART_SIBL
(32,17),(32,38),0.00319865 # DEPENDENCYPART_SIBL
(32,17),(32,41),0.0277218 # DEPENDENCYPART_SIBL
(32,17),(32,42),0.0522001 # DEPENDENCYPART_SIBL
(32,18),(32,24),0.308912 # DEPENDENCYPART_SIBL
(32,18),(32,25),0.0928475 # DEPENDENCYPART_SIBL
(32,18),(32,27),-0.00146086 # DEPENDENCYPART_SIBL
(32,18),(32,28),-0.184889 # DEPENDENCYPART_SIBL
(32,18),(32,29),0.0160685 # DEPENDENCYPART_SIBL
(32,18),(32,30),-0.0819835 # DEPENDENCYPART_SIBL
(32,18),(32,31),-0.00425282 # DEPENDENCYPART_SIBL
(32,18),(32,33),-0.0150148 # DEPENDENCYPART_SIBL
(32,18),(32,34),0.0646433 # DEPENDENCYPART_SIBL
(32,18),(32,35),-0.0904202 # DEPENDENCYPART_SIBL
(32,18),(32,37),0.0475434 # DEPENDENCYPART_SIBL
(32,18),(32,38),-0.0150148 # DEPENDENCYPART_SIBL
(32,18),(32,41),0.0300983 # DEPENDENCYPART_SIBL
(32,18),(32,42),0.0184485 # DEPENDENCYPART_SIBL
(32,24),(32,25),0.0873545 # DEPENDENCYPART_SIBL
(32,24),(32,27),-0.0814049 # DEPENDENCYPART_SIBL
(32,24),(32,28),-0.134632 # DEPENDENCYPART_SIBL
(32,24),(32,29),0.0619967 # DEPENDENCYPART_SIBL
(32,24),(32,30),-0.127627 # DEPENDENCYPART_SIBL
(32,24),(32,31),-0.0815485 # DEPENDENCYPART_SIBL
(32,24),(32,33),0.0113636 # DEPENDENCYPART_SIBL
(32,24),(32,34),0.00504193 # DEPENDENCYPART_SIBL
(32,24),(32,35),-0.119535 # DEPENDENCYPART_SIBL
(32,24),(32,37),-0.00560971 # DEPENDENCYPART_SIBL
(32,24),(32,38),0.0113636 # DEPENDENCYPART_SIBL
(32,24),(32,41),0.151968 # DEPENDENCYPART_SIBL
(32,24),(32,42),0.112518 # DEPENDENCYPART_SIBL
(32,25),(32,27),-0.0273108 # DEPENDENCYPART_SIBL
(32,25),(32,28),-0.0650865 # DEPENDENCYPART_SIBL
(32,25),(32,29),-0.0104223 # DEPENDENCYPART_SIBL
(32,25),(32,30),-0.0766302 # DEPENDENCYPART_SIBL
(32,25),(32,31),-0.028538 # DEPENDENCYPART_SIBL
(32,25),(32,33),0.000972311 # DEPENDENCYPART_SIBL
(32,25),(32,34),0.0522946 # DEPENDENCYPART_SIBL
(32,25),(32,35),-0.189031 # DEPENDENCYPART_SIBL
(32,25),(32,37),0.0403392 # DEPENDENCYPART_SIBL
(32,25),(32,38),0.000972311 # DEPENDENCYPART_SIBL
(32,25),(32,41),0.0802596 # DEPENDENCYPART_SIBL
(32,25),(32,42),0.258477 # DEPENDENCYPART_SIBL
(32,27),(32,28),-0.303632 # DEPENDENCYPART_SIBL
(32,27),(32,29),-0.0115835 # DEPENDENCYPART_SIBL
(32,27),(32,30),-0.133799 # DEPENDENCYPART_SIBL
(32,27),(32,31),-0.731676 # DEPENDENCYPART_SIBL
(32,27),(32,33),-0.0603296 # DEPENDENCYPART_SIBL
(32,27),(32,34),-0.00157813 # DEPENDENCYPART_SIBL
(32,27),(32,35),-0.160489 # DEPENDENCYPART_SIBL
(32,27),(32,37),-0.0123157 # DEPENDENCYPART_SIBL
(32,27),(32,38),-0.0603296 # DEPENDENCYPART_SIBL
(32,27),(32,41),-0.0593768 # DEPENDENCYPART_SIBL
(32,27),(32,42),-0.0357562 # DEPENDENCYPART_SIBL
(32,28),(32,29),0.419453 # DEPENDENCYPART_SIBL
(32,28),(32,30),-0.0371387 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.151025 # DEPENDENCYPART_SIBL
(32,28),(32,33),-0.0473564 # DEPENDENCYPART_SIBL
(32,28),(32,34),0.132464 # DEPENDENCYPART_SIBL
(32,28),(32,35),-0.0104338 # DEPENDENCYPART_SIBL
(32,28),(32,37),0.11406 # DEPENDENCYPART_SIBL
(32,28),(32,38),-0.0473564 # DEPENDENCYPART_SIBL
(32,28),(32,41),0.27316 # DEPENDENCYPART_SIBL
(32,28),(32,42),-0.255484 # DEPENDENCYPART_SIBL
(32,29),(32,30),-0.160737 # DEPENDENCYPART_SIBL
(32,29),(32,31),0.0223468 # DEPENDENCYPART_SIBL
(32,29),(32,33),-0.120191 # DEPENDENCYPART_SIBL
(32,29),(32,34),0.0487531 # DEPENDENCYPART_SIBL
(32,29),(32,35),-0.0446109 # DEPENDENCYPART_SIBL
(32,29),(32,37),0.0303251 # DEPENDENCYPART_SIBL
(32,29),(32,38),-0.120191 # DEPENDENCYPART_SIBL
(32,29),(32,41),0.739632 # DEPENDENCYPART_SIBL
(32,29),(32,42),-0.0580348 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.0242809 # DEPENDENCYPART_SIBL
(32,30),(32,33),-0.0335666 # DEPENDENCYPART_SIBL
(32,30),(32,34),-0.00169959 # DEPENDENCYPART_SIBL
(32,30),(32,35),-0.125877 # DEPENDENCYPART_SIBL
(32,30),(32,37),-0.0112025 # DEPENDENCYPART_SIBL
(32,30),(32,38),-0.0335666 # DEPENDENCYPART_SIBL
(32,30),(32,41),-0.136518 # DEPENDENCYPART_SIBL
(32,30),(32,42),-0.113819 # DEPENDENCYPART_SIBL
(32,31),(32,33),-0.0262918 # DEPENDENCYPART_SIBL
(32,31),(32,34),0.0113579 # DEPENDENCYPART_SIBL
(32,31),(32,35),-0.144151 # DEPENDENCYPART_SIBL
(32,31),(32,37),0.000620348 # DEPENDENCYPART_SIBL
(32,31),(32,38),-0.0262918 # DEPENDENCYPART_SIBL
(32,31),(32,41),-0.0276468 # DEPENDENCYPART_SIBL
(32,31),(32,42),-0.0200548 # DEPENDENCYPART_SIBL
(32,33),(32,34),-0.00855379 # DEPENDENCYPART_SIBL
(32,33),(32,35),-0.12973 # DEPENDENCYPART_SIBL
(32,33),(32,37),-0.0132338 # DEPENDENCYPART_SIBL
(32,33),(32,38),-0.0806363 # DEPENDENCYPART_SIBL
(32,33),(32,41),-0.0703542 # DEPENDENCYPART_SIBL
(32,33),(32,42),-0.0291224 # DEPENDENCYPART_SIBL
(32,34),(32,35),-0.0858718 # DEPENDENCYPART_SIBL
(32,34),(32,37),-0.0293131 # DEPENDENCYPART_SIBL
(32,34),(32,38),-0.00173574 # DEPENDENCYPART_SIBL
(32,34),(32,41),0.0196245 # DEPENDENCYPART_SIBL
(32,34),(32,42),0.0126043 # DEPENDENCYPART_SIBL
(32,35),(32,37),-0.0098849 # DEPENDENCYPART_SIBL
(32,35),(32,38),-0.101025 # DEPENDENCYPART_SIBL
(32,35),(32,41),-0.118175 # DEPENDENCYPART_SIBL
(32,35),(32,42),-0.153236 # DEPENDENCYPART_SIBL
(32,37),(32,38),0.00396277 # DEPENDENCYPART_SIBL
(32,37),(32,41),0.022109 # DEPENDENCYPART_SIBL
(32,37),(32,42),0.0128597 # DEPENDENCYPART_SIBL
(32,38),(32,41),-0.0703542 # DEPENDENCYPART_SIBL
(32,38),(32,42),-0.0291224 # DEPENDENCYPART_SIBL
(32,41),(32,42),-0.0494027 # DEPENDENCYPART_SIBL
(33,31),(33,34),-0.0375583 # DEPENDENCYPART_SIBL
(33,31),(33,35),0.0130429 # DEPENDENCYPART_SIBL
(33,31),(33,37),-0.036371 # DEPENDENCYPART_SIBL
(33,31),(33,38),-0.0126008 # DEPENDENCYPART_SIBL
(33,31),(33,41),-0.0251063 # DEPENDENCYPART_SIBL
(33,34),(33,35),0.0332366 # DEPENDENCYPART_SIBL
(33,34),(33,37),-0.313604 # DEPENDENCYPART_SIBL
(33,34),(33,38),0.260031 # DEPENDENCYPART_SIBL
(33,34),(33,41),0.0784875 # DEPENDENCYPART_SIBL
(33,35),(33,37),-0.076114 # DEPENDENCYPART_SIBL
(33,35),(33,38),0.731519 # DEPENDENCYPART_SIBL
(33,35),(33,41),-0.0370471 # DEPENDENCYPART_SIBL
(33,37),(33,38),0.261407 # DEPENDENCYPART_SIBL
(33,37),(33,41),0.0768616 # DEPENDENCYPART_SIBL
(33,38),(33,41),0.0344731 # DEPENDENCYPART_SIBL
(34,1),(34,2),0.06666 # DEPENDENCYPART_SIBL
(34,1),(34,3),0.0596938 # DEPENDENCYPART_SIBL
(34,1),(34,4),0.05208 # DEPENDENCYPART_SIBL
(34,1),(34,7),0.116928 # DEPENDENCYPART_SIBL
(34,1),(34,8),-0.21159 # DEPENDENCYPART_SIBL
(34,1),(34,11),0.117047 # DEPENDENCYPART_SIBL
(34,1),(34,14),0.0156093 # DEPENDENCYPART_SIBL
(34,1),(34,17),0.124995 # DEPENDENCYPART_SIBL
(34,1),(34,18),0.00884417 # DEPENDENCYPART_SIBL
(34,1),(34,19),0.117047 # DEPENDENCYPART_SIBL
(34,1),(34,24),0.298012 # DEPENDENCYPART_SIBL
(34,1),(34,25),0.183403 # DEPENDENCYPART_SIBL
(34,1),(34,27),0.120365 # DEPENDENCYPART_SIBL
(34,1),(34,28),-0.152511 # DEPENDENCYPART_SIBL
(34,1),(34,29),0.0235163 # DEPENDENCYPART_SIBL
(34,1),(34,30),-0.0915761 # DEPENDENCYPART_SIBL
(34,1),(34,31),0.119919 # DEPENDENCYPART_SIBL
(34,1),(34,32),0.0670094 # DEPENDENCYPART_SIBL
(34,1),(34,33),0.0596938 # DEPENDENCYPART_SIBL
