# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(18,21),(18,24),-0.00653444 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0116737 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.207253 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.171007 # DEPENDENCYPART_SIBL
(18,21),(18,33),-0.171007 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.118719 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.122356 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.108496 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0210507 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.022924 # DEPENDENCYPART_SIBL
(18,22),(18,33),0.022924 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.334449 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0235194 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.459835 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.475929 # DEPENDENCYPART_SIBL
(18,23),(18,33),0.475929 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.102786 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0210499 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0229232 # DEPENDENCYPART_SIBL
(18,24),(18,33),0.0229232 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.00910853 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.00785448 # DEPENDENCYPART_SIBL
(18,25),(18,33),0.00785448 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0811016 # DEPENDENCYPART_SIBL
(18,26),(18,33),-0.0811016 # DEPENDENCYPART_SIBL
(18,28),(18,33),-0.125842 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0730868 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.194964 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0603986 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.114766 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.130136 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0286319 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.131477 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.143812 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.117023 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0667447 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0286319 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.114766 # DEPENDENCYPART_SIBL
(19,16),(19,33),-0.0667447 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.190716 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00990313 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.027934 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0125081 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0317364 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.00982542 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.471784 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0108181 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.0617515 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.0317364 # DEPENDENCYPART_SIBL
(19,17),(19,31),0.027934 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.0617515 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.112294 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0832628 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0193073 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0744045 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0193071 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0160977 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.080716 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.134416 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.0744045 # DEPENDENCYPART_SIBL
(19,18),(19,31),0.0832628 # DEPENDENCYPART_SIBL
(19,18),(19,33),0.134416 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0570721 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.454685 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0867779 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.454357 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0740428 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0149166 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.0360371 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0867779 # DEPENDENCYPART_SIBL
(19,20),(19,31),-0.0570721 # DEPENDENCYPART_SIBL
(19,20),(19,33),-0.0360371 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.12016 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0272977 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.120453 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0231199 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0424854 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0529645 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.0272977 # DEPENDENCYPART_SIBL
(19,21),(19,31),-0.0378537 # DEPENDENCYPART_SIBL
(19,21),(19,33),-0.0529645 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0453291 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.861612 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0661132 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0756169 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0177812 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.0453291 # DEPENDENCYPART_SIBL
(19,22),(19,31),0.0730952 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.0177812 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.219323 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0386004 # DEPENDENCYPART_SIBL
(19,23),(19,26),1.10748 # DEPENDENCYPART_SIBL
(19,23),(19,28),1.05496 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.365399 # DEPENDENCYPART_SIBL
(19,23),(19,31),1.08681 # DEPENDENCYPART_SIBL
(19,23),(19,33),1.05496 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0606142 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0758355 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.0179998 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.0429866 # DEPENDENCYPART_SIBL
(19,24),(19,31),0.0733138 # DEPENDENCYPART_SIBL
(19,24),(19,33),0.0179998 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.573469 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.470104 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.157158 # DEPENDENCYPART_SIBL
(19,25),(19,31),0.602356 # DEPENDENCYPART_SIBL
(19,25),(19,33),0.470104 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.0267958 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0193156 # DEPENDENCYPART_SIBL
(19,26),(19,31),-0.0337846 # DEPENDENCYPART_SIBL
(19,26),(19,33),-0.0267958 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.0631305 # DEPENDENCYPART_SIBL
(19,28),(19,31),-0.0376729 # DEPENDENCYPART_SIBL
(19,28),(19,33),-0.0396742 # DEPENDENCYPART_SIBL
(19,30),(19,31),1.08681 # DEPENDENCYPART_SIBL
(19,30),(19,33),1.05496 # DEPENDENCYPART_SIBL
(19,31),(19,33),-0.0529645 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0491233 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0491233 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0423785 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0567707 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.064175 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0980224 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0641755 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0144155 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0344912 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.127114 # DEPENDENCYPART_SIBL
(20,3),(20,28),0.0368303 # DEPENDENCYPART_SIBL
(20,3),(20,29),0.0641124 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.0980224 # DEPENDENCYPART_SIBL
(20,3),(20,32),0.0972483 # DEPENDENCYPART_SIBL
(20,3),(20,34),0.0641036 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0390566 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0405769 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0694917 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0366111 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.00489748 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.0366115 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0572019 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.0449891 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.113906 # DEPENDENCYPART_SIBL
(20,7),(20,28),0.0365407 # DEPENDENCYPART_SIBL
(20,7),(20,29),0.0365309 # DEPENDENCYPART_SIBL
(20,7),(20,30),0.00489748 # DEPENDENCYPART_SIBL
(20,7),(20,32),0.0984958 # DEPENDENCYPART_SIBL
(20,7),(20,34),0.0365406 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0405769 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0694917 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0366111 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.00489748 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0366115 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0572019 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.0449891 # DEPENDENCYPART_SIBL
(20,9),(20,27),0.113906 # DEPENDENCYPART_SIBL
(20,9),(20,28),0.0365407 # DEPENDENCYPART_SIBL
(20,9),(20,29),0.0365309 # DEPENDENCYPART_SIBL
(20,9),(20,30),0.00489748 # DEPENDENCYPART_SIBL
(20,9),(20,32),0.0984958 # DEPENDENCYPART_SIBL
(20,9),(20,34),0.0365406 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0567707 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.064175 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0980224 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0641755 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0144155 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0344912 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.127114 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0368303 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0641124 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0980224 # DEPENDENCYPART_SIBL
(20,19),(20,32),0.0972483 # DEPENDENCYPART_SIBL
(20,19),(20,34),0.0641036 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0919911 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0386549 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0913701 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.035569 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.125455 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0443364 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0956948 # DEPENDENCYPART_SIBL
(20,21),(20,29),0.0844285 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.0386549 # DEPENDENCYPART_SIBL
(20,21),(20,32),0.00857045 # DEPENDENCYPART_SIBL
(20,21),(20,34),0.0657999 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0238956 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.114443 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0391146 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0120699 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0125746 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0128131 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.118271 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.0238956 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.015249 # DEPENDENCYPART_SIBL
(20,22),(20,34),-0.113837 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.381561 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.011041 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.319286 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.455232 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.286556 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.381484 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.290762 # DEPENDENCYPART_SIBL
(20,23),(20,32),0.499043 # DEPENDENCYPART_SIBL
(20,23),(20,34),0.382719 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.033405 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0120692 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0125746 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0128124 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.121698 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0214052 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.015249 # DEPENDENCYPART_SIBL
(20,24),(20,34),-0.117263 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0172014 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.418502 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0100705 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.110114 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.309887 # DEPENDENCYPART_SIBL
(20,25),(20,32),0.43792 # DEPENDENCYPART_SIBL
(20,25),(20,34),0.120067 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0657112 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0772774 # DEPENDENCYPART_SIBL
(20,26),(20,29),0.0715698 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.0334333 # DEPENDENCYPART_SIBL
(20,26),(20,32),0.0390862 # DEPENDENCYPART_SIBL
(20,26),(20,34),0.0581965 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0381953 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.0104866 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.0203737 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.0340615 # DEPENDENCYPART_SIBL
(20,27),(20,34),-0.01049 # DEPENDENCYPART_SIBL
(20,28),(20,29),0.0414224 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.0872622 # DEPENDENCYPART_SIBL
(20,28),(20,32),0.0211206 # DEPENDENCYPART_SIBL
(20,28),(20,34),0.025986 # DEPENDENCYPART_SIBL
(20,29),(20,30),0.0250903 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.0153495 # DEPENDENCYPART_SIBL
(20,29),(20,34),-0.117404 # DEPENDENCYPART_SIBL
(20,30),(20,32),0.499043 # DEPENDENCYPART_SIBL
(20,30),(20,34),0.382719 # DEPENDENCYPART_SIBL
(20,32),(20,34),-0.0408106 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.428997 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.259289 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0664663 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0687177 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.602533 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0667136 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.0154386 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0172315 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.0687177 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0476881 # DEPENDENCYPART_SIBL
(21,17),(21,33),-0.0172315 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0704143 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.040185 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0364646 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.114775 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0363503 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.159917 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0361553 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0364646 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0772585 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.0361553 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.131591 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0198261 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.148313 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.076071 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.102746 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0782718 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0198261 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.091897 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.0782718 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0297707 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0414911 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0200698 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.452603 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.0142333 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0297707 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0410859 # DEPENDENCYPART_SIBL
(21,22),(21,33),0.0142333 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0255722 # DEPENDENCYPART_SIBL
(21,23),(21,26),1.10126 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.175488 # DEPENDENCYPART_SIBL
(21,23),(21,28),1.16451 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.352993 # DEPENDENCYPART_SIBL
(21,23),(21,31),1.23827 # DEPENDENCYPART_SIBL
(21,23),(21,33),1.16451 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.670343 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0713553 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.610077 # DEPENDENCYPART_SIBL
(21,25),(21,30),0.161869 # DEPENDENCYPART_SIBL
(21,25),(21,31),0.738547 # DEPENDENCYPART_SIBL
(21,25),(21,33),0.610077 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0731867 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0993147 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.135858 # DEPENDENCYPART_SIBL
(21,26),(21,31),0.0393336 # DEPENDENCYPART_SIBL
(21,26),(21,33),0.0993147 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0167076 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.061629 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.00932678 # DEPENDENCYPART_SIBL
(21,27),(21,33),0.0167076 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.225461 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.037419 # DEPENDENCYPART_SIBL
(21,28),(21,33),0.08841 # DEPENDENCYPART_SIBL
(21,30),(21,31),1.23827 # DEPENDENCYPART_SIBL
(21,30),(21,33),1.16451 # DEPENDENCYPART_SIBL
(21,31),(21,33),0.0603401 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.619146 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.234518 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.244455 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.223793 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.609542 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0202227 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0188449 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0172517 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.0306608 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0207489 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.0190117 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.00197634 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.00824199 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0319583 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0115262 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0412591 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0478251 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0026119 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.37684 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.125289 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0207489 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0190117 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.00432182 # DEPENDENCYPART_SIBL
(24,26),(24,32),0.00707369 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.00824199 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0256601 # DEPENDENCYPART_SIBL
(24,27),(24,32),0.0240449 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.00522802 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0144527 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.0253404 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00879386 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0617515 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0666186 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0317364 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.027934 # DEPENDENCYPART_SIBL
(26,25),(26,32),-0.0349188 # DEPENDENCYPART_SIBL
(26,25),(26,33),0.0617515 # DEPENDENCYPART_SIBL
(26,25),(26,35),-0.205972 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0261935 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.437072 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0861543 # DEPENDENCYPART_SIBL
(26,27),(26,31),-0.0456529 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.236843 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.0261935 # DEPENDENCYPART_SIBL
(26,27),(26,35),-0.0266669 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.192578 # DEPENDENCYPART_SIBL
(26,28),(26,30),0.0631305 # DEPENDENCYPART_SIBL
(26,28),(26,31),-0.0376729 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.137822 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.0396742 # DEPENDENCYPART_SIBL
(26,28),(26,35),0.0841669 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0695568 # DEPENDENCYPART_SIBL
(26,29),(26,31),0.103001 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.364048 # DEPENDENCYPART_SIBL
(26,29),(26,33),0.0487885 # DEPENDENCYPART_SIBL
(26,29),(26,35),0.0757515 # DEPENDENCYPART_SIBL
(26,30),(26,31),1.08681 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.239231 # DEPENDENCYPART_SIBL
(26,30),(26,33),1.05496 # DEPENDENCYPART_SIBL
(26,30),(26,35),0.0761283 # DEPENDENCYPART_SIBL
(26,31),(26,32),-0.106261 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.0529645 # DEPENDENCYPART_SIBL
(26,31),(26,35),0.0922061 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.0455095 # DEPENDENCYPART_SIBL
(26,32),(26,35),-0.0268211 # DEPENDENCYPART_SIBL
(26,33),(26,35),0.0841669 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.0460865 # DEPENDENCYPART_SIBL
(27,3),(27,21),0.0515668 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.0823726 # DEPENDENCYPART_SIBL
(27,3),(27,26),0.0460865 # DEPENDENCYPART_SIBL
(27,3),(27,28),0.051346 # DEPENDENCYPART_SIBL
(27,3),(27,29),0.0367059 # DEPENDENCYPART_SIBL
(27,3),(27,30),0.0916478 # DEPENDENCYPART_SIBL
(27,3),(27,31),0.0753265 # DEPENDENCYPART_SIBL
(27,3),(27,32),0.108583 # DEPENDENCYPART_SIBL
(27,3),(27,33),0.051346 # DEPENDENCYPART_SIBL
(27,3),(27,34),0.0366971 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.0515668 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0823726 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0460865 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.051346 # DEPENDENCYPART_SIBL
(27,19),(27,29),0.0367059 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.0916478 # DEPENDENCYPART_SIBL
(27,19),(27,31),0.0753265 # DEPENDENCYPART_SIBL
(27,19),(27,32),0.108583 # DEPENDENCYPART_SIBL
(27,19),(27,33),0.051346 # DEPENDENCYPART_SIBL
(27,19),(27,34),0.0366971 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0916224 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0442198 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0425177 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.00510113 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.00372177 # DEPENDENCYPART_SIBL
(27,21),(27,31),0.0795088 # DEPENDENCYPART_SIBL
(27,21),(27,32),0.104178 # DEPENDENCYPART_SIBL
(27,21),(27,33),0.0425177 # DEPENDENCYPART_SIBL
(27,21),(27,34),0.00511079 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.180933 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.141799 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0593554 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.00993684 # DEPENDENCYPART_SIBL
(27,25),(27,31),0.138127 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.010679 # DEPENDENCYPART_SIBL
(27,25),(27,33),0.141799 # DEPENDENCYPART_SIBL
(27,25),(27,34),0.052286 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.051346 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0367059 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0916478 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.0753265 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.108583 # DEPENDENCYPART_SIBL
(27,26),(27,33),0.051346 # DEPENDENCYPART_SIBL
(27,26),(27,34),0.0366971 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0249743 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0934752 # DEPENDENCYPART_SIBL
