# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,20,20,24,22,24,20,20,6,
(12,20),(20,17),0.552963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.0654742 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.0615448 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0303434 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.2978 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.0284948 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.0726932 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.321721 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),0.210156 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-1.16277 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.111206 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.213422 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.302639 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.0176406 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.0869463 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.319807 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),0.221033 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-1.1688 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.283374 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-1.2164 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.0791764 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.111206 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.213422 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.00221942 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.148149 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.0869463 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.319807 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),0.221033 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-1.1688 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.274103 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),0.128598 # DEPENDENCYPART_GRANDPAR
(12,27),(27,23),-0.152093 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.328467 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),-0.279571 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),-1.1726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.348877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.6921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.122458 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.21711 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.967964 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.60654 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.861895 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.50764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.485171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.04347 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0494961 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.186681 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.214652 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.213507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.189852 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.117969 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.215338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.12416 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.203279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.0990311 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.284718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-1.10053 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.21711 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.495817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),1.04354 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0465421 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.504954 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.237343 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.290601 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.291893 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.195063 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.306037 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.201254 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.29177 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.16461 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.361813 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-1.1916 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.932228 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-1.35294 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.14618 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.77451 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.53295 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.21973 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.82255 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.15668 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.57043 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.0075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.22731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.404567 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.03553 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.032572 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.931302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.490988 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.926963 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.468795 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.974018 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.43044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.480614 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.963121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.432747 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.360053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.0746 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0749476 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.849611 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.211163 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.406651 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.134732 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.0355842 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.157561 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-1.01263 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-1.25231 # DEPENDENCYPART_GRANDPAR
(15,2),(2,25),-1.43821 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.579899 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.833314 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.130825 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.224885 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0515733 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.161565 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.797139 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-1.25655 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-1.24518 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0932235 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.376624 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.152148 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.731102 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.06713 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.532204 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.109486 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.237774 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.80647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.799998 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.26178 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.291247 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.617306 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.600173 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.514974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.82472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.81386 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.08387 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0733048 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.76513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.798457 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.701903 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.81796 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.444783 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.735774 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.0173932 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.441993 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.437183 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.371989 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.362815 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.36395 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.507452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.37872 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.359737 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.462764 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.293795 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-1.35737 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.289293 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.038751 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.179466 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.506048 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.227015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.241785 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.390703 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.240721 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.362504 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.383102 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.512409 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.397872 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.360536 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.47377 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.312971 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-1.36106 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.520298 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.226315 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.517248 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.387018 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.374789 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.471856 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.302093 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-1.36709 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.566824 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-1.81796 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.227019 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.520298 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.226315 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.343667 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.36916 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.374789 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.471856 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.302093 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-1.36709 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.421029 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.389729 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),-0.373105 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.622711 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.440607 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-1.37089 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.49799 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.06327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.55088 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.26069 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.32152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.240264 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-1.00481 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.693654 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-1.0356 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.644311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-1.13035 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.606561 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.654936 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-1.0761 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.592553 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.34784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.571926 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-1.05212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.850322 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-1.09027 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-1.18501 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.924736 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.208152 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.414287 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.0418805 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.024054 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.170774 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.52889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,21),-0.820971 # DEPENDENCYPART_GRANDPAR
(18,2),(2,25),-1.1605 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.458346 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.147764 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.164535 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.60012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,13),0.0101346 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.549627 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.222691 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.505617 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.209147 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.54053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.573449 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.870435 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.549349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.182771 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0629727 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.153568 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.118043 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.905649 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.751204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),0.0748999 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0127017 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.144031 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0482268 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.0742225 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.114869 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),0.0472153 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-1.00838 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.232005 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.223114 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.148869 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0373726 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0884755 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.112956 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.0580929 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-1.01441 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.290805 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-1.71471 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.737502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.232005 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.223114 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.012472 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.00334473 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0884755 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.112956 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),0.0580929 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-1.01441 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.0721331 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.039519 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.000600069 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.332397 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.0785961 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-1.01821 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.682866 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.182913 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.6995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,2),-0.357571 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.128398 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.24108 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.546303 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.363921 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.60702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0185132 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.756416 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.704807 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.840418 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.710841 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.952815 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.609604 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.377249 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.51874 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.46183 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.21257 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.0890051 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0824218 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.092452 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0884565 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.0799344 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.161043 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.245953 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.733159 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.851498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.134563 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0776839 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.06732 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0703761 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.127283 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.267113 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.717965 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-1.18213 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.21183 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.851498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),0.134563 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.377128 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.230222 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0703761 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.127283 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.267113 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.717965 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.521848 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.586559 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.506317 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.16841 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0599701 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.811754 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.581815 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.795619 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0539205 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.70456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.986108 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.907491 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.15772 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.94975 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.04391 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.0578 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.955224 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.71357 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.53492 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.0393205 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.311979 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.243987 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0547114 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.398897 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.243637 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.973341 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.203628 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.88069 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.729781 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.53492 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),-0.0393205 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.166268 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.180433 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0547114 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.398897 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.243637 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.973341 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.316714 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.306105 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.184378 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.29287 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.332951 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.977138 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.962293 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.190749 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.166124 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.36992 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.65679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.804903 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.296039 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.87894 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.09599 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.729289 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.590606 # DEPENDENCYPART_GRANDPAR
