# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(4,6),(6,7),-0.755239 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.598024 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.835679 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.691138 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.92437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.32546 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.997053 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.28727 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.91601 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.822463 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.889792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.797397 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.739599 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.214128 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0784869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.514654 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.746667 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.483202 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.139051 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.41489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.323926 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.692266 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.470645 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.681084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.603919 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.627954 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.608073 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.560167 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.425243 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.65479 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.929095 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.548519 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.620993 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.923062 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.931996 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-0.810164 # DEPENDENCYPART_GRANDPAR
(5,2),(2,30),-2.12094 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.81995 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.042549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0356535 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.4831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.530712 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.76048 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.610816 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.649944 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.576373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.632029 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.717903 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.477108 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.44418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.573811 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.656562 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.938341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.500614 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0527046 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.134871 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.230165 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),0.144291 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.199353 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0610956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.139531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0552182 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.134268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-1.35002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.373846 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.80376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.261999 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.341617 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.102498 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.335448 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.164804 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.0339674 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.10637 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.950396 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.277409 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.461173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.153001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0658487 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.147737 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.273852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.117913 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0787517 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.361719 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),0.212968 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.213027 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.37846 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.366726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.0510305 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-1.35373 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.277318 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.122985 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.454743 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0563311 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.144823 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.277907 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.132261 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0747637 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.354983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.210054 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.217082 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.359991 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.151832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.0539448 # DEPENDENCYPART_GRANDPAR
(5,11),(11,30),-1.34972 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0598788 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.454743 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.152993 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.112449 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.277899 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.12494 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.354991 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-1.34973 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.399715 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.185398 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.319531 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.116699 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.139912 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),0.638502 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.19765 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),0.144291 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.137194 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),0.0798295 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.103073 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-1.2503 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-1.46563 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.573865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,8),0.263386 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.152165 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.228177 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.0939914 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.223922 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.462792 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.203056 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.188867 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.129135 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.060144 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.101336 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),0.360935 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.221088 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.147067 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),0.0755118 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.139975 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.051415 # DEPENDENCYPART_GRANDPAR
(5,20),(20,29),0.0967992 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-1.3782 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),0.022959 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.134685 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.165475 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.0187501 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),0.226162 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.371847 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),0.045665 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.360114 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.151955 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.0547157 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.183197 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.225315 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.221059 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.137872 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),0.0831155 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.280704 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.415681 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),0.0262275 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.157459 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.060118 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),0.0976513 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-1.38795 # DEPENDENCYPART_GRANDPAR
(5,26),(26,2),-1.2503 # DEPENDENCYPART_GRANDPAR
(5,26),(26,3),-1.46563 # DEPENDENCYPART_GRANDPAR
(5,26),(26,5),-0.57921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,26),(26,8),0.259471 # DEPENDENCYPART_GRANDPAR
(5,26),(26,10),0.146819 # DEPENDENCYPART_GRANDPAR
(5,26),(26,11),0.222832 # DEPENDENCYPART_GRANDPAR
(5,26),(26,13),0.218576 # DEPENDENCYPART_GRANDPAR
(5,26),(26,14),0.453313 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),0.199224 # DEPENDENCYPART_GRANDPAR
(5,26),(26,16),-0.191527 # DEPENDENCYPART_GRANDPAR
(5,26),(26,17),-0.130392 # DEPENDENCYPART_GRANDPAR
(5,26),(26,18),0.0581753 # DEPENDENCYPART_GRANDPAR
(5,26),(26,20),-0.100675 # DEPENDENCYPART_GRANDPAR
(5,26),(26,21),-0.195736 # DEPENDENCYPART_GRANDPAR
(5,26),(26,22),0.278221 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),0.392488 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.0383205 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),0.11335 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.0434148 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),0.10979 # DEPENDENCYPART_GRANDPAR
(5,26),(26,30),-1.36753 # DEPENDENCYPART_GRANDPAR
(5,29),(29,24),-0.152734 # DEPENDENCYPART_GRANDPAR
(5,29),(29,25),0.0933152 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),0.0109388 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),0.171628 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-1.36502 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.223099 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.135352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.76903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-1.03676 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.485217 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.302346 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.265617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0102757 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0873488 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-1.58962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.794755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.582903 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.148026 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0996923 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0280559 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0787804 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.583392 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.522508 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0707621 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.49376 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.578959 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.693432 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.404792 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0142175 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.129625 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.67537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.658941 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.308753 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.938844 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.0824069 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.577715 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.308753 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.938844 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.16383 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.343797 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.645075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.000435309 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.120397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.128332 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0929134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.157288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.25807 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.864424 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.28356 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.137326 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.273477 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0190028 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.160792 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.231408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0235078 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.163414 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.246814 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.213479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.360554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.423902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.328745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.493382 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.710663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-1.5087 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.137326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.0304344 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.267047 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.170309 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.234322 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0194524 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.149066 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.242826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.206743 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.363468 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.419846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.486647 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.368259 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.713577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-1.50469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.331476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.267047 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.00311847 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.138624 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0194607 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.156387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.206752 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-1.5047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.691579 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.1952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.83644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,12),-0.972461 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.07638 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-1.52099 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.949926 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.01644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.180723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.23897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.44497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.82884 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.965802 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.084847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.23501 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.00606477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.409282 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.148991 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.471198 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.194583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.396375 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.646602 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.7238 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.271159 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-0.499704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-1.60058 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.82884 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.0433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.981928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.288651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0466013 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.426519 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.133614 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.488447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.183766 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.436912 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.663838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.281975 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.85161 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.54024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-1.61785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.104742 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.981928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.313029 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.119289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.430158 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.151829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.180127 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-1.62149 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.378404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.292328 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.780202 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.491837 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.048928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.405884 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.870281 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.998573 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.404361 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.836938 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.10644 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.439699 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.358982 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.20341 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.05298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-1.28985 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.558768 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.1914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.11343 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.26548 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.19723 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.42052 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.22816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.05067 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.44201 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.72844 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.01194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.43815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.55076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.468251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.705795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.493132 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.289287 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.401959 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.374738 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-1.0963 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.601824 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.544899 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.394486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-1.21593 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.622622 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.619456 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.224149 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0700698 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.196385 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.165177 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.424236 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0795339 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.69553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.523422 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.729846 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.724207 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.87069 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.556091 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.834748 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.802208 # DEPENDENCYPART_GRANDPAR
