# _root_ A_més_a_més_de presó , reclama la clausura de l' empresa durant dos anys , la inhabilitació durant cinc anys per exercir com_a industrial i una multa .
#goldHeads=4,1,1,0,6,4,6,9,7,6,12,10,6,15,6,15,18,16,15,19,20,21,6,25,6,4,
#predictedHeads=4,1,1,0,6,4,6,9,7,4,12,10,6,15,6,15,18,16,4,19,20,21,6,25,6,4,
(18,16),(16,21),-0.985915 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.69956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.725884 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.489259 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.0708653 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.265315 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.410099 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.304266 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.929892 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.21115 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-1.35075 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.976314 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.787493 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.744691 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.935603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.115142 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0662071 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.218094 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.272923 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.312781 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.855809 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.193951 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.270513 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.298527 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.523798 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.174091 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.295169 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.773145 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.2042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.68093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,1),-1.45979 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.32478 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.1414 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.26073 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.90147 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.22431 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.840717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.373647 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.269007 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.106342 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.448812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.646267 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.109635 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.240299 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.29103 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.226299 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.145507 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.358478 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.250261 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.642886 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-1.06054 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.485058 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.715057 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.073216 # DEPENDENCYPART_GRANDPAR
(20,1),(1,26),-1.35407 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-1.30818 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-1.14643 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.820566 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.57702 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.533839 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.555975 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.722578 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.619162 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.454942 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),-0.364421 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),-0.279777 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),-0.55595 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.27035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.0995263 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.738027 # DEPENDENCYPART_GRANDPAR
(20,6),(6,25),-0.396957 # DEPENDENCYPART_GRANDPAR
(20,6),(6,26),-1.27165 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-1.33347 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-1.38935 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.6833 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.164921 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.592959 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.491028 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.602545 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-1.28532 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-1.1388 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.68858 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.947408 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-1.33921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.726959 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.182877 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.363498 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.279665 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.555039 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.27036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.0995293 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.73803 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.39696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-1.27165 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.548956 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.121812 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.522074 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-1.011 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.240499 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.602545 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.38236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.335565 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-1.30322 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.654746 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.965582 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.671616 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.164166 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.810571 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.774028 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.920342 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.610011 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.2718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.102121 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.398395 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-1.12714 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.38671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.326631 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.894033 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.846096 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.35803 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.261551 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.148584 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.586927 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.36867 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.139686 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.334341 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.318471 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.549246 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.918026 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.360922 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.284876 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0766808 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.536598 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.928517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.109264 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.838039 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0817531 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.774857 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.97601 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.934047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),-0.138627 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.953325 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.792346 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.8658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.954538 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.970765 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.23994 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.934448 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),-0.182785 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0217788 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.413076 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.763131 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-1.00975 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.308811 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.704165 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),0.0932566 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.302378 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.162533 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),-0.0594834 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.11957 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.210468 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.60493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
