# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(6,5),(5,6),-1.55295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.591104 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.17997 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.747032 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.05356 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.533964 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.15012 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.575445 # DEPENDENCYPART_GRANDPAR
(6,5),(5,28),-2.21436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.170207 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.840642 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.21294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.389321 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.421634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.40901 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.079736 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.212073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.116684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.272379 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.114035 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.142086 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.122695 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.060058 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.182221 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.0812135 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.00829102 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.206758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.152727 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),0.378772 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.163082 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),0.000839086 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.692192 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.091633 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-1.40981 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),1.1013 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.275319 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.158175 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0329893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.213763 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.139434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.245467 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.0979528 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.175673 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.201155 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.117466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.160389 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.554943 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.505758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,9),0.0466428 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.21518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.033848 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.210868 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.133866 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.249308 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.177231 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.119024 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.098425 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.386733 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.47423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),1.34007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.524574 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0401955 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.125742 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0801707 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.1396 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.022339 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0623931 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.111347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.205023 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.0209115 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.05958 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.265003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.0568761 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),0.327483 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.219853 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.0284618 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.713644 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.138366 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-1.43773 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0495471 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.205802 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.036049 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.258191 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.101789 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0078282 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.0356124 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.386036 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.448831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,11),0.101898 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.131367 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0372932 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.431859 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0782841 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.194756 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.0875247 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.04369 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.255133 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.104382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.209983 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.0832839 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0418023 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.205739 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),0.446166 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.119373 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.455564 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.152352 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-1.18839 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.699681 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.518596 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.157318 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),0.0619232 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.480228 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.10692 # DEPENDENCYPART_GRANDPAR
(6,26),(26,1),-1.34874 # DEPENDENCYPART_GRANDPAR
(6,26),(26,6),-0.605359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,26),(26,14),0.241675 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-1.35449 # DEPENDENCYPART_GRANDPAR
(6,27),(27,1),-1.33725 # DEPENDENCYPART_GRANDPAR
(6,27),(27,3),-1.15292 # DEPENDENCYPART_GRANDPAR
(6,27),(27,4),-1.62953 # DEPENDENCYPART_GRANDPAR
(6,27),(27,5),-0.86936 # DEPENDENCYPART_GRANDPAR
(6,27),(27,6),-0.701555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,27),(27,8),0.337754 # DEPENDENCYPART_GRANDPAR
(6,27),(27,9),-0.0603849 # DEPENDENCYPART_GRANDPAR
(6,27),(27,10),-0.413354 # DEPENDENCYPART_GRANDPAR
(6,27),(27,11),-0.0221247 # DEPENDENCYPART_GRANDPAR
(6,27),(27,14),0.231032 # DEPENDENCYPART_GRANDPAR
(6,27),(27,16),0.031614 # DEPENDENCYPART_GRANDPAR
(6,27),(27,17),-0.383502 # DEPENDENCYPART_GRANDPAR
(6,27),(27,18),-0.0652219 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),0.0811616 # DEPENDENCYPART_GRANDPAR
(6,27),(27,20),-0.350867 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),0.111363 # DEPENDENCYPART_GRANDPAR
(6,27),(27,22),0.443994 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),-0.293594 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),0.0263083 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.144053 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),0.485272 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),-1.22131 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.69291 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.50794 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.57536 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.35112 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.29859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.2404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.819461 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.752539 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.969347 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.758154 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.78099 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-1.46796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.445409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.5117 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.844599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.527405 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-1.4994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-1.24478 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.852961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-1.60692 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-1.23777 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.925999 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.988574 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.685271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-1.05246 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.10703 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.449193 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.799606 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.808403 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.753413 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.415822 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.330089 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.736699 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-2.07147 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.528961 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.791467 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.473813 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.71124 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.247818 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.52843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.504873 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.842847 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.884049 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.941877 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.1568 # DEPENDENCYPART_GRANDPAR
(8,4),(4,27),-0.856049 # DEPENDENCYPART_GRANDPAR
(8,4),(4,28),-2.16442 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.438892 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.816252 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.328749 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.373082 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.47177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.452297 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.36826 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.763977 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.648407 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.701359 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.503208 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-2.0952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.44762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.778457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.499875 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.926228 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.806739 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.53071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.214737 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.506491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.419268 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.846486 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.886326 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.727904 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.07153 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.755552 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.04339 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.705158 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.945052 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-1.16044 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.31403 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-0.855575 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-2.16771 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.41092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,7),-1.02215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.478949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.466082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.1444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.145208 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.163821 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.229888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.30902 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.177455 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.32151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),0.126062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0187944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.56819 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.23119 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.77791 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.499075 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.135619 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.134392 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.145535 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.214267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.188507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),0.11501 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.333283 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.032963 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.152828 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.298027 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.36248 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.20002 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.03959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.600453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.581663 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.333934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.377564 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.31576 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.486854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.104202 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.193277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0568415 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.249401 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.341841 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.2411 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.0429462 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.34561 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),0.0437126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),0.040511 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.188515 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.118542 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-1.28679 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.118839 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.342142 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.168824 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.114209 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.338474 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.0238464 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0280157 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.3622 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.20001 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.377699 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.286433 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.473999 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.043403 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.186027 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.045317 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.26236 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.347692 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.256013 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0465319 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),0.0287996 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.103531 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.0238464 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.150823 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0280157 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),0.00750011 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),0.0280717 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.24227 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-1.36221 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-1.20001 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.368118 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.461831 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.231687 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.021475 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.343859 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),0.0531257 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),0.040028 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.188885 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.123971 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-1.28898 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.255696 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.400895 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.33963 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.19198 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),0.125324 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.169206 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),0.00539449 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-1.32281 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-1.56322 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.254189 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.0193383 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.105051 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.385164 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.128984 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.259291 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),0.0276965 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),0.0165345 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.217962 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.666461 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.139097 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-1.31335 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),0.397827 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.00331517 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.00377292 # DEPENDENCYPART_GRANDPAR
(8,27),(27,1),-1.4072 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-1.57694 # DEPENDENCYPART_GRANDPAR
(8,27),(27,4),-1.76057 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-1.65077 # DEPENDENCYPART_GRANDPAR
(8,27),(27,6),-1.36408 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-0.527203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,9),0.591242 # DEPENDENCYPART_GRANDPAR
(8,27),(27,10),0.290048 # DEPENDENCYPART_GRANDPAR
(8,27),(27,11),0.386284 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),0.114334 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-0.0723486 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),0.0409866 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),0.380369 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-0.228621 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.237492 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.343953 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.241761 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),0.0491327 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.105852 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.0840807 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.104826 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-1.25053 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0382541 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.684848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.13818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.804662 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.11591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.406638 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.574735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.317836 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.327892 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.512525 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.648695 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.464045 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.299869 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.03568 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.813563 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.972395 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.888876 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.08186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.105301 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.226652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.464823 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.218459 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.353493 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.364171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.576302 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.261202 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.30145 # DEPENDENCYPART_GRANDPAR
