# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(9,26),(26,22),-0.2983 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.380067 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-0.461737 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.371595 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.447016 # DEPENDENCYPART_GRANDPAR
(9,26),(26,29),-0.885031 # DEPENDENCYPART_GRANDPAR
(9,28),(28,4),-1.06302 # DEPENDENCYPART_GRANDPAR
(9,28),(28,17),-0.251821 # DEPENDENCYPART_GRANDPAR
(9,28),(28,22),-0.226895 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-0.394521 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.151434 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),0.0338358 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0210629 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.239848 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.361495 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.252775 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.259905 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0403561 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.77949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.128047 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-1.02451 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.926305 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.724844 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-1.16433 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.807547 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-1.04663 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-1.39468 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-1.18762 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-1.25124 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-1.9544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-1.36663 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-1.67764 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-2.05416 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0272081 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.72672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.876007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0450682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.353556 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.50131 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.489863 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.62125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0268094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.881015 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.77337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.575932 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.957862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.601145 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.885967 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.814492 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.25119 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.07284 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-1.16023 # DEPENDENCYPART_GRANDPAR
(10,9),(9,28),-1.52279 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-1.93463 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.899436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.18548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.163688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.252196 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.166104 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.199661 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.992965 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.09981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.805479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.020746 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.230058 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.221407 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.142624 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.418701 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.615677 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.548581 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.543393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.809237 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.415102 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-1.30485 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.122191 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.263612 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.128114 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),1.09719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.186303 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0682364 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.312998 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-1.05161 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.371391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-1.17176 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.02564 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.12835 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.15702 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.689299 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.17985 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.931045 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.735869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.820045 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.128736 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0639702 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),1.11063 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.23701 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0830603 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.061015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.418277 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.318009 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.321527 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.552105 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-1.05786 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.377277 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.651861 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-1.16777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.307421 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.585236 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.849957 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.394481 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.67715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.54866 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.988051 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.848331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.719369 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.83467 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.00851 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.33503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.928837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.40239 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.459233 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.084285 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.20247 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.59051 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.323381 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.402934 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.196741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.383434 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.471787 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),-1.1319 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.23589 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0242692 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.464925 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.912375 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0110322 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.272363 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.248971 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.527967 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.258256 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-1.05131 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.50614 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.28659 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.14509 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.13001 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.40306 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.00258 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.01897 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.761227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.468878 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.138862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.931105 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.215019 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.28315 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.251891 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.122003 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.252303 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.179829 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.308651 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.537925 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.267842 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-0.486269 # DEPENDENCYPART_GRANDPAR
(11,16),(16,29),-1.0421 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.132672 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.313053 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.282905 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.26721 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.274484 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0438489 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.221284 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.292482 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.209171 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.35157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.320649 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.216035 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.268031 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.542705 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.13869 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.706825 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.689779 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-0.985851 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-0.701764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-0.869117 # DEPENDENCYPART_GRANDPAR
(13,4),(4,29),-1.34626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.195587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.434513 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.599678 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.361853 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.142406 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0138053 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.27712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.414087 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.0647327 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.116798 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.55469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.662471 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.911755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),2.11044 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.692002 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.37911 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.143059 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.114659 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),0.259659 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.49718 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.08817 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.16824 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.19841 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.810387 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.18076 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.05177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.872007 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.25212 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.911755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.459645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),2.12428 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.77707 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.356882 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.580207 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.223106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.134347 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.211412 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.141266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.124621 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),0.250069 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),0.107433 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),-0.496887 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.416204 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.354543 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.067402 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.00729651 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.106977 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),0.134836 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.280236 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0419429 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),0.172075 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.388104 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.00512523 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.245605 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0223047 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.00592327 # DEPENDENCYPART_GRANDPAR
(13,26),(26,2),-1.08817 # DEPENDENCYPART_GRANDPAR
(13,26),(26,3),-1.16824 # DEPENDENCYPART_GRANDPAR
(13,26),(26,4),-1.19841 # DEPENDENCYPART_GRANDPAR
(13,26),(26,7),-1.18076 # DEPENDENCYPART_GRANDPAR
(13,26),(26,9),-1.05173 # DEPENDENCYPART_GRANDPAR
(13,26),(26,10),-0.872007 # DEPENDENCYPART_GRANDPAR
(13,26),(26,12),-0.911755 # DEPENDENCYPART_GRANDPAR
(13,26),(26,13),-0.453595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,26),(26,14),2.12464 # DEPENDENCYPART_GRANDPAR
(13,26),(26,15),0.776541 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),0.710051 # DEPENDENCYPART_GRANDPAR
(13,26),(26,17),0.452655 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),0.558731 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.00689473 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),0.478479 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),0.163353 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),0.34097 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),0.0169259 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.0655796 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),0.108013 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.503731 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.157911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.320684 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.347221 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.17396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.84968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.735934 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.10378 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.23183 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.54859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.40697 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.34669 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.43636 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-1.37099 # DEPENDENCYPART_GRANDPAR
(14,13),(13,29),-1.6464 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.922877 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.549942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.387368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.463295 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.642482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.690197 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.654525 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.867451 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.235033 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.56524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,2),-1.83051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-2.13586 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-2.00611 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.53404 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.88685 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.43853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.42498 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.87378 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.62345 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.09197 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.88582 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.775417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.00305235 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0397576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.305807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.175439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.277075 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.269265 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.628359 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.142644 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.273369 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-1.00743 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.141447 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.355454 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.423972 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.229937 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.306295 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),0.00151022 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.574779 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.261641 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0351373 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-1.89725 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.0131034 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.00315596 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.377201 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.142931 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.0244422 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.0377968 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.179908 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.249708 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-1.0748 # DEPENDENCYPART_GRANDPAR
(15,26),(26,2),-1.83051 # DEPENDENCYPART_GRANDPAR
(15,26),(26,3),-2.13586 # DEPENDENCYPART_GRANDPAR
(15,26),(26,4),-2.00611 # DEPENDENCYPART_GRANDPAR
(15,26),(26,7),-1.88685 # DEPENDENCYPART_GRANDPAR
(15,26),(26,9),-1.43849 # DEPENDENCYPART_GRANDPAR
(15,26),(26,10),-1.42498 # DEPENDENCYPART_GRANDPAR
(15,26),(26,12),-1.62345 # DEPENDENCYPART_GRANDPAR
(15,26),(26,13),-1.09197 # DEPENDENCYPART_GRANDPAR
(15,26),(26,14),-1.88582 # DEPENDENCYPART_GRANDPAR
(15,26),(26,15),-0.775037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,26),(26,16),0.340596 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.0664334 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),-0.0366402 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.11095 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),0.313521 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.196281 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.045117 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),0.0643034 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.12645 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.271057 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-1.01287 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.122884 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.941683 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.533408 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.517158 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.062198 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.489677 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.888021 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.822209 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.946523 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.828968 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.861963 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,29),-1.77424 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.939572 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-1.32366 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.969557 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-1.06283 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.902435 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.495085 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.884997 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-1.03134 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.368821 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.532009 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.16669 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.561647 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.55036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.395602 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-1.13541 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.73985 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.832846 # DEPENDENCYPART_GRANDPAR
(16,4),(4,25),-1.10461 # DEPENDENCYPART_GRANDPAR
