# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(11,12),(12,19),-0.163254 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.0585892 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.728378 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.931635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.730955 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.825565 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.782536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.107037 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.293441 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0935346 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.187184 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.294298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.301539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.414704 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.03437 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.728266 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.00256 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.961655 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.93135 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.730938 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.733878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.751225 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.825565 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.803394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0830404 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0986663 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.072494 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.201628 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.154355 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.273258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.330032 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.315964 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.422079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.499936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.114278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.139271 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.270362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.31396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.208707 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.2033 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.548506 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.289151 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.192588 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.413805 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.392928 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.59439 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.844738 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.200763 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.473658 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.120504 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.174773 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.286632 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.132539 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.417847 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.593028 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.378883 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.459475 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.303818 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.620086 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.300004 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.623761 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.592615 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0350323 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.35314 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.27267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.648573 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.0862964 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.367306 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.563826 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.533362 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.571697 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.898103 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.538031 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-1.24593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.664076 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.16704 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.468055 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.17427 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.797565 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.0631025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.258114 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.467702 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.46236 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.1505 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.40975 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.49005 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.1435 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.12805 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.18141 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.441938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.863501 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.531896 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.397806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.268081 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.426413 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.354057 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.26475 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.40935 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.20466 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.44546 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.48917 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.14319 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.36375 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.44694 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.12776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.18111 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.492012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.80293 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.548985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.402389 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.366035 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.28517 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0194888 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.431015 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.364841 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.237153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.260808 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.148691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.176622 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.171109 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.311627 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.495138 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0471977 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.153355 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.381107 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.125966 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.210474 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.387538 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.558093 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0747399 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.484864 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.568796 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.00915787 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.450686 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.400402 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-1.32919 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.543914 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.273305 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.575783 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.552543 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.137734 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.356523 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.464387 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.36588 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.38809 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.988937 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.423383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,15),0.484038 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0536499 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.52651 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.317349 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.225326 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.016465 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.395486 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.175447 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.632386 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.648571 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.753364 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.257966 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.51865 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.579731 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.511141 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.520088 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.488628 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.398219 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.508625 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-1.10729 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-1.71396 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0336906 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.628905 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.750251 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.643029 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.11066 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.797418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.71785 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.778992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.16992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.516039 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.714018 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.07457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.893526 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.918531 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-1.1804 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-1.0012 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.912437 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-1.37208 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-1.26163 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-1.94101 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.542357 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.77821 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.659143 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.06884 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.610177 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.535548 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.627483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.910837 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.711315 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.713759 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.467409 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.262684 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.70859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.527393 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.605992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.765109 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.600041 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.67591 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.642876 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.482672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.624221 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.8074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.625637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.755944 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.04337 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.872261 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.734698 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.12433 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.66587 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.76924 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.67777 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-2.06321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.67976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.51159 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.58472 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.87907 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.59636 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.52751 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.28312 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.808789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.231624 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.192767 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0780505 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.234499 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.457007 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.263327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.883267 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.707869 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0471717 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0258941 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.154871 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.395435 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0201205 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0501448 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.485925 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0927397 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.00791628 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.427009 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.193099 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.923107 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.4047 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.152958 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.696807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0818923 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.150061 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.525088 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.302326 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-1.01215 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-1.46278 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-1.29042 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-1.03915 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.80503 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0126081 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.52014 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.126287 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.087033 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.10577 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.384478 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.955106 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.828643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.555654 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.655208 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.404833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.34867 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.219682 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.335289 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.116356 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.17889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,1),0.936799 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.257317 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.578904 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.347719 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0959854 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.306397 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.393266 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.377349 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.432244 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.348054 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0188253 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.15711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,20),-0.857735 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-1.36463 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.828699 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.287244 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.725771 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.410209 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.699007 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.608846 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.189271 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.569838 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.664148 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.384564 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-1.59394 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.76656 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.189764 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.632929 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.558639 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.665434 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.607164 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.551847 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.679727 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0900489 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.390126 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.353028 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.548397 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.54391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.52694 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.809568 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.83561 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.607133 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-1.12349 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.90797 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-1.59264 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.153347 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.637881 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.58097 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0349604 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.501943 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.218326 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.27848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,7),-0.55361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.682383 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.361097 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.311081 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.169448 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.12919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,20),-0.857003 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.263686 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.725062 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.618253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.630612 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.206158 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.717056 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.517049 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.451352 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.393005 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0880023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.400904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.15265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,18),-0.558936 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.852994 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.600537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.762867 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.483492 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.562203 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.395848 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0992691 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.569897 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.18728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.223599 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.608715 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.303935 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.33674 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.236686 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.401154 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.447481 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.644264 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.27664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.364662 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.672844 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.706977 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.429703 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.770977 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.665817 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.301108 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.567862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.303056 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.440914 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.359872 # DEPENDENCYPART_GRANDPAR
