# _root_ A_més_del catàleg , coincidint amb el lliurament dels premis , el dia_6_de_juny s' inaugurarà a Igualada l' exposició que reunirà les obres seleccionades .
#goldHeads=14,1,4,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
#predictedHeads=14,1,1,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
(18,20),(20,10),-1.46685 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.68774 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.27099 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.34101 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.10338 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.24919 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.10972 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.656191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.6034 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.123995 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.02037 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.393526 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.21985 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.08075 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.496903 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.342864 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0788024 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.388904 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.659925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,21),-0.346851 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.507325 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.01945 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.928531 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.478644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.560455 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.157639 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.1057 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-1.04815 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.455105 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.472731 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.838318 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.398438 # DEPENDENCYPART_GRANDPAR
(20,1),(1,24),-1.41096 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.693291 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-1.13783 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.734751 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.831781 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.792056 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.659112 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.91218 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.312476 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.727688 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.427286 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.646885 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.403875 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.85968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),-0.697729 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-1.55704 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.728987 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.769589 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.595713 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.854977 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.807122 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.67328 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.920416 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.490487 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.680722 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.384048 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.744367 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.795157 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.87945 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.93001 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.502628 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.682734 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.396507 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.733194 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.508724 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.678538 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.4592 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.835695 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.533794 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.230082 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.400658 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.268772 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.50847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,1),-0.690581 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.727259 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.708947 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.723677 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.83178 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.576187 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.937669 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.670592 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.410095 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.669803 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.687971 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.694609 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.715086 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.440413 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.85968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.697729 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.866884 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-1.55704 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.518289 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.344436 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.516314 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.69196 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.4235 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.60173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,18),-0.179064 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.47356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,15),-0.752163 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.779005 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.586153 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.410912 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.443306 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.819654 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0319577 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.235566 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.47416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.398703 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.615639 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.33025 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.299626 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.33808 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.0551 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.739659 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.27066 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.120774 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.636533 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.20239 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.05326 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.661643 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),0.17921 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.366727 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.615218 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.0839836 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.282324 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.208328 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.677641 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.423921 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.604135 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.561787 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.42509 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),-0.36288 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),-0.414297 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.52736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,24),-0.870064 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.547496 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.3591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,18),-1.19549 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.860634 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.12085 # DEPENDENCYPART_GRANDPAR
(23,18),(18,1),-0.0926671 # DEPENDENCYPART_GRANDPAR
(23,18),(18,4),-0.45512 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.362673 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.534768 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.26841 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.0227858 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),1.10888 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.125731 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.0266927 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.21653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.760478 # DEPENDENCYPART_GRANDPAR
