# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(24,28),(24,40),0.0416746 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.0673157 # DEPENDENCYPART_SIBL
(25,1),(25,3),-0.190931 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.325486 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.172607 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.0350431 # DEPENDENCYPART_SIBL
(25,1),(25,11),0.00488018 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.0744085 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.0320042 # DEPENDENCYPART_SIBL
(25,1),(25,14),0.00326449 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.000944149 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.00289392 # DEPENDENCYPART_SIBL
(25,1),(25,17),0.0342642 # DEPENDENCYPART_SIBL
(25,1),(25,19),0.00485498 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.325486 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.121883 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.0268891 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.000164365 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.0918267 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.180728 # DEPENDENCYPART_SIBL
(25,1),(25,28),-0.0696493 # DEPENDENCYPART_SIBL
(25,1),(25,30),-0.180637 # DEPENDENCYPART_SIBL
(25,1),(25,31),-0.0304113 # DEPENDENCYPART_SIBL
(25,1),(25,33),-0.178594 # DEPENDENCYPART_SIBL
(25,1),(25,34),-0.132626 # DEPENDENCYPART_SIBL
(25,1),(25,36),-0.173521 # DEPENDENCYPART_SIBL
(25,1),(25,37),-0.130635 # DEPENDENCYPART_SIBL
(25,1),(25,39),-0.183025 # DEPENDENCYPART_SIBL
(25,1),(25,40),0.0222017 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.342466 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.152511 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.167853 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0252625 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0375063 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0247902 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.110035 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.21304 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0407288 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.0111435 # DEPENDENCYPART_SIBL
(25,2),(25,17),0.103743 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0375315 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.152511 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0353836 # DEPENDENCYPART_SIBL
(25,2),(25,22),0.0374127 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.00930446 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.281938 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.114106 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0348594 # DEPENDENCYPART_SIBL
(25,2),(25,30),-0.121338 # DEPENDENCYPART_SIBL
(25,2),(25,31),-0.0718891 # DEPENDENCYPART_SIBL
(25,2),(25,33),-0.127431 # DEPENDENCYPART_SIBL
(25,2),(25,34),-0.0254477 # DEPENDENCYPART_SIBL
(25,2),(25,36),-0.118609 # DEPENDENCYPART_SIBL
(25,2),(25,37),-0.123905 # DEPENDENCYPART_SIBL
(25,2),(25,39),-0.126436 # DEPENDENCYPART_SIBL
(25,2),(25,40),0.0394556 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.559106 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.810885 # DEPENDENCYPART_SIBL
(25,3),(25,8),0.211551 # DEPENDENCYPART_SIBL
(25,3),(25,11),0.163151 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.286926 # DEPENDENCYPART_SIBL
(25,3),(25,13),0.162265 # DEPENDENCYPART_SIBL
(25,3),(25,14),0.0193822 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.154369 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.555617 # DEPENDENCYPART_SIBL
(25,3),(25,17),0.0917649 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.163126 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.559106 # DEPENDENCYPART_SIBL
(25,3),(25,21),0.0513777 # DEPENDENCYPART_SIBL
(25,3),(25,22),0.0853688 # DEPENDENCYPART_SIBL
(25,3),(25,23),0.0682442 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.340151 # DEPENDENCYPART_SIBL
(25,3),(25,27),0.0365793 # DEPENDENCYPART_SIBL
(25,3),(25,28),0.0492789 # DEPENDENCYPART_SIBL
(25,3),(25,30),0.0370819 # DEPENDENCYPART_SIBL
(25,3),(25,31),0.00528889 # DEPENDENCYPART_SIBL
(25,3),(25,33),0.039578 # DEPENDENCYPART_SIBL
(25,3),(25,34),0.00790168 # DEPENDENCYPART_SIBL
(25,3),(25,36),0.0448385 # DEPENDENCYPART_SIBL
(25,3),(25,37),-0.0384507 # DEPENDENCYPART_SIBL
(25,3),(25,39),0.0353354 # DEPENDENCYPART_SIBL
(25,3),(25,40),-0.499455 # DEPENDENCYPART_SIBL
(25,4),(25,5),0.357192 # DEPENDENCYPART_SIBL
(25,4),(25,8),0.0526824 # DEPENDENCYPART_SIBL
(25,4),(25,11),0.0490326 # DEPENDENCYPART_SIBL
(25,4),(25,12),0.161009 # DEPENDENCYPART_SIBL
(25,4),(25,13),0.118546 # DEPENDENCYPART_SIBL
(25,4),(25,14),0.0688353 # DEPENDENCYPART_SIBL
(25,4),(25,15),0.0459082 # DEPENDENCYPART_SIBL
(25,4),(25,16),0.159566 # DEPENDENCYPART_SIBL
(25,4),(25,17),0.0155765 # DEPENDENCYPART_SIBL
(25,4),(25,19),0.0489962 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.345255 # DEPENDENCYPART_SIBL
(25,4),(25,21),0.0329379 # DEPENDENCYPART_SIBL
(25,4),(25,22),0.0339646 # DEPENDENCYPART_SIBL
(25,4),(25,23),0.111811 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.277439 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0189437 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.00220538 # DEPENDENCYPART_SIBL
(25,4),(25,30),-0.0166505 # DEPENDENCYPART_SIBL
(25,4),(25,31),-0.003641 # DEPENDENCYPART_SIBL
(25,4),(25,33),-0.0183899 # DEPENDENCYPART_SIBL
(25,4),(25,34),-0.0214208 # DEPENDENCYPART_SIBL
(25,4),(25,36),-0.00824459 # DEPENDENCYPART_SIBL
(25,4),(25,37),-0.0697383 # DEPENDENCYPART_SIBL
(25,4),(25,39),-0.0177358 # DEPENDENCYPART_SIBL
(25,4),(25,40),-0.453476 # DEPENDENCYPART_SIBL
(25,5),(25,8),0.255854 # DEPENDENCYPART_SIBL
(25,5),(25,11),0.225692 # DEPENDENCYPART_SIBL
(25,5),(25,12),0.0219346 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.00571328 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0375066 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.219867 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.224857 # DEPENDENCYPART_SIBL
(25,5),(25,17),0.010815 # DEPENDENCYPART_SIBL
(25,5),(25,19),0.225666 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.364556 # DEPENDENCYPART_SIBL
(25,5),(25,21),0.216726 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0167784 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.00161422 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.138848 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0407677 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.00772343 # DEPENDENCYPART_SIBL
(25,5),(25,30),0.0408652 # DEPENDENCYPART_SIBL
(25,5),(25,31),-0.0273283 # DEPENDENCYPART_SIBL
(25,5),(25,33),0.0429085 # DEPENDENCYPART_SIBL
(25,5),(25,34),-0.0388408 # DEPENDENCYPART_SIBL
(25,5),(25,36),0.0479809 # DEPENDENCYPART_SIBL
(25,5),(25,37),-0.0327079 # DEPENDENCYPART_SIBL
(25,5),(25,39),0.0384771 # DEPENDENCYPART_SIBL
(25,5),(25,40),-0.186018 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.729621 # DEPENDENCYPART_SIBL
(25,8),(25,12),0.16079 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.0128366 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.13896 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.732246 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.00990483 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.00301508 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.729646 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.476665 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.0627998 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.0112354 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.050483 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.170682 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0229524 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.0450656 # DEPENDENCYPART_SIBL
(25,8),(25,30),-0.0285514 # DEPENDENCYPART_SIBL
(25,8),(25,31),0.0247983 # DEPENDENCYPART_SIBL
(25,8),(25,33),-0.034939 # DEPENDENCYPART_SIBL
(25,8),(25,34),-0.0228636 # DEPENDENCYPART_SIBL
(25,8),(25,36),-0.0304931 # DEPENDENCYPART_SIBL
(25,8),(25,37),0.0119679 # DEPENDENCYPART_SIBL
(25,8),(25,39),-0.0342962 # DEPENDENCYPART_SIBL
(25,8),(25,40),0.0766513 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.15119 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.000890694 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.146039 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.733005 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.0179347 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.00505713 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.730405 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.486239 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0743604 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.00250443 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0611747 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.152527 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0299928 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.0389702 # DEPENDENCYPART_SIBL
(25,11),(25,30),-0.0355919 # DEPENDENCYPART_SIBL
(25,11),(25,31),0.012167 # DEPENDENCYPART_SIBL
(25,11),(25,33),-0.0419794 # DEPENDENCYPART_SIBL
(25,11),(25,34),-0.0161796 # DEPENDENCYPART_SIBL
(25,11),(25,36),-0.0375335 # DEPENDENCYPART_SIBL
(25,11),(25,37),-0.0199154 # DEPENDENCYPART_SIBL
(25,11),(25,39),-0.0413366 # DEPENDENCYPART_SIBL
(25,11),(25,40),0.0486765 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.000244285 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0412401 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0161487 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.082297 # DEPENDENCYPART_SIBL
(25,12),(25,17),0.323189 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0128946 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.125419 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0672287 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.238387 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0823312 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.231417 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.051037 # DEPENDENCYPART_SIBL
(25,12),(25,28),0.0462287 # DEPENDENCYPART_SIBL
(25,12),(25,30),-0.0589315 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.0652964 # DEPENDENCYPART_SIBL
(25,12),(25,33),-0.0643645 # DEPENDENCYPART_SIBL
(25,12),(25,34),0.117283 # DEPENDENCYPART_SIBL
(25,12),(25,36),-0.0555416 # DEPENDENCYPART_SIBL
(25,12),(25,37),0.0527746 # DEPENDENCYPART_SIBL
(25,12),(25,39),-0.063369 # DEPENDENCYPART_SIBL
(25,12),(25,40),0.30851 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.139438 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.0336477 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.055846 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.207797 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0304886 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.15508 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.00387939 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.125826 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.01946 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.292248 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.059853 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.0168043 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.0670849 # DEPENDENCYPART_SIBL
(25,13),(25,31),-0.0553271 # DEPENDENCYPART_SIBL
(25,13),(25,33),-0.0731786 # DEPENDENCYPART_SIBL
(25,13),(25,34),-0.00391845 # DEPENDENCYPART_SIBL
(25,13),(25,36),-0.0643558 # DEPENDENCYPART_SIBL
(25,13),(25,37),-0.0793719 # DEPENDENCYPART_SIBL
(25,13),(25,39),-0.0721831 # DEPENDENCYPART_SIBL
(25,13),(25,40),0.0363369 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.0682634 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.095584 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0970351 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0649954 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.344567 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.0220186 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0967324 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.109959 # DEPENDENCYPART_SIBL
(25,14),(25,24),3.41038e-05 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.15824 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0725565 # DEPENDENCYPART_SIBL
(25,14),(25,30),-0.168807 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.0326739 # DEPENDENCYPART_SIBL
(25,14),(25,33),-0.171786 # DEPENDENCYPART_SIBL
(25,14),(25,34),-0.107424 # DEPENDENCYPART_SIBL
(25,14),(25,36),-0.165608 # DEPENDENCYPART_SIBL
(25,14),(25,37),-0.119694 # DEPENDENCYPART_SIBL
(25,14),(25,39),-0.171087 # DEPENDENCYPART_SIBL
(25,14),(25,40),-0.0417268 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0246604 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.010496 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.735781 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.491615 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0829588 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.00290293 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0672845 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.139238 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0335048 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.0348668 # DEPENDENCYPART_SIBL
(25,15),(25,30),-0.0391039 # DEPENDENCYPART_SIBL
(25,15),(25,31),0.00806084 # DEPENDENCYPART_SIBL
(25,15),(25,33),-0.0454914 # DEPENDENCYPART_SIBL
(25,15),(25,34),-0.020283 # DEPENDENCYPART_SIBL
(25,15),(25,36),-0.0410455 # DEPENDENCYPART_SIBL
(25,15),(25,37),-0.023556 # DEPENDENCYPART_SIBL
(25,15),(25,39),-0.0448486 # DEPENDENCYPART_SIBL
(25,15),(25,40),0.043698 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.0342642 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.00485498 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.325486 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.121883 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0268891 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.000164365 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0918267 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.180728 # DEPENDENCYPART_SIBL
(25,16),(25,28),-0.0696493 # DEPENDENCYPART_SIBL
(25,16),(25,30),-0.180637 # DEPENDENCYPART_SIBL
(25,16),(25,31),-0.0304113 # DEPENDENCYPART_SIBL
(25,16),(25,33),-0.178594 # DEPENDENCYPART_SIBL
(25,16),(25,34),-0.132626 # DEPENDENCYPART_SIBL
(25,16),(25,36),-0.173521 # DEPENDENCYPART_SIBL
(25,16),(25,37),-0.130635 # DEPENDENCYPART_SIBL
(25,16),(25,39),-0.183025 # DEPENDENCYPART_SIBL
(25,16),(25,40),0.0222017 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0191797 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.337431 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.040414 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0579407 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.135975 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0642865 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0980107 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.0420864 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.108567 # DEPENDENCYPART_SIBL
(25,17),(25,31),-0.0194112 # DEPENDENCYPART_SIBL
(25,17),(25,33),-0.111546 # DEPENDENCYPART_SIBL
(25,17),(25,34),-0.0855641 # DEPENDENCYPART_SIBL
(25,17),(25,36),-0.105368 # DEPENDENCYPART_SIBL
(25,17),(25,37),-0.0561427 # DEPENDENCYPART_SIBL
(25,17),(25,39),-0.110847 # DEPENDENCYPART_SIBL
(25,17),(25,40),0.0170817 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.486253 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0743749 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.00248989 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0611968 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.152493 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0300745 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.0388872 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.0356736 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.012084 # DEPENDENCYPART_SIBL
(25,19),(25,33),-0.0420612 # DEPENDENCYPART_SIBL
(25,19),(25,34),-0.0162627 # DEPENDENCYPART_SIBL
(25,19),(25,36),-0.0376152 # DEPENDENCYPART_SIBL
(25,19),(25,37),-0.020011 # DEPENDENCYPART_SIBL
(25,19),(25,39),-0.0414183 # DEPENDENCYPART_SIBL
(25,19),(25,40),0.0485308 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0329379 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0339646 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.111811 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.277439 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.0189437 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.00220538 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0166505 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.003641 # DEPENDENCYPART_SIBL
(25,20),(25,33),-0.0183899 # DEPENDENCYPART_SIBL
(25,20),(25,34),-0.0214208 # DEPENDENCYPART_SIBL
(25,20),(25,36),-0.00824459 # DEPENDENCYPART_SIBL
(25,20),(25,37),-0.0697383 # DEPENDENCYPART_SIBL
(25,20),(25,39),-0.0177358 # DEPENDENCYPART_SIBL
(25,20),(25,40),-0.453476 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.344563 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0813956 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.221761 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.106564 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0719042 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.106148 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0412447 # DEPENDENCYPART_SIBL
(25,21),(25,33),-0.108533 # DEPENDENCYPART_SIBL
(25,21),(25,34),-0.0214257 # DEPENDENCYPART_SIBL
(25,21),(25,36),-0.102828 # DEPENDENCYPART_SIBL
(25,21),(25,37),0.0129152 # DEPENDENCYPART_SIBL
(25,21),(25,39),-0.107893 # DEPENDENCYPART_SIBL
(25,21),(25,40),0.0463245 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.150761 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.083301 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0191374 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0794551 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0297041 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.030681 # DEPENDENCYPART_SIBL
(25,22),(25,33),-0.0326832 # DEPENDENCYPART_SIBL
(25,22),(25,34),-0.106271 # DEPENDENCYPART_SIBL
(25,22),(25,36),-0.026505 # DEPENDENCYPART_SIBL
(25,22),(25,37),-0.0486201 # DEPENDENCYPART_SIBL
(25,22),(25,39),-0.0319844 # DEPENDENCYPART_SIBL
(25,22),(25,40),0.0229467 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.115181 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.119478 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.000234562 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0980432 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.0282347 # DEPENDENCYPART_SIBL
(25,23),(25,33),-0.101157 # DEPENDENCYPART_SIBL
(25,23),(25,34),0.0422349 # DEPENDENCYPART_SIBL
(25,23),(25,36),-0.0925613 # DEPENDENCYPART_SIBL
(25,23),(25,37),-0.0745605 # DEPENDENCYPART_SIBL
(25,23),(25,39),-0.10034 # DEPENDENCYPART_SIBL
(25,23),(25,40),0.0416048 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0580039 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0157952 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.0508277 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.014234 # DEPENDENCYPART_SIBL
(25,24),(25,33),0.0444271 # DEPENDENCYPART_SIBL
(25,24),(25,34),-0.0028515 # DEPENDENCYPART_SIBL
(25,24),(25,36),0.0518858 # DEPENDENCYPART_SIBL
(25,24),(25,37),0.0283859 # DEPENDENCYPART_SIBL
(25,24),(25,39),0.0457295 # DEPENDENCYPART_SIBL
(25,24),(25,40),0.3041 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0528591 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.254629 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.0464141 # DEPENDENCYPART_SIBL
(25,27),(25,33),-0.24639 # DEPENDENCYPART_SIBL
(25,27),(25,34),0.0973092 # DEPENDENCYPART_SIBL
(25,27),(25,36),-0.240512 # DEPENDENCYPART_SIBL
(25,27),(25,37),-0.008215 # DEPENDENCYPART_SIBL
(25,27),(25,39),-0.246292 # DEPENDENCYPART_SIBL
(25,27),(25,40),0.0225315 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.038069 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.163674 # DEPENDENCYPART_SIBL
(25,28),(25,33),-0.0251062 # DEPENDENCYPART_SIBL
(25,28),(25,34),-0.0696796 # DEPENDENCYPART_SIBL
(25,28),(25,36),-0.0248276 # DEPENDENCYPART_SIBL
(25,28),(25,37),-0.0115394 # DEPENDENCYPART_SIBL
(25,28),(25,39),-0.0248408 # DEPENDENCYPART_SIBL
(25,28),(25,40),0.00105908 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.078559 # DEPENDENCYPART_SIBL
(25,30),(25,33),-0.269307 # DEPENDENCYPART_SIBL
(25,30),(25,34),0.0651882 # DEPENDENCYPART_SIBL
(25,30),(25,36),-0.263429 # DEPENDENCYPART_SIBL
(25,30),(25,37),-0.0470566 # DEPENDENCYPART_SIBL
(25,30),(25,39),-0.269209 # DEPENDENCYPART_SIBL
(25,30),(25,40),-0.0180588 # DEPENDENCYPART_SIBL
(25,31),(25,33),-0.0757285 # DEPENDENCYPART_SIBL
(25,31),(25,34),-0.152984 # DEPENDENCYPART_SIBL
(25,31),(25,36),-0.0754506 # DEPENDENCYPART_SIBL
(25,31),(25,37),-0.0224495 # DEPENDENCYPART_SIBL
(25,31),(25,39),-0.0754631 # DEPENDENCYPART_SIBL
(25,31),(25,40),0.00472474 # DEPENDENCYPART_SIBL
(25,33),(25,34),0.0679941 # DEPENDENCYPART_SIBL
(25,33),(25,36),-0.265743 # DEPENDENCYPART_SIBL
(25,33),(25,37),-0.044128 # DEPENDENCYPART_SIBL
(25,33),(25,39),-0.271522 # DEPENDENCYPART_SIBL
(25,33),(25,40),-0.0278004 # DEPENDENCYPART_SIBL
(25,34),(25,36),-0.0854543 # DEPENDENCYPART_SIBL
(25,34),(25,37),-0.249142 # DEPENDENCYPART_SIBL
(25,34),(25,39),-0.0854676 # DEPENDENCYPART_SIBL
(25,34),(25,40),-0.0664222 # DEPENDENCYPART_SIBL
(25,36),(25,37),-0.0266617 # DEPENDENCYPART_SIBL
(25,36),(25,39),-0.266045 # DEPENDENCYPART_SIBL
(25,36),(25,40),-0.0299834 # DEPENDENCYPART_SIBL
(25,37),(25,39),0.156817 # DEPENDENCYPART_SIBL
(25,37),(25,40),-0.0213621 # DEPENDENCYPART_SIBL
(25,39),(25,40),-0.0263697 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.558284 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.498546 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.328691 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0969787 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0341415 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.011848 # DEPENDENCYPART_SIBL
