# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(12,11),(11,4),-0.247498 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0739162 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.108449 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.39406 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.215524 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0686868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.64351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.615945 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.13184 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.926128 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.15189 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.15571 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.12144 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.914862 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.73947 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.0545 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.788128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.132751 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0652806 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.536354 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.471455 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.399331 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.584758 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.36055 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.551071 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.618832 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.911535 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.745746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.171374 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.417005 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.346594 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.74197 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.544296 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.857546 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.542653 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.690015 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.334775 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.173564 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0125898 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.321391 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.450363 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.0506304 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.605726 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.168155 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.0122595 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.047765 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.76858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-0.874029 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.515648 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.868544 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-1.26784 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-0.815088 # DEPENDENCYPART_GRANDPAR
(13,1),(1,25),-1.75716 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.44151 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0632855 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.0991981 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.199247 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.0359779 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.554931 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.39868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,2),-0.170735 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.116287 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.178389 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.450539 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.053067 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.535155 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.39868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.637336 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.387621 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.286046 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.158426 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.243289 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.360498 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0915012 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.475359 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0867646 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0675979 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.48905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.233594 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.337015 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-1.60854 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.393025 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.394447 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.256006 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.423328 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.381001 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.363766 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.479976 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0517047 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.145999 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.38448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,25),-1.53299 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.299535 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0796854 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.580012 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.108819 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.403918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.386194 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.247753 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.399606 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.363743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.462826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.606782 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.884815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.130436 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.12477 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.3848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.056551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.603759 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.0669202 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.57069 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.277624 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.417026 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.568853 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.53332 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.167861 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.277483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.301325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.340703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.552186 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.804678 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.267345 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0172576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.40693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0980935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.652421 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.19663 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.437046 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.57167 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.084622 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.0308444 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.137438 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.25638 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.866819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.37779 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.931828 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.612611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.194629 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0187767 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.102538 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.154508 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0152832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.265531 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),0.240376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.81601 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.733412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.457191 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.166292 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.271127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0102647 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0761867 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.25617 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.885836 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.466232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.329682 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.262364 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.297661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.235322 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.207059 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.368195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.750474 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.14118 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.493479 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0832234 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.435029 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0674415 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0210159 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.00316048 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.107058 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.331241 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),0.189977 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.814665 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.265002 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0118864 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.299414 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.356133 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.14118 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.491053 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0828786 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.434618 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0606414 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.102828 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0919907 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.304641 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.210989 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.789425 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.330467 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.240376 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.0968735 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.107854 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.225558 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.81986 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),0.406909 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.347673 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.155347 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.0596222 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.183524 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.0314926 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.250893 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.0809961 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.188436 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.360877 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.22502 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.15852 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.413326 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.688248 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.634972 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-1.1275 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.942597 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-0.792788 # DEPENDENCYPART_GRANDPAR
(14,1),(1,25),-1.70254 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.498297 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0666727 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.153428 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.223703 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0195647 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.160676 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.155779 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0933633 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.302684 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.276171 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.47766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-0.546461 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-1.62054 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.232326 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.336195 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.42093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.492733 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.431392 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.0615904 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.0431862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0377506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0270373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.269308 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.140279 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.223652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.448886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.37479 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.107508 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.26483 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.56178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.68839 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.635116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.12766 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.81901 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.24672 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.460562 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.94276 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.793056 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-1.70277 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.802477 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.592071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0352927 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.351348 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.219885 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.077366 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.837965 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.20609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.542494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.194674 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.423557 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.213829 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.54752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.00893147 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.955786 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.28578 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.321014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.251867 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.40404 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.217725 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0572132 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.624067 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.215226 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.232845 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.0039858 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.910538 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.301076 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.345846 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.179914 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0135215 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.28578 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.323257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.250686 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.402801 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.224477 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.210102 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.247341 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.208634 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0233683 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.888382 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.0238938 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.114825 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.578887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,22),-0.111338 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.272527 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.259809 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.305922 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.449785 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.086069 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.121209 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0771951 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0522826 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.095572 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.162081 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.03529 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.937104 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-1.34388 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.12135 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.161647 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.391675 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.283015 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0732702 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.74563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.935777 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.04701 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.19225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.27829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.24148 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.3355 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.34642 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.01119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.827961 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.965149 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.783228 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.13855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.422562 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.594318 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.65866 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.672351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.757433 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.02652 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.662522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.920516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0669383 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.12741 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.421699 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.581126 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.478585 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.887114 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.623015 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.614034 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.11694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,20),-0.449341 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.480041 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.771166 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.700869 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.539594 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.140046 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.0110892 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0800624 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.19572 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.453482 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.202839 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.335205 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.508216 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.354031 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),0.0904799 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.384259 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.224086 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.99781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,18),-0.768362 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-1.04077 # DEPENDENCYPART_GRANDPAR
(16,1),(1,24),-0.739712 # DEPENDENCYPART_GRANDPAR
(16,1),(1,25),-1.80888 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.41443 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.028061 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.108322 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.383199 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.16117 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.328275 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.203401 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.218849 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.331607 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.200458 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0758285 # DEPENDENCYPART_GRANDPAR
