# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(22,6),(22,26),0.0653745 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.0343971 # DEPENDENCYPART_SIBL
(22,6),(22,28),0.0711445 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.47886 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0511169 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0231767 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.149668 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0871014 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0795988 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.028832 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0522362 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0505026 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0875182 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0243005 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.26309 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.194431 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.207726 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0197882 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0114513 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0164729 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0156423 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.00955571 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.0101081 # DEPENDENCYPART_SIBL
(22,7),(22,29),0.037403 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0020855 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.108166 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0543737 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.354537 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.00308819 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0648654 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0520044 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.369211 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.00311585 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.423439 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0941032 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.072596 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0400537 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0726312 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0638014 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0371336 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0804535 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.0362776 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.074977 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.496985 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0895163 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.182866 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.743499 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.182775 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0391295 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.14459 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.743461 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.705662 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0254797 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0230721 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0236404 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0405202 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.00551065 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.00525757 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.0164209 # DEPENDENCYPART_SIBL
(22,10),(22,28),0.0424295 # DEPENDENCYPART_SIBL
(22,10),(22,29),0.0261558 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.604199 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0840401 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0494344 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0174129 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.13051 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0795719 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0337754 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.154572 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.140116 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.00200666 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0172392 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.028248 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.132116 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.225332 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0348332 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.0206027 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.470231 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.2643 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.00567593 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0537826 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.273091 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.151847 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.00473945 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.451944 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0663743 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0941466 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00900753 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0482636 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.00438653 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.124913 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0128258 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.00893428 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.131406 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00970683 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.025645 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0674398 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.3876 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00967411 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.669283 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0616616 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0651292 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0217386 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.00827259 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.102328 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.00969525 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0916002 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.039876 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.0986281 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.178297 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0348635 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.14011 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.739662 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.695429 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0234012 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0172458 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0306607 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0463964 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.019744 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0337114 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0263914 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.0524286 # DEPENDENCYPART_SIBL
(22,14),(22,29),0.0510196 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.113789 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.168249 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0292076 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.246839 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0121684 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00816609 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.016769 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.039187 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0165909 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00800221 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.0038921 # DEPENDENCYPART_SIBL
(22,15),(22,28),0.024554 # DEPENDENCYPART_SIBL
(22,15),(22,29),0.00357956 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.124309 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.00259659 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.119534 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0169948 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0270487 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0194678 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.162034 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0378466 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0112825 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.00816125 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0106153 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.0263335 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0219023 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.44058 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.059918 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0414885 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0135819 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.00048341 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.112474 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0579914 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0386778 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.0184042 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.0895554 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.704407 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.026696 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0241644 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0250117 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0379508 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.000891521 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.00498456 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0208133 # DEPENDENCYPART_SIBL
(22,18),(22,28),0.0468218 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0325416 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.432876 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.47528 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.159123 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0286379 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.00981106 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0065242 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0412414 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.0806751 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.451305 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.415227 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0639137 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.168138 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.056462 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0913049 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0687074 # DEPENDENCYPART_SIBL
(22,20),(22,28),0.0978513 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.118324 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0157517 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0629433 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.112741 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0225568 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0265357 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.033739 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0267303 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00783111 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0518775 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0103946 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0605345 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0536168 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0202029 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0258244 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.045223 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0277488 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0195159 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0657871 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0604454 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0311371 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0142637 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0293811 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0392014 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.0591736 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0450324 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0445053 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.00222088 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0612179 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0476076 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0275369 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.107338 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.00498783 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00203145 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0371984 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.40831 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.234294 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0915201 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0985416 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0300282 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0349897 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0113151 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0917931 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0308556 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0912463 # DEPENDENCYPART_SIBL
(27,4),(27,18),-0.0447074 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.171383 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.0808498 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.207205 # DEPENDENCYPART_SIBL
(27,4),(27,29),0.134671 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.591725 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.00555337 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0417983 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.000655495 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.249653 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.310675 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.272802 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.117792 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.136216 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0881967 # DEPENDENCYPART_SIBL
(28,1),(28,2),0.0473101 # DEPENDENCYPART_SIBL
(28,1),(28,4),-0.0410749 # DEPENDENCYPART_SIBL
(28,1),(28,5),0.00407675 # DEPENDENCYPART_SIBL
(28,1),(28,6),-0.407375 # DEPENDENCYPART_SIBL
(28,1),(28,7),0.0223391 # DEPENDENCYPART_SIBL
(28,1),(28,10),0.01757 # DEPENDENCYPART_SIBL
(28,1),(28,11),-0.526811 # DEPENDENCYPART_SIBL
(28,1),(28,12),-0.0077303 # DEPENDENCYPART_SIBL
(28,1),(28,14),0.022639 # DEPENDENCYPART_SIBL
(28,1),(28,15),0.00411265 # DEPENDENCYPART_SIBL
(28,1),(28,18),0.0158828 # DEPENDENCYPART_SIBL
(28,1),(28,19),-0.276259 # DEPENDENCYPART_SIBL
(28,1),(28,20),0.0615492 # DEPENDENCYPART_SIBL
(28,1),(28,21),0.0867297 # DEPENDENCYPART_SIBL
(28,1),(28,22),0.0265408 # DEPENDENCYPART_SIBL
(28,1),(28,23),0.023704 # DEPENDENCYPART_SIBL
(28,1),(28,24),-0.00736501 # DEPENDENCYPART_SIBL
(28,1),(28,25),-0.260518 # DEPENDENCYPART_SIBL
(28,1),(28,26),-0.526811 # DEPENDENCYPART_SIBL
(28,1),(28,27),0.12083 # DEPENDENCYPART_SIBL
(28,1),(28,29),-0.116929 # DEPENDENCYPART_SIBL
(28,2),(28,4),-0.0658138 # DEPENDENCYPART_SIBL
(28,2),(28,5),-0.0268405 # DEPENDENCYPART_SIBL
(28,2),(28,6),-0.412673 # DEPENDENCYPART_SIBL
(28,2),(28,7),-0.0273664 # DEPENDENCYPART_SIBL
(28,2),(28,10),0.00788475 # DEPENDENCYPART_SIBL
(28,2),(28,11),-0.299751 # DEPENDENCYPART_SIBL
(28,2),(28,12),0.0392556 # DEPENDENCYPART_SIBL
(28,2),(28,14),0.00141969 # DEPENDENCYPART_SIBL
(28,2),(28,15),-0.026806 # DEPENDENCYPART_SIBL
(28,2),(28,18),0.00683967 # DEPENDENCYPART_SIBL
(28,2),(28,19),-0.517224 # DEPENDENCYPART_SIBL
(28,2),(28,20),0.0357454 # DEPENDENCYPART_SIBL
(28,2),(28,21),0.0463926 # DEPENDENCYPART_SIBL
(28,2),(28,22),-0.0238741 # DEPENDENCYPART_SIBL
(28,2),(28,23),-0.01999 # DEPENDENCYPART_SIBL
(28,2),(28,24),-0.00323023 # DEPENDENCYPART_SIBL
(28,2),(28,25),0.0317105 # DEPENDENCYPART_SIBL
(28,2),(28,26),-0.299751 # DEPENDENCYPART_SIBL
(28,2),(28,27),0.103964 # DEPENDENCYPART_SIBL
(28,2),(28,29),-0.0130793 # DEPENDENCYPART_SIBL
(28,4),(28,5),-0.125378 # DEPENDENCYPART_SIBL
(28,4),(28,6),-0.397653 # DEPENDENCYPART_SIBL
(28,4),(28,7),-0.206553 # DEPENDENCYPART_SIBL
(28,4),(28,10),-0.0737823 # DEPENDENCYPART_SIBL
(28,4),(28,11),-0.210915 # DEPENDENCYPART_SIBL
(28,4),(28,12),-0.162967 # DEPENDENCYPART_SIBL
(28,4),(28,14),-0.0794377 # DEPENDENCYPART_SIBL
(28,4),(28,15),-0.125345 # DEPENDENCYPART_SIBL
(28,4),(28,18),-0.0749062 # DEPENDENCYPART_SIBL
(28,4),(28,19),-0.378813 # DEPENDENCYPART_SIBL
(28,4),(28,20),-0.317651 # DEPENDENCYPART_SIBL
(28,4),(28,21),0.0544131 # DEPENDENCYPART_SIBL
(28,4),(28,22),-0.203044 # DEPENDENCYPART_SIBL
(28,4),(28,23),-0.311819 # DEPENDENCYPART_SIBL
(28,4),(28,24),-0.0872919 # DEPENDENCYPART_SIBL
(28,4),(28,25),-0.105594 # DEPENDENCYPART_SIBL
(28,4),(28,26),-0.210915 # DEPENDENCYPART_SIBL
(28,4),(28,27),-0.423366 # DEPENDENCYPART_SIBL
(28,4),(28,29),0.0479941 # DEPENDENCYPART_SIBL
(28,5),(28,6),-0.277626 # DEPENDENCYPART_SIBL
(28,5),(28,7),-0.0643847 # DEPENDENCYPART_SIBL
(28,5),(28,10),-0.0329416 # DEPENDENCYPART_SIBL
(28,5),(28,11),-0.211208 # DEPENDENCYPART_SIBL
(28,5),(28,12),-0.00551921 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.0338834 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.0234614 # DEPENDENCYPART_SIBL
(28,5),(28,18),-0.033972 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.272131 # DEPENDENCYPART_SIBL
(28,5),(28,20),-0.0625421 # DEPENDENCYPART_SIBL
(28,5),(28,21),0.00317941 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.0607633 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.0825142 # DEPENDENCYPART_SIBL
(28,5),(28,24),-0.0437682 # DEPENDENCYPART_SIBL
(28,5),(28,25),0.000795887 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.211208 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.00201418 # DEPENDENCYPART_SIBL
(28,5),(28,29),-0.0254089 # DEPENDENCYPART_SIBL
(28,6),(28,7),0.05854 # DEPENDENCYPART_SIBL
(28,6),(28,10),0.132509 # DEPENDENCYPART_SIBL
(28,6),(28,11),-0.607076 # DEPENDENCYPART_SIBL
(28,6),(28,12),-0.62957 # DEPENDENCYPART_SIBL
(28,6),(28,14),0.123893 # DEPENDENCYPART_SIBL
(28,6),(28,15),-0.00234144 # DEPENDENCYPART_SIBL
(28,6),(28,18),0.130233 # DEPENDENCYPART_SIBL
(28,6),(28,19),-0.765268 # DEPENDENCYPART_SIBL
(28,6),(28,20),0.166106 # DEPENDENCYPART_SIBL
(28,6),(28,21),0.0501084 # DEPENDENCYPART_SIBL
(28,6),(28,22),0.0697725 # DEPENDENCYPART_SIBL
(28,6),(28,23),0.0534492 # DEPENDENCYPART_SIBL
(28,6),(28,24),0.119181 # DEPENDENCYPART_SIBL
(28,6),(28,25),-0.01498 # DEPENDENCYPART_SIBL
(28,6),(28,26),-0.607076 # DEPENDENCYPART_SIBL
(28,6),(28,27),0.203285 # DEPENDENCYPART_SIBL
(28,6),(28,29),-0.538376 # DEPENDENCYPART_SIBL
(28,7),(28,10),-0.0615177 # DEPENDENCYPART_SIBL
(28,7),(28,11),-0.211645 # DEPENDENCYPART_SIBL
(28,7),(28,12),-0.123063 # DEPENDENCYPART_SIBL
(28,7),(28,14),-0.0671731 # DEPENDENCYPART_SIBL
(28,7),(28,15),-0.0929681 # DEPENDENCYPART_SIBL
(28,7),(28,18),-0.0626416 # DEPENDENCYPART_SIBL
(28,7),(28,19),-0.329247 # DEPENDENCYPART_SIBL
(28,7),(28,20),-0.294486 # DEPENDENCYPART_SIBL
(28,7),(28,21),0.157418 # DEPENDENCYPART_SIBL
(28,7),(28,22),-0.186079 # DEPENDENCYPART_SIBL
(28,7),(28,23),-0.2311 # DEPENDENCYPART_SIBL
(28,7),(28,24),-0.0750273 # DEPENDENCYPART_SIBL
(28,7),(28,25),-0.0884164 # DEPENDENCYPART_SIBL
(28,7),(28,26),-0.211645 # DEPENDENCYPART_SIBL
(28,7),(28,27),-0.433507 # DEPENDENCYPART_SIBL
(28,7),(28,29),0.038852 # DEPENDENCYPART_SIBL
(28,10),(28,11),-0.523225 # DEPENDENCYPART_SIBL
(28,10),(28,12),-0.091792 # DEPENDENCYPART_SIBL
(28,10),(28,14),-0.749999 # DEPENDENCYPART_SIBL
(28,10),(28,15),-0.189935 # DEPENDENCYPART_SIBL
(28,10),(28,18),-0.749961 # DEPENDENCYPART_SIBL
(28,10),(28,19),-0.73493 # DEPENDENCYPART_SIBL
(28,10),(28,20),-0.0262478 # DEPENDENCYPART_SIBL
(28,10),(28,21),-0.0270112 # DEPENDENCYPART_SIBL
(28,10),(28,22),-0.0617808 # DEPENDENCYPART_SIBL
(28,10),(28,23),-0.0991651 # DEPENDENCYPART_SIBL
(28,10),(28,24),-0.759754 # DEPENDENCYPART_SIBL
(28,10),(28,25),-0.0570532 # DEPENDENCYPART_SIBL
(28,10),(28,26),-0.523225 # DEPENDENCYPART_SIBL
(28,10),(28,27),0.0358373 # DEPENDENCYPART_SIBL
(28,10),(28,29),0.00606489 # DEPENDENCYPART_SIBL
(28,11),(28,12),0.664604 # DEPENDENCYPART_SIBL
(28,11),(28,14),0.0862663 # DEPENDENCYPART_SIBL
(28,11),(28,15),0.0579349 # DEPENDENCYPART_SIBL
(28,11),(28,18),0.0706073 # DEPENDENCYPART_SIBL
(28,11),(28,19),0.165577 # DEPENDENCYPART_SIBL
(28,11),(28,20),0.164597 # DEPENDENCYPART_SIBL
(28,11),(28,21),0.0604506 # DEPENDENCYPART_SIBL
(28,11),(28,22),0.127467 # DEPENDENCYPART_SIBL
(28,11),(28,23),0.176124 # DEPENDENCYPART_SIBL
(28,11),(28,24),0.0548385 # DEPENDENCYPART_SIBL
(28,11),(28,25),0.216054 # DEPENDENCYPART_SIBL
(28,11),(28,26),-0.343126 # DEPENDENCYPART_SIBL
(28,11),(28,27),0.251021 # DEPENDENCYPART_SIBL
(28,11),(28,29),-0.478746 # DEPENDENCYPART_SIBL
(28,12),(28,14),-0.00163638 # DEPENDENCYPART_SIBL
(28,12),(28,15),-0.0546345 # DEPENDENCYPART_SIBL
(28,12),(28,18),-0.000699894 # DEPENDENCYPART_SIBL
(28,12),(28,19),-0.476967 # DEPENDENCYPART_SIBL
(28,12),(28,20),0.0263569 # DEPENDENCYPART_SIBL
(28,12),(28,21),-0.0961608 # DEPENDENCYPART_SIBL
(28,12),(28,22),0.0167258 # DEPENDENCYPART_SIBL
(28,12),(28,23),-0.120358 # DEPENDENCYPART_SIBL
(28,12),(28,24),-0.0139249 # DEPENDENCYPART_SIBL
(28,12),(28,25),-0.0960683 # DEPENDENCYPART_SIBL
(28,12),(28,26),-0.459259 # DEPENDENCYPART_SIBL
(28,12),(28,27),0.181218 # DEPENDENCYPART_SIBL
(28,12),(28,29),-0.161541 # DEPENDENCYPART_SIBL
(28,14),(28,15),-0.185458 # DEPENDENCYPART_SIBL
(28,14),(28,18),-0.746162 # DEPENDENCYPART_SIBL
(28,14),(28,19),-0.724697 # DEPENDENCYPART_SIBL
(28,14),(28,20),-0.0283263 # DEPENDENCYPART_SIBL
(28,14),(28,21),-0.0211849 # DEPENDENCYPART_SIBL
(28,14),(28,22),-0.0638594 # DEPENDENCYPART_SIBL
(28,14),(28,23),-0.0900813 # DEPENDENCYPART_SIBL
(28,14),(28,24),-0.755955 # DEPENDENCYPART_SIBL
(28,14),(28,25),-0.0545112 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.519804 # DEPENDENCYPART_SIBL
(28,14),(28,27),0.0308267 # DEPENDENCYPART_SIBL
(28,14),(28,29),0.0309286 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.0339648 # DEPENDENCYPART_SIBL
(28,15),(28,19),-0.272122 # DEPENDENCYPART_SIBL
(28,15),(28,20),-0.062534 # DEPENDENCYPART_SIBL
(28,15),(28,21),0.00318659 # DEPENDENCYPART_SIBL
(28,15),(28,22),-0.0607552 # DEPENDENCYPART_SIBL
(28,15),(28,23),-0.082507 # DEPENDENCYPART_SIBL
