# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(16,20),(16,21),-0.562764 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,23),-0.647232 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,24),-0.217595 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,26),-0.470771 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,27),-0.464371 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,29),-0.5813 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,30),-0.545741 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,31),-0.30714 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,23),-0.60576 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,24),-0.38335 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,26),-0.841485 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,27),-0.643246 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,29),-0.651604 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,30),0.0626619 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,31),-0.902617 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,23),(16,24),-0.633224 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,26),-0.703188 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,27),-0.815968 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,29),-1.0871 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,30),-0.427543 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,31),-0.30084 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,24),(16,26),-0.162022 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,27),-0.50649 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,29),-0.453279 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,30),-0.802089 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,31),-0.957706 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,26),(16,27),-0.70515 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,29),-0.802845 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,30),-0.144509 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,31),-0.581961 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,27),(16,29),-0.561599 # DEPENDENCYPART_NEXTSIBL
(16,27),(16,30),-0.35966 # DEPENDENCYPART_NEXTSIBL
(16,27),(16,31),-0.425499 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,29),(16,30),-0.531487 # DEPENDENCYPART_NEXTSIBL
(16,29),(16,31),-0.354235 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,30),(16,31),-2.17092 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.168229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.774728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,11),-0.0201703 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,10),-0.755191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,9),-0.38627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-0.475143 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,2),-0.286732 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.637723 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,13),-0.513305 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,11),-0.685011 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,10),-0.490662 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,9),-0.577435 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,6),-0.917177 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,2),-0.603303 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.620171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,11),-0.81382 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,10),-1.00709 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,9),-1.04427 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,6),-1.08893 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,2),-1.05649 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-0.636175 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,11),(16,10),-0.712521 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,9),-0.904817 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,6),-0.654959 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,2),-1.38208 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,-1),-0.73686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,10),(16,9),-0.581098 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,6),-1.05535 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,2),-1.08512 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,-1),-1.046 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,9),(16,6),-0.993733 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,2),-1.17212 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,-1),-0.868369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,6),(16,2),-1.06784 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,-1),-0.638587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,2),(16,-1),-0.541578 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,31),-0.166397 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,-1),-0.258861 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,19),-0.60448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),0.0145273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.421652 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.203738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-1.05883 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,26),-0.565369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,27),-0.634152 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,30),-1.08886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,31),-0.667594 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.750714 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.57681 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-1.28216 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-1.14141 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,26),-0.704611 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,27),-1.39244 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,30),-1.35706 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,31),-0.859969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.565083 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-0.641903 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-0.218417 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,26),-0.473089 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,27),-0.489879 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,30),-0.548314 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,31),-0.313818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,23),-0.599154 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-0.382479 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,26),-0.84211 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,27),-0.663765 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,30),0.0600411 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,31),-0.902219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-0.624496 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,26),-0.698016 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,27),-0.841561 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,30),-0.416959 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,31),-0.297775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,24),(18,26),-0.16115 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,27),-0.525426 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,30),-0.80205 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,31),-0.95562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,26),(18,27),-0.725669 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,30),-0.14713 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,31),-0.581563 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,27),(18,30),-0.383344 # DEPENDENCYPART_NEXTSIBL
(18,27),(18,31),-0.47195 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,30),(18,31),-2.1738 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-1.48198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.443122 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.171423 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,13),-0.781048 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,6),-0.481462 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,2),-0.286238 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.634547 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.280195 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.441282 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-0.425018 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,6),-0.450726 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,2),-0.558161 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-1.39618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.225099 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-0.696481 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-0.827823 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,2),-0.899413 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-1.12899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,13),-0.511049 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-0.914921 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,2),-0.60948 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.626647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,6),-1.0913 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,2),-1.05868 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,-1),-0.636881 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,2),-1.07003 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,-1),-0.639293 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,2),(18,-1),-0.543801 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,31),-0.166397 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,-1),-0.258861 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,21),-0.245505 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-0.768115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.319786 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.998163 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,26),-0.407757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,27),-0.547056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,28),-0.347968 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,29),-0.509233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,30),-0.937746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,31),-0.614396 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.699318 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-0.457757 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,24),-0.282503 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,26),-0.743582 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,27),-0.587677 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,28),-0.815339 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,29),-0.503327 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,30),0.236789 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,31),-0.913699 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.710777 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,24),-0.718165 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,26),-0.813396 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,27),-0.994887 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,28),-1.05775 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,29),-0.979664 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,30),-1.14031 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,31),-0.62638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,24),-0.566926 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,26),-0.587098 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,27),-0.763109 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,28),-0.877259 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,29),-1.12953 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,30),-0.489611 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,31),-0.213407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,24),(20,26),-0.115613 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,27),-0.552191 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,28),-0.439682 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,29),-0.368166 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,30),-0.774205 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,31),-0.831465 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,26),(20,27),-0.667635 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,28),-0.880885 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,29),-0.664714 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,30),0.0165724 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,31),-0.61061 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,27),(20,28),-0.735684 # DEPENDENCYPART_NEXTSIBL
(20,27),(20,29),-0.542089 # DEPENDENCYPART_NEXTSIBL
(20,27),(20,30),-0.454983 # DEPENDENCYPART_NEXTSIBL
(20,27),(20,31),-0.532742 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,28),(20,29),-0.970097 # DEPENDENCYPART_NEXTSIBL
(20,28),(20,30),-1.04806 # DEPENDENCYPART_NEXTSIBL
(20,28),(20,31),-0.552931 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,29),(20,30),-0.596676 # DEPENDENCYPART_NEXTSIBL
(20,29),(20,31),-0.270806 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,30),(20,31),-2.31079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.467912 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,18),0.188397 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.84253 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),0.0233108 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,15),-0.394094 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,14),-0.0925277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,13),-0.65025 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,12),-0.638848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,11),-0.290634 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,10),-0.561247 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,9),-0.29244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,8),-0.34175 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,7),-0.606363 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,6),-0.414006 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,5),-0.399815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,4),0.267994 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,3),0.0624084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,2),-0.539809 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.918204 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.0986009 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,17),-0.614017 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.4497 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,15),-0.416764 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,14),-0.310527 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,13),-0.621147 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,12),-0.559084 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,11),-0.328513 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,10),-0.32389 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,9),-0.257181 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,8),-0.119336 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,7),-0.820527 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,6),-0.57132 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,5),-0.457827 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,4),-0.192427 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,3),0.615517 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,2),-0.201893 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-1.06122 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,17),-0.262085 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,16),-0.939347 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,15),-0.494304 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,14),-0.875745 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,13),-0.766476 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,12),-0.958033 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,11),-0.574117 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,10),-0.717313 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,9),-0.740005 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,8),-0.741885 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,7),-1.0171 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,6),-0.940727 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,5),-0.739551 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,4),-0.726657 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,3),-0.925485 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,2),-0.632201 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-1.32724 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.153739 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-0.46782 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,14),0.0269706 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,13),-0.345529 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,12),-0.702618 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,11),-0.451196 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,10),-0.502759 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,9),-0.473696 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,8),-0.209272 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,7),-0.940095 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,6),-0.389882 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,5),-0.510505 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,4),0.13611 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,3),0.447798 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,2),-0.266705 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-1.51918 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.119638 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,14),-1.17143 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,13),-0.696327 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,12),-0.886198 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,11),-0.690409 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,10),-0.771483 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,9),-0.74416 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,8),-0.763983 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,7),-0.94986 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,6),-0.846682 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,5),-0.813471 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,4),-1.00153 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,3),-0.986202 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,2),-0.722412 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-1.1705 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,14),-0.567974 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,13),-0.613949 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,12),-0.827129 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,11),-0.808425 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,10),-0.484245 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,9),-0.596914 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,8),-0.835751 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,7),-0.987197 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,6),-1.02909 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,5),-0.901068 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,4),-0.828869 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,3),-0.725241 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,2),-0.711397 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-0.554375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,14),(20,13),-0.476043 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,12),-0.809489 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,11),-0.690947 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,10),-0.728469 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,9),-0.756028 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,8),-0.863556 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,7),-0.934634 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,6),-0.895201 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,5),-0.840349 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,4),-1.2278 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,3),-1.06833 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,2),-0.797485 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,-1),-0.95848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,13),(20,12),-0.383401 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,11),-0.854666 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,10),-0.94933 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,9),-1.01177 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,8),-0.986236 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,7),-1.2719 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,6),-1.16582 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,5),-0.948132 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,4),-1.0442 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,3),-0.971508 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,2),-1.08624 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,-1),-0.537541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,12),(20,11),-0.683659 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,10),-0.722069 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,9),-0.783733 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,8),-0.71726 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,7),-0.937866 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,6),-0.847601 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,5),-0.792398 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,4),-0.0743926 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,3),-0.264772 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,2),-0.701046 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,-1),-0.397293 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,11),(20,10),-0.614451 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,9),-0.831036 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,8),-0.631711 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,7),-1.02 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,6),-0.781294 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,5),-1.12314 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,4),-1.1495 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,3),-1.07116 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,2),-1.3223 # DEPENDENCYPART_NEXTSIBL
