# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(5,1),(1,7),-0.52161 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.334871 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.122678 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.13057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.54362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.554777 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.715991 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.72245 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.200972 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0836082 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0316785 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.05315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.409856 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.524265 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.814758 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.766766 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.580849 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.702982 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.68999 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.02104 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.822585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.82645 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.23643 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.01186 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.27494 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.737971 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.51793 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.2421 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-0.908231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.408354 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.52161 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.768159 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.683078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.152317 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.775371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.00414873 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0636133 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.406817 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.115179 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.167611 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.145329 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.422074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.169364 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.201639 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.384415 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.260198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.00163418 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.32499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.407936 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.413888 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.436743 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.293137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.414911 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-1.01698 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.214575 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.367519 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.122383 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.22439 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.167763 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0419956 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.630172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.123012 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0328455 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.123176 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.250959 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.135587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.266146 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.222846 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.388435 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.371083 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.421342 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.201986 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.406232 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.399461 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.361728 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.748361 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.72623 # DEPENDENCYPART_GRANDPAR
(5,11),(11,28),-0.412572 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.824364 # DEPENDENCYPART_GRANDPAR
(5,11),(11,30),-0.560643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.875251 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.810133 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.580772 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.548054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.165427 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.127023 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0131789 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.268867 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.187824 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0405547 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.168034 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.159447 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.346721 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.235854 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.14259 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.283036 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.324146 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.449487 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.029645 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.210411 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.5984 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.280571 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.930707 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-0.537144 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.818139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,8),-0.267968 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.238882 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.285173 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.225039 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0299196 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.246455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.209615 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.440327 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.393299 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0772915 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.201667 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.142941 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0824196 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.216666 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.461244 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.388757 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.183562 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.457061 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.289493 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.446926 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.503859 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),0.00968551 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.00365569 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.712375 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.757774 # DEPENDENCYPART_GRANDPAR
(5,17),(17,28),-0.419128 # DEPENDENCYPART_GRANDPAR
(5,17),(17,29),-0.811427 # DEPENDENCYPART_GRANDPAR
(5,17),(17,30),-0.449466 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.384206 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.419577 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.426416 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.0612583 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.652704 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.389967 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.0657311 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.620193 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.781029 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.25498 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.143534 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.531273 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.502689 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.643948 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.378084 # DEPENDENCYPART_GRANDPAR
(5,25),(25,30),-0.45932 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.553731 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-0.613527 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.37513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0997034 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.114854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.354619 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.84404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.458494 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.706897 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.975548 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.941571 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.325338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.549554 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.08101 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.979173 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.05496 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.06384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-1.07844 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-1.13132 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.589304 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.34449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.334122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.486199 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.301113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.435707 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.396898 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.191509 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.249318 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.197908 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0338114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.263129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.346564 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.985805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),1.19519 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.592309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.665243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.309225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.622417 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.504599 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.516368 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.698784 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.643918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.0114802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-2.26321 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.3419 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.91605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,6),-0.837845 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.48955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.234786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.185029 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0116372 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.160793 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0502528 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.274095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.317851 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.127748 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.194581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,29),-1.90906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.216031 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.841656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.332782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.137454 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.224446 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.242782 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0426375 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.813445 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.00145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.642678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.62392 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.145717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0827256 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.194915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.1642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.172384 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.352268 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.477647 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0350877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0558217 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.31589 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.208054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.394618 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),0.400642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.329321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-1.71118 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-0.728123 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.653276 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.576678 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.706885 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.730722 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.833253 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.490404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),1.81371 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.193703 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0500445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0306591 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.49441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.214271 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.603722 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.15344 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.311894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.25838 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.023234 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.0342146 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.267989 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),0.0464362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),0.715984 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),0.00800615 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-1.67125 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.566121 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.766988 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),1.81088 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.13451 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.127553 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.268542 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.504894 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.433374 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.0255611 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.148784 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.312215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.875081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.521422 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.994649 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.08745 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.24159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.190099 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.169357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.584096 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.466395 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.697157 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.126359 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.65999 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.04522 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.979482 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.593912 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0189059 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.269424 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.5497 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.8207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.11513 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.325663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.56079 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.93065 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.669492 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.00811525 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.354053 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.72268 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.728857 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.420712 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.376748 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.821244 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.367534 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.71099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.363903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.438969 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-1.53998 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.643393 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0644028 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.384592 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.45026 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.09567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.6184 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.42277 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.60218 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.963844 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.831322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.512478 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.339514 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.149729 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.345734 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.133424 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.637325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.469457 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.265533 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.222652 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.647099 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.34431 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.705862 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.617139 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.125296 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.127132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-1.63244 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.571158 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.46203 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.693089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,11),0.163394 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.426299 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.139454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.332642 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.599379 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.366389 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.313861 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.753012 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.10193 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.4638 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.62263 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.712561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),0.0869015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.392932 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.466422 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.428374 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.314743 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.82762 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.535837 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.86037 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.517505 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.519586 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.352477 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-1.53157 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),-0.64636 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.583735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.826062 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.664647 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0839596 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.540591 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0235972 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.588423 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.280904 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0839466 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.587927 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.117107 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.802607 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.63466 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.305115 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.506988 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.127603 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.16662 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-1.43398 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.383034 # DEPENDENCYPART_GRANDPAR
