# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(9,13),(13,13),(13,27),0.085365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,28),0.104021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0423629 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.0350189 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,20),-0.0407316 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,23),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,26),-0.0339506 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,27),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,28),-0.0503377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0421608 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),-0.0421608 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,18),-0.0420079 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0422252 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,20),-0.0420054 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,22),-0.0421608 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,23),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,28),-0.0485837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0282822 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,18),-0.0398716 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,19),-0.0431948 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,20),-0.0430497 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,22),-0.0281203 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,23),-0.0286216 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,26),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,27),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,28),-0.148367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,18),-0.0398775 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,19),-0.0431948 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,20),-0.0430497 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,22),-0.028234 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,23),-0.0287353 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,26),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,27),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,28),-0.152116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,19),0.156338 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,20),0.143283 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,22),0.0352094 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,23),0.0273285 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,26),0.169603 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,27),0.0358172 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,28),-0.0344565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,20),-0.0421065 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,22),-0.0424573 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,23),-0.0424573 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,26),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,27),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,28),-0.0820646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,20),(13,22),-0.0407447 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,23),-0.0412724 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,26),-0.0400271 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,27),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,28),-0.0497607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,22),(13,23),-0.0286216 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,26),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,27),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,28),-0.150204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,23),(13,26),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,27),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,28),-0.153421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,26),(13,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,28),-0.0095312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,27),(13,28),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.11432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.165708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.150838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,7),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),0.0274342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,10),0.116966 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.147667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,12),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.161173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.112214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,7),-0.12731 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.00358141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,7),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.143695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,7),(13,-1),-0.157405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.00465268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),0.0256581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.025223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.00219667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.081219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.0473222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.00465268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,28),-0.343979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.04441 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0451107 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0433191 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0454925 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0438806 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0420447 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,28),0.018823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0587634 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0374717 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0162533 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0424077 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0422849 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,28),-0.00382213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.037472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0169327 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0424077 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.0424073 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,28),-0.00819082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),0.156542 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),0.146334 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),0.117622 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,28),-0.0137814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0378629 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0420058 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,28),-0.0325363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,28),-0.0444059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,21),(14,28),0.018823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.0514383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.150089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.0716117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.117654 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.148811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,-1),-0.140462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.0575732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),-0.0576836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.0420859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.0541806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),-0.0722255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,21),-0.0425573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),-0.0575819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,23),-0.0588344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,24),-0.0420312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,26),-0.0384511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,28),0.0499447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0239873 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),-0.0426697 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0431426 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,20),-0.043566 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,21),-0.0353338 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0387067 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,23),-0.0424606 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,24),-0.0465079 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,26),-0.0459 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,28),-0.0499745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.0426706 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,19),-0.0435846 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,20),-0.0449305 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,21),-0.0355178 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,22),-0.0360045 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,23),-0.0397585 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,24),-0.048361 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,26),-0.0467761 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,28),-0.0489805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),0.156424 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,20),0.141565 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,21),0.117936 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,22),0.0353299 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,23),0.027449 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,24),0.36479 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,26),0.170449 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,27),0.0358271 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,28),-0.0432272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,22),-0.0425683 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,23),-0.0425683 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,26),-0.0420056 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,28),-0.0679915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,20),(15,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,22),-0.0433921 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,23),-0.0434537 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,24),-0.0332092 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,26),-0.0425213 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,28),-0.0584243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,21),(15,22),-0.0423554 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,23),-0.0423554 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,28),-0.024956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,23),-0.0424606 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,24),-0.0465079 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,26),-0.0459 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,28),-0.0513922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,23),(15,24),-0.0477458 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,26),-0.0462046 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,28),-0.0506168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,24),(15,26),-0.0338257 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,24),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,24),(15,28),-0.0414416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,26),(15,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,26),(15,28),-0.0200137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,27),(15,28),-0.0441924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.121617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.118455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.122563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.2231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,12),0.118397 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.119128 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.165158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.133338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,-1),-0.168918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.0268191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.0871983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,20),-0.0933139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,22),-0.0262496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,23),-0.0242684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,26),-0.054602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,28),0.144586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,19),-0.0455371 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,20),-0.0425976 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,22),-0.041534 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,23),-0.0415345 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,28),0.0937968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,22),-0.042015 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,23),-0.042015 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,26),-0.0421191 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,28),-0.071913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,20),(16,22),-0.0423921 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,20),(16,23),-0.042777 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,20),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,20),(16,28),-0.0760553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,22),(16,23),-0.0415332 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,28),0.0940199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,23),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,23),(16,28),0.0941602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,26),(16,28),-0.062936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.13601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.0818815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,12),0.108915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,11),0.0822372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.04812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.118821 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,12),0.115833 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,11),0.118817 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.075413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,12),0.119091 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.164177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,12),(16,11),0.119137 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,-1),-0.147396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,11),(16,-1),-0.163714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,21),-0.104345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,28),0.104883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,21),(17,28),-0.0975188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.102828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.133654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.0791723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,12),0.108908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.079528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0853468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.118737 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,14),0.118984 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.119069 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.152787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,14),0.118819 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,12),0.115824 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.118816 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.073081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,14),(17,12),0.119091 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.16668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,12),(17,11),0.119137 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,-1),-0.147486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,-1),-0.166217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,19),-0.046053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,20),0.0763534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,21),-0.0466092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,22),-0.0196434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,23),-0.0178896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,24),-0.0502708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,26),0.0235876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,27),-0.0505759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,28),-0.305512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,19),(18,20),-0.042188 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,21),-0.042026 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,22),-0.0421264 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,23),-0.0421264 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,24),-0.0479177 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,26),-0.0253825 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,28),-0.0312971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,20),(18,21),-0.0420095 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,22),-0.0475119 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,23),-0.0475152 # DEPENDENCYPART_GRANDSIBL
