# _root_ As a U.S.-based company , Blue Arrow would have to amortize the good will over as many as 40 years , creating a continuing drag on reported earnings .
#goldHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,9,9,25,25,22,25,28,26,8,
#predictedHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,11,11,25,25,22,25,28,26,8,
(8,15),(15,16),-0.20547 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.445258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.472157 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.581092 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.131671 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.034247 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.0333738 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.661276 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-1.07433 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.52941 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.115997 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.567945 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.314947 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.778096 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.268131 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.0333547 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.727705 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.111675 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.477185 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.551401 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.173414 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0691589 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.0166013 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.667038 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.352711 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.471584 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),0.125426 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.770312 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.286015 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.710364 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-1.03874 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.771971 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-1.00035 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-1.11663 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),-1.03358 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.550048 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.403973 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.433858 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.423146 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.539549 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.671014 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.381042 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.31117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.0894114 # DEPENDENCYPART_GRANDPAR
(9,1),(1,29),-1.59033 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.264927 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.306819 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.115891 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0783616 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.353021 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.494571 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.22445 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.3018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.179155 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.717995 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.0645776 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.844074 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.76282 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.849161 # DEPENDENCYPART_GRANDPAR
(9,4),(4,29),-1.62059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.227602 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.42205 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.310363 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.666984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.20684 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.509163 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.317849 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.22759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.421284 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.266557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.316714 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.29277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,14),-0.666984 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.21905 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.576119 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.354368 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.36161 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.547774 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.45168 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.58469 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.30952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0931277 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0582511 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.558551 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.143445 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.756998 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.499693 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.693664 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.571433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,29),-1.43778 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.263375 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.797076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.94561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.00258 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.356816 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0278309 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0783739 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0434149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.548826 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.271451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.277756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.773328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.950632 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.01747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0396581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0233536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0169034 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.153755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.518176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.145483 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.405374 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.19661 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.180279 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.204286 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.261234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.606672 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.258491 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.431144 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.395663 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-1.15004 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0960655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.315498 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.965261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.09742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.213038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.136914 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0289588 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.552052 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.238704 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.523153 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0615031 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.255562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.280335 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.327257 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.472218 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.521919 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-1.22379 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.130502 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.463883 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0884905 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.504311 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.250005 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.191705 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.244091 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.21501 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.541056 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-1.24512 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.314232 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.317581 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.385451 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.376541 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.565426 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.052502 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.240111 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.613168 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.209563 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.967936 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0490322 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0944399 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.140578 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.313819 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.373781 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.253718 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.329032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.161317 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.063638 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.16027 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.1969 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.664269 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.254431 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.400621 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.433164 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-1.20579 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.298448 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.418183 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.225457 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.144817 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.161202 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.218531 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.334011 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.109498 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.326448 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.00106564 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.750419 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.20348 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.583647 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.213883 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.408307 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.418901 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-1.28207 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),0.00283456 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.857868 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.650457 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.26161 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.426922 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.521622 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-0.133951 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.74061 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.450929 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.445631 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.689448 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.151499 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.197299 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.190104 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.403577 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.484896 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.548462 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.111925 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.0921644 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.12079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,29),-1.54638 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.271075 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.212949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.013403 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.317781 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.298823 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.36867 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.109574 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.0560031 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.07852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,14),-0.371588 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.432168 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.513104 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-1.01731 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.502777 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-1.62398 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.353094 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.138256 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.321728 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.179839 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.448725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.282198 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.128477 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0129053 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.259238 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.285913 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.485507 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.733018 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.729228 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.217337 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.146868 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.624692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.197519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.141207 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.267963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.255426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.27748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.222396 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),0.429605 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.0257682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.0704842 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.0181213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.193662 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),-0.213719 # DEPENDENCYPART_GRANDPAR
(10,11),(11,29),-1.05577 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.05148 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.11587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0551272 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.154901 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.112461 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0377719 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.435941 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.00508817 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.0456972 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.161827 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.277667 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.138051 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.409966 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.267911 # DEPENDENCYPART_GRANDPAR
(10,14),(14,29),-1.10296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.346623 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0907691 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.446577 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0883243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.577821 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0688305 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.092017 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.13903 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.283436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-1.29015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.320521 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.096521 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.513096 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.22836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.679225 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0854947 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.298501 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.240085 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.656906 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.43132 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.342938 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.483834 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.582911 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.623625 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.292564 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.269623 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.309003 # DEPENDENCYPART_GRANDPAR
(11,1),(1,29),-1.28351 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.198798 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.386403 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.165228 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.182839 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.431622 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.482421 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.201815 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.375297 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.311791 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.257443 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),0.0258626 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.58313 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.683697 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.751915 # DEPENDENCYPART_GRANDPAR
(11,4),(4,29),-1.33029 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.149085 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.520207 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.289521 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.166808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.317451 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.316916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.254708 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.333964 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.208164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.718918 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.47166 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.999203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.04061 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.783788 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.449326 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.183592 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.222619 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.201563 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.176936 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.332278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.148487 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.220513 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.195038 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.348362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.51267 # DEPENDENCYPART_GRANDPAR
(11,14),(14,29),-0.897326 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.324563 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0909616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0171791 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.170245 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.226986 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.503675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0957441 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.085724 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),0.0839948 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-0.878995 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.219216 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.44301 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.244387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0351384 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.532428 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.256627 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.137559 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.01353 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.320326 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.921356 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.673253 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.251439 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.351403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.400241 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.076964 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0306789 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.358902 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.406076 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0149629 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.133266 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.0979057 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.11841 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.200391 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.417194 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.376554 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.901621 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.000265556 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.353402 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.218201 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.419333 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.0380536 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.105359 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.295031 # DEPENDENCYPART_GRANDPAR
