# _root_ `` It does n't replace pitching in the majors , but it proves to me that I would have been able to play if I 'd stayed healthy , '' he says .
#goldHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,20,26,27,32,32,32,0,32,
#predictedHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,23,26,27,32,32,32,0,32,
(6,18),(18,13),(18,-1),-0.166914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,11),(18,10),0.100721 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,9),0.115517 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,8),0.367559 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,7),0.396775 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,6),0.229641 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,5),-0.0237706 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,4),0.00324217 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,3),-0.0698268 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,1),-0.0928618 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,11),(18,-1),-0.152191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,10),(18,9),0.10339 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,8),0.108027 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,7),0.0656154 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,6),0.129922 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,5),-0.148414 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,3),-0.149614 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,10),(18,-1),-0.189156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,9),(18,8),0.129187 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,7),0.129763 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,6),0.101762 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,5),-0.144972 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,4),-0.144707 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,3),-0.144972 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,9),(18,-1),-0.193153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,8),(18,7),0.116384 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,6),0.109412 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,5),-0.144794 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,3),-0.144794 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,8),(18,-1),-0.120673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,7),(18,6),0.105653 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,7),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,7),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,7),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,7),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,7),(18,-1),-0.0844098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,6),(18,5),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,4),-0.144797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,3),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,-1),-0.166914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,5),(18,4),-0.144797 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,5),(18,3),-0.144713 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,5),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,5),(18,-1),-0.166916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,4),(18,3),-0.146801 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,4),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,4),(18,-1),-0.166758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,3),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,3),(18,-1),-0.165736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,1),(18,-1),-0.150244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,19),(19,20),-0.0567547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,21),0.0127519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,22),0.0853136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,23),-0.0447107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,24),-0.0687262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,25),-0.0277723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,26),-0.0595829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,27),-0.0457916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,28),0.0186776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,30),-0.0238262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,33),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,34),0.0808226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,20),(19,21),-0.0229143 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,22),-0.0229049 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,23),0.000945062 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,24),-0.025418 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,25),-0.0246044 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,26),-0.0201235 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,27),0.000945062 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,28),-0.0229143 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,30),-0.0146957 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,33),0.00321159 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,20),(19,34),-0.0242048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,21),(19,22),-0.0284743 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,23),-0.0242505 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,24),-0.00200799 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,25),-0.0201026 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,26),-0.0173827 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,27),-0.0242505 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,28),-0.0223729 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,30),-0.031954 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,33),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,21),(19,34),-0.00152002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,22),(19,23),-0.0140603 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,24),0.0268899 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,25),-0.0201499 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,26),-0.017449 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,27),-0.0140603 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,28),-0.0267014 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,30),-0.0253643 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,33),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,22),(19,34),-0.0331628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,23),(19,24),-0.0237514 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,25),-0.0246044 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,26),-0.0201235 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,27),0.00164572 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,28),-0.0229143 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,30),-0.0142938 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,33),0.000372649 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,23),(19,34),-0.0167471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,24),(19,25),-0.0142484 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,26),-0.021062 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,27),-0.0302989 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,28),-0.0290936 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,30),-0.019803 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,33),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,24),(19,34),0.0736469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,25),(19,26),-0.0159281 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,27),-0.00619145 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,28),-0.0257272 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,30),-0.0148691 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,33),-0.0199591 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,25),(19,34),-0.124283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,26),(19,27),-0.015892 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,28),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,30),-0.0214484 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,33),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,26),(19,34),-0.0239928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,27),(19,28),-0.0229266 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,27),(19,30),-0.0142921 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,27),(19,33),0.000372649 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,27),(19,34),-0.0175445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,28),(19,30),-0.031954 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,28),(19,33),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,28),(19,34),-0.000361062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,30),(19,33),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,30),(19,34),-0.0526269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,33),(19,34),-0.0285749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,19),(19,17),0.0807211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,16),-0.0698281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,15),0.0895423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,13),0.133505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,12),0.0987338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,-1),-0.228729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,17),(19,16),0.120695 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,15),0.106198 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,13),0.111909 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,12),0.103361 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,17),(19,-1),-0.127711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,16),(19,15),0.100438 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,13),0.107969 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,12),0.097146 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,16),(19,-1),-0.0755524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,15),(19,13),0.111041 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,12),0.103361 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,15),(19,-1),-0.135749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,13),(19,12),0.103204 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,13),(19,-1),-0.161298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,12),(19,-1),-0.118975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,20),(20,21),0.0339531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,22),0.0897331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,23),-0.0417454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,24),-0.0692967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,26),-0.0573585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,27),-0.0428263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,28),0.0398789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,29),-0.101116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,30),-0.0238257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,32),-0.0516808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,33),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,34),0.0786249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,20),(20,21),(20,22),-0.0290677 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,23),-0.0189402 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,24),0.00122415 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,26),-0.0173827 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,27),-0.0189402 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,28),-0.0223729 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,29),0.00987118 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,30),-0.0322488 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,32),-0.0189641 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,33),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,34),0.0118338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,22),(20,23),-0.0138998 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,24),0.0279074 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,26),-0.017449 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,27),-0.0138998 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,28),-0.0267014 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,29),0.00205931 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,30),-0.0253643 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,32),-0.00991147 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,33),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,34),-0.0288061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,23),(20,24),-0.0358594 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,26),-0.0200665 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,27),0.00420853 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,28),-0.0237304 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,29),-0.0130859 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,30),-0.0152941 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,32),0.00416299 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,33),-0.00240632 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,34),-0.00095984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,24),(20,26),-0.0214311 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,27),-0.0304716 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,28),-0.0290798 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,29),0.0552432 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,30),-0.019803 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,32),-0.0317706 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,33),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,24),(20,34),0.0713824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,26),(20,27),-0.0158917 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,28),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,29),-0.0302723 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,30),-0.0214484 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,32),-0.0158917 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,33),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,26),(20,34),-0.0261701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,27),(20,28),-0.0237426 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,27),(20,29),-0.0129635 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,27),(20,30),-0.0152924 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,27),(20,32),0.00418244 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,27),(20,33),-0.00240632 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,27),(20,34),-0.00175719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,28),(20,29),0.00657341 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,28),(20,30),-0.0322488 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,28),(20,32),-0.0142011 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,28),(20,33),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,28),(20,34),0.0129928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,29),(20,30),-0.0111421 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,29),(20,32),0.0442509 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,29),(20,33),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,29),(20,34),0.104122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,30),(20,32),0.0139909 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,30),(20,33),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,30),(20,34),-0.0499062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,32),(20,33),-0.00240632 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,32),(20,34),-0.00768245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,33),(20,34),-0.0338225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,20),(20,16),-0.076262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,-1),-0.211051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,20),(20,16),(20,-1),-0.0877521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,30),(30,30),(30,34),-0.0546844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,30),(30,30),(30,-1),-0.178791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,33),(33,33),(33,34),-0.0072239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,33),(33,33),(33,-1),0.0191475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,4),(4,5),0.115896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,6),0.115896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,7),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,9),-0.150951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,34),-0.199211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,5),(4,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,34),-0.148697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,34),-0.148697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,7),(4,9),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,34),-0.157043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,9),(4,34),-0.073762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,3),-0.0507421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,-1),-0.0106319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,3),(4,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,-1),-0.0181511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,2),(4,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,8),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.153481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.145585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,13),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,14),-0.144898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,18),-0.144734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,19),-0.124678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,20),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,33),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,34),-0.139171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,13),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,19),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,20),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,33),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,34),-0.157688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,34),-0.18249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,11),-0.144838 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,13),-0.144722 # DEPENDENCYPART_GRANDSIBL
