# _root_ With no petroleum-related news or changes in the fundamentals to dictate price moves , `` technicians are wanting to sell this stuff , '' said Eric Bolling of Edge Trading Corp .
#goldHeads=17,4,4,5,1,5,6,9,7,11,5,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
#predictedHeads=17,5,5,5,1,5,6,9,7,11,9,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
(4,5),(4,7),-0.748484 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,9),-1.07041 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,10),-0.742465 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,11),-0.73175 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,33),-1.07165 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,7),-0.420119 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,9),-0.888693 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,10),-0.548898 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,11),-0.603774 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,33),-0.709713 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,9),-0.737643 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,10),-0.471164 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,11),-0.37748 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,33),-0.867373 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,9),(4,10),-0.650151 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,11),-0.833412 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,33),-0.941678 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,10),(4,11),-0.957103 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,33),-0.608804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,11),(4,33),-0.661944 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.431033 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.435352 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-0.931306 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.377579 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.229914 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-0.667935 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.786657 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.583255 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-0.526314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-0.280812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.141006 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.241747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.713819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.310038 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.332951 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),0.0545953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,13),-0.37087 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,14),-0.93389 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,15),-0.46206 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,16),0.0311146 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,17),0.0549698 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,18),0.214882 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,20),0.381639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,23),-1.01548 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,24),-0.83241 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,25),0.544003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,33),-0.649105 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.329194 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.836789 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-0.895872 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-0.583327 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-0.514779 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-1.04912 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,14),-0.0563894 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,15),-1.00717 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,16),-1.12583 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,17),-0.647498 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,18),-0.618208 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,20),-0.586098 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,23),0.216322 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,24),-1.07297 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,25),-0.432421 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,33),-0.65868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.867659 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-0.667492 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-0.546718 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.377564 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-0.589767 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,14),-0.382756 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,15),-0.633738 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,16),-0.453451 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,17),-0.637239 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,18),-0.857968 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,20),-0.769397 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,23),-0.44447 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,24),-0.843566 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,25),-0.90772 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,33),-0.841315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-1.0757 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-1.22258 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-1.19062 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-1.39297 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,14),-1.30466 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,15),-1.44277 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,16),-1.42657 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,17),-1.31848 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,18),-1.30662 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,20),-1.36048 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,23),-1.47983 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,24),-1.47524 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,25),-1.32136 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,33),-0.988967 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-0.686246 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,11),-0.746329 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-1.18868 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,14),-0.266829 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,15),-1.03606 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,16),-1.21179 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,17),-0.833962 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,18),-0.799375 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,20),-0.820345 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,23),-0.0810212 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,24),-1.00382 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,25),-0.702767 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,33),-0.896061 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,11),-0.96214 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,13),-0.936931 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,14),-0.659134 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,15),-1.06328 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,16),-0.961806 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,17),-1.01251 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,18),-0.946513 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,20),-0.990337 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,23),-0.750697 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,24),-1.06986 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,25),-0.781318 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,33),-0.60548 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,13),-0.898452 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,14),-0.408548 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,15),-0.821744 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,16),-0.92633 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,17),-0.948537 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,18),-1.04486 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,20),-1.05585 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,23),-0.489882 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,24),-1.09523 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,25),-1.11676 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,33),-0.600778 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,14),-0.103554 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,15),-0.99161 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,16),-1.10582 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,17),-0.806952 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,18),-0.867375 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,20),-0.77725 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,23),-0.0808003 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,24),-0.927892 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,25),-0.624906 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,33),-0.542478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,14),(5,15),0.0437259 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,16),-0.451412 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,17),-0.135622 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,18),-0.429552 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,20),-0.534454 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,23),-0.996027 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,24),-0.995118 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,25),-1.10901 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,33),-0.708921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,15),(5,16),-0.123109 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,17),-0.00156932 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,18),-0.287693 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,20),-0.216022 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,23),-1.01719 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,24),-1.15953 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,25),-0.12817 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,33),-1.24278 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,17),-0.908878 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,18),-1.07589 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,20),-1.04633 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,23),-0.538954 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,24),-1.21469 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,25),-1.09044 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,33),-0.324688 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,17),(5,18),-0.830694 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,20),-0.870301 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,23),-0.015438 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,24),-0.607054 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,25),-0.781301 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,33),-0.490917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,18),(5,20),-1.20996 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,23),-0.504127 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,24),-0.80493 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,25),-1.03764 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,33),-0.534346 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,20),(5,23),-0.523024 # DEPENDENCYPART_NEXTSIBL
(5,20),(5,24),-0.648554 # DEPENDENCYPART_NEXTSIBL
(5,20),(5,25),-0.80028 # DEPENDENCYPART_NEXTSIBL
(5,20),(5,33),-1.10658 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,23),(5,24),0.254073 # DEPENDENCYPART_NEXTSIBL
(5,23),(5,25),-0.301636 # DEPENDENCYPART_NEXTSIBL
(5,23),(5,33),-0.764273 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,24),(5,25),-0.396949 # DEPENDENCYPART_NEXTSIBL
(5,24),(5,33),-1.17041 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,25),(5,33),-0.817553 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.272306 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.465428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.526287 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.947429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.839619 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.412836 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.635568 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-0.898533 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.800378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.292659 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.613527 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.792082 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.62844 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-0.575388 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.239016 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.0769422 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.412965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.272921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.028412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,14),-0.88885 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,23),-0.970441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,33),-0.402106 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,9),-0.686104 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.402865 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.304066 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,14),-0.361631 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,23),-0.423345 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,33),-0.794286 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.626067 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-0.818011 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,14),-0.250835 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,23),-0.0650273 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,33),-0.927637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.929054 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,14),-0.58136 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,23),-0.672923 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,33),-0.566943 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,14),-0.312833 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,23),-0.394166 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,33),-0.641014 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,23),-1.03114 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,33),-0.709712 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,23),(6,33),-0.765063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),0.128248 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.0757342 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-0.408041 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.428028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-0.942112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.392754 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.547393 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-0.329703 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.611161 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-0.710934 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.941144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.323268 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-0.545641 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-0.837107 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-0.704048 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.218919 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,1),-0.667387 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-0.751481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-0.5886 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-0.51785 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-0.306816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.740965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.0167658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.357525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.0344043 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),0.188101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.0748253 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.476293 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),0.318717 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,33),-0.947914 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-1.0493 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-1.19878 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-1.22539 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-1.29915 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-1.36193 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-1.42241 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-1.40229 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,33),-1.02591 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.612881 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.839071 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-1.16025 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-1.21957 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-1.01609 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-1.25335 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,33),-0.713886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.993847 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.888091 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.885943 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-1.03798 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-0.917568 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,33),-0.746328 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-1.01841 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-0.9919 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,15),-0.844524 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,16),-1.02651 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,33),-0.684128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.19069 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,15),-1.21992 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-1.32362 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,33),-0.640311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,15),-0.967002 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-1.14275 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,33),-0.351313 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,16),-0.0841871 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,33),-1.25551 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,33),-0.149822 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.213158 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),0.0647326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.890086 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.134006 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.921115 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-0.986602 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.782122 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,1),-0.638719 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.977571 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.291976 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,33),-0.0723509 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,8),(8,-1),-0.206243 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,10),-0.304631 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.0574365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.494211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.887423 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.594625 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-0.0727157 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-0.0727232 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,18),0.120746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,20),0.276271 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,23),-0.969014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,24),-0.753422 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,33),-0.356942 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.961103 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.916017 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-0.601487 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.05262 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-0.942044 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.01868 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,18),-0.937075 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,20),-0.982753 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,23),-0.693051 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,24),-1.021 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,33),-0.603692 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,13),-0.996749 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-0.332297 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.853361 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-1.02928 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-0.92076 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,18),-1.00297 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,20),-1.01175 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,23),-0.413631 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,24),-1.0952 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,33),-0.676813 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),-0.0830851 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,15),-1.02062 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,16),-1.08379 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-0.901771 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,18),-0.943658 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,20),-0.859814 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,23),-0.0603312 # DEPENDENCYPART_NEXTSIBL
