# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(9,12),(12,21),-0.304862 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.47611 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.835465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.36741 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.155217 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.445291 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0598763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.152334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.261057 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0734981 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.189232 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.467709 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.623569 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.335447 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.136155 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.283688 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0150195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.301945 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.162051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.552494 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.317243 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.146573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.109423 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.193584 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0884243 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0891677 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.00105417 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.0712283 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0448339 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.947887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.136152 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),0.0272868 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.158525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.296995 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.560794 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.431472 # DEPENDENCYPART_GRANDPAR
(10,3),(3,26),-0.764455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.177891 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.00875414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0780209 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.157271 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.890149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.279806 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.0229384 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.249745 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.50163 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.151607 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0822192 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0450023 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.152546 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.886964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.259715 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0752203 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.27249 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.175581 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.262681 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.163659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.048682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.083953 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.27244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.87575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.433466 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.06394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),0.124141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.10975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.182431 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.249436 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.488003 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.366669 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.455378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),0.271248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-0.719277 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0446838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.237275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.913596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.223378 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.101852 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.00277567 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.30751 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.461129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.423277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.115581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.250852 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.487425 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.408663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.220373 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.148974 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.208718 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.302166 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0497969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.0292179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),0.640452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.552668 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.320932 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.445985 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.797593 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.390103 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0165429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.355074 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.474654 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.233892 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.170645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.0962398 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.201706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.371039 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.532447 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.748611 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.301792 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0152205 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.323006 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.434949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.204527 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.197323 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0635559 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),0.706363 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.431158 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.050376 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.280327 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.1635 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.240487 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0668664 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.00737917 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.623383 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.396908 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.679449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.563709 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.643163 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.549799 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.49524 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.32899 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.45384 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.559085 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.550527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.775893 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.256438 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.242019 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.188886 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.220747 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.423269 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.00942047 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.0718039 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0222644 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.276434 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.266251 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),0.292383 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),0.664958 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.331512 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0531846 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.158077 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0123081 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.185771 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.0486958 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),0.20754 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),0.233628 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),0.653943 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.37015 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.0624386 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.211358 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.11729 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),0.0965551 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.00950766 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),0.1275 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.217201 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.394447 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),0.468148 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.576895 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.695224 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.653568 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0533527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.405448 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.489604 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.16014 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.221452 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.947186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.267083 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.10004 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.528565 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.258513 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.262563 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.589866 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.413064 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-0.86684 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.542917 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.303226 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.360622 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.188252 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.149325 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.804924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),0.0308031 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.385724 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.420034 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.509091 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0379468 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.380169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0590172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.101142 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.849779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.122807 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.526211 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.65412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.619074 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.601688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0440558 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.413897 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.276897 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.164286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.802056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.184528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.0037847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.389687 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.249376 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.209828 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.5067 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.395821 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.403927 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-0.229071 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-0.815259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.421233 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.281791 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.355591 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.832704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.101174 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.0284458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.414173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.662847 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0380463 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.390727 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.32048 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.350781 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.947186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.267178 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.100028 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.528565 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.258513 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.262563 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.589962 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.534492 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.367621 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.86684 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.23851 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.953009 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.02823 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.40995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.533959 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0206653 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.199198 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.255361 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.316222 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0394605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.193701 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.100811 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.424814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.763414 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.351826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.442415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0694529 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.282124 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.32987 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.340939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0270747 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.267575 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),0.418788 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.49765 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.259259 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.364209 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.2958 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0322611 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.163987 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.209658 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),0.342453 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.275631 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.259117 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.106876 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.174762 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0475087 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.222909 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.177575 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.00546731 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.348917 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.271514 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.273515 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.0178096 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),0.128356 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),0.185755 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),0.478549 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.218634 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.0430943 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.254712 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.218227 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.133222 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.225969 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.136803 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0228385 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0143447 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.109436 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.042143 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.073879 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.87344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.255359 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.138319 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.245012 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.436846 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.36747 # DEPENDENCYPART_GRANDPAR
(12,3),(3,26),-0.649624 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.162727 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0340366 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.152407 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.114387 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0455932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.158112 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.814373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,1),-0.304929 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.117574 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.215078 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.132338 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0843512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0374033 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.194335 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0534859 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0893978 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.802019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.351239 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.0755975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.163005 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.198523 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.364847 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.68803 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.392157 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.294437 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),-0.605227 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.147418 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0731256 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0483464 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0213659 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.169104 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0604257 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.794463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.362031 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.0552077 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.155115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.66764 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.384267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.274047 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.508916 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.559801 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.433771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0299539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.350306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.453241 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.251346 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0781296 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.264658 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),0.134251 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.30631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.00138087 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.320763 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.232277 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0759604 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.373572 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0916114 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),0.0727945 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.264314 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.729959 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.546276 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.636133 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.559052 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.369612 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.290301 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.518916 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.533698 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.481164 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.549765 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.514474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.424114 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.234196 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.147457 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.393482 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.00627942 # DEPENDENCYPART_GRANDPAR
