# _root_ From 1974 to 1984 , prices for the best yearlings at the summer sales rose 918 % to an average of $ 544,681 .
#goldHeads=15,1,1,3,15,15,6,10,10,7,15,14,14,11,0,17,15,15,20,18,20,23,21,15,
#predictedHeads=15,1,1,3,15,15,6,10,10,7,10,14,14,11,0,17,15,15,20,18,20,23,21,15,
(0,15),(15,8),(15,1),0.0986801 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,-1),-0.129852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,7),(15,6),0.165139 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,5),0.129973 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,4),0.105492 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,3),0.10953 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,2),0.105492 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,1),0.116751 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,-1),-0.238886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,6),(15,5),0.275472 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,4),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,3),0.106581 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,2),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,1),-0.0769827 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,-1),0.0565987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,5),(15,4),0.093318 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,3),0.172416 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,2),0.0928889 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,1),0.300711 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,-1),-0.345335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,4),(15,3),0.109532 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,1),0.105998 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,-1),-0.101307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,3),(15,2),0.109532 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,3),(15,1),0.0995492 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,3),(15,-1),-0.217533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,2),(15,1),0.105998 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,2),(15,-1),-0.101245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,1),(15,-1),-0.239819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0165381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.0463771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0240989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0303571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,25),0.0352415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,25),-0.0165302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.024732 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.022648 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,25),-0.0232269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,7),-0.0260454 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,25),-0.0280164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,25),-0.0524616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.115854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,-1),-0.184519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.156366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0197177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0194462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),0.00544824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0202493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),0.0054502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,11),-0.020246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,18),-0.0195046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,25),0.0175422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,10),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,25),-0.0190365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0195002 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,7),-0.0194441 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,10),-0.0195002 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,11),-0.0194439 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,25),-0.0215114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.0224688 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,10),-0.019594 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,11),-0.0221901 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,18),-0.0211929 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,25),0.0124778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,11),-0.0194431 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,25),-0.0253096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,11),-0.0221901 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,18),-0.0211929 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,25),0.0124798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,11),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,25),-0.0250274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,18),(3,25),-0.0218184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.104825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.108324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,-1),-0.0803897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.109526 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,2),(3,-1),-0.149839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.149215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0240471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.0303571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,25),0.036823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,7),-0.0260339 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,25),-0.0279761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,25),-0.0524616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.0760097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.155458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,-1),-0.178268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.0857357 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,-1),-0.146927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,-1),-0.148739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,25),-0.0387909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,-1),-0.164648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0609765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.00427298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.00525608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),-0.142428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0733576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,13),-0.14248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.143807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),-0.0151218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.151708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,24),-0.0435225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,25),0.204049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0204636 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0190138 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.00986067 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),0.0366634 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,13),-0.00986067 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.00991856 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.00985891 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0105885 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,24),-0.022805 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,25),-0.0461867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0226746 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,13),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.0205149 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,17),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,25),4.15078e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.0174408 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,11),-0.0255089 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,13),-0.0174408 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0174645 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.0199564 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0174469 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,25),-0.0156054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,11),-0.0100525 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,13),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),-0.029254 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0271031 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,24),-0.0207862 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,25),-0.0977914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,13),-0.0151083 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,14),-0.0151662 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,15),-0.00611063 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,17),-0.0158362 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,24),-0.022805 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,25),-0.0527843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,13),(6,14),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,15),-0.029254 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,17),-0.0271031 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,24),-0.0207862 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,25),-0.0978427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),-0.029254 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0271032 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,24),-0.0207862 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,25),-0.104869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,17),-0.0210549 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,24),-0.0203659 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,25),-0.017247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,24),-0.0209595 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,25),-0.109864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,24),(6,25),-0.0422145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),-0.0191683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.120586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,3),0.0613762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.121494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.136603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,-1),-0.185248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.102985 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,2),0.102985 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,1),0.116809 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,-1),-0.153287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,3),0.0908176 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,2),0.0907402 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,1),0.0969617 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,-1),-0.171679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,2),0.0969109 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,3),(6,1),0.108686 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,3),(6,-1),-0.154241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,1),0.0969617 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,2),(6,-1),-0.171198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,1),(6,-1),-0.142243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,8),-0.031722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,9),0.00298234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,10),-0.0474386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,11),-0.00704135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,13),-0.0474386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,14),-0.0513817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,15),-0.0348298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,17),-0.0577141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,18),-0.0236984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,25),0.0220452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,8),(7,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,10),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,11),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,13),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,14),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,17),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,25),-0.0317119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,9),(7,10),-0.0110122 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,11),-0.0194529 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,13),-0.0110122 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,14),-0.0110122 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,15),-0.0194523 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,17),-0.0110122 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,18),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,25),-0.00673059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,10),(7,11),-0.0329167 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,13),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,14),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,15),-0.0196998 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,17),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,18),-0.0124353 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,25),-0.00779637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,11),(7,13),-0.0222482 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,14),-0.0227441 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,15),-0.019454 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,17),-0.0222482 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,18),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,25),-0.0135486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,13),(7,14),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,15),-0.0196998 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,17),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,18),-0.0124353 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,25),-0.00779643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,14),(7,15),-0.0196998 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,17),-0.016742 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,18),-0.0124353 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,25),-0.0122354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,15),(7,17),-0.0199008 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,18),-0.0194435 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,25),-0.0363474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,17),(7,18),-0.00893062 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,25),-0.012618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,18),(7,25),-0.0237267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,6),0.125315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,5),0.113967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,3),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,-1),-0.0393824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,6),(7,5),0.10933 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,6),(7,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,6),(7,-1),-0.133317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,5),(7,3),0.108231 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,5),(7,-1),-0.136882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,3),(7,-1),-0.146011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,10),(10,11),-0.0651152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,12),-0.00427298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,13),-0.14248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,14),-0.143807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,15),-0.010708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,16),0.0243347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,17),-0.151708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,18),0.0561141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,20),-0.142694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,21),-0.0904777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,24),-0.0435225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,25),0.20604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,11),(10,12),-0.0204444 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,13),-0.015107 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,14),-0.0151649 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,15),-0.00542947 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,16),-0.0242183 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,17),-0.0158349 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,18),-0.0169399 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,20),-0.015107 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,21),0.0272726 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,24),-0.022805 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,11),(10,25),-0.0475277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,12),(10,13),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,14),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,15),-0.0205149 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,17),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,20),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,21),-0.0226746 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,12),(10,25),4.15078e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,13),(10,14),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,15),-0.029254 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,16),-0.016835 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,17),-0.0271031 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,18),-0.0252648 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,20),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,21),0.00618369 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,24),-0.0207862 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,13),(10,25),-0.0973572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,14),(10,15),-0.029254 # DEPENDENCYPART_GRANDSIBL
