# _root_ That puts the real strategic decisions in the hands of others : bean counters , budgeteers , and pork-barrelers .
#goldHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
#predictedHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
(0,6),(6,11),(6,13),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.000177845 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.000177845 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),-0.0468461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,20),0.052429 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,21),-0.0840807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,13),0.017132 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,14),0.017132 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),-0.0519298 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,16),0.017132 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),-0.0519298 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),-0.0620172 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),0.017132 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,20),-0.0631776 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,21),-0.0643937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,15),0.00013576 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,17),0.00013576 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,18),-0.0468461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,19),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,20),0.0524303 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,21),-0.0837654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),0.00013576 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),0.00013576 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.0468461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),0.0524303 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,21),-0.0837654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,16),-0.00213516 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,17),-0.043308 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,18),-0.049322 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),-0.00213516 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,20),-0.074127 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,21),-0.0696832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),0.00013576 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,18),-0.0468461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,19),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,20),0.0524303 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,21),-0.0837654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),-0.049322 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,19),-0.00213516 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,20),-0.074127 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,21),-0.0696832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),0.0982739 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,20),0.791584 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,21),-0.0601476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),0.0524303 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,21),-0.0837654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,20),(6,21),-0.0484607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.0631623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.0628888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.206274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.185834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.258488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.111988 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.0999033 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.104445 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.156913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.099876 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.104418 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.157631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,1),0.119143 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),-0.198019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),-0.184737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,19),-0.357331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,20),0.00813116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,21),-0.138526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,19),(18,20),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,21),-0.0479338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,20),(18,21),-0.0174048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,17),0.404281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,16),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,15),0.404281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,14),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,13),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,12),0.24434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,11),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,10),0.0990707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,9),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,8),0.089063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,7),0.0933481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,6),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,5),0.0769151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,4),0.0769151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,3),0.089063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,2),0.392749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,1),0.0890409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,-1),-0.395383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,17),(18,16),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,15),0.0893618 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,14),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,13),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,12),0.115297 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,11),-0.0933118 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,10),0.261351 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,9),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,8),0.115972 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,7),0.282753 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,6),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,5),0.0722287 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,4),0.0722283 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,3),0.115972 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,2),0.17507 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,1),0.115977 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,-1),-0.126269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,16),(18,15),-0.078504 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,14),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,13),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,12),0.125403 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,11),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,10),0.117564 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,9),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,8),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,7),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,6),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,5),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,4),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,-1),-0.0356841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,15),(18,14),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,13),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,12),0.115297 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,11),-0.0933118 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,10),0.261351 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,9),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,8),0.115972 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,7),0.282753 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,6),-0.0933087 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,5),0.0722287 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,4),0.0722283 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,3),0.115972 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,2),0.17507 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,1),0.115977 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,-1),-0.126269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,14),(18,13),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,12),0.125403 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,11),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,10),0.117564 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,9),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,8),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,7),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,6),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,5),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,4),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,-1),-0.0356841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,13),(18,12),0.125403 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,11),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,10),0.117564 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,9),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,8),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,7),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,6),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,5),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,4),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,-1),-0.0356841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,12),(18,11),0.103603 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,10),0.113458 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,9),0.103603 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,8),0.118871 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,7),0.112582 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,6),0.103603 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,5),0.145554 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,4),0.145554 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,3),0.118871 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,2),0.166183 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,1),0.118871 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,-1),-0.166692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,11),(18,10),0.117564 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,9),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,8),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,7),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,6),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,5),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,4),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,-1),-0.036167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,10),(18,9),0.137461 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,8),0.117576 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,7),0.136479 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,6),0.137461 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,5),0.118429 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,4),0.118429 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,3),0.117576 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,2),0.137233 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,1),0.117576 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,-1),-0.171392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,9),(18,8),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,7),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,6),0.171131 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,5),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,4),0.133578 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,-1),-0.0356858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,8),(18,7),0.117886 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,6),0.11044 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,3),0.119101 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,2),0.116122 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,1),0.119101 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,-1),-0.175396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,7),(18,6),0.141388 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,5),0.118411 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,4),0.118411 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,3),0.117046 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,2),0.136793 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,1),0.117046 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,-1),-0.156813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,6),(18,5),0.133577 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,6),(18,4),0.133577 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,6),(18,3),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,6),(18,2),0.0997387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,6),(18,1),0.104714 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,6),(18,-1),-0.0358693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,5),(18,4),0.11675 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,5),(18,3),0.118013 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,5),(18,2),0.116629 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,5),(18,1),0.118296 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,5),(18,-1),-0.154538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,4),(18,3),0.118013 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,4),(18,2),0.116629 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,4),(18,1),0.118296 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,4),(18,-1),-0.154538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,3),(18,2),0.116122 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,3),(18,1),0.119101 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,3),(18,-1),-0.175396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,2),(18,1),0.0852038 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,2),(18,-1),-0.0239738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,1),(18,-1),-0.182755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0433753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.0275634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0275634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.088863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.019221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.088863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0272359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.088863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.0420064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,13),-0.088863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,15),-0.047851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,17),-0.047851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,18),-0.0499081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,21),-0.00881716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,21),-0.0433753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.0426292 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,11),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,13),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,15),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,17),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,21),-0.0329886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,9),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.0426292 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,11),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,13),-0.0350677 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,15),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,17),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,21),-0.0329886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0465883 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,9),-0.0426718 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,10),-0.0457527 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,11),-0.0426718 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,12),-0.0420522 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,13),-0.0426718 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,15),-0.0443614 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,17),-0.0443614 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,18),-0.0423986 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,20),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,21),-0.060729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,9),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,10),-0.0366662 # DEPENDENCYPART_GRANDSIBL
