# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(3,13),(13,2),-0.415251 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.245477 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.05287 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.176988 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.117128 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.297562 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.0428022 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.373806 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0977827 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.847168 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.0201019 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.358976 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.334359 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.241388 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.300536 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.531475 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.528041 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.251286 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.107112 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0577165 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-1.02316 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.155226 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.329904 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.484602 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.339153 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.683737 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.617 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.484744 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.402782 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.773427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),1.02921 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.917938 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.801081 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.65763 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.312989 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.154175 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.381309 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.746765 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.605595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.879015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.914165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.797301 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.653857 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.309209 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.15389 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.385089 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.416995 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.685283 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.283509 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.867646 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),1.09425 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.664263 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.671333 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.323761 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.155028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.370531 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.415894 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.670725 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.282352 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.890131 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),1.11673 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.656998 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.913782 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.39669 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.267569 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.170897 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.16434 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.618177 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.726743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.378548 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.438325 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.678742 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.284068 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.76613 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.538257 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.679347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.684041 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.906816 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.537952 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.691252 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.277643 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.524237 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.200169 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.331453 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.405878 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.731111 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.606052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.230705 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.405109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.556676 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.349982 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.44799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.02242 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.924655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0404276 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.163538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.00485647 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0221583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.00283183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.321071 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.304229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.450974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.637733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.934273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.31451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.043862 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0634969 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0740702 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0259657 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.269154 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.281188 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.399057 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.614582 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.944452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.304331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0844014 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.058976 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0391173 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.272999 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.138591 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0272647 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.18016 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.443796 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.29535 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.282156 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.425253 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.62173 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.58659 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.40128 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.12644 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.04151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.203056 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.210742 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0423548 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.165458 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0496993 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.140475 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.135876 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.318886 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.274047 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.461346 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.293481 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.270311 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.439133 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.7854 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.07517 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.267663 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.00529469 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.00940744 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.255661 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0361427 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.511716 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.309129 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.357867 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.460436 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.639914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.36828 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.377267 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.209232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.16637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.422231 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.0368181 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.59885 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.431843 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.539959 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.907179 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.204863 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.21583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.332226 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.0862745 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.508845 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.488867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.480995 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.16639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.422247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0368342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.598866 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.431859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.539974 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.907195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.275737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.645688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.215412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.1009 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.182668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0248165 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.290579 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0779954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.339743 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.405285 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.275869 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.655866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.174873 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.466328 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.00174656 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.409853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0127845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0235175 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.159993 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0612786 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.316775 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0789629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.365939 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.412433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.17755 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.1574 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.828016 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.414359 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.753933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0517356 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.368207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.124884 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.090356 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0270049 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.265025 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.23405 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.250558 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0754781 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.311556 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0615774 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.376469 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.57278 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.184104 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.404517 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.115556 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.135294 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.174125 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0115772 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.127535 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.105936 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.394255 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.401123 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.430617 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.257925 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.508228 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.29027 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.246403 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.464615 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.126444 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.00448305 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.116646 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.355351 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.040308 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.184102 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.415645 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0903767 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.545921 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.123795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.559397 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.08989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.542088 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.481885 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.464097 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.833128 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.626052 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.225722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0467151 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.559622 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.08987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.542072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.481869 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.464083 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.833112 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.54393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.1138 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.990787 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.523321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.650937 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.043498 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.589228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0496378 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.452129 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0659463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.050122 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0840475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.237573 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.248324 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.109653 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.522166 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.424832 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.32934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.20217 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.712947 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.661812 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.789408 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.0524383 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.68536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0703886 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.134055 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0775499 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.214091 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.215288 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.172384 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.247836 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.239169 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0900281 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.52876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.582951 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.0434417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.446793 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0630137 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0829375 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.156785 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0651739 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.300712 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.136626 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.312604 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.557349 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.443016 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.429109 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.434667 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.206845 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.399147 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.47524 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.0739019 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0722681 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.289823 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.283783 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.010454 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.101646 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.428044 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.11881 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.697037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.645355 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.611223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.443892 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.566035 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.530177 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.511359 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.485853 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.298399 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.896413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.171591 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0513708 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.11739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.346243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.354152 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.360444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.239245 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.361348 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.411355 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.227546 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.66273 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0627623 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.47759 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.819373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),0.0455977 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.331838 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.197031 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.16392 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.35134 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.662954 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0631823 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.477814 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.819357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),0.0456123 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.331822 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.271856 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.524761 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.53929 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.403178 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.327181 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.76234 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.507001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.819357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),0.0456123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.331822 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.271857 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.524761 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.53929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.421329 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.128685 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.905529 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.06476 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.660286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.362401 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.434882 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.0480694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.59272 # DEPENDENCYPART_GRANDPAR
