# _root_ Still , for those with a long-term eye on the vast U.S. retail market , this is a tempting time to look for bargains .
#goldHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
#predictedHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
(7,12),(7,26),-0.694026 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,26),-0.62579 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.353225 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.379031 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.157037 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.585305 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.456776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.274787 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.563358 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.950793 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.786367 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-0.847798 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.86212 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.683607 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.781782 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-0.832362 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.646821 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.61676 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-0.887618 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-0.865799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,1),-0.606426 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-0.78101 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.397945 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.0401245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.987185 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.225076 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.592521 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.169959 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.357737 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),-0.994342 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,16),-0.320056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,17),0.187658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,20),-0.244156 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,21),-0.177433 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,22),-0.357373 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,23),0.14504 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,25),-0.842586 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,26),-0.227309 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.844622 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.790688 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-0.687191 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.702247 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-0.643531 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-0.239486 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,16),-0.828236 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,17),-0.459496 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,20),-0.653824 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,21),-0.806135 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,22),-0.544237 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,23),-0.759799 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,25),-0.803492 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,26),-0.398514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-1.00844 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-1.07536 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-1.08442 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-1.17457 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,15),-1.03612 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,16),-1.14272 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,17),-1.03148 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,20),-1.29227 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,21),-1.14178 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,22),-1.19281 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,23),-1.18037 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,25),-1.36563 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,26),-0.870593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-0.969807 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-1.09081 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-1.18933 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,15),-0.711629 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,16),-1.06707 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,17),-0.905479 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,20),-1.32184 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,21),-0.910188 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,22),-0.964765 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,23),-1.11145 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,25),-1.06135 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,26),-0.585957 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-0.943969 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,14),-1.0578 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,15),-0.722333 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,16),-1.09617 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,17),-1.0061 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,20),-1.22714 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,21),-0.915197 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,22),-1.06207 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,23),-1.10118 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,25),-0.735031 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,26),-0.649771 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),-0.851452 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,15),-0.615834 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,16),-0.902202 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,17),-0.763679 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,20),-1.13508 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,21),-0.760053 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,22),-0.771831 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,23),-0.907582 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,25),-0.86647 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,26),-0.519772 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,15),-0.510201 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,16),-0.939171 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,17),-0.915364 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,20),-1.10393 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,21),-0.828654 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,22),-0.968431 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,23),-0.929545 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,25),-0.321498 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,26),-0.57451 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,16),-0.318417 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,17),-0.00383173 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,20),-0.0815485 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,21),-0.637887 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,22),-0.521395 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,23),-0.853661 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,25),-0.846367 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,26),-0.588228 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,17),-0.70884 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,20),-1.09702 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,21),-0.94651 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,22),-0.868567 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,23),-0.93675 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,25),-1.03779 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,26),-0.615234 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,17),(8,20),-0.647823 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,21),-0.656007 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,22),-0.829951 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,23),-0.524976 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,25),0.440365 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,26),-0.0792161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,20),(8,21),-0.523629 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,22),-0.567145 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,23),-0.768806 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,25),-0.390762 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,26),-0.760257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,21),(8,22),-0.863654 # DEPENDENCYPART_NEXTSIBL
(8,21),(8,23),-0.749067 # DEPENDENCYPART_NEXTSIBL
(8,21),(8,25),-0.652645 # DEPENDENCYPART_NEXTSIBL
(8,21),(8,26),-0.330444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,22),(8,23),-0.679063 # DEPENDENCYPART_NEXTSIBL
(8,22),(8,25),-0.193156 # DEPENDENCYPART_NEXTSIBL
(8,22),(8,26),-0.068665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,23),(8,25),-0.60688 # DEPENDENCYPART_NEXTSIBL
(8,23),(8,26),-0.428992 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,25),(8,26),-1.51982 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.143093 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.363866 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.354803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-0.16399 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.565542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-1.36733 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.311448 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),0.039792 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-0.583928 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-0.659811 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-0.804376 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-0.747996 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.688495 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.497214 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-0.802751 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-0.700076 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-0.834513 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-0.569002 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.692624 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-0.877527 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-0.883965 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.671877 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.595728 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-0.782777 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-0.73013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.286489 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.792095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,-1),-1.05921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-1.01073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.208326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.323092 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.156766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.0381676 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-1.18985 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),0.159523 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,20),0.0885721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,25),-1.07245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,26),-0.718769 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-1.0205 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-1.05377 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-1.09767 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-1.13264 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.09895 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.05078 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,20),-1.24781 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,25),-1.41474 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,26),-0.862796 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.982328 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-1.08943 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-1.18111 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.861172 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-0.934806 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,20),-1.31205 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,25),-1.13311 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,26),-0.644069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.952641 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,14),-1.12702 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-0.907904 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,17),-1.06005 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,20),-1.29435 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,25),-0.884418 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,26),-0.41955 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),-0.84442 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,15),-0.76656 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-0.794189 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,20),-1.12647 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,25),-0.939405 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,26),-0.581384 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,15),-0.68348 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,17),-0.94898 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,20),-1.15365 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,25),-0.450252 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,26),-0.276865 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,17),-0.193837 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,20),-0.325996 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,25),-0.983305 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,26),-0.596283 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,20),-0.66586 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,25),0.424278 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,26),-0.173875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,20),(9,25),-0.517782 # DEPENDENCYPART_NEXTSIBL
(9,20),(9,26),-0.462267 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,25),(9,26),-1.71596 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.286465 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.284301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.360214 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.0693007 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.733088 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.62183 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.815756 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,5),-0.580933 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.808156 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,-1),-0.67001 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.275728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,26),-0.0767081 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,26),-0.698333 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,-1),-0.140458 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,11),(11,12),-0.530464 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.147329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.303466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,26),-0.245684 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.981273 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-1.12482 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,26),-0.691828 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.87948 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,26),-0.544371 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,26),-0.623592 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.494585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.26281 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.299698 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,8),-0.982498 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.326536 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,-1),-0.692146 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-0.175392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.391649 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.959481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),0.15046 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.277647 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.857805 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,26),-0.115179 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.865862 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.597747 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.780671 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-1.14865 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-0.881699 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,26),-0.523289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.500841 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.944469 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-1.12612 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-0.351868 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,26),-0.594765 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,17),-0.00119212 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-0.0683634 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,25),-0.839818 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,26),-0.555547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,20),-0.673892 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),0.402995 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,26),-0.107468 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,25),-0.42071 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,26),-0.780092 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,25),(12,26),-1.55162 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.247677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.44385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,7),-0.169937 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-0.30534 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.102628 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.306552 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.100985 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,7),-0.922323 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,6),-0.589438 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-0.931327 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.572113 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,7),-0.819437 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,6),-0.913692 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,4),-1.11229 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.0267876 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,7),(12,6),0.0376965 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,4),-0.6597 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,-1),-0.700119 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,4),-0.774308 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,-1),-0.525967 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,-1),-0.683734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,17),0.0927233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.218948 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.413866 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.238906 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,17),(13,20),-0.694725 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.873681 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.106572 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,22),-0.605049 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,26),-0.821121 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,26),-0.053735 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.515336 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.246363 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.494771 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.281175 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.272085 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.4247 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.669067 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-1.10214 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.533656 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.243572 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.974655 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.56724 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,8),-0.991567 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-0.326725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,-1),-0.71051 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.976827 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.320144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),0.186227 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.468907 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.24935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.175258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,22),-0.364144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),0.150874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,24),-0.342104 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
