# _root_ The notes , which are noncallable , were priced at a spread of 45 basis points above the Treasury 's 10-year note .
#goldHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
#predictedHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
(9,13),(13,11),-0.304439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0620199 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0829985 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.207002 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0201207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.592476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.305446 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.426248 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0407547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.529879 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.443764 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.567652 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.281338 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.060953 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0932412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0777671 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0595406 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.46774 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.320986 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.453384 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.528351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.265755 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0983454 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0522748 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0807431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.052887 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0263969 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.428483 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.433427 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.327387 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.365583 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.459675 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.258792 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0059738 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.144467 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.057092 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.127824 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.415316 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.22686 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.318931 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.348535 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.285269 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.0779383 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.0217949 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.0896803 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0769824 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.0561699 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.476986 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.419203 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.392811 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.300616 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.423687 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.243151 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.628955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.218188 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.145091 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0617204 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0514047 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.10926 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0789122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.900271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.207286 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.190058 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.346111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.209284 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.30836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.196717 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.322336 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.00557137 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.640187 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.255023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.373855 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.505798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.600787 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.469867 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.440727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.662585 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.173809 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.298211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0822828 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.189771 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.13057 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0516933 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.00526771 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.00419147 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.389706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.254646 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.565829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.492392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.662384 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.309698 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.169061 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.266359 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.142116 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.0648727 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.493263 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0858952 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.1612 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.00437568 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.396483 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.417233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.78599 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.158676 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.223952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.199376 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.167775 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.00569027 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.402488 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.600771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.447884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.710305 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.813048 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.131436 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.224142 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.306964 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.15473 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0495278 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0218064 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0112932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.418819 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.230805 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.791013 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0659765 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.233163 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.365011 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.106504 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.11531 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0310473 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),0.553284 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.290796 # DEPENDENCYPART_GRANDPAR
(10,22),(22,11),0.712424 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.809285 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.122095 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.191909 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.299584 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.110901 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.00983925 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.225076 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.530206 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.171102 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.227095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.539143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.867354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.145603 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0903899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0384347 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0274833 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.00601419 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0709981 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.129571 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.3931 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.023077 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0107456 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0312588 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0434773 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0271637 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0589311 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0791233 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.784579 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.309106 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.172243 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0371586 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0447486 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0790299 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0966031 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.969629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,1),-0.434212 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.414021 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0408938 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.023484 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.388801 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0258898 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0114487 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0663747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0523105 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.11505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.426109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.259132 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.353253 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.783415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.177074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.675686 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.01593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.26499 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.410858 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.395494 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.160045 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.204682 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.618281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.255738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.487202 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0282117 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.556996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.264849 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.360508 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.615274 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.373557 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.366348 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.145908 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0584662 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.210768 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0531676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.155018 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.475291 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.0948174 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.272129 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0117384 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.443089 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.180155 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.199536 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.006256 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.517112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.47556 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.0948258 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.462138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.275339 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0342377 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.160461 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.158449 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.056939 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.204298 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0192065 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.00138522 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.177839 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.458835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.229672 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.14565 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.40958 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0512613 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.224377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.128861 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.00529554 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.292181 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.173447 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.408418 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.148703 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.651818 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0251822 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.176206 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.499119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,15),0.121214 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.372545 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0355268 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.101133 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.0948174 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.453831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.27221 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.0153701 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.167326 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.231686 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.156165 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.16653 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0416086 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.212378 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.16547 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.159302 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.40842 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.249006 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.347502 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.965089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.493074 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.0940275 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),0.0862599 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.214217 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.0428557 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.968537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,5),-0.242094 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.41176 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.294295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.369284 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.175342 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.00119339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.980114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.441548 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.12606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),0.117992 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.229744 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.772483 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.309576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.368688 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.0107237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.453963 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.507406 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.200809 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0686209 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.372057 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.627683 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.668953 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.579701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.840555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.512178 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.254032 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0862896 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.386366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.958286 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.627959 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.668968 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.854755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.599833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.856124 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.719092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.232053 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.149353 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.104615 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.135211 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.404905 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.00907557 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.882626 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.635872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.633791 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.638319 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.196978 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.21358 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.165586 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.543202 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.050904 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.694701 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.667379 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.19224 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.738089 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.121278 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.0292423 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.668954 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.854735 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.611398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.814795 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.707559 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.127157 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.171 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.284413 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.358017 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.242529 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.00357654 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.789305 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.935133 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.673001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.79008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0911166 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.185119 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0740085 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0368536 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.855193 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.715258 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.123249 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0554552 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.130708 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.00610744 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0731512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0394192 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.192812 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.171162 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0810438 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.00142941 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.325153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.126889 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.148371 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.935133 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.783823 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.666018 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.786612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.1717 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.125234 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0160566 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0635575 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0432762 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0366024 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.133809 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.454072 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.361595 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0685675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0560094 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.749722 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.32311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.111831 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.490193 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.672572 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.099918 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0038559 # DEPENDENCYPART_GRANDPAR
