# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(11,4),(4,5),0.0558637 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.986899 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.360669 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.136551 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0763156 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.00853559 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.151433 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.316631 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.521527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.473596 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.04648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.104154 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),0.234108 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.198286 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.37964 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.815244 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.275405 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0207266 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.305224 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0878551 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0507602 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.260661 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0341732 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.1084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.202618 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),0.262048 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.185817 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.348923 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.789252 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.278489 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.385136 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.748413 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.546837 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),1.28307 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.633965 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.394673 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.205466 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.221061 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.153936 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.166987 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.811186 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.581986 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.10142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.177231 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.18732 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.220223 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.233157 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.403978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.835455 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.342001 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.238221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.00107148 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0988851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.00228574 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.293053 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.219389 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.128687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.454632 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.1013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.187177 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.435315 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.235484 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.522804 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.646822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.260376 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.195169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.146102 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.595934 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.031512 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.395764 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.282451 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.261715 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.125815 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.361703 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.473168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.798799 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.174282 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.596643 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.17052 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.15813 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.378831 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.323275 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.35257 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.466983 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.283186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.522636 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.540138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.970321 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.348899 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.584434 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.117139 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.655563 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0534715 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0432226 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0388379 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.121094 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0031435 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.550229 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.493632 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.517613 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.192539 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.238804 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.363531 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.253658 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.236126 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.156258 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.192087 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.262741 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.16041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.476307 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.588052 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.567399 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.84636 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.664858 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.323374 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.1448 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.385137 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.408472 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.392183 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.265721 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.210266 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.21867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.484111 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.597273 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.570898 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.859966 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.660022 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.491304 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.515285 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.424723 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.116847 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.242069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.307296 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.340061 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.112306 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.198181 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.270433 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0469781 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.16098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.476747 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.588565 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.568434 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.847095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.665297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.980804 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.631916 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.727928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0880381 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.991249 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.634551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0274977 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.096546 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.444706 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.124696 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.14924 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.0509 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.860489 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.06394 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.975858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.872237 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.695939 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.582307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.00500267 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0654619 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.393457 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.141983 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.0686896 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.178914 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.131223 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.264648 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0676238 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0424944 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.375014 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.300409 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.320197 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.254822 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.260224 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0560602 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.21886 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.171073 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.111444 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.26024 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.106482 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.182432 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.36593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.423881 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.579085 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.640771 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.417062 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.36849 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0631082 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.28657 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.349832 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.37581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.422594 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.639751 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.644686 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.408953 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.41509 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.710378 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.950498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.103751 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.229051 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.153309 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.475516 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.507897 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.729598 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.749983 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.720669 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.615041 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.357698 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.409382 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.404691 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.63864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.569301 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-1.04258 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.72262 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.794972 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.16781 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.683763 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.830518 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.2451 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.62225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.623065 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.02901 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.715476 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.822845 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.851695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.433483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.61359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,2),-1.21443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.21824 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.02763 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.56159 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.16018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.931279 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.19071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.84432 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.80717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.14382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.661348 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.304292 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.805901 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.29044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.196033 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.343416 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.22588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.158076 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.58646 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.33347 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.21742 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.492532 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.308309 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.262357 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.289833 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.223088 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.112187 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.379656 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.202509 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.223345 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.462562 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.26952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.717159 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.879993 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.322647 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.295441 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.486291 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.304367 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.262355 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.276002 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.209258 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.098599 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.373415 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.202501 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.223345 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.462562 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.169254 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.26952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.717159 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.879993 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.343388 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.309631 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.257436 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.406443 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.305865 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.382543 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.333136 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.30717 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.518745 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.217263 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.337167 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.503137 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.258134 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.28782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.739815 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.876767 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.457899 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.153575 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.447553 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.415825 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.385541 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.506454 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.222292 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.277499 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.445796 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.199172 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.25008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.706665 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.851186 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.297836 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.270631 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.227031 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.3322 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.301553 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.443711 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.289086 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0519666 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.380561 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.209999 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.249393 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.237791 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.469907 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.170732 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.27011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.717455 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.879993 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.204645 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.339166 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.166826 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.299882 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.428638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.24844 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.34294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.73275 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.883607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.32995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.403943 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.21297 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.203876 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.335063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.111143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.32525 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.29341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.725654 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.875545 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.816241 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.675394 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.939474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.481983 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.675394 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.90974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.282189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.206797 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.402589 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.434181 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.392762 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.312419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.389208 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.479947 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.328521 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.88971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.666644 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.0343244 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.115177 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.0205451 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.260854 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.428861 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.50418 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.3956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.411175 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.467185 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.363186 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.89473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.665945 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.824731 # DEPENDENCYPART_GRANDPAR
