# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(2,5),(5,2),(5,-1),-0.148215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.148149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.116703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.161202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,4),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,12),-0.144741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,22),-0.139328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,4),-0.144786 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,6),-0.145875 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.144786 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,22),-0.164275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,22),-0.191946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,4),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,22),-0.154741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,6),(1,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,22),-0.14727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,22),-0.154737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,12),(1,22),-0.144761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),-0.33154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,5),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,22),0.0118754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,22),-0.13461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,22),-0.134024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0195386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.133787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0338482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0224867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0408058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0219351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0408058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0164451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.0303189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,14),-0.0191269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,16),-0.0225806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,17),-0.022385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),-0.0359963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,21),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,22),0.0505616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0186819 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0186819 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0186185 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.0225122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,14),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,16),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,17),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,22),-0.00099972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,8),-0.0165898 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0105764 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.0165513 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,14),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,16),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,17),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.0362821 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,22),-0.0251134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0186855 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0186289 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.0225122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,14),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,16),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,17),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.0220518 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,22),0.00103525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,12),-0.0105764 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,13),-0.0165513 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,14),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,16),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,17),-0.0165481 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,20),-0.0362821 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,22),-0.0251134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,13),-0.0202311 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,14),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,16),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,17),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,20),-0.0194584 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,21),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,22),-0.0189905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,14),-0.0226553 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,16),-0.0226553 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,17),-0.0226553 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,20),-0.0220496 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,22),-0.0174857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,14),(4,16),-0.0228177 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,17),-0.0228177 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,20),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,22),0.00271434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,16),(4,17),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,20),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,22),-0.0002615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,17),(4,20),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,17),(4,21),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,17),(4,22),-0.000739792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,20),(4,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,20),(4,22),-0.0351963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,21),(4,22),-0.0624627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.160805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.145126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.0560454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0415934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.163177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.233878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0397678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0434645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.0260871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.0158985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.0518484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),-0.0406563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,16),-0.04411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,17),-0.0439145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,21),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,22),0.0555258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0195442 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.015864 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0105762 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.0158255 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.0316639 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,16),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,17),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,22),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0116703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0200762 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0207311 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),-0.0203313 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,13),-0.0116752 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.0116703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,15),-0.0205811 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,16),-0.0116703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,17),-0.0116703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,21),-0.0194445 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,22),-0.0599669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.0186699 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0218346 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.0186289 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,13),-0.0223715 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,15),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,16),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,17),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,21),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,22),-0.0229519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,11),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),-0.0105762 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,13),-0.0158255 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,14),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,15),-0.0316639 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,16),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,17),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,22),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.0158433 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,13),-0.0357056 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,14),-0.0343455 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,15),-0.039818 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,16),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,17),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,22),-0.0300183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,13),-0.0202311 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,14),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,15),-0.0195576 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,16),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,17),-0.0202051 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,21),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,22),-0.0181664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,13),(5,14),-0.0225147 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,15),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,16),-0.0225147 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,17),-0.0225147 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,21),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,22),-0.0414729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,14),(5,15),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,16),-0.022677 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,17),-0.022677 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,21),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,22),-0.0212728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,15),(5,16),-0.026997 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,17),-0.026997 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,21),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,22),-0.045819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,16),(5,17),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,16),(5,21),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,16),(5,22),-0.0242486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,17),(5,21),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,17),(5,22),-0.0247269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,21),(5,22),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.134273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.130163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.0140393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.107558 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.161613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.0835269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.162293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.230741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,22),-0.0463072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,-1),-0.186741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,9),-0.0452823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,10),-0.0209588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,11),-0.0387376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,12),-0.0108644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,13),-0.0416639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,14),-0.0304719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,15),-0.0364321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,16),-0.0339256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,17),-0.03373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,21),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,22),0.0424265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,10),-0.019702 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,11),-0.0368061 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,12),-0.010577 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,13),-0.016247 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,14),-0.0162439 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,15),-0.0316639 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,16),-0.0162439 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,17),-0.0162439 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,22),-0.0287428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,10),(8,11),-0.0205175 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,13),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,14),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,15),-0.0196148 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,16),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,17),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,22),-0.0160621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,11),(8,12),-0.0158433 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,13),-0.0358296 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,14),-0.0344695 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,15),-0.0402214 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,16),-0.0343293 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,17),-0.0343293 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,22),-0.0416614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,12),(8,13),-0.0202821 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,14),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,15),-0.0195576 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,16),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,17),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,21),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,22),-0.0130584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,13),(8,14),-0.0225794 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,15),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,16),-0.0225794 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,17),-0.0225794 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,21),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,22),-0.0233484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,14),(8,15),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,16),-0.0227417 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,17),-0.0227417 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,21),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,22),-0.00314839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,15),(8,16),-0.0270065 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,17),-0.0270065 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,21),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,22),-0.0460929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,16),(8,17),-0.0224053 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,21),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,22),-0.00612422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,17),(8,21),-0.0229558 # DEPENDENCYPART_GRANDSIBL
