# _root_ They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .
#goldHeads=2,0,2,6,6,3,6,9,7,9,22,11,12,12,16,14,22,22,18,21,19,9,22,23,27,27,24,29,27,2,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,12,9,14,12,16,14,16,16,18,21,22,19,22,23,27,27,24,29,27,2,
(22,27),(27,11),-0.409524 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-0.1131 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-0.176004 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.542508 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),0.346872 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-0.260182 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.474757 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.228956 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.411369 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),0.453239 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.416095 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.595579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.67796 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.542827 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.325073 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.371524 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.374382 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.359538 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.297605 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.246463 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.181952 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.28919 # DEPENDENCYPART_GRANDPAR
(22,29),(29,20),0.489957 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.349582 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),0.346246 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.305706 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.361544 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.232471 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),0.136222 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.4787 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.41827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,28),-0.556194 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.455669 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.6324 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.41482 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.329045 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.353224 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.45616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.166733 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.31558 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.915913 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.03232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.211886 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.191384 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.295748 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.103633 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.16814 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.985605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,25),0.143677 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.168861 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.139072 # DEPENDENCYPART_GRANDPAR
(23,27),(27,1),-0.903256 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-1.42854 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-1.3557 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-1.60514 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-1.06492 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-1.58458 # DEPENDENCYPART_GRANDPAR
(23,27),(27,10),-1.27325 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-1.22614 # DEPENDENCYPART_GRANDPAR
(23,27),(27,12),-1.21925 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-0.883399 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-0.880946 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.888895 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-1.24812 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.08981 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.03579 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.775063 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.786298 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.986635 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.922052 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.99734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.33309 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.192374 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.138313 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.0415634 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.24305 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.047725 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.0957047 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.0455585 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),0.176029 # DEPENDENCYPART_GRANDPAR
(23,29),(29,20),-0.790962 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.14417 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),0.0445319 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.322531 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.116408 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.0716206 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.130122 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.539057 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.386869 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.0371771 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.0267531 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.17252 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.3809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,29),0.302138 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.09097 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.1134 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.29924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),0.0898556 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.0126121 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.301742 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),0.299019 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.667285 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.40475 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.641296 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.196106 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.880421 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-1.02403 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-0.931658 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-0.973734 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-1.5091 # DEPENDENCYPART_GRANDPAR
(24,27),(27,8),-0.873704 # DEPENDENCYPART_GRANDPAR
(24,27),(27,9),-1.42539 # DEPENDENCYPART_GRANDPAR
(24,27),(27,10),-1.02145 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-0.70275 # DEPENDENCYPART_GRANDPAR
(24,27),(27,12),-0.869298 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-0.57403 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-0.756697 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-0.690029 # DEPENDENCYPART_GRANDPAR
(24,27),(27,16),-1.22992 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.817943 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.07836 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.60646 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.533002 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-1.00084 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.703968 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.380838 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.0663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.492717 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.568493 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.375023 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),1.21589 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),0.0698847 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.601826 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.613066 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),1.0487 # DEPENDENCYPART_GRANDPAR
(24,29),(29,20),-0.556207 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.624177 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.66446 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.751204 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.278488 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.00816549 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.712739 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.00682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),-0.0582612 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.0183601 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),0.195216 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.111244 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.232995 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.29356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),0.163345 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.522832 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.354609 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.26664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,25),-0.395358 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.757898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,29),0.417616 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-0.467478 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.481493 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.669053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.79325 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.087447 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),0.170759 # DEPENDENCYPART_GRANDPAR
(27,1),(1,2),-0.0761392 # DEPENDENCYPART_GRANDPAR
(27,1),(1,6),-0.408311 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.662766 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),0.330238 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),0.455976 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),0.200656 # DEPENDENCYPART_GRANDPAR
(27,2),(2,6),-0.366217 # DEPENDENCYPART_GRANDPAR
(27,2),(2,7),-0.439094 # DEPENDENCYPART_GRANDPAR
(27,2),(2,9),-0.202846 # DEPENDENCYPART_GRANDPAR
(27,2),(2,10),-0.184239 # DEPENDENCYPART_GRANDPAR
(27,2),(2,12),0.510905 # DEPENDENCYPART_GRANDPAR
(27,2),(2,17),-0.316127 # DEPENDENCYPART_GRANDPAR
(27,2),(2,19),0.165671 # DEPENDENCYPART_GRANDPAR
(27,2),(2,22),0.226285 # DEPENDENCYPART_GRANDPAR
(27,2),(2,27),-1.618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,2),(2,30),-0.859814 # DEPENDENCYPART_GRANDPAR
(27,3),(3,1),-0.652802 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),0.00858148 # DEPENDENCYPART_GRANDPAR
(27,3),(3,4),0.447742 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),0.189465 # DEPENDENCYPART_GRANDPAR
(27,3),(3,6),-0.382597 # DEPENDENCYPART_GRANDPAR
(27,3),(3,7),-0.462998 # DEPENDENCYPART_GRANDPAR
(27,3),(3,8),0.495616 # DEPENDENCYPART_GRANDPAR
(27,3),(3,9),-0.219225 # DEPENDENCYPART_GRANDPAR
(27,3),(3,10),-0.185626 # DEPENDENCYPART_GRANDPAR
(27,3),(3,12),0.491357 # DEPENDENCYPART_GRANDPAR
(27,3),(3,13),0.302903 # DEPENDENCYPART_GRANDPAR
(27,3),(3,14),0.102106 # DEPENDENCYPART_GRANDPAR
(27,3),(3,17),-0.317514 # DEPENDENCYPART_GRANDPAR
(27,3),(3,19),0.139667 # DEPENDENCYPART_GRANDPAR
(27,3),(3,22),0.211326 # DEPENDENCYPART_GRANDPAR
(27,3),(3,24),0.298905 # DEPENDENCYPART_GRANDPAR
(27,3),(3,27),-1.6177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,3),(3,30),-0.859524 # DEPENDENCYPART_GRANDPAR
(27,6),(6,1),-0.500305 # DEPENDENCYPART_GRANDPAR
(27,6),(6,2),0.0311757 # DEPENDENCYPART_GRANDPAR
(27,6),(6,3),0.294736 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),0.597194 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),0.345513 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),-0.361966 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),0.64408 # DEPENDENCYPART_GRANDPAR
(27,6),(6,9),-0.0449598 # DEPENDENCYPART_GRANDPAR
(27,6),(6,10),0.0889754 # DEPENDENCYPART_GRANDPAR
(27,6),(6,11),-0.000931544 # DEPENDENCYPART_GRANDPAR
(27,6),(6,12),0.626965 # DEPENDENCYPART_GRANDPAR
(27,6),(6,13),0.345681 # DEPENDENCYPART_GRANDPAR
(27,6),(6,14),0.0158519 # DEPENDENCYPART_GRANDPAR
(27,6),(6,16),0.163342 # DEPENDENCYPART_GRANDPAR
(27,6),(6,17),-0.0429121 # DEPENDENCYPART_GRANDPAR
(27,6),(6,18),0.139132 # DEPENDENCYPART_GRANDPAR
(27,6),(6,19),0.053413 # DEPENDENCYPART_GRANDPAR
(27,6),(6,22),0.337352 # DEPENDENCYPART_GRANDPAR
(27,6),(6,30),-0.743453 # DEPENDENCYPART_GRANDPAR
(27,9),(9,4),0.603078 # DEPENDENCYPART_GRANDPAR
(27,9),(9,5),0.350162 # DEPENDENCYPART_GRANDPAR
(27,9),(9,6),-0.152272 # DEPENDENCYPART_GRANDPAR
(27,9),(9,7),-0.533841 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),0.664715 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),0.0921995 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),0.00134789 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),0.630184 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),0.349628 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),0.0240801 # DEPENDENCYPART_GRANDPAR
(27,9),(9,15),0.754685 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),0.166548 # DEPENDENCYPART_GRANDPAR
(27,9),(9,17),-0.0396881 # DEPENDENCYPART_GRANDPAR
(27,9),(9,18),0.142338 # DEPENDENCYPART_GRANDPAR
(27,9),(9,22),0.340571 # DEPENDENCYPART_GRANDPAR
(27,9),(9,27),-1.44739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,30),-0.743453 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.12548 # DEPENDENCYPART_GRANDPAR
(27,11),(11,12),0.421371 # DEPENDENCYPART_GRANDPAR
(27,11),(11,14),-0.0967001 # DEPENDENCYPART_GRANDPAR
(27,11),(11,15),0.535493 # DEPENDENCYPART_GRANDPAR
(27,12),(12,2),0.00291061 # DEPENDENCYPART_GRANDPAR
(27,12),(12,6),-0.229089 # DEPENDENCYPART_GRANDPAR
(27,12),(12,9),-0.0581594 # DEPENDENCYPART_GRANDPAR
(27,12),(12,10),-0.0416042 # DEPENDENCYPART_GRANDPAR
(27,12),(12,11),-0.0822168 # DEPENDENCYPART_GRANDPAR
(27,12),(12,13),0.280438 # DEPENDENCYPART_GRANDPAR
(27,12),(12,14),0.0756684 # DEPENDENCYPART_GRANDPAR
(27,12),(12,15),0.583859 # DEPENDENCYPART_GRANDPAR
(27,12),(12,16),-0.0620945 # DEPENDENCYPART_GRANDPAR
(27,12),(12,17),-0.339575 # DEPENDENCYPART_GRANDPAR
(27,12),(12,18),-0.0886144 # DEPENDENCYPART_GRANDPAR
(27,12),(12,19),0.113229 # DEPENDENCYPART_GRANDPAR
(27,12),(12,20),0.783462 # DEPENDENCYPART_GRANDPAR
(27,12),(12,22),0.189017 # DEPENDENCYPART_GRANDPAR
(27,12),(12,23),0.433157 # DEPENDENCYPART_GRANDPAR
(27,12),(12,24),0.272468 # DEPENDENCYPART_GRANDPAR
(27,12),(12,30),-0.859527 # DEPENDENCYPART_GRANDPAR
(27,13),(13,6),-0.363517 # DEPENDENCYPART_GRANDPAR
(27,13),(13,7),-0.509333 # DEPENDENCYPART_GRANDPAR
(27,13),(13,9),-0.191479 # DEPENDENCYPART_GRANDPAR
(27,13),(13,10),-0.0876878 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-0.116137 # DEPENDENCYPART_GRANDPAR
(27,13),(13,12),0.310604 # DEPENDENCYPART_GRANDPAR
(27,13),(13,14),-0.0487836 # DEPENDENCYPART_GRANDPAR
(27,13),(13,15),0.589453 # DEPENDENCYPART_GRANDPAR
(27,13),(13,16),0.0206526 # DEPENDENCYPART_GRANDPAR
(27,13),(13,18),-0.00234348 # DEPENDENCYPART_GRANDPAR
(27,13),(13,21),-0.00246848 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),0.212754 # DEPENDENCYPART_GRANDPAR
(27,14),(14,15),0.450576 # DEPENDENCYPART_GRANDPAR
(27,14),(14,16),-0.117389 # DEPENDENCYPART_GRANDPAR
(27,14),(14,17),-0.287053 # DEPENDENCYPART_GRANDPAR
(27,14),(14,18),-0.138027 # DEPENDENCYPART_GRANDPAR
(27,14),(14,19),-0.0491443 # DEPENDENCYPART_GRANDPAR
(27,14),(14,20),0.650281 # DEPENDENCYPART_GRANDPAR
(27,14),(14,21),-0.140509 # DEPENDENCYPART_GRANDPAR
(27,14),(14,22),0.0136337 # DEPENDENCYPART_GRANDPAR
(27,14),(14,24),0.110094 # DEPENDENCYPART_GRANDPAR
(27,15),(15,11),0.0146594 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),0.272172 # DEPENDENCYPART_GRANDPAR
(27,15),(15,16),-0.000797351 # DEPENDENCYPART_GRANDPAR
(27,16),(16,11),-0.00654664 # DEPENDENCYPART_GRANDPAR
(27,16),(16,13),0.365728 # DEPENDENCYPART_GRANDPAR
(27,16),(16,14),-0.0566524 # DEPENDENCYPART_GRANDPAR
(27,16),(16,15),0.771056 # DEPENDENCYPART_GRANDPAR
(27,16),(16,17),-0.0396881 # DEPENDENCYPART_GRANDPAR
(27,16),(16,18),0.142338 # DEPENDENCYPART_GRANDPAR
(27,16),(16,19),0.0616411 # DEPENDENCYPART_GRANDPAR
(27,16),(16,20),0.95439 # DEPENDENCYPART_GRANDPAR
(27,16),(16,21),0.143247 # DEPENDENCYPART_GRANDPAR
(27,16),(16,22),0.340571 # DEPENDENCYPART_GRANDPAR
(27,16),(16,23),0.556449 # DEPENDENCYPART_GRANDPAR
(27,16),(16,24),0.22088 # DEPENDENCYPART_GRANDPAR
(27,16),(16,25),0.0819749 # DEPENDENCYPART_GRANDPAR
(27,16),(16,26),0.178283 # DEPENDENCYPART_GRANDPAR
(27,16),(16,27),-1.44739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,16),(16,28),0.24808 # DEPENDENCYPART_GRANDPAR
(27,16),(16,29),0.0679961 # DEPENDENCYPART_GRANDPAR
(27,16),(16,30),-0.743453 # DEPENDENCYPART_GRANDPAR
(27,18),(18,11),-0.0110007 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),0.501467 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),0.369706 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.0664132 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),0.769084 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),0.223277 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.0127549 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),0.0423886 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),0.939837 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),0.122453 # DEPENDENCYPART_GRANDPAR
(27,18),(18,23),0.543278 # DEPENDENCYPART_GRANDPAR
(27,18),(18,24),0.201627 # DEPENDENCYPART_GRANDPAR
(27,18),(18,25),0.0673534 # DEPENDENCYPART_GRANDPAR
(27,18),(18,26),0.157489 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.43903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,28),0.248078 # DEPENDENCYPART_GRANDPAR
(27,18),(18,29),0.0679469 # DEPENDENCYPART_GRANDPAR
(27,18),(18,30),-0.743455 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),0.211977 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),0.650281 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.140509 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),0.0136337 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),0.277356 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),0.110094 # DEPENDENCYPART_GRANDPAR
(27,19),(19,26),-0.105655 # DEPENDENCYPART_GRANDPAR
(27,19),(19,27),-1.42653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,29),0.0400963 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.0201795 # DEPENDENCYPART_GRANDPAR
(27,20),(20,23),0.51257 # DEPENDENCYPART_GRANDPAR
(27,20),(20,28),0.280256 # DEPENDENCYPART_GRANDPAR
(27,21),(21,15),0.777903 # DEPENDENCYPART_GRANDPAR
(27,21),(21,16),0.235138 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),0.224685 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.0184942 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),0.977506 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),0.543245 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),0.220378 # DEPENDENCYPART_GRANDPAR
(27,21),(21,29),0.0679961 # DEPENDENCYPART_GRANDPAR
(27,22),(22,1),-0.563766 # DEPENDENCYPART_GRANDPAR
(27,22),(22,2),0.0037761 # DEPENDENCYPART_GRANDPAR
(27,22),(22,3),0.27052 # DEPENDENCYPART_GRANDPAR
(27,22),(22,4),0.594445 # DEPENDENCYPART_GRANDPAR
(27,22),(22,5),0.335875 # DEPENDENCYPART_GRANDPAR
(27,22),(22,6),-0.156769 # DEPENDENCYPART_GRANDPAR
(27,22),(22,7),-0.370625 # DEPENDENCYPART_GRANDPAR
(27,22),(22,8),0.645957 # DEPENDENCYPART_GRANDPAR
(27,22),(22,9),0.0156288 # DEPENDENCYPART_GRANDPAR
(27,22),(22,10),-0.194946 # DEPENDENCYPART_GRANDPAR
(27,22),(22,11),-0.032948 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),0.449106 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),0.252988 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.0335652 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),0.754295 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),0.223931 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.326833 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),0.201764 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),0.00399585 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),0.954025 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),0.200782 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),0.469361 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),0.248096 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),0.0579585 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),0.200508 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.48893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),0.211363 # DEPENDENCYPART_GRANDPAR
(27,22),(22,29),-0.137221 # DEPENDENCYPART_GRANDPAR
(27,22),(22,30),-0.778844 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),0.881708 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),0.123757 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.208093 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.0143664 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.39397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),0.279956 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),0.00730928 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),0.170431 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),0.525327 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.141745 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.105655 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.42653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),0.280463 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),0.0400963 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.0644552 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.497892 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.0130031 # DEPENDENCYPART_GRANDPAR
