# _root_ Interprovincial Pipe Line Co. , an oil pipeline operator rumored to be mulling a gas pipeline proposal of its own , said that is n't in the cards .
#goldHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
#predictedHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
(9,8),(9,7),-0.117066 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.467525 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.657944 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.814752 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-0.599156 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-0.684816 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-0.651174 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-1.14801 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.290633 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-0.592127 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-0.841091 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.751287 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-0.749508 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-0.8378 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.922546 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.375 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-0.878869 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.935482 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-0.974226 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.967819 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.261539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),-0.659956 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.799802 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,2),-0.812503 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,1),-0.875773 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-1.57636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.302695 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-0.510653 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-0.681037 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.618118 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.0245721 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.412157 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-0.981577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-0.0478262 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-0.806129 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.441142 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.436774 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),0.131886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),0.014382 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),0.115643 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),-0.100009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),-1.08136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),0.514188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,24),-0.1995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,25),0.559624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,29),-1.17379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,30),-0.723717 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.904595 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-0.985331 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.647107 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-0.809752 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-0.46776 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.711288 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,24),-0.671256 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,25),-0.994249 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,29),-0.81482 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,30),-0.566244 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.890575 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-0.765429 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,20),-0.94391 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,21),-0.0903064 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-0.882992 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,24),-0.796536 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,25),-1.02663 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,29),-0.492529 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,30),-0.772447 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,17),-0.720847 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,20),-0.916316 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,21),-0.401909 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,22),-0.851193 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,24),-0.887192 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,25),-1.04896 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,29),-0.199725 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,30),-0.548686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,20),-0.681722 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,21),-0.419325 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,22),-0.680316 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,24),-0.814424 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,25),-0.793723 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,29),-0.462711 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,30),-0.467191 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,21),-0.7125 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,22),-0.747254 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,24),-0.91276 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,25),-0.929802 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,29),-1.08582 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,30),-1.06779 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,21),(10,22),-0.274732 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,24),-0.481905 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,25),-0.860601 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,29),-1.06129 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,30),-0.786299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,22),(10,24),-0.47359 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,25),-0.479414 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,29),0.723048 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,30),-0.700357 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,24),(10,25),-1.11408 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,29),-0.158728 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,30),-0.0586583 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,25),(10,29),-0.537157 # DEPENDENCYPART_NEXTSIBL
(10,25),(10,30),-3.19751 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,29),(10,30),-1.85933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.29604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.0472723 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.473952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.587235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-1.04129 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),-0.197928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.381074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.697113 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.496957 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.817695 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.85356 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-0.341649 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-1.04463 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-0.987031 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-1.33219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.38778 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.667356 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-0.588177 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-1.08941 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-0.911547 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-1.33155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.487317 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-0.5247 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-1.11904 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.10232 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-1.11608 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.454507 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-1.09264 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-1.17053 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.625577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.700459 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.900958 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-1.43276 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,1),-0.940973 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-0.83862 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.617507 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.0454683 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.0535178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.201453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),0.166571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,30),-0.786472 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.976568 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-0.856777 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-0.800968 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,30),-0.944919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,15),-0.800295 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.737639 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,30),-0.685024 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,17),-0.991835 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,30),-1.00586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,30),-0.321401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.332685 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,13),0.0817069 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.96115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.274146 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),0.213774 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),0.0893355 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.332042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),0.0186633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,21),-1.07108 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),0.580139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,24),-0.128231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),0.513102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,26),-0.576549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,29),-1.18486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,30),-0.835935 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.865682 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.785359 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.787681 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.725843 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-0.88145 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-0.863628 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,21),-0.367917 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-0.81403 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-0.847725 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-1.05203 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,26),-0.577866 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,29),-0.186601 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,30),-0.514761 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.721226 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-0.817552 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.893513 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-1.01478 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-0.982223 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,21),-1.00887 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.904737 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,24),-1.03636 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-1.04276 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,26),-1.1387 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,29),-1.27354 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,30),-0.66254 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.980406 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-0.937455 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-0.979976 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-1.03613 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,21),-0.835223 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-1.02858 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-1.13444 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,25),-1.24821 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,26),-1.29416 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,29),-1.04476 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,30),-1.12847 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.739444 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.891447 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.946268 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,21),-0.759126 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.927489 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-1.07326 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,25),-1.07738 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,26),-1.14689 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,29),-0.886713 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,30),-1.29929 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.425091 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-0.659517 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,21),-0.415763 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-0.685929 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,24),-0.813506 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),-0.832598 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,26),-0.815369 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,29),-0.485129 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,30),-0.455106 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,20),-0.847897 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,21),-0.518346 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-0.641758 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-0.843393 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,25),-0.853291 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,26),-1.17665 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,29),-0.653876 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,30),-0.719084 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,21),-0.662642 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,22),-0.689093 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,24),-0.852437 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,25),-0.903696 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,26),-0.730909 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,29),-1.05516 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,30),-0.969825 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,21),(12,22),-0.257667 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,24),-0.462728 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,25),-0.865206 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,26),-0.934588 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,29),-1.05833 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,30),-0.792128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,24),-0.434821 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,25),-0.483178 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,26),-0.0316992 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,29),0.73548 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,30),-0.667787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,24),(12,25),-1.11479 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,26),-0.818306 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,29),-0.143269 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,30),-0.0195529 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,25),(12,26),-0.25652 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,29),-0.560916 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,30),-3.21873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,26),(12,29),-0.375753 # DEPENDENCYPART_NEXTSIBL
(12,26),(12,30),-0.530326 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,29),(12,30),-1.87562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),0.0153103 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.290706 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.0419382 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,7),-0.468622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,5),-1.06385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.192594 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.635563 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,9),-0.531032 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,8),-0.583691 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,7),-0.565051 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,5),-1.11017 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-0.433694 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.626799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,8),-0.472353 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,7),-0.793093 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,5),-0.351758 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,4),-1.02002 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-1.29064 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,7),-0.363178 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,5),-0.598286 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,4),-1.06481 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-1.29001 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,7),(12,5),-0.534811 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,4),-1.09444 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,-1),-1.07454 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,5),(12,4),-0.705354 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,-1),-1.45225 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,-1),-0.797074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.952996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.240924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),0.246995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),0.122557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.279581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),-1.08133 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),0.514208 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-1.67171 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.19948 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),0.559624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.51892 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,29),-1.17369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,30),-0.728552 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.698683 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.795009 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.87097 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.984009 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,21),-1.01416 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-0.913624 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-1.13351 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-1.0483 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-1.02121 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,26),-1.11069 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,29),-1.26307 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,30),-0.658361 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.93594 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.892989 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.938164 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-0.835945 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-1.02016 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-1.39036 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-1.13256 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,25),-1.20654 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,26),-1.25729 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,29),-1.01944 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,30),-1.13296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.694978 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.849635 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,21),-0.759848 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.919075 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.26394 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-1.07138 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,25),-1.03571 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,26),-1.11003 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,29),-0.861398 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,30),-1.30378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.383279 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.416486 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.677515 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.916724 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.811624 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.79093 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.778503 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,29),-0.459814 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,30),-0.459594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,21),-0.496168 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.625071 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-1.10722 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.829759 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-0.813666 # DEPENDENCYPART_NEXTSIBL
