# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(4,6),(6,6),(6,15),-0.0433134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,16),0.0443345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,20),-0.0236765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0253279 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0253279 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,10),-0.0203802 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,11),-0.0204294 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,12),-0.0202972 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,14),-0.0253279 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,15),-0.0203802 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,16),-0.0253279 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,20),0.0185494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0593821 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,10),-0.0393691 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,11),-0.0123274 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,12),-0.0339422 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,14),-0.0593821 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,15),-0.0393691 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,16),-0.0593821 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,20),0.0766815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,10),-0.0395016 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,11),-0.0123274 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,12),-0.0339422 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,14),-0.0612502 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,15),-0.0395016 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,16),-0.0612502 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,20),0.0783883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,10),(6,11),-0.0214866 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,12),-0.021444 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,14),-0.0245959 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,16),-0.0245959 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,20),0.0288204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,11),(6,12),-0.0243892 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,14),-0.0146891 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,15),-0.0194812 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,16),-0.0146891 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,20),0.00501562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,12),(6,14),-0.0243491 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,15),0.00860147 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,16),-0.0243492 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,20),-0.0556999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,14),(6,15),-0.0393691 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,16),-0.0593821 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,20),0.076709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,15),(6,16),-0.0245959 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,20),0.0288204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,16),(6,20),0.0823088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.0631657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,3),-0.182985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),0.0541518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,3),-0.144703 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,-1),-0.151484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,3),(6,-1),-0.154179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),0.0318517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),0.0596269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,11),0.0510439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),-0.0338417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,14),0.0247244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,16),0.026165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,20),0.00503127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.0569494 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,11),-0.0262839 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.00809161 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,14),-0.00236906 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,16),0.00117566 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,20),0.0175888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,11),0.0109451 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,12),-0.00787831 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,14),-0.0470984 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,16),-0.054525 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,20),-0.0654281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,11),(8,12),-0.0209355 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,14),0.00401241 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,16),0.00381924 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,20),-0.0270419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,14),-0.0326535 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,16),-0.0326535 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,20),-0.0267147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,14),(8,16),-0.000743511 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,20),0.0160611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,16),(8,20),0.00912934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.0941735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.192097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,5),0.122253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,4),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,1),-0.144802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),-0.226039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.120936 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,5),0.115684 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,4),0.119685 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.203262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,5),0.0849053 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,4),0.106008 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.0216954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,4),0.103781 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,-1),-0.0960491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,4),(8,1),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,-1),-0.117167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,1),(8,-1),-0.153394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,10),0.0581115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,11),0.0510156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,12),-0.0370388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,13),0.0329702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,14),0.0329702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,15),0.0581115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,16),0.0344108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,17),-0.0729844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,19),0.00600435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,20),0.000160801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,10),(9,11),0.0109439 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,12),-0.00847494 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,13),-0.0471112 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,14),-0.0471112 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,15),-0.0238778 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,16),-0.0545378 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,17),-0.0159741 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,19),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,20),-0.0654326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,11),(9,12),-0.0209367 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,13),0.00401035 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,14),0.00401035 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,15),-0.0287657 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,16),0.00381719 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,17),-0.00164412 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,19),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,20),-0.0274799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),-0.0326535 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,14),-0.0326535 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,15),-0.0528563 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,16),-0.0326535 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,17),6.14237e-05 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,19),-0.0198165 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,20),-0.0320604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,14),-0.00380759 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,15),-0.0569526 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,16),-0.00026286 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,17),-0.0364459 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,19),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,20),0.0228119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,14),(9,15),-0.0569526 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,16),-0.00026286 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,17),-0.0364459 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,19),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,20),0.0228119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,15),(9,16),-0.0545378 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,17),-0.0159741 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,19),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,20),-0.0654326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,16),(9,17),-0.0364461 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,19),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,20),0.0158801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,17),(9,19),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,20),-0.0408105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,19),(9,20),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,8),0.0298621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,7),0.0810058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,6),0.193311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,5),0.123131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,4),0.138295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,3),-0.048434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,2),-0.149874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,1),-0.144802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,-1),-0.227498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,8),(9,7),0.0177809 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,6),0.0905382 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,5),0.126918 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,4),0.131447 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,3),-0.13913 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,2),-0.134449 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,1),-0.144727 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,-1),-0.109312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,6),0.125596 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,5),0.115127 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,4),0.11968 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,3),-0.144852 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,2),-0.147141 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,-1),-0.212398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,5),0.0839433 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,4),0.106008 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,3),-0.145987 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,2),-0.144707 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,-1),-0.0150181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,4),0.105042 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,3),-0.14492 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,2),-0.147984 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,-1),-0.101382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,4),(9,3),-0.142323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,2),-0.150439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,1),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,-1),-0.117792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,3),(9,2),-0.134449 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,1),-0.144727 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,-1),-0.111078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,2),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,2),(9,-1),-0.135625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,1),(9,-1),-0.153508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,20),0.0256912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,10),(10,-1),-0.116676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,11),(11,20),-0.0566964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,11),(11,-1),-0.180795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,12),(12,13),0.0284501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,14),0.0284501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,15),-0.117224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,16),0.0245711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,17),-0.0886056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,19),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,20),0.0790801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,13),(12,14),-0.00446318 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,15),-0.0227705 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,16),-0.00447785 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,17),-0.00814645 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,19),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,20),-0.0608401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,14),(12,15),-0.0227705 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,16),-0.00447785 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,17),-0.00814645 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,19),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,20),-0.0608401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,15),(12,16),-0.0570622 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,17),-0.0336586 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,19),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,20),0.147462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,16),(12,17),-0.00901105 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,19),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,20),-0.0648979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,17),(12,19),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,20),0.0247271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,19),(12,20),-0.0334729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,11),0.0960526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,10),0.142215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,9),0.156575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,8),0.142585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,7),0.0766443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,6),-0.0317869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,5),0.143188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,4),0.121179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,3),-0.19239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,2),-0.140652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,1),-0.144715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,-1),-0.223238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,11),(12,10),0.128604 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,9),0.109664 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,8),0.109664 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,7),0.109003 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,6),0.0910725 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,5),0.10409 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,4),0.0957156 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,1),-0.144714 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,-1),-0.141729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,10),(12,9),0.12214 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,8),0.122281 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,7),0.107178 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,6),0.0574022 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,5),0.101539 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,4),0.133549 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,1),-0.145665 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,-1),-0.07122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,9),(12,8),0.106023 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,7),0.134572 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,6),0.243717 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,5),0.0981086 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,4),0.102953 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,3),-0.149113 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,1),-0.14531 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,-1),-0.172398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,8),(12,7),0.134572 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,6),0.238363 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,5),0.0981086 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,4),0.102953 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,3),-0.148534 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,1),-0.14531 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,-1),-0.178361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,7),(12,6),0.117628 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,5),0.109067 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,4),0.10736 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,2),-0.144852 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,-1),-0.143336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,6),(12,5),0.134969 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,4),0.108296 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,3),-0.145339 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,1),-0.144762 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,-1),-0.14008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,5),(12,4),0.100846 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,3),-0.145006 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,1),-0.144821 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,-1),-0.128857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
