# _root_ Here , wedged between shifting dunes and pounding waves at the world 's most inhospitable diamond dig , lies the earth 's most precious jewel box .
#goldHeads=19,19,19,3,6,7,4,9,7,3,12,17,12,15,17,17,10,19,0,21,26,21,26,26,26,19,19,
#predictedHeads=19,19,19,3,7,5,4,7,8,8,12,10,12,15,17,17,13,19,0,21,22,19,24,26,26,22,19,
(0,19),(19,5),(19,4),0.100874 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,3),0.108185 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,2),0.0695394 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,1),0.123246 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,-1),-0.0576509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,4),(19,3),0.100871 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,4),(19,2),0.114273 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,4),(19,1),0.0597909 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,4),(19,-1),-0.235166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,3),(19,2),0.0695394 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,1),0.123246 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,-1),-0.0576509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,2),(19,1),0.154858 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,2),(19,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,1),(19,-1),-0.173961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,22),(22,23),-0.01951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,24),0.0647294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,25),-0.0304794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,26),-0.0302331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,27),-0.112619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,28),-0.196093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,22),(22,23),(22,24),0.0194226 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,25),0.00591774 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,26),0.00591774 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,27),0.0801107 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,28),-0.0309232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,24),(22,25),-0.0217416 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,26),-0.0217416 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,27),0.0690149 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,28),-0.0329156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,25),(22,26),0.0251484 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,27),0.0618194 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,28),-0.0787502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,26),(22,27),0.0620657 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,26),(22,28),-0.0787502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,27),(22,28),0.173664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,22),(22,21),0.312331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,20),0.248051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,19),0.0504813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,18),0.11511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,17),0.312357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,15),0.218489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,13),0.0548413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,12),0.311232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,10),0.178048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,9),0.312357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,8),0.0504888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,7),0.107057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,5),0.0504888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,4),0.166662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,2),0.11511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,1),0.180812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,-1),-0.63558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,22),(22,21),(22,20),0.0802395 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,19),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,18),0.281853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,17),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,15),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,13),0.119973 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,12),0.105774 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,10),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,9),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,8),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,7),0.127776 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,5),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,4),-0.0749331 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,2),0.281853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,1),0.112284 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,21),(22,-1),0.058455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,20),(22,19),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,18),0.143827 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,17),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,15),0.107412 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,13),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,12),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,10),0.0974212 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,9),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,8),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,7),0.11252 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,5),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,4),0.0986802 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,2),0.143827 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,1),0.118213 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,20),(22,-1),-0.112543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,19),(22,18),0.0692581 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,17),0.0538837 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,15),0.103067 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,13),0.105402 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,12),0.0538837 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,10),0.0981678 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,9),0.0538837 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,8),0.110512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,7),0.135638 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,5),0.110512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,4),0.100641 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,2),0.0692581 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,1),0.129491 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,19),(22,-1),-0.0697559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,18),(22,17),0.106625 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,15),0.136112 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,13),0.0877863 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,12),0.106625 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,10),0.316978 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,9),0.106625 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,8),0.0822066 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,7),0.0961062 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,5),0.0822066 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,4),0.308829 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,2),0.0717953 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,1),0.156798 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,18),(22,-1),-0.349707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,17),(22,15),0.0905629 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,13),0.119973 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,12),0.105774 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,10),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,9),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,8),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,7),0.127776 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,5),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,4),-0.0749331 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,2),0.281853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,1),0.112284 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,17),(22,-1),0.0584809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,15),(22,13),0.108107 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,12),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,10),0.106192 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,9),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,8),0.108853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,7),0.107712 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,5),0.108853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,4),0.106212 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,2),0.138317 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,1),0.1053 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,15),(22,-1),-0.0664231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,13),(22,12),0.0537303 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,10),0.0979481 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,9),0.0537303 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,8),0.108935 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,7),0.132725 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,5),0.108935 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,4),0.100421 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,2),0.0679459 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,1),0.129127 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,13),(22,-1),-0.0713688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,12),(22,10),-0.0778305 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,9),0.105774 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,8),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,7),0.127776 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,5),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,4),-0.0749331 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,2),0.281821 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,1),0.112284 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,12),(22,-1),0.0573884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,10),(22,9),0.165561 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,8),0.100811 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,7),0.100307 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,5),0.100811 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,4),0.116339 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,2),0.111833 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,1),0.0577569 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,10),(22,-1),-0.21311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,9),(22,8),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,7),0.127776 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,5),0.120512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,4),-0.0749331 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,2),0.281853 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,1),0.112284 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,9),(22,-1),0.0584809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,8),(22,7),0.135638 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,8),(22,5),0.110512 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,8),(22,4),0.100831 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,8),(22,2),0.0692657 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,8),(22,1),0.129491 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,8),(22,-1),-0.0696641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,7),(22,5),0.0123902 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,7),(22,4),0.0060977 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,7),(22,2),0.363564 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,7),(22,1),0.147805 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,7),(22,-1),0.00391876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,5),(22,4),0.100831 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,5),(22,2),0.0692657 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,5),(22,1),0.129491 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,5),(22,-1),-0.0696641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,4),(22,2),0.114259 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,4),(22,1),0.0609085 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,4),(22,-1),-0.234269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,2),(22,1),0.156798 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,2),(22,-1),-0.349707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,1),(22,-1),-0.160106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,28),-0.0522197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,1),0.109255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,-1),-0.178509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.144986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0347514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0357291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.057864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.00934785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.057864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),-0.0350465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,13),-0.0357291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,18),-0.0339108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,19),-0.0357291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,22),-0.0357291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,28),0.0712542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0203335 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0207424 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),-0.0203335 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,10),-0.0237001 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,13),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,18),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,19),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,22),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,28),-0.0339043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,10),-0.0196975 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,13),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,19),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,22),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,28),-0.0238132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.0194514 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),-0.02022 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,10),-0.0205089 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,13),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,18),-0.0200399 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,19),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,22),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,27),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,28),-0.0456373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,9),0.0349138 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,10),0.131251 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,13),0.281124 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,18),0.4287 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,19),0.326672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,22),0.374855 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,27),0.232567 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,28),-0.0228427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,10),-0.0205089 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,13),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,18),-0.0200399 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,19),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,22),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,27),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,28),-0.0456373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,13),-0.019942 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,18),-0.0201474 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,19),-0.019942 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,22),-0.019942 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,28),-0.0350283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,13),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,19),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,22),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,28),-0.0239244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,18),(3,19),-0.020262 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,22),-0.020262 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,28),-0.0159503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,19),(3,22),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,19),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,19),(3,28),-0.0238132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,22),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,22),(3,28),-0.0239244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,27),(3,28),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.117739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.0980561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,-1),-0.252321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.108335 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,2),(3,-1),-0.138896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.167425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.037963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0376931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.0388872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),-0.037963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.0376931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,28),0.0320331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,28),-0.0391959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0202932 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),-0.0194602 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),0.000373832 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,28),-0.071579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),0.248163 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,9),0.0343051 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,28),-0.0369393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,8),(4,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,28),-0.0391959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,9),(4,28),-0.071579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.118139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.107847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,1),0.0892157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,-1),-0.0569775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.109537 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,1),0.109508 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,-1),-0.136273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,1),0.109312 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,2),(4,-1),-0.150613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,1),(4,-1),-0.172759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
