# _root_ The unpopular Mr. Sarney , whose task was to bring about a smooth transition to democracy after 21 years of military rule , is n't seeking re-election .
#goldHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,14,15,10,19,17,19,22,20,4,0,24,24,26,24,
#predictedHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,10,15,10,19,17,19,22,20,4,0,24,24,26,24,
(8,14),(14,10),(14,-1),-0.111246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,7),-0.142323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,5),-0.161831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,2),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,1),-0.151101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.117167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,7),(14,5),-0.160051 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,2),-0.145686 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,1),-0.136727 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,-1),-0.109606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,5),(14,2),-0.146734 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,1),-0.145331 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,-1),-0.147538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,2),(14,1),-0.148262 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,2),(14,-1),-0.0960491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,1),(14,-1),-0.202184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),0.0644205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,17),-0.0192295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),0.0964936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),0.0541385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,20),-0.0211655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,22),0.0644208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,27),0.0644208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,29),-0.12247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,17),-0.0107745 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,18),-0.0204922 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,19),-0.0390708 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,20),-0.0110249 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,22),-0.038997 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,27),-0.038997 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,29),0.0515378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,17),(15,18),-0.0199042 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,19),-0.0157636 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,20),-0.02059 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,22),-0.0157636 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,27),-0.0157636 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,29),-0.0385247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0195679 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,20),-0.0243488 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,22),-0.0195363 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,27),-0.0195363 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,29),0.0870916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,20),-0.0118247 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,22),-0.038997 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,27),-0.038997 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,29),0.0420075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,20),(15,22),-0.0158495 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,27),-0.0158495 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,29),-0.0429615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,22),(15,27),-0.038997 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,29),0.0515381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,27),(15,29),0.0515381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.102047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),0.107572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,-1),-0.214849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,17),-0.0787586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,18),-0.00650271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,19),0.0236751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,20),-0.0718911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,21),-0.0216303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,22),0.0231055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,23),0.0596269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,24),-0.0375669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,26),-0.0318097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,28),0.00600435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,29),0.00503952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,17),(16,18),-0.0259892 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,19),-0.0301149 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,20),0.00470089 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,21),-0.018316 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,22),-0.0299999 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,23),0.0161885 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,24),-0.0272525 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,26),-0.024365 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,28),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,29),-0.0509113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,18),(16,19),-0.0321576 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,20),-0.024219 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,21),-0.0216675 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,22),-0.0321576 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,23),-0.0263159 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,24),-0.0178753 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,26),-0.0178753 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,29),0.00662058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,19),(16,20),-0.0363365 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,21),-0.0242223 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,22),-0.00428853 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,23),-0.0569923 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,24),-0.00822856 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,26),-0.00725543 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,28),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,29),0.0138472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,20),(16,21),-0.0181532 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,22),-0.0318437 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,23),0.0389006 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,24),-0.0241751 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,26),-0.0212876 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,28),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,29),-0.0332241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,21),(16,22),0.00226922 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,23),-0.0257753 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,24),-0.0178806 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,26),-0.0174074 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,28),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,29),-0.0369582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,22),(16,23),-0.0569494 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,24),-0.00822856 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,26),-0.00725543 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,28),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,29),0.0144423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,23),(16,24),-0.011245 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,23),(16,26),-0.0076549 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,23),(16,28),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,23),(16,29),-0.0654281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,24),(16,26),-0.00468806 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,24),(16,28),-0.0198162 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,24),(16,29),-0.0291703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,26),(16,28),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,26),(16,29),-0.0293815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,28),(16,29),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,15),0.160671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,14),0.0229347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,13),0.122253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,12),0.0958971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,8),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,7),-0.0476025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,1),-0.14963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,-1),-0.224688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,15),(16,14),0.0934623 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,13),0.0981441 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,12),0.108192 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,8),0.105573 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,7),-0.144848 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,1),-0.144888 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,-1),-0.0459171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,14),(16,13),0.117523 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,12),0.0497854 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,8),0.131447 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,7),-0.13913 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,1),-0.136727 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,-1),-0.109733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,13),(16,12),0.149539 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,13),(16,8),0.103781 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,13),(16,7),-0.14492 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,13),(16,1),-0.148262 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,13),(16,-1),-0.0960491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,12),(16,8),0.112904 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,7),-0.144946 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,1),-0.145935 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,-1),-0.149331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,8),(16,7),-0.142323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,8),(16,1),-0.151101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,8),(16,-1),-0.117167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,7),(16,1),-0.136727 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,7),(16,-1),-0.109632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,1),(16,-1),-0.203262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,18),0.0862686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),0.0356793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,20),0.0214014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,21),-0.0331903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),0.0209157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,24),0.0519758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,25),-0.0356038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,29),-0.0116403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.00673608 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,20),-0.00803055 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,21),-0.0202428 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.00664763 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,24),-0.0213879 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,25),-0.018995 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,29),0.0113314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,20),0.00274352 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,21),-0.0153385 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,22),-0.0543166 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,24),-0.0315948 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,25),-0.0234932 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,29),0.0846561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,20),(17,21),-0.0197457 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,22),0.0478749 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,24),-0.0260256 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,25),-0.0223371 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,29),-0.0552088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,21),(17,22),-0.0280147 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,24),-0.0176309 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,25),-0.0159233 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,29),0.0107327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,24),-0.0315948 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,25),-0.023409 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,29),0.0747468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,24),(17,25),-0.0202025 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,24),(17,29),-0.0225919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,25),(17,29),-0.0380986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,16),0.115127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,15),0.108199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,14),0.115127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,9),0.108199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,-1),0.0430889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,16),(17,15),0.111646 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,14),0.104762 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,9),0.111646 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,-1),-0.156954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,15),(17,14),0.120075 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,-1),-0.14729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,14),(17,9),0.111646 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,-1),-0.156954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,9),(17,-1),-0.14729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,20),-0.0748557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,21),-0.0272612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,22),0.022468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,23),0.0591622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,24),-0.037067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,25),-0.0339711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,26),-0.0313098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,27),0.0240871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,28),0.00600435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,29),-0.0241864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,20),(19,21),-0.0181532 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,22),-0.0318732 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,23),0.0388934 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,24),-0.0250388 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,25),-0.0340115 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,26),-0.0221513 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,27),-0.0318732 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,28),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,29),-0.0361074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,21),(19,22),0.00226896 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,23),-0.0257834 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,24),-0.0178806 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,25),-0.0302823 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,26),-0.0174074 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,27),0.00226896 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,28),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,29),-0.040985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,22),(19,23),-0.0569494 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,24),-0.00822856 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,25),-0.0193669 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,26),-0.00725543 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,27),-0.00428832 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,28),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,29),0.0141128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,23),(19,24),-0.0112208 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,25),-0.0642176 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,26),-0.00763074 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,27),-0.0472145 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,28),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,29),-0.0666555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,24),(19,25),-0.0231291 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,24),(19,26),-0.00468806 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,24),(19,27),-0.030289 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,24),(19,28),-0.0198162 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,24),(19,29),-0.0295709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,25),(19,26),-0.0143052 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,25),(19,27),-0.0361857 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,25),(19,28),-0.0196195 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,25),(19,29),-0.0377169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,26),(19,27),-0.0301466 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,26),(19,28),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,26),(19,29),-0.029782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,27),(19,28),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,27),(19,29),0.015732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,28),(19,29),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,18),0.123615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,17),0.157611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,16),0.0221869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,15),0.160439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,14),0.0221833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,13),0.11723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,12),0.0931146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,-1),-0.241637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,18),(19,17),0.0917866 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,16),0.117082 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,15),0.100319 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,14),0.117082 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,13),0.109187 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,12),0.101683 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,-1),-0.10694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,17),(19,16),0.113842 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,15),0.121623 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,14),0.113842 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,13),0.0860371 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,12),0.103049 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,-1),-0.0494509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,16),(19,15),0.101248 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,14),0.112126 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,13),0.116615 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,12),0.0499727 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,-1),-0.110315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,15),(19,14),0.0934526 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,13),0.0981441 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,12),0.108192 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,-1),-0.0461479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,14),(19,13),0.116615 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,14),(19,12),0.0491541 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,14),(19,-1),-0.110417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,13),(19,12),0.147505 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,13),(19,-1),-0.0983774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,12),(19,-1),-0.15133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,23),(23,29),0.0256912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
