# _root_ Ten minutes later , the Dow hit bottom - down 63.52 points , another 2.5 % .
#goldHeads=2,3,7,7,6,7,0,7,7,7,12,10,12,16,14,12,7,
#predictedHeads=2,3,7,7,6,7,0,7,8,7,12,10,12,16,16,10,7,
(12,7),(7,16),-0.0411294 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.581634 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.864582 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.100109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.112416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.282528 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.452287 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.300639 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0704775 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.142202 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.191544 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.342522 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.16703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.770808 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.502364 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.547825 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.274708 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.779705 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.217404 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.449058 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.349957 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.219142 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.196535 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.334504 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.07587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,8),0.0116738 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0940659 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.417111 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.10682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.586774 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.288418 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.471074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.118842 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.678194 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.514175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0978756 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.027859 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.486848 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.201679 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.16624 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0346319 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.202252 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.08883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.59261 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.0958186 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.512884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0559378 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0299592 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.493815 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.190656 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.197973 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.630646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.00765422 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.300827 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.323583 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.243303 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.680245 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.11964 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.9325 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.768151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.774723 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.2924 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.71845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.131323 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.141433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.106661 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0962537 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.35081 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.380006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.339188 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.358562 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.310628 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.399142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.404706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.331733 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.405909 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.357801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.273949 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.270333 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.269004 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.71213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.56869 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.539139 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.18421 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.872046 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.850595 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.743263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.11477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.196076 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.808217 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.786855 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.10992 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.975186 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.900824 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.737392 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.888822 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.853434 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.845985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.12392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0258057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.646995 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0674996 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.30185 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),0.00707067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.267117 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.362433 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.303698 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.447777 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.31353 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.348457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0960492 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.486182 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.204984 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.480751 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0705316 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.496909 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.497951 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.457896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.431381 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.46326 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.502455 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.472827 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.474176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.368714 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.487603 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.259547 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.5915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.251565 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.953755 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0960987 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.324543 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.54718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.208798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.953853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.868548 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.09997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.961306 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.953429 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.931558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.07837 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.581518 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.989213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.850997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.12646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.488735 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.160201 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-1.4102 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.398007 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-1.35626 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.972143 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.878072 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.594123 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.656029 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.450431 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.868286 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.213035 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.865268 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.78514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.917877 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.457241 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.215914 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-1.22535 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.760995 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.559002 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-1.31064 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.46598 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.252911 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-1.165 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-1.03667 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.546618 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.78114 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.487557 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.832532 # DEPENDENCYPART_GRANDPAR
(16,6),(6,17),-0.943592 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.479787 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-1.27125 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.835915 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.726634 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.880871 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.660222 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.378498 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.447702 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.41617 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.529309 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.259239 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.731645 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.391153 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.213532 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.82847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.930522 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-1.31169 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.439108 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0832241 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.02854 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.746505 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.741543 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.484932 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.931278 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.279504 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.744761 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.80059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,1),-1.27815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.398255 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.248955 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-1.13496 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.929688 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.814937 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.604321 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.687014 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.493691 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.894294 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.499895 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.793943 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.399423 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.336126 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.87468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.957695 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.155683 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.620852 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.587261 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.8351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.964675 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.53197 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.230436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.76616 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.489217 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.80059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.929753 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.38171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,3),-0.107828 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.192049 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.287183 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.179938 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.120233 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.489022 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.171449 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.401157 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.10523 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.430811 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.84595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
