# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(5,6),(6,9),(6,11),-0.0435803 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,12),-0.0224334 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,13),-0.0223679 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,19),-0.0279373 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,26),-0.0204431 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,29),-0.065641 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,30),-0.0247794 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,31),-0.06838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,11),-0.0525759 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,12),-0.0957079 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,13),-0.0392081 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,19),-0.0418612 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,26),-0.0310695 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,29),0.0642036 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,31),0.0908933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,12),0.0170986 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,13),0.180834 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,19),0.114822 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,26),-0.0911923 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,29),0.0674618 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,30),-0.0598551 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,31),-0.0179047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,12),(6,13),-0.10757 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,19),-0.0860982 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,26),0.0160476 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,29),-0.0308416 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,30),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,31),-0.0140855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,13),(6,19),-0.0906522 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,26),0.0570912 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,29),-0.087746 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,30),-0.0518702 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,31),-0.0290921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,19),(6,26),0.0477164 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,29),-0.0868082 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,30),-0.050448 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,31),-0.0190063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,26),(6,29),0.0642036 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,26),(6,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,26),(6,31),0.0908933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,29),(6,30),-0.0260494 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,29),(6,31),-0.0398028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,30),(6,31),-0.0421517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.126083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,4),-0.175615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),0.0463072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.175615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,1),-0.126633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.208942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.137724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,1),-0.126404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.10941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.191067 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.119693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,2),-0.125667 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,1),-0.125097 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,-1),-0.105293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,2),(6,-1),-0.116057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,1),(6,-1),-0.0886547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0692666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0175773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0493904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),-0.0200648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,15),0.0297619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,31),-0.168621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.04212 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),-0.0420094 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,15),-0.0486898 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,31),-0.0917538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0423185 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,11),-0.042328 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,15),-0.0431092 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,31),-0.0266919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,11),-0.0433013 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,15),-0.0455182 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,31),-0.036536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,15),-0.0859522 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,31),-0.0175109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,15),(7,31),-0.0122907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,3),-0.124923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),0.104076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,3),(7,-1),-0.143883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),-0.0732497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.139584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.0549353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.0636889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,13),-0.0711197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,15),0.0341882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,16),-0.0940075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,18),0.0261244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,19),-0.0848814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,22),0.0294432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,25),0.0158281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,26),-0.139584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,27),-0.0270304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,30),-0.0701302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,31),0.108316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,10),-0.0204482 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,11),-0.0435803 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,12),-0.0224334 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,13),-0.0223677 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,15),-0.0712377 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,16),-0.0272975 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,18),-0.0712379 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,19),-0.0279372 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,22),-0.0712378 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,25),-0.0749453 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,26),-0.0204482 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,27),-0.0576627 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,30),-0.0247794 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,31),-0.0677612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0525722 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,12),-0.0952874 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,13),-0.0416724 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,15),-0.0674014 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,16),-0.0531526 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,18),-0.0674 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,19),-0.0443255 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,22),-0.0674 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,25),-0.0611189 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,26),-0.0310695 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,27),-0.0293449 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,31),0.0849375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,12),0.0160551 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,13),0.183597 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,15),-0.0895159 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,16),0.148156 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,18),-0.164693 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,19),0.117585 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,22),-0.222839 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,25),-0.275521 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,26),-0.0912195 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,27),-0.126556 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,30),-0.0598551 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,31),-0.0295935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,13),-0.107563 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,15),-0.0670401 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,16),-0.0913009 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,18),-0.0670424 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,19),-0.0860915 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,22),-0.0670625 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,25),-0.0619171 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,26),0.0160476 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,27),-0.0247528 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,30),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,31),-0.017902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,13),(8,15),-0.0292605 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,16),-0.0833034 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,18),-0.0294264 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,19),-0.085016 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,22),-0.0293034 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,25),-0.0164555 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,26),0.0578496 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,27),-0.0343047 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,30),-0.0518702 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,31),-0.0202799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,15),(8,16),-0.0432727 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,18),-0.00285432 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,19),-0.0421031 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,22),-0.00264815 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,25),-0.00655907 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,26),-0.0845339 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,27),-0.0277092 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,30),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,31),-0.105046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,16),(8,18),-0.0369041 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,19),-0.087816 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,22),-0.0367811 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,25),-0.0239332 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,26),0.037196 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,27),-0.0326466 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,30),-0.050448 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,31),-0.0133325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,18),(8,19),-0.0430735 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,22),-0.0030319 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,25),-0.00694281 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,26),-0.0847247 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,27),-0.0277092 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,30),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,31),-0.112124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,19),(8,22),-0.0315368 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,25),-0.0186889 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,26),0.0484748 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,27),-0.0308015 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,30),-0.050448 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,31),-0.0101941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,22),(8,25),-0.00655907 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,22),(8,26),-0.0847914 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,22),(8,27),-0.0277092 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,22),(8,30),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,22),(8,31),-0.111338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,25),(8,26),-0.0764924 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,25),(8,27),-0.0277097 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,25),(8,30),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,25),(8,31),-0.103094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,26),(8,27),-0.0293449 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,26),(8,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,26),(8,31),0.0849375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,27),(8,30),-0.042015 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,27),(8,31),-0.0899251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,30),(8,31),-0.0421517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.18465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.128949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.175628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,3),0.0470596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,2),-0.175628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,1),-0.126633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.232441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,5),0.127813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.106737 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,3),-0.0698075 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,2),-0.106737 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,1),-0.126612 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.249552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,3),-0.137724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,2),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,1),-0.126404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.112334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,3),-0.190608 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,-1),-0.114476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,3),(8,2),-0.125667 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,1),-0.125097 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,-1),-0.0995323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,2),(8,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,2),(8,-1),-0.11084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,1),(8,-1),-0.0883084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.0785247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0796039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0260587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.0902832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0151637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.0343062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),-0.110924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,30),-0.047996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,31),-0.0217748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0238311 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0691547 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.0857702 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.037774 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0679491 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.0861845 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,30),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,31),-0.0694191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),0.0073964 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,13),0.150275 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),0.0982039 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0854211 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),0.119166 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,30),-0.059348 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,31),-0.0640612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,13),-0.0414834 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,14),-0.0459087 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0470014 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0432694 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,30),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,31),-0.0385341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,14),-0.0460194 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,15),-0.0447407 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,16),-0.0400377 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,30),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,31),0.0193631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0445435 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,16),-0.0454289 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,31),-0.0373895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0319207 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,30),-0.0420012 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,31),-0.0812742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,30),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,31),0.0223646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,30),(9,31),-0.0476498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.136583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0934668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.0903629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.120843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.163411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.119093 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.124894 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0891497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.12489 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.110036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.125893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,-1),-0.0155089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,31),0.0180501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,10),(10,-1),-0.0696488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,12),0.0290638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),0.0392606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
