# _root_ Nearby Paul Craig Roberts , a distinguished supply-sider with monetarist sympathies , argues the case for Sir Alan .
#goldHeads=13,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
#predictedHeads=4,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
(8,4),(4,3),-0.308978 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.219705 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.221652 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.11419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.120293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.257702 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.345172 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.631746 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.724218 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.362802 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.767339 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.02094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.157824 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.138047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.104164 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.260053 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.297198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.135062 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0412303 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.25265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.274156 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.655138 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.396159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.354088 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.712497 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.495737 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.0723 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.72771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.165938 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.425094 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.222493 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.151379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0486255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.109228 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.35928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.443666 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.583696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.341559 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.316303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.302297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.131039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.142696 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.980983 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.897209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.388756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.35928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.443666 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.583694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.34156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0140442 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.295938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.134216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.142696 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0688761 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.194213 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.468753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.75588 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.11944 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.01883 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.03567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.397674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.372023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.525441 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.687125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.298113 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.089619 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.16936 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.155756 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.251069 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0954766 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.191899 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.341771 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.172507 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.602775 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.35928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.340415 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.285588 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.252118 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.00435996 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0550022 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.377724 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.21005 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.469759 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.266577 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.309044 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.142031 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.575298 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0549289 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.463354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.737606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.710735 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.68372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.244126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.155133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.327477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.08696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0699182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.478184 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.0264883 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.610491 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.909752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.628002 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.863724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.768155 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.840848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.876524 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.795543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.885085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.66467 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0824176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.509416 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.14271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.09062 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.928925 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.768155 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.840848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.876524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.795542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.666644 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.658311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0855948 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.509416 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0260954 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.30519 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.403923 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.887875 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.16926 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.14443 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.11718 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.846526 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.674043 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.805682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.903085 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.790698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.614742 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.02301 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.406154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.815648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.41164 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0531528 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.691791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.22838 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.470384 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.768159 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.778344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),1.10995 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.485674 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.704793 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0601286 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.799823 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.337566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.418099 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.428828 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.73531 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.273413 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.511877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.472095 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.586173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.455572 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.972079 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.96761 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.49168 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.627477 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.495718 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.412172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.56535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.304022 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.644992 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.706167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.5816 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.0487 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.04645 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.984671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.97931 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.997485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.377565 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.685671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.669169 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.358909 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.42689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.165564 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.636076 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.625415 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.734983 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.448664 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.997336 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.227757 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.46734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.206008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.544592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.563428 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.775678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.440633 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.55802 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.5708 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.01868 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.03116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.16789 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.910553 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.820762 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.89617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.00503409 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.124709 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.153461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0169866 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.150021 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.445153 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.47108 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.69648 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.69201 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.70926 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.02759 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.04391 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.24966 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.04901 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.974598 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.999833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.261498 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.135149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.201996 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.103065 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.109213 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.396691 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.125138 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.575998 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.03116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.820763 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.377725 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0387859 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0415361 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0308604 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.435819 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.165858 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.446158 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.743998 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.469298 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.521191 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.0827023 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.100269 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.161324 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.138227 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.292335 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.715832 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.743902 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.321066 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.428356 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.082682 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.100252 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.162592 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.13824 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.292335 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.764811 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.555857 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),0.0040994 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.641638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.715832 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.144563 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.183858 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0415779 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.672709 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.451302 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.167325 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.257976 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0460369 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0849778 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.477996 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.17382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.301251 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.845563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.128836 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.767192 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.743902 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.318216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.425506 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.478001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.050033 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.312994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.270031 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.13824 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.593885 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.292335 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.764811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.555857 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),0.0040994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.715832 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.313997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.449638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.07581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.200851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.702824 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.596552 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),0.0121306 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.312994 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.266854 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.205206 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0988685 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.292335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.764811 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.555857 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.16854 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.03002 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.1382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.18977 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.700061 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.67123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.847346 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.507258 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.477448 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0752989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.608299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.208592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0771203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0728838 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.5588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0573012 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0468062 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.297671 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.658487 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.323614 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.492072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.304955 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.169588 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.421903 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0932533 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0843495 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.164655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0982168 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0245739 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0163295 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.270194 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.169849 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.025546 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.456901 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.123058 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.163702 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.42183 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.208313 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.0667013 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.151361 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.398405 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.207638 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.134237 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.179457 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0242553 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.195376 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.513975 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.314275 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0902242 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.142699 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.00461501 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.6474 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.435824 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.179308 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.252899 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.196235 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.513831 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.314115 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0893652 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.142522 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.00375599 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.647257 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.182451 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.256485 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.106866 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.5174 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.317684 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0980991 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.146109 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.01249 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.650825 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.771907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),0.454464 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),0.286869 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),0.0455372 # DEPENDENCYPART_GRANDPAR
