# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(15,10),(10,5),-0.278651 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.395168 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.269908 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.272643 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.134789 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.337187 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.164652 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.20208 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.330196 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.313702 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-1.10174 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.254186 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.157196 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.682421 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.543675 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.181889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.824132 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.351635 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.215871 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.697656 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.09324 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.718464 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.927134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.658142 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.74774 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.727171 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.748948 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.850079 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.432005 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.264378 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.678347 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0797386 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.10663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.30827 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.939672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0756714 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.280751 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0501481 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.60226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.169635 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.900363 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.05121 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.23508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0993509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.451387 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.50088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-1.01459 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.707305 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.51222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,3),-1.40235 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.99743 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.19656 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-2.06797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.2337 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.52062 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.44822 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.14716 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.34757 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.10562 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.844872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.580718 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.735321 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.486423 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.649463 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.200719 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.642891 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.118317 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.280507 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.38059 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.268718 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.0831528 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.3556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.940998 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.372868 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.820534 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.568691 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.324437 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.770084 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.633081 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.515745 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.286823 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.479091 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.343121 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.555178 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.420034 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.24699 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.367734 # DEPENDENCYPART_GRANDPAR
(19,5),(5,20),-0.965283 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.118033 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.234351 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.191682 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.647404 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.534633 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.538008 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.397569 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.497177 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.473537 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.279804 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.281887 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.39243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,7),-0.552963 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.216165 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.271485 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0474704 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.209742 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.594827 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.414502 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.601437 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.511915 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.19096 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.384928 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.348116 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.332632 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.0869369 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.275258 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.37185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-1.00617 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.194602 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.350134 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.507309 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.121274 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.215401 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.492498 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.283741 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.11879 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.221255 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.161966 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.16688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.39243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.982416 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0930228 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0903938 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.907956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.135012 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.12871 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.191777 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.183311 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.37186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,19),-0.951383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,3),-0.181928 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.374568 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.20048 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.132364 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.134101 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.19057 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.30855 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.195525 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.255905 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.354935 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.446487 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.87633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
