# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(18,11),(18,16),0.0642888 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0545833 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0422794 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0294141 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0966348 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0217853 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0492612 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0334205 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0195201 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0393946 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0278725 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0145799 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0182397 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0263786 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0497379 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0471176 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.144826 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0237835 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.381275 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.048244 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0274883 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0164997 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.309893 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.108932 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0111783 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00268399 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0472643 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0520609 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0563378 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0901392 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0307539 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0281546 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0667133 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0544766 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0973751 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0514786 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0497645 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0843475 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0644256 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.108785 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0319647 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00807801 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0111723 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0337905 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0709928 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.3532 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.161409 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.345938 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0421444 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0586789 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0740174 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0862184 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.035488 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0853578 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0296738 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.104043 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.584103 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.116965 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.0526055 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.182882 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0617808 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0712887 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.221712 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.182882 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0617808 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.064941 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0195709 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.241238 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0838093 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0233721 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.584103 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.164942 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.086198 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.137044 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.108198 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.201968 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0379584 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.156603 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0494296 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.0281474 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.204506 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.156603 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0494296 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.00748677 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0395093 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0589161 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0391075 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0711395 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.108198 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.119207 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.249931 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0120693 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0173787 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.177574 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.087948 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0788219 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.14941 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0281122 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.087948 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0788219 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.177023 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.120669 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.121016 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.195862 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0568301 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.328597 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.637305 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0292986 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00580342 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.0879121 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.224248 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0783735 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.102093 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.195793 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.224248 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0783735 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0947323 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.185885 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.132085 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.104521 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.207559 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.314188 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.205334 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.702957 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0497242 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.0610001 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0777778 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0393419 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0744193 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0610001 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0777778 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0369994 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0533359 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.133046 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0217293 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0175996 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0374956 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.490437 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0795109 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.397679 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0951962 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0824827 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.172837 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.345394 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0951962 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0751319 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.00906708 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.14293 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0639819 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0129018 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0549526 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.100994 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0114503 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.181099 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0297345 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.131798 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.131769 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0735905 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.00586792 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.00698109 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0752008 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0432129 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0165729 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0786707 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.1808 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.215947 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0102633 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.188649 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.249812 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.113868 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0982809 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.172025 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.213266 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.123332 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.184453 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0095164 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.238515 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.383213 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0616998 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0709745 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0199137 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.00626621 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0263112 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0594774 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0108765 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.00604772 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0665289 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0585369 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.107536 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.179694 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0951962 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0751319 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.00906708 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.14293 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0639819 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0129018 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0549526 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.100994 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0114503 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.181099 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.00586792 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.00698109 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0752008 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0432129 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0165729 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0786707 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.1808 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.215947 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0102633 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.14859 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.196823 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.107523 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.161018 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0242159 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.226665 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.367468 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0553873 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0458111 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.18148 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.709037 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.195858 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.337317 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.699808 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0876497 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.121707 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0223608 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0107368 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.20013 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.224225 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0592581 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0240595 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.14112 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0584852 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.170781 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.114457 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.23883 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.330805 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.697604 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.110867 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.637305 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0292986 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00580342 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.114641 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.147141 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0837327 # DEPENDENCYPART_SIBL
(0,6),(6,1),0.910204 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.307382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.843235 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.16591 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.667425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.1288 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0680208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.215237 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0293505 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0569785 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0740165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.55626 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0115122 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.399233 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.60838 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.765374 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.140929 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.115635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.499578 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.441658 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),1.1539 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.686337 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.240922 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.763588 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),1.28424 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.753869 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.462359 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.562317 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.672377 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.567041 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.0710386 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.748096 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.597721 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.333175 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-1.29464 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.974833 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-1.04724 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.354011 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.385896 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.655276 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),1.35194 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.669616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.300715 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.232902 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0149716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0859065 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.130841 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0506877 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.554129 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.462835 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.308992 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.829931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.365913 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.191369 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.705288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.474029 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.199245 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.10598 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.107972 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.258222 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.118263 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.762291 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.484901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.811679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.434756 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.341467 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.398772 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.00206775 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.634478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.57211 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.333593 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0849012 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0595658 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.274646 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.296914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.413466 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.294665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.229252 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.0334756 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.560115 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.323799 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.573092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),0.041185 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.830138 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.401475 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.831786 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.666584 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.505798 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-1.59693 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.672866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),-0.339774 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.375108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0730195 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.134693 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.676728 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.561132 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.839991 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.555863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.593892 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.177005 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.152251 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.144923 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.185338 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.00994619 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.455274 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.545324 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.644536 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.315941 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.828908 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.883511 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.396562 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-1.35941 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.678698 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.862742 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.04305 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.672863 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-1.78141 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.538784 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.117383 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.742784 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.509298 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.361444 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.972469 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.532829 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.778148 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.634478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.57211 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.333593 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0849012 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0595658 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.135475 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.336532 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.26246 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.484528 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.229252 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.0334756 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.560115 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.323799 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.573092 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),0.041185 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.830138 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.401475 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.831786 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.666584 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.505798 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-1.59693 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.563239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.582606 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.174062 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.171631 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.0305929 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.174955 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.401486 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.205297 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.534491 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.286432 # DEPENDENCYPART_GRANDPAR
