# _root_ Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
#goldHeads=4,4,4,17,4,13,13,7,12,12,12,8,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
#predictedHeads=4,4,4,17,4,13,13,7,12,12,12,13,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
(8,10),(8,17),-1.25713 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,19),-1.11818 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,33),-0.723475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-1.00894 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-0.953005 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,15),-1.33308 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,17),-1.07331 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,19),-0.974471 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,33),-0.833148 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-0.934521 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,15),-1.46789 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,17),-1.17142 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,19),-1.06994 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,33),-0.361548 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,15),-0.70588 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,17),-0.710084 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,19),-0.742013 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,33),-0.234702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,17),-1.08632 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,19),-1.06017 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,33),-0.195621 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,17),(8,19),-0.600535 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,33),-0.782873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,19),(8,33),-0.384265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.388489 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.717251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.360314 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.348477 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.773484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,-1),-0.37965 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.820871 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.519258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,33),-0.531626 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-1.15509 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,33),-0.845195 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,33),-0.970335 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,6),-0.792419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.571278 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,6),(9,-1),-0.452526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.522056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,33),-0.533701 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,33),-0.974347 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.575501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.498773 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.792425 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.540935 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.759567 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-1.20981 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.694278 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,6),-1.08019 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.935235 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,-1),-0.452532 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.482118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.866022 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,33),-0.533941 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,15),-1.32029 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,33),-0.498594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,33),-0.338316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.693055 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.557383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.792419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.572254 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.0971657 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-0.953854 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.801587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,6),-1.20136 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.677848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,-1),-0.452526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),0.00296072 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.86619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-1.30529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),0.238782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,33),-0.523314 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,15),-0.684545 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.237202 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.629349 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,33),-0.288519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.277392 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-1.02449 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,33),-0.338757 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.331783 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,33),-0.248106 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,33),-0.80169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.420109 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.692377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.556653 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-0.792419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.328921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-0.43904 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-0.459159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,1),-0.518391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.572557 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.165238 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,9),-0.607645 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,6),-1.15523 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-1.2537 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-0.987206 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,2),-0.967541 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,1),-0.878358 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.965515 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,9),-0.0955811 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,6),-0.953379 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,4),-1.10723 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,3),-0.854955 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,2),-0.811163 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,1),-0.723308 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.800964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,6),-1.20083 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,4),-1.44628 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,3),-1.40059 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,2),-1.37054 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,1),-1.23653 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.676979 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,4),-0.759042 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,3),-0.831635 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,2),-0.87185 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,1),-0.900366 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,-1),-0.452526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,3),-0.439661 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,2),-0.605004 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,1),-0.678658 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,-1),-0.761075 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.234561 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,1),-0.505126 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-1.01569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,1),-0.113687 # DEPENDENCYPART_NEXTSIBL
(12,2),(12,-1),-0.953199 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,1),(12,-1),-0.574188 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-1.52945 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.649397 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-1.31762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),0.226685 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.643143 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),0.127949 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.00460049 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.0687829 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),-0.407104 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.792563 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,32),-1.50284 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,33),-0.8372 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.896119 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.01402 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-1.04214 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-1.16686 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-1.12798 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-1.03426 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-1.09531 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-1.15743 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,26),-1.09096 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,32),-1.293 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,33),-0.954788 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.563154 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-1.08193 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.09158 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.941089 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-0.906941 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-0.97594 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,25),-1.29193 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,26),-0.920543 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,32),-0.708494 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,33),-0.329161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.454233 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.943848 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-0.797314 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.785407 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.06091 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,25),-1.21514 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,26),-1.36274 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,32),-1.35612 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,33),-0.445466 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,19),-0.644529 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.621223 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.686446 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.490817 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.489545 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.451104 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,32),0.834689 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,33),-0.702238 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),-1.01602 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,22),-1.079 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-1.02156 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,25),-0.931877 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,26),-0.946573 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,32),-0.113963 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,33),-0.393605 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,22),-0.661952 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-0.662253 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,25),-0.952832 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,26),-0.67791 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,32),-0.211238 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,33),-0.693277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),-0.851217 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,25),-0.773732 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,26),-0.700712 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,32),0.00427516 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,33),-0.488377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,25),-0.879261 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,26),-0.875303 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,32),-0.36323 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,33),0.0219496 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,25),(13,26),-0.255856 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,32),-0.2447 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,33),-0.480602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,26),(13,32),-0.285977 # DEPENDENCYPART_NEXTSIBL
(13,26),(13,33),-0.529167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,32),(13,33),-1.94364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.283135 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.320712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.68378 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.456689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.60381 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,7),-0.387034 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.6185 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-1.21874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.229465 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,3),-0.339139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,2),-0.362578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-0.428188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.7989 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.432778 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.577904 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.914023 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.515692 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,7),-0.650311 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-1.0657 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-1.30843 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-1.12602 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,3),-0.99065 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,2),-0.971147 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-1.02486 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.718144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.529663 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,9),-0.902019 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.940622 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,7),-0.969447 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-1.16922 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),-1.82263 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-1.54857 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,3),-1.28126 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,2),-1.26269 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-1.18451 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-1.19301 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,9),-0.440224 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,8),-0.557707 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,7),-0.817114 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-1.01467 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-1.55353 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,4),-1.45222 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,3),-1.19912 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,2),-1.15643 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,1),-1.07957 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-1.13057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.690135 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,7),-0.837188 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-1.21464 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,5),-1.80718 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-1.7408 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,3),-1.69428 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,2),-1.66534 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-1.54232 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.904119 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,7),-0.748434 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,6),-0.907672 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-1.21434 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-1.25199 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,3),-1.32253 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,2),-1.35434 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-1.35718 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.96787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,7),(13,6),-0.22283 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,5),-0.476402 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,4),-0.788168 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,3),-0.859748 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,2),-0.903284 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,1),-0.929253 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,-1),-0.675569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.395551 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,4),-0.76487 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,3),-0.836266 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,2),-0.877586 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-0.912578 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.174478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,4),-0.795795 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,3),-1.05176 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,2),-1.02306 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,1),-1.1752 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,-1),-1.56929 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,3),-0.739762 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,2),-0.906207 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,1),-0.990859 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-0.98892 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,3),(13,2),-0.529309 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,1),-0.810872 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,-1),-1.24298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,2),(13,1),-0.420539 # DEPENDENCYPART_NEXTSIBL
(13,2),(13,-1),-1.1818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),-0.803063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,17),0.209433 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,33),-0.252445 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,17),(14,33),-0.785795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,-1),-0.386338 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-1.27524 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),0.269314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.457233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.0811307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),-0.104238 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,33),-0.530892 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.291796 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.767138 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.695588 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.630424 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,33),-0.212781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,19),-0.464684 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.583552 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-0.5967 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,33),-0.772556 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.93587 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,22),-0.945652 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,33),-0.34809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,22),-0.685618 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,33),-0.779563 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,33),-0.561653 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-1.12325 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.380647 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.416586 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.688754 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.553083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.792419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.596203 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,12),-1.09122 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-1.09851 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-1.05158 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-1.06658 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-1.11321 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.157775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.137356 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.212512 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.618688 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-1.052 # DEPENDENCYPART_NEXTSIBL
