# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(0,1),(1,1),(1,10),0.00903815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,21),-0.0583785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.042032 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.042004 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0434463 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,21),-0.0450835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,21),-0.0432058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,8),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,10),-0.0421102 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,21),0.000801092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,10),-0.0424057 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,21),-0.0476989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,21),0.000805971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.11726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,3),(3,4),-0.0470827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.137721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.135245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0408393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.135246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),0.0286219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),-0.135245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,21),-0.0864733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0225624 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.0225441 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.0225441 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.0225441 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,21),-0.0492932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.016737 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,10),-0.0167221 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),-0.0167221 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,21),-0.0708841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),-0.0163346 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),-0.0163346 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,21),-0.0705671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,10),-0.0448819 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0420814 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.0448819 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,21),-0.0429388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,12),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.0163205 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,21),-0.0705662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,16),-0.0372636 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,21),-0.0451886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,21),-0.0705658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.206274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.126694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.258485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.139992 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.198019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.110425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0472561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0461137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),-0.057433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0460438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.0460375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,15),-0.0260665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,17),-0.0260665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),-0.0671875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,21),-0.0455177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0745676 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.0364803 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0745231 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0745231 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,15),-0.106509 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,17),-0.106509 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),0.123902 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,21),-0.0835458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,8),-0.0364803 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0734772 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.0734772 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,15),-0.105705 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,17),-0.105705 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),0.116769 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,21),-0.0819273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,10),-0.0444961 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,11),-0.0444961 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,15),-0.0224126 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,17),-0.0224126 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,20),-0.0478907 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,21),-0.0419991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.0734772 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,15),-0.105708 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,17),-0.105708 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),0.116883 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,21),-0.0819273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,15),-0.105705 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,17),-0.105705 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,20),0.11689 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,21),-0.0819273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,15),(4,17),-0.0420488 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,20),-0.0603344 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,21),-0.0425467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,17),(4,20),-0.0603344 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,17),(4,21),-0.0425467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,20),(4,21),0.0503869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.225441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,2),0.178359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,1),0.146188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.138366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.0984425 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,1),0.122768 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.0390757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,1),0.116915 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,2),(4,-1),-0.137983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.104571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.100385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),0.00799743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.227685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.0464769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.101124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.0956208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,12),-0.0783685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,15),-0.0367992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,16),-0.100275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,17),-0.0367992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,19),-0.0583368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,20),-0.146771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,21),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0388262 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),0.0381299 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.04211 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0628317 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,11),-0.0628476 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,12),-0.0507388 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,15),-0.141804 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,16),-0.0628317 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,17),-0.141804 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,19),0.0138674 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,20),-0.0266583 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,21),-0.122255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.0297194 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.04336 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0352993 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.0352993 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,12),-0.01077 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,15),-0.0687603 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,16),-0.0352993 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,17),-0.0687603 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,19),-0.0369724 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,20),0.0241466 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,21),-0.0553812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0420063 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0565994 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),-0.0565994 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,12),0.00345267 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,15),0.0141103 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,16),-0.0565994 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,17),0.0141103 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,19),-0.038651 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,20),0.0695064 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,21),-0.0920329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.0181394 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0171104 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,12),-0.0423772 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,15),-0.0508537 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,16),-0.0171104 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,17),-0.0508537 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,19),-0.0460986 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,20),-0.0589583 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,21),-0.0439164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.0615782 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,12),-0.0507388 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,15),-0.135069 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,16),-0.0615623 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,17),-0.135069 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,19),0.00583715 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,20),-0.0218513 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,21),-0.121089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,12),-0.0507388 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,15),-0.135064 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,16),-0.0615543 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,17),-0.135064 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,19),0.00583715 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,20),-0.0162864 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,21),-0.12073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,12),(5,15),0.000539977 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,16),-0.0671074 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,17),0.000539977 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,19),-0.0247495 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,20),-0.00838897 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,21),-0.0665166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,15),(5,16),-0.0216051 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,17),-0.0148548 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,19),-0.100126 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,20),-0.0043936 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,21),-0.0762515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,16),(5,17),-0.135064 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,16),(5,19),0.00583715 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,16),(5,20),-0.0206774 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,16),(5,21),-0.12073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,17),(5,19),-0.100126 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,20),-0.0043936 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,21),-0.0762515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,19),(5,20),0.039817 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,19),(5,21),-0.139161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,20),(5,21),0.14149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,4),0.0532397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,3),0.301464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,1),0.230267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,-1),-0.645629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,4),(5,3),0.0918795 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,1),0.108649 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,-1),-0.0191349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,3),(5,1),0.153179 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,-1),0.0269551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,1),(5,-1),-0.168468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),0.0108666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.220434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,10),-0.0943296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),-0.0888259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,12),-0.0772293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),-0.0720189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,15),-0.0367839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,16),-0.0934799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),-0.0367839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,19),-0.0694801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,20),-0.146724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,21),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),-0.029606 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,10),-0.034914 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.034914 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,12),-0.0107716 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0363593 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.0677764 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,16),-0.034914 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.0677764 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,19),-0.0363593 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,20),0.0259462 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,21),-0.0553705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,10),-0.0546311 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0546311 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),0.00345286 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.038547 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),0.014665 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,16),-0.0546311 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),0.014665 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,19),-0.038547 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,20),0.0671451 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,21),-0.0913281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,10),(6,11),-0.0599011 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,12),-0.0506977 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,14),0.00912802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,15),-0.132907 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,16),-0.0598851 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,17),-0.132907 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,19),0.00912802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,20),-0.030353 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,21),-0.117787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0506977 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),0.00912802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.132902 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.0598771 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.132902 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),0.00912802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,20),-0.024788 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,21),-0.117428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,14),-0.02475 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),0.000540225 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,16),-0.0666956 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),0.000540225 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),-0.02475 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,20),-0.00608806 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,21),-0.066496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0587911 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,16),-0.025131 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0587911 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.00698149 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),0.0275137 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,21),-0.137864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,16),-0.0211253 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,17),-0.0148542 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),-0.103533 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,20),-0.00173656 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,21),-0.0762577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.132902 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,19),0.00912802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,20),-0.029179 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,21),-0.117428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,19),-0.103533 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,20),-0.00173656 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,21),-0.0762577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),0.0255385 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,21),-0.137864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,20),(6,21),0.148361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,3),0.296783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.223013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.644057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
