# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(6,7),(7,6),-0.808235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,2),-0.406331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.431655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.284205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.79865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.2236 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0782185 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.145217 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.184399 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.374422 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.080961 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.487532 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.385997 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.362169 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.489683 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.521807 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.466615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.296089 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.730887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.233674 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.170594 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.222352 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0956661 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.367783 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.127135 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.480023 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.415501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.174436 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.196946 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.322584 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.101286 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.35026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.437398 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.466073 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.00576343 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.13678 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0724603 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0189568 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0325412 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.16261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.247487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.396072 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.572017 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.436846 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.263831 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.261847 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0507085 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0738867 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.41412 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.39456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.884132 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.964718 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.492227 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.03041 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.09819 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.29355 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.25191 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.024149 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.252623 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0580652 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0885167 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.459884 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.52003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.907837 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.988642 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.592918 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.945733 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.1565 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.913862 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.22365 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.29794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.374744 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.00252185 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.262323 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0439796 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.402474 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.39179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.79243 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.476228 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.797074 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.370088 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.00104081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.217027 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.262804 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0564035 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.384333 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.39179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.792429 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.476228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.157707 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.02267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.694261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.361821 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.988312 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.595175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.62726 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.211532 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.939354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.494693 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.217719 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.423694 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.241845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.489444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.838199 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.99425 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.681872 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.358196 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.978956 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.591993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.624079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.207907 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.965147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.267782 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.243021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.352859 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.46625 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.4122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.195448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.56382 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.48083 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.875193 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.331558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.469057 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.395421 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.307254 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.567595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.466811 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.86484 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.198992 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.853408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,11),-0.0612786 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.124376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.352482 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.380188 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.364807 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.621005 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.516107 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.728574 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0245611 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.253459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.54577 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.231975 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.448049 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.496931 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.812924 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.198991 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0668101 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.117771 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.352531 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.474557 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.373168 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0751855 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.449135 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.741365 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.682725 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.101994 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.185471 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.190579 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.102077 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.168358 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.39374 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.190747 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.97797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.296444 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.266028 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0593142 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0255846 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0579075 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.474297 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.127051 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.974227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.197927 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),0.239895 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.204152 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.338715 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.497884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.335817 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.112916 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.124208 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.100695 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0264082 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.590673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.153518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.19802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.0260928 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.132709 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.636719 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.574565 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.188676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.707786 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.681641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.314166 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.000571548 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.158538 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.192024 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.464615 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.221908 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.983993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),0.100305 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),0.0447668 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.317447 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.00309667 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0745294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.158829 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0990616 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.462547 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.230603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.983992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),0.100305 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0687282 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.062062 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.145014 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.120133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.154482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.369179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.974229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.197925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.239893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.204154 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),0.217501 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.338717 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.497886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),0.110008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.391856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.293177 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.705286 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.300331 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.256986 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0849082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.295351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.592676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.485647 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.111378 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0140103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.152203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.412309 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.154336 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.026289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.145736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.106881 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0427534 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.1165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.285695 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.211584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.00731262 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.194444 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.117126 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.120065 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.250343 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0994523 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.184848 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.229989 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0992668 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.116144 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0501952 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.108711 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.369793 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.177714 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.072806 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0468077 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.14074 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0168724 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.187097 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.117125 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.280816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.14953 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.140916 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0939632 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.184145 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.108161 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.308784 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0967474 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.197016 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.410891 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.13005 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.216712 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.142629 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0844243 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.238331 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.385334 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0530065 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.340226 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0157628 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0117461 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.196814 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.123547 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0925182 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.357475 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.0910332 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.974073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),0.232133 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.12062 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.322559 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.608058 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.266434 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.217098 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.13343 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.267898 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.203394 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0585793 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.331965 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0448334 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.17551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0984535 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.61858 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.454798 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.151089 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.655396 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.766467 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.261861 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.316711 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.132246 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.072986 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.162059 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.326563 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0616439 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),0.116655 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),0.064494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.261758 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.317363 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.129919 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.135713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0823411 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.170494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.323312 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0634972 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),0.116655 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.148522 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.320613 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.20661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.113427 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0878498 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.180345 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0860684 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.974075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.232131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.120622 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.213369 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.322561 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.60806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.120334 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.222666 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.00805324 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0404213 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.018379 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0329603 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.100228 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.200246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.10532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0234935 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.363611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.118328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.565586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.705258 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.0516817 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0134116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.349194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.372784 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.14857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.165305 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.24326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.119736 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.24159 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.172901 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.258066 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0162709 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.701762 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.629987 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.289691 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.11013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.127201 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.2058 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.574615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.186327 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0179928 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.245572 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.366452 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.185536 # DEPENDENCYPART_GRANDPAR
