# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(15,25),(15,27),-0.207287 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.20723 # DEPENDENCYPART_SIBL
(15,25),(15,29),-0.0479347 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.183627 # DEPENDENCYPART_SIBL
(15,26),(15,28),-0.183555 # DEPENDENCYPART_SIBL
(15,26),(15,29),-0.0489476 # DEPENDENCYPART_SIBL
(15,27),(15,28),-0.220562 # DEPENDENCYPART_SIBL
(15,27),(15,29),-0.0602233 # DEPENDENCYPART_SIBL
(15,28),(15,29),-0.0933641 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.166332 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.612177 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.517193 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.116208 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.157615 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.182604 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0689487 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.56095 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.236214 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0270593 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0653931 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0372581 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00421273 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0132517 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.031547 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0332277 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0115352 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.0246749 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0344828 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0232307 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.264633 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.13316 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.08982 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0601608 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0957795 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0959786 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.03369 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0796985 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0826454 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.0829879 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.023391 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.131934 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0942541 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.297989 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.250168 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.358413 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.176729 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.214275 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.153102 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.0435747 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0488499 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.151663 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.140174 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.442927 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.0656709 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0604928 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.0693647 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0317391 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.229364 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.239888 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0114512 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.1701 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.172901 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.166852 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.0699812 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.258439 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.180462 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.104443 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.114216 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0976711 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0137767 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.192439 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.104988 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.11476 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.0982154 # DEPENDENCYPART_SIBL
(17,23),(17,29),-0.0109035 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.120906 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.124965 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.116726 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.00978701 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.185638 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.185565 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.0327256 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.222572 # DEPENDENCYPART_SIBL
(17,27),(17,29),-0.0440013 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.0771421 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0369674 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0122245 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0378453 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0686768 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0531225 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.107763 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0743268 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0668429 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.00647099 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0772148 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0182321 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.00303236 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0256307 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0769465 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0529582 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0681677 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0743268 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.312413 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.162442 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.1223 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.129879 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.100182 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.00557601 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.0246838 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.0193095 # DEPENDENCYPART_SIBL
(20,1),(20,28),-0.0106238 # DEPENDENCYPART_SIBL
(20,1),(20,29),0.415924 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.00614145 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.231636 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0380151 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0403522 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0998538 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.135465 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.141134 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0188392 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.106655 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.270329 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.311255 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0109547 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0249593 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.047689 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0274913 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.135465 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0726034 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0878149 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.128713 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.131739 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.208468 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0498698 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.0281949 # DEPENDENCYPART_SIBL
(20,2),(20,27),-0.0554863 # DEPENDENCYPART_SIBL
(20,2),(20,28),-0.0525898 # DEPENDENCYPART_SIBL
(20,2),(20,29),0.0326735 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.129463 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.104592 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.100037 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0514855 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.245537 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.134324 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0809269 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0576955 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.120076 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.464552 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.112148 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0875576 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.195853 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0898361 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.245537 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.000773772 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.126301 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0147914 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0135421 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.103524 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.023588 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0409046 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0134013 # DEPENDENCYPART_SIBL
(20,3),(20,28),0.0208228 # DEPENDENCYPART_SIBL
(20,3),(20,29),0.0840678 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0729395 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0247324 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.051162 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.106438 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0860519 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0344146 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.022166 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0415042 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.346075 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0736166 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0495826 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0949282 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0524944 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.106438 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.173567 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.131717 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.134323 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.136575 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.237468 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.19719 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.184198 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.202032 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.19993 # DEPENDENCYPART_SIBL
(20,4),(20,29),-0.115099 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0461184 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.104593 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.054907 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.00106455 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.020256 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.111384 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.00785938 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.356385 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0440389 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.032235 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.103939 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.034451 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.054907 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0821151 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0467386 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0321699 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0311076 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0465469 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0325083 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0455592 # DEPENDENCYPART_SIBL
(20,5),(20,27),0.022384 # DEPENDENCYPART_SIBL
(20,5),(20,28),0.0297515 # DEPENDENCYPART_SIBL
(20,5),(20,29),0.0599304 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.240804 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.155558 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.114231 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.235816 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.221064 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.115925 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.473352 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0484716 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.163924 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.292182 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.166132 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.155558 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.241177 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0416689 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.00282147 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0150404 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.000700288 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.113011 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.0943823 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.121505 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.119984 # DEPENDENCYPART_SIBL
(20,6),(20,29),-0.00838479 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.183853 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0228257 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.268755 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.60544 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0924775 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.560392 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.274307 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.257376 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.373216 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.260887 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.183853 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.385721 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.244321 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.20257 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.210712 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.151991 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.273098 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.272004 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.262802 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.292749 # DEPENDENCYPART_SIBL
(20,7),(20,29),0.0239198 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.289759 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0355614 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0699455 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0992431 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.441708 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0296754 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.00991555 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.023138 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0252707 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.324472 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.568542 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0774993 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0301391 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0195433 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.106719 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0079332 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0690852 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.0066433 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.00227079 # DEPENDENCYPART_SIBL
(20,8),(20,29),0.01006 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0946932 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.121995 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.163586 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.434686 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0679536 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.119876 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.254727 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.122858 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.30305 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.263616 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0979783 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0580898 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0621633 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0557069 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.174175 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.161945 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.194519 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.178406 # DEPENDENCYPART_SIBL
(20,9),(20,29),0.104165 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.135343 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0282359 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.399004 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.132915 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0616768 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.154256 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0638822 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0643449 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.085181 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.151954 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0299958 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0371171 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.146753 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0685536 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0555915 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.0787705 # DEPENDENCYPART_SIBL
(20,10),(20,28),-0.0771682 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.071444 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.104264 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.574345 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.290054 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.27171 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.391445 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.275221 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.238401 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.358251 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.160857 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0902699 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0984094 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.112775 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.157359 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.156275 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.147059 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.17701 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.031533 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.366961 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0645289 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0518416 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.107585 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0553937 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.069939 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.208828 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.155012 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.115596 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.117422 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.208839 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.2112 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.198171 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.21583 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.21394 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0217506 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.146719 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.173196 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.25058 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.182546 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.154465 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.11362 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.138766 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0244931 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0443189 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.170069 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0614213 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0744542 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.0506175 # DEPENDENCYPART_SIBL
(20,13),(20,28),0.0586738 # DEPENDENCYPART_SIBL
(20,13),(20,29),0.094034 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.116811 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.145751 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.119025 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0235592 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.244553 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.142402 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0870942 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0877999 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0926557 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.17935 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.166325 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.196412 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.18207 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.0773642 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.101507 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0322802 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0589885 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0775274 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0741204 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.00563365 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.00669595 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0271216 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.00770234 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.00534862 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0178266 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0104591 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.0424403 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0217514 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0395403 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.132842 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.222457 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0723805 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0755229 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.106167 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.150936 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.139313 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.162368 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.153657 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.116008 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0770235 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0747595 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0539507 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0279746 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0269123 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.00990863 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0126382 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0256892 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.002514 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.00988145 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0965117 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.568542 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0774993 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0301391 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0195433 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.106719 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0079332 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0690852 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0066433 # DEPENDENCYPART_SIBL
